instrument,old_fill_count,old_buy_executed_shares,old_sell_executed_shares,old_gross_value,old_cash_fee,old_slippage_cost,new_fill_count,new_buy_executed_shares,new_sell_executed_shares,new_gross_value,new_cash_fee,new_slippage_cost,delta_fill_count,delta_buy_executed_shares,delta_sell_executed_shares,delta_gross_value,delta_cash_fee,delta_slippage_cost,is_focus_instrument,absolute_gross_value_impact
SH600340,19,377500.0,377525.6424706633,1713933.5982867058,974.4671116334757,1713.9442685264564,18,594600.0,594643.3698653888,2619279.152183622,1486.2469091335065,2619.2966327698996,-1,217100.0,217117.72739472555,905345.5538969163,511.7797975000308,905.3523642434432,False,905345.5538969163
SH688629,14,22605.0,22606.437138510624,1004226.3684688974,581.995244889435,1004.3058866888617,12,42072.0,42075.69776752666,1908960.887746369,1112.8914197229944,1909.1098562617744,-2,19467.0,19469.260629016037,904734.5192774716,530.8961748335595,904.8039695729127,False,904734.5192774716
SZ300708,21,57700.0,57701.085045089,1351446.5426659833,761.3374455022318,1351.4216102958314,16,95600.0,95607.11639726846,2254955.00213761,1278.5458242214806,2254.950268442645,-5,37900.0,37906.03135217946,903508.4594716269,517.2083787192488,903.5286581468138,False,903508.4594716269
SZ300355,15,114800.0,114796.87562789494,948114.292654491,541.3115207665699,948.1180747430781,10,224100.0,224089.47777917818,1849552.8685411108,1037.4220735171286,1849.5614079708478,-5,109300.0,109292.60215128324,901438.5758866197,496.1105527505588,901.4433332277697,False,901438.5758866197
SZ300438,37,64000.0,64001.19752487581,3514308.2149584973,1987.803265893382,3514.3093082348823,28,82900.0,82901.51685400338,4414043.95945592,2487.098004427641,4414.0461075352305,-9,18900.0,18900.319329127567,899735.7444974231,499.29473853425907,899.7367993003481,False,899735.7444974231
SZ002219,10,120800.0,120807.66130687532,538694.8398232092,309.9904067985683,538.697185003575,8,322200.0,322221.5990992922,1437075.9862172047,806.0319032770027,1437.0825007036672,-2,201400.0,201413.93779241687,898381.1463939955,496.0414964784344,898.3853157000922,False,898381.1463939955
SZ002649,42,107800.0,107799.76293687947,2789616.353919221,1575.6689661227351,2789.6119959580446,25,142400.0,142399.65198117952,3684963.9464107733,2081.1566786529033,3684.951978463225,-17,34600.0,34599.88904430004,895347.5924915522,505.4877125301682,895.3399825051802,False,895347.5924915522
SZ000627,14,252100.0,252064.9524952134,784844.1699668559,469.08088942575506,784.853625591726,12,491500.0,491465.35325897223,1678522.6990112946,944.9051050526429,1678.5127096868148,-2,239400.0,239400.40076375884,893678.5290444387,475.8242156268878,893.6590840950888,False,893678.5290444387
SZ000050,33,105100.0,105103.14910636217,1751833.0601131604,1007.5637834517898,1751.8266488010966,21,158600.0,158605.76157057178,2643166.7247450966,1505.0208458310337,2643.166271046399,-12,53500.0,53502.61246420961,891333.6646319362,497.4570623792439,891.3396222453023,False,891333.6646319362
SH601208,12,30200.0,30199.51279624753,432313.2805654853,254.54674143756915,432.32531789916686,8,92500.0,92502.40911216429,1323567.1729845284,756.7334786473533,1323.602251290972,-4,62300.0,62302.896315916754,891253.892419043,502.18673720978416,891.2769333918051,False,891253.892419043
SZ003029,20,20700.0,20699.736983032897,960408.8893599396,544.4172466015176,960.4080734238535,15,42500.0,42494.448291312256,1850550.4075573701,1055.9883301209502,1850.557467004833,-5,21800.0,21794.71130827936,890141.5181974305,511.5710835194326,890.1493935809794,False,890141.5181974305
SH600436,95,34100.0,34100.03662538787,13388987.11077088,7486.1689636760775,13388.953339904625,81,36300.0,36300.03769071169,14278946.339697666,7985.191802422848,14278.916546022243,-14,2200.0,2200.0010653238205,889959.2289267872,499.0228387467705,889.963206117618,False,889959.2289267872
SZ301508,19,8800.0,8800.074770247933,550111.4448419316,311.4021634857725,550.1000529216655,9,23000.0,22999.98861670244,1438481.367708204,809.6807871110968,1438.483246987858,-10,14200.0,14199.913846454509,888369.9228662725,498.2786236253243,888.3831940661925,False,888369.9228662725
SZ002353,16,36000.0,36052.6975401175,2295148.2829791736,1289.596205717415,2295.1678308159276,16,49300.0,49353.932393285184,3183079.3228064324,1788.9737161537537,3183.1083030961972,0,13300.0,13301.234853167683,887931.0398272588,499.37751043633875,887.9404722802697,False,887931.0398272588
SH688766,19,7885.0,7884.908292913394,1199685.539033765,680.7719509112299,1199.7050325202538,15,14105.0,14104.884775150544,2084789.840972954,1184.8438313942254,2084.8065339780815,-4,6220.0,6219.97648223715,885104.301939189,504.07188048299554,885.1015014578277,False,885104.301939189
SZ000716,20,48000.0,47998.81589480584,592712.2307294816,347.16861082069266,592.712951674004,9,119500.0,119501.15874771695,1476400.4754574941,832.276135677315,1476.4046640836966,-11,71500.0,71502.34285291111,883688.2447280126,485.1075248566223,883.6917124096926,False,883688.2447280126
SZ301011,6,4100.0,4100.1800287012875,226017.9118537957,126.77326204132933,226.01895079835026,6,20100.0,20100.802518657976,1108078.706368173,621.583059920021,1108.0840503895954,0,16000.0,16000.622489956688,882060.7945143774,494.8097978786917,882.0650995912451,False,882060.7945143774
SZ002355,25,139100.0,139091.57536123827,1752484.1928129783,991.5954590061934,1752.5099767733923,18,210000.0,209975.15520486454,2632972.027470209,1501.244956936684,2633.008389787711,-7,70900.0,70883.57984362627,880487.8346572309,509.6494979304906,880.4984130143189,False,880487.8346572309
SZ002561,10,14600.0,14600.20251295231,229950.29356081315,137.21400216250404,229.94798554321065,7,69900.0,69893.55883041985,1109975.4587856422,625.8272247813111,1109.9744892740316,-3,55300.0,55293.35631746754,880025.165224829,488.6132226188071,880.026503730821,False,880025.165224829
SH688281,6,915.0,915.00180415359,125173.77434089474,70.63930210828303,125.1760674708578,6,7362.0,7362.013744004067,1004725.602932354,566.7812335391042,1004.7431472589755,0,6447.0,6447.011939850478,879551.8285914592,496.14193143082116,879.5670797881177,False,879551.8285914592
SZ301348,14,12600.0,12599.200334442563,570609.3984776882,329.0161262363338,570.6134158987396,8,31700.0,31696.571819126875,1448477.9487954837,813.8976328837666,1448.4903972119832,-6,19100.0,19097.371484684314,877868.5503177955,484.88150664743284,877.8769813132436,False,877868.5503177955
SH600211,9,7100.0,7099.84587816039,519011.8167321904,303.02865505074783,519.0152559946581,6,19100.0,19099.55748170425,1396478.3560723285,784.0101802115566,1396.4876817631211,-3,12000.0,11999.71160354386,877466.5393401382,480.9815251608088,877.472425768463,False,877466.5393401382
SZ300531,32,47700.0,47701.74706090091,1767231.8707442214,1004.9377160321861,1767.2503010303546,20,72800.0,72802.47730729826,2643980.1374076116,1506.9388023057593,2643.998219516377,-12,25100.0,25100.730246397354,876748.2666633902,502.00108627357315,876.7479184860224,False,876748.2666633902
SZ300323,13,38400.0,38394.72008001422,583683.4160836228,340.8033242024915,583.6860941653048,9,96200.0,96177.77716546756,1459739.9181723786,822.6381898921903,1459.7430171533554,-4,57800.0,57783.05708545334,876056.5020887557,481.8348656896988,876.0569229880506,False,876056.5020887557
SZ301152,8,6500.0,6500.386154320609,430515.65434326197,249.16286420164252,430.5168792151733,6,20700.0,20701.252321573113,1306078.7291753022,732.0637299316622,1306.0826738243409,-2,14200.0,14200.866167252503,875563.0748320402,482.90086573001975,875.5657946091676,False,875563.0748320402
SZ002933,31,15000.0,15000.114534411663,994405.815158737,570.0039963540988,994.4111162773579,15,28300.0,28299.974797947438,1867281.5398033233,1065.223564149541,1867.285070932927,-16,13300.0,13299.860263535775,872875.7246445863,495.21956779544223,872.8739546555692,False,872875.7246445863
SZ002567,31,139300.0,139295.5938722448,1313538.320425182,780.97459850594,1313.5342066567255,22,233800.0,233786.1136053071,2183929.484300713,1264.3498294592491,2183.925820107992,-9,94500.0,94490.5197330623,870391.1638755309,483.37523095330914,870.3916134512665,False,870391.1638755309
SH600197,26,17100.0,17099.771952404655,497177.84264300443,280.5096780512573,497.17867732941875,12,46800.0,46797.6180882665,1366175.1144922152,777.2524928835953,1366.164623175158,-14,29700.0,29697.846135861844,868997.2718492108,496.742814832338,868.9859458457394,False,868997.2718492108
SH600593,13,18400.0,18401.19934820451,1013275.2780239459,577.6028657596355,1013.277335394961,10,34400.0,34402.69138573658,1882103.2549947035,1054.3014237492903,1882.1064315048234,-3,16000.0,16001.492037532069,868827.9769707576,476.6985579896548,868.8290961098623,False,868827.9769707576
SZ300311,50,169800.0,169807.71573508997,1680425.7202369974,980.5856235108828,1680.4594456922143,30,259500.0,259502.52831429575,2547410.259110054,1507.3287009321589,2547.443973063109,-20,89700.0,89694.81257920578,866984.5388730566,526.7430774212761,866.9845273708945,False,866984.5388730566
SZ300579,22,27700.0,27699.681904603018,1670295.1320875434,951.752229260802,1670.3287748585587,16,42800.0,42799.060010618974,2535794.5582835376,1435.1486382492483,2535.8331174202954,-6,15100.0,15099.378106015956,865499.4261959943,483.3964089884463,865.5043425617366,False,865499.4261959943
SZ300711,6,4900.0,4900.602814325839,203859.42913439428,114.13970032337885,203.8595466739521,6,25700.0,25703.194829346037,1068957.989285222,598.2045765389832,1068.957410652686,0,20800.0,20802.5920150202,865098.5601508277,484.0648762156044,865.0978639787338,False,865098.5601508277
SZ002368,18,30600.0,30600.149206270202,1470522.4080442658,831.5404980587697,1470.5275755377543,14,48800.0,48800.280234410326,2335517.649380561,1315.6793640956043,2335.527741012116,-4,18200.0,18200.131028140124,864995.2413362951,484.13886603683466,865.0001654743619,False,864995.2413362951
SZ000629,40,387800.0,387846.16786419105,2036728.7360218486,1199.1451005757506,2036.7484724694998,30,550200.0,550252.5093491165,2901612.5452630916,1690.7263649867266,2901.6427960471297,-10,162400.0,162406.34148492542,864883.8092412429,491.581264410976,864.8943235776298,False,864883.8092412429
SZ300012,24,112000.0,112001.21780563686,2660572.7745359647,1510.816833967978,2660.5904929889866,20,145800.0,145801.6067727806,3524029.345585443,1977.601270233368,3524.0494489813873,-4,33800.0,33800.388967143735,863456.5710494784,466.78443626539,863.4589559924007,False,863456.5710494784
SZ301255,15,2200.0,2200.2005505718193,115020.03514445205,105.852437660977,115.02393908248078,8,19400.0,19401.63706534273,977545.1829050821,557.807835034904,977.5538167094547,-7,17200.0,17201.43651477091,862525.1477606301,451.955397373927,862.529877626974,False,862525.1477606301
SZ300228,10,43600.0,43602.10720192523,660490.6165168864,378.21824435324584,660.4918763942824,8,100500.0,100504.63021325303,1522607.1007633223,853.0403607198443,1522.6101449105533,-2,56900.0,56902.523011327794,862116.4842464359,474.8221163665985,862.118268516271,False,862116.4842464359
SZ001301,30,25600.0,16400.437267724865,2872501.5850621834,1457.2967081940353,2871.8992402435524,21,30700.0,25700.88893326048,3732832.5691665127,2005.1970030728319,3732.4626978123465,-9,5100.0,9300.451665535616,860330.9841043293,547.9002948787966,860.5634575687941,False,860330.9841043293
SZ300676,19,15600.0,4200.078586485565,799343.9191802617,345.17302424215296,798.8985416929106,14,26000.0,14899.919389933202,1659092.9856155885,842.6501577386899,1658.6665560873043,-5,10400.0,10699.840803447638,859749.0664353268,497.47713349653696,859.7680143943937,False,859749.0664353268
SH603185,35,60800.0,60799.38237884768,2261120.3876003586,1296.8645308203113,2261.0903558997716,26,93700.0,93698.73170941693,3119324.269021176,1778.745220190527,3119.293936868875,-9,32900.0,32899.34933056925,858203.8814208172,481.8806893702158,858.2035809691033,False,858203.8814208172
SZ300479,36,35000.0,34999.826738699885,1366172.5883583466,790.2298275508344,1366.1809072372905,22,57800.0,57797.208507581294,2220835.450796717,1288.1726985514688,2220.851239953072,-14,22800.0,22797.38176888141,854662.8624383702,497.94287100063434,854.6703327157813,False,854662.8624383702
SZ300879,28,36000.0,24301.20257290635,2090621.2934965114,1114.0774654411955,2090.244053524993,22,49500.0,38104.20082073496,2943355.6128306887,1580.8905439368111,2942.9923071074613,-6,13500.0,13802.998247828607,852734.3193341773,466.8130784956156,852.7482535824684,False,852734.3193341773
SZ300341,20,29100.0,29099.8945939176,941153.493797276,532.2584864026726,941.1752850920329,14,57200.0,57200.098508379735,1793483.0711383286,1026.9808188505326,1793.5269561590005,-6,28100.0,28100.203914462134,852329.5773410526,494.72233244786,852.3516710669676,False,852329.5773410526
SZ300169,16,45100.0,45102.21790618762,668711.0388273868,383.75630355929684,668.7159367863352,11,104100.0,104100.36152226366,1520190.441997278,863.3967905390125,1520.1921281545124,-5,59000.0,58998.143616076035,851479.4031698912,479.64048697971566,851.4761913681772,False,851479.4031698912
SZ300052,6,14900.0,14896.24659373095,286294.3434453947,160.91600695347432,286.2969944408584,6,57600.0,57585.949744498255,1137764.0135929855,639.2257746383417,1137.7734630744594,0,42700.0,42689.70315076731,851469.6701475908,478.3097676848674,851.476468633601,False,851469.6701475908
SZ300120,24,84100.0,84098.41131387578,1440214.3339807459,825.336289894538,1440.2168248382109,15,137800.0,137791.81854057763,2291552.286939486,1288.1785734308496,2291.528411420048,-9,53700.0,53693.40722670185,851337.9529587401,462.8422835363116,851.3115865818372,False,851337.9529587401
SH600998,8,67200.0,67198.6099125722,696945.6646468808,389.36500475512275,696.9426633197222,8,149200.0,149196.86184217906,1547540.1237711348,864.5649515870325,1547.5334412336033,0,82000.0,81998.25192960686,850594.459124254,475.19994683190976,850.5907779138811,False,850594.459124254
SZ300001,28,60600.0,60599.49441229152,2387911.670955006,1341.9768263151757,2387.9136205878985,22,83500.0,83499.48471367368,3238351.578550144,1830.9763775052056,3238.362086721679,-6,22900.0,22899.99030138216,850439.9075951381,488.99955119002993,850.4484661337806,False,850439.9075951381
SZ300003,31,120100.0,120098.99547609988,3129789.4013406406,1760.326780571423,3129.808673970876,25,158500.0,158497.7812172719,3980004.4841352906,2244.7765779732485,3980.017213271106,-6,38400.0,38398.78574117202,850215.08279465,484.44979740182566,850.2085393002299,False,850215.08279465
SZ002046,10,19000.0,18999.70757763494,533237.968149685,310.1079550546518,533.2467068565128,8,58300.0,58297.09076233813,1382424.7268312147,778.5676748510309,1382.4437485862218,-2,39300.0,39297.38318470318,849186.7586815298,468.4597197963791,849.197041729709,False,849186.7586815298
SH601077,105,997400.0,997199.8526870722,11745175.575026475,6725.34952010135,11745.182011056422,95,1074900.0,1074712.742825362,12594057.557639807,7195.32237451396,12594.068588232185,-10,77500.0,77512.89013828966,848881.9826133326,469.9728544126101,848.8865771757628,False,848881.9826133326
SZ300380,30,23700.0,23700.7725556135,2080503.2154931913,1187.1722193836795,2080.5355050490775,17,33800.0,33800.92530524502,2929045.530688587,1653.5117967043934,2929.086581304288,-13,10100.0,10100.152749631521,848542.3151953958,466.33957732071394,848.5510762552103,False,848542.3151953958
SZ002023,12,31400.0,31399.12574051984,573496.8745252754,331.0877995140185,573.5059644865196,9,77300.0,77296.93360377726,1421280.9377324388,800.8573361769749,1421.2965142546807,-3,45900.0,45897.80786325742,847784.0632071634,469.76953666295634,847.7905497681611,False,847784.0632071634
SH688595,9,3782.0,3782.090240293235,258712.7595845725,159.60265314836803,258.71420483087735,6,16222.0,16222.446928274438,1105795.534801759,620.400671102169,1105.801261289489,-3,12440.0,12440.356687981202,847082.7752171865,460.7980179538009,847.0870564586116,False,847082.7752171865
SZ300999,24,28700.0,28702.437038114927,1752241.3316789502,1001.7113254597534,1752.259797503599,17,42700.0,42703.11190215566,2598362.026256881,1470.4192441451723,2598.3804187082173,-7,14000.0,14000.674864040731,846120.694577931,468.7079186854189,846.1206212046184,False,846120.694577931
SH603026,14,12500.0,6699.559470969279,812273.3072586717,364.7919789700584,811.8977249800025,9,25500.0,19697.43542038067,1658205.865794257,839.0942065723732,1657.8333451363883,-5,13000.0,12997.875949411391,845932.5585355853,474.3022276023148,845.9356201563858,False,845932.5585355853
SH600089,57,248100.0,248099.10313566972,6180223.661509715,3507.852451272043,6180.194924517047,56,283400.0,283399.02849713527,7023720.580084931,4010.643079114351,7023.6939220750355,-1,35300.0,35299.925361465546,843496.9185752161,502.79062784230837,843.4989975579883,False,843496.9185752161
SZ002755,19,28600.0,28600.567597109635,944880.2473537631,539.6080796824237,944.884980309007,12,53900.0,53902.47453859443,1786918.9002165187,1011.9682696179282,1786.929769976393,-7,25300.0,25301.906941484798,842038.6528627556,472.3601899355044,842.0447896673859,False,842038.6528627556
SZ300628,35,42100.0,42099.958240709275,2835967.152156501,1592.2395153210994,2835.9704506343637,24,54500.0,54500.015465669814,3677172.122651024,2077.8361810712613,3677.1862669948578,-11,12400.0,12400.05722496054,841204.9704945227,485.59666575016195,841.215816360494,False,841204.9704945227
SZ002313,14,31000.0,30998.729836596816,635574.476342587,364.15109190143914,635.5784507737751,10,73200.0,73203.57008942078,1473024.0349543223,833.415898540592,1473.027194126615,-4,42200.0,42204.84025282397,837449.5586117352,469.2648066391529,837.44874335284,False,837449.5586117352
SH603220,41,63300.0,63388.020972043494,2681871.4943635166,1524.8642074029344,2681.8866870698985,28,83100.0,83185.09718852107,3517362.1952778823,2002.836179795299,3517.360601905772,-13,19800.0,19797.07621647758,835490.7009143657,477.9719723923645,835.4739148358735,False,835490.7009143657
SZ000413,20,15800.0,15806.603637117374,12911.657020611794,103.05041410500968,12.910443464173191,22,995600.0,995472.5373139572,847924.0077833029,473.30389373409685,847.8128446373097,2,979800.0,979665.9336768398,835012.3507626911,370.25347962908717,834.9024011731365,False,835012.3507626911
SZ300448,13,53900.0,53904.908216523836,686652.3251334915,398.2824506762206,686.6511202359276,9,119500.0,119514.15411251903,1521631.9010452146,854.9392602925337,1521.626989987005,-4,65600.0,65609.24589599519,834979.5759117231,456.6568096163131,834.9758697510773,False,834979.5759117231
SH601005,13,368300.0,368192.8185524945,1073228.5098624884,613.4842525755065,1073.230762619288,10,654000.0,653870.9657803316,1905510.8052218822,1067.5423037892715,1905.514535747664,-3,285700.0,285678.1472278371,832282.2953593938,454.058051213765,832.283773128376,False,832282.2953593938
SH600132,34,20400.0,12399.988591271444,1783213.5222042836,899.4553699825403,1782.7634175796366,18,28100.0,20299.978282389275,2615010.6639095014,1368.710579357077,2614.5768807348804,-16,7700.0,7899.989691117831,831797.1417052178,469.25520937453666,831.8134631552439,False,831797.1417052178
SZ300399,27,31600.0,31600.54373144467,1349568.5511049079,771.0581532699878,1349.5836147261425,15,52700.0,52700.133022597816,2179621.905165988,1229.9776821443675,2179.620377563686,-12,21100.0,21099.589291153145,830053.3540610801,458.9195288743797,830.0367628375434,False,830053.3540610801
SZ002518,16,37900.0,37900.2012718666,1661745.6817980949,933.952665389952,1661.7512810538904,14,56900.0,56900.08891533702,2491746.284382976,1397.6289155211791,2491.757780125855,-2,19000.0,18999.88764347042,830000.6025848812,463.6762501312271,830.0064990719645,False,830000.6025848812
SZ300682,31,88600.0,88600.85947900687,2994574.417655365,1699.3019658134187,2994.5892709127093,23,122900.0,122910.80189534336,3822241.4239819865,2155.0755664513476,3822.2500820557484,-8,34300.0,34309.94241633649,827667.0063266214,455.7736006379289,827.6608111430392,False,827667.0063266214
SH600664,57,359100.0,359099.7694455899,2631624.520973282,1537.7719855266964,2631.6085455147067,40,472000.0,472003.3632849314,3455219.819567621,2026.946953535265,3455.1976231801273,-17,112900.0,112903.59383934148,823595.2985943393,489.1749680085686,823.5890776654205,False,823595.2985943393
SH600480,16,52700.0,52700.069848675375,1326845.9709367102,746.8897112600359,1326.8619468747615,12,100100.0,100097.97315875636,2147314.2249612184,1206.3520768787334,2147.3317967364496,-4,47400.0,47397.90331008098,820468.2540245082,459.4623656186975,820.4698498616881,False,820468.2540245082
SH603086,8,14700.0,14699.5657446933,243619.628613582,145.0799208390477,243.61644306789424,6,64200.0,64198.59625146426,1063558.6650438767,592.8086241322479,1063.5485916791965,-2,49500.0,49499.030506770956,819939.0364302947,447.7287032932002,819.9321486113023,False,819939.0364302947
SZ002165,19,64900.0,64900.79255325169,1008473.4335702561,573.7460440713795,1008.4841917981773,14,117500.0,117500.99842068912,1826263.5204320173,1043.1702752732133,1826.2791356059965,-5,52600.0,52600.205867437435,817790.0868617612,469.4242312018338,817.7949438078192,False,817790.0868617612
SZ301567,4,800.0,800.0667693399828,65361.77636045428,37.226413954042755,65.36277113161924,4,10800.0,10800.901386089768,882383.9808661327,497.271782639417,882.3974102768597,0,10000.0,10000.834616749786,817022.2045056784,460.0453686853742,817.0346391452404,False,817022.2045056784
SH603613,12,20800.0,20800.632202078516,959249.034073992,548.3017920345337,959.2711692656917,10,38600.0,38601.12273979287,1775670.995730184,1005.1908475122351,1775.71603180568,-2,17800.0,17800.49053771435,816421.961656192,456.8890554777014,816.4448625399882,False,816421.961656192
SZ300892,11,8900.0,8900.157963716812,605876.9855306986,338.1587959136484,605.8693889097412,8,20800.0,20800.656473853778,1421216.1799264804,788.4987766475772,1421.1880719779892,-3,11900.0,11900.498510136966,815339.1943957818,450.33998073392877,815.318683068248,False,815339.1943957818
SH600416,35,124800.0,124802.95960928612,2844309.4401643453,1626.7444936639984,2844.2920021647615,27,161000.0,161005.92240106006,3657891.025694696,2087.7299644447858,3657.8642919782415,-8,36200.0,36202.96279177394,813581.5855303509,460.9854707807874,813.57228981348,False,813581.5855303509
SZ300087,29,140000.0,140000.77583527542,2662993.4719351097,1501.58842254062,2662.9882862296195,23,182500.0,182500.5356841414,3476081.4222186552,1962.2001692545236,3476.084192433337,-6,42500.0,42499.75984886597,813087.9502835455,460.6117467139036,813.0959062037177,False,813087.9502835455
SZ000520,34,159900.0,81003.67021952564,1153019.3507862028,599.9097402295407,1152.6415583731605,28,248500.0,171392.20658683882,1965600.888676913,1086.0959954255147,1965.2435823487326,-6,88600.0,90388.53636731318,812581.5378907102,486.186255195974,812.6020239755721,False,812581.5378907102
SH688691,18,8602.0,8601.942914850024,990698.343544895,558.9127485906564,990.699349085757,11,15572.0,15571.793041194005,1802188.3488991833,1009.9794809753138,1802.1901977257048,-7,6970.0,6969.850126343981,811490.0053542884,451.06673238465737,811.4908486399478,False,811490.0053542884
SZ002226,10,53500.0,53500.33861203681,643546.5324061764,363.9188164138141,643.5438582852734,8,123300.0,123300.27847309405,1452100.5725206898,811.87301372998,1452.0968113899323,-2,69800.0,69799.93986105724,808554.0401145134,447.9541973161659,808.552953104659,False,808554.0401145134
SZ001337,10,18200.0,18198.66493160914,854373.6446027106,485.9344631488341,854.3759044815608,8,35600.0,35597.868309838566,1662324.6118443483,931.9518072186959,1662.330474272967,-2,17400.0,17399.203378229427,807950.9672416376,446.0173440698618,807.9545697914061,False,807950.9672416376
SZ000722,34,84000.0,64600.34934098631,1811325.5197949356,963.9755010380969,1811.0920618679863,23,122800.0,93297.29694342836,2617987.143924586,1405.9286793699177,2617.6256295635108,-11,38800.0,28696.94760244205,806661.6241296504,441.9531783318208,806.5335676955244,False,806661.6241296504
SZ002603,22,62200.0,62202.84813055009,1932643.4013316857,1092.6193477689374,1932.6535228756145,16,89200.0,89204.81678171153,2734704.1004322316,1542.034381594944,2734.7126050670163,-6,27000.0,27001.96865116144,802060.6991005458,449.4150338260067,802.0590821914018,False,802060.6991005458
SH600295,12,19500.0,19499.577828514677,358270.6462814805,208.1709360552459,358.272162423368,8,63100.0,63100.37077814499,1160166.9112659956,660.9519883158999,1160.1753065101193,-4,43600.0,43600.79294963031,801896.264984515,452.78105226065406,801.9031440867514,False,801896.264984515
SZ300379,14,134600.0,134650.5138256385,717385.8344717551,406.46662511140437,717.3805710470629,10,276600.0,276694.7845053548,1518709.5285584864,856.8648714729793,1518.729914479424,-4,142000.0,142044.2706797163,801323.6940867313,450.39824636157493,801.3493434323611,False,801323.6940867313
SH688065,18,10208.0,10208.136856406545,998602.5572517216,571.8551807058017,998.6017203075347,11,18183.0,18183.21110429098,1799149.5019114355,1011.9761282356607,1799.1503594803546,-7,7975.0,7975.074247884433,800546.9446597139,440.120947529859,800.5486391728199,False,800546.9446597139
SZ000709,8,143000.0,142988.70229156147,653021.1927442316,364.7231084763493,653.0179707243218,8,350800.0,350734.69131700887,1452810.4559182567,810.9334995641525,1452.8013472964983,0,207800.0,207745.9890254474,799789.2631740251,446.2103910878032,799.7833765721765,False,799789.2631740251
SH603580,6,2800.0,2800.3855392838723,93395.97900425215,61.41440900496954,93.39669570308682,4,26800.0,26803.921287578738,892768.0188529119,501.15033278750946,892.7737125954811,-2,24000.0,24003.535748294868,799372.0398486598,439.7359237825399,799.3770168923943,False,799372.0398486598
SZ300494,32,75100.0,75101.35980062798,1823861.545363391,1055.9762599589078,1823.86743674198,29,109600.0,109600.01331461105,2623134.0377429975,1534.2359732501836,2623.152646240404,-3,34500.0,34498.65351398307,799272.4923796065,478.25971329127583,799.2852094984239,False,799272.4923796065
SZ002588,24,90400.0,90403.6016968305,1278768.3807345096,723.8942948431825,1278.7828796296833,16,152800.0,152803.73749617545,2075752.3400302406,1193.509232047733,2075.7672132457888,-8,62400.0,62400.13579934495,796983.959295731,469.6149372045504,796.9843336161055,False,796983.959295731
SZ301571,14,6800.0,6800.035951227399,641030.3968816755,362.9933300019396,641.029690564148,8,15200.0,15200.101228041058,1437696.5963651491,804.8088709864784,1437.696829170005,-6,8400.0,8400.065276813659,796666.1994834737,441.81554098453876,796.667138605857,False,796666.1994834737
SH688239,4,1916.0,1916.0738016809785,151557.94628706964,84.97899348398198,151.5585240198281,4,11978.0,11978.461376061983,947474.4679679126,531.2517661540376,947.4780797022449,0,10062.0,10062.387574381004,795916.5216808429,446.2727726700556,795.9195556824168,False,795916.5216808429
SZ002138,26,42000.0,41999.79657497753,2276170.131969009,1284.5393619288184,2276.15769764252,22,58000.0,57999.5896852925,3069601.65428454,1729.4960310249585,3069.582973242753,-4,16000.0,15999.793110314968,793431.522315531,444.9566690961401,793.4252756002329,False,793431.522315531
SZ300537,8,18600.0,5800.952728101646,410352.8467258768,177.6272039451592,410.144575309519,8,48700.0,23003.745207020263,1203030.4564908983,581.808960215858,1202.6281586812372,0,30100.0,17202.792478918618,792677.6097650215,404.18175627069877,792.4835833717182,False,792677.6097650215
SZ000887,22,68100.0,68100.00956504322,2072759.040762749,1168.8019474539633,2072.7584411888424,16,105100.0,105100.92642392579,2865419.8696389543,1602.5113444499646,2865.414239922799,-6,37000.0,37000.91685888257,792660.8288762053,433.70939699600126,792.6557987339565,False,792660.8288762053
SZ300671,31,48300.0,48299.60301383222,3483575.3943951093,1948.1025118992306,3483.549661969336,21,60500.0,60500.514852362896,4275738.525139195,2384.330754290994,4275.686469542552,-10,12200.0,12200.91183853068,792163.1307440856,436.22824239176316,792.1368075732162,False,792163.1307440856
SZ002997,40,39700.0,28622.10176517073,2325460.2549421987,1223.9949709171242,2325.0621871260446,22,50500.0,39742.20575684456,3117175.9496613354,1669.5840625520248,3116.789060671908,-18,10800.0,11120.10399167383,791715.6947191367,445.58909163490057,791.7268735458633,False,791715.6947191367
SZ002771,18,26000.0,26000.428711385455,908058.817383009,513.2206225806704,908.0607501217041,11,48400.0,48399.31894402936,1698211.3670895346,963.7046789169236,1698.2169980543258,-7,22400.0,22398.890232643902,790152.5497065256,450.4840563362533,790.1562479326217,False,790152.5497065256
SZ002106,49,83200.0,83198.84120749189,1771193.9698911186,1049.7958300932453,1771.188932819456,31,128500.0,128493.0472303587,2560445.4679688714,1502.6342671382747,2560.4351311209707,-18,45300.0,45294.20602286681,789251.4980777528,452.8384370450294,789.2461983015146,False,789251.4980777528
SZ002544,10,19400.0,19399.855164973706,787793.8504254479,449.15594418648266,787.7973117246424,8,39500.0,39499.60414490223,1575932.331096957,883.1877587599652,1575.9365696467821,-2,20100.0,20099.748979928525,788138.480671509,434.0318145734825,788.1392579221397,False,788138.480671509
SZ300872,59,96200.0,92601.9656324426,3754388.552606456,2162.3938674343312,3754.279658269936,46,114300.0,114302.08801884756,4541712.781380503,2612.4003445834583,4541.6645439131735,-13,18100.0,21700.122386404953,787324.2287740475,450.006477149127,787.3848856432373,False,787324.2287740475
