instrument,old_fill_count,old_buy_executed_shares,old_sell_executed_shares,old_gross_value,old_cash_fee,old_slippage_cost,new_fill_count,new_buy_executed_shares,new_sell_executed_shares,new_gross_value,new_cash_fee,new_slippage_cost,delta_fill_count,delta_buy_executed_shares,delta_sell_executed_shares,delta_gross_value,delta_cash_fee,delta_slippage_cost,is_focus_instrument,absolute_gross_value_impact
SZ301183,8,3400.0,3399.6960004729517,292269.1680176244,172.52148269570395,292.2751551593711,6,12500.0,12498.877714374721,1075964.517860575,607.700179800103,1075.986234045968,-2,9100.0,9099.18171390177,783695.3498429507,435.178697104399,783.7110788865971,False,783695.3498429507
SH601136,37,103500.0,103503.96439598789,3983867.661939615,2239.299758860405,3983.8632132377006,30,124400.0,124408.47596208325,4760891.128788176,2679.54646319252,4760.883716618357,-7,20900.0,20904.51156609536,777023.4668485611,440.2467043321153,777.020503380656,False,777023.4668485611
SZ001339,10,11200.0,11198.035316015466,911894.694938358,525.6004842203463,911.9267216511257,8,20300.0,20296.605126395516,1688615.7728262472,957.256160612542,1688.6639868014668,-2,9100.0,9098.56981038005,776721.0778878891,431.6556763921957,776.737265150341,False,776721.0778878891
SH603290,41,14700.0,14721.232167632725,2543066.8723154734,1430.703780768242,2543.066550885104,20,19300.0,19300.42639780356,3319781.795307353,1864.574541978492,3319.7866059239095,-21,4600.0,4579.194230170835,776714.9229918798,433.87076121025007,776.7200550388056,False,776714.9229918798
SZ300081,12,58000.0,58003.05475323569,688832.1075959813,388.34456657771955,688.8431907844481,10,121600.0,121607.42609192658,1465399.5565815826,830.323352306359,1465.415291855103,-2,63600.0,63604.37133869089,776567.4489856013,441.9787857286394,776.572101070655,False,776567.4489856013
SZ300451,14,183900.0,183899.79226921758,1883049.5066966747,1057.9882974511743,1883.0653120566724,14,273400.0,273396.55671372206,2657494.506883257,1496.3920407508722,2657.529944880648,0,89500.0,89496.76444450449,774445.0001865823,438.4037432996979,774.4646328239758,False,774445.0001865823
SZ300333,36,48000.0,48000.33742034531,1117425.147847949,675.8082474818492,1117.427042891873,30,81500.0,81495.50668360176,1891428.9668082164,1146.7433895718223,1891.4487355443507,-6,33500.0,33495.16926325645,774003.8189602674,470.93514208997306,774.0216926524777,False,774003.8189602674
SZ000566,32,129900.0,129896.84332692508,1529263.75326355,909.6321565718891,1529.2652805497935,28,198700.0,198696.82149256062,2301413.7461582767,1362.0298854731166,2301.4217799678077,-4,68800.0,68799.97816563553,772149.9928947266,452.3977289012274,772.1564994180142,False,772149.9928947266
SH603068,6,4500.0,4500.386624284118,334522.27408829366,187.00667252655535,334.52130540571994,6,14900.0,14901.120389469503,1106199.7843506325,618.8684554706315,1106.1984768539546,0,10400.0,10400.733765185385,771677.5102623388,431.86178294407614,771.6771714482347,False,771677.5102623388
SZ301041,24,17800.0,17800.14043112089,741943.0073090018,425.42495223123007,741.9485158120049,10,36400.0,36402.65298618354,1512925.9752238067,857.6481005208298,1512.9341613354545,-14,18600.0,18602.512555062647,770982.9679148049,432.2231482895997,770.9856455234496,False,770982.9679148049
SZ301368,23,14400.0,14400.187761782156,1692559.8415627603,964.4072333106349,1692.5635010896267,14,20800.0,20800.168021425663,2459805.625612876,1375.9837249147395,2459.8020557131113,-9,6400.0,6399.980259643507,767245.7840501156,411.5764916041046,767.2385546234846,False,767245.7840501156
SZ301132,6,3000.0,3000.248103643339,174054.2434809521,105.42551328767311,174.05303650788073,4,16200.0,16201.412917267007,940456.7599063809,524.9323615802291,940.4508066613125,-2,13200.0,13201.164813623669,766402.5164254288,419.506848292556,766.3977701534318,False,766402.5164254288
SZ002073,12,40000.0,40001.510297066416,636404.359477564,374.07027579936045,636.4093367909262,8,88300.0,88298.67427667406,1400370.579246129,786.612319730914,1400.381598809052,-4,48300.0,48297.16397960765,763966.2197685649,412.54204393155356,763.9722620181259,False,763966.2197685649
SH600056,22,53400.0,53399.95098058322,1119735.552406801,644.7844303911742,1119.7373617219837,11,90600.0,90600.78416571605,1882726.8659142577,1059.0412529631199,1882.7288727412856,-11,37200.0,37200.833185132826,762991.3135074568,414.2568225719457,762.9915110193019,False,762991.3135074568
SZ000868,16,62000.0,61996.56233204898,696999.7378852714,405.74026632741106,697.004930823424,10,130100.0,130097.35670166087,1458332.0446345294,828.4209539363275,1458.3446372964804,-6,68100.0,68100.79436961189,761332.306749258,422.6806876089164,761.3397064730564,False,761332.306749258
SH600961,35,94100.0,94097.09001978418,1418256.5793457392,807.7172505425365,1418.2674468178825,19,149800.0,149768.00413539982,2179283.0628071213,1249.9551378979916,2179.2792360434555,-16,55700.0,55670.91411561564,761026.4834613821,442.2378873554551,761.011789225573,False,761026.4834613821
SZ002157,8,115200.0,115206.24391568257,656500.2825562722,366.7844069616181,656.4975160487147,8,255100.0,255117.9105360127,1416968.6501283657,792.2064174370253,1416.9648829867433,0,139900.0,139911.66662033013,760468.3675720935,425.42201047540715,760.4673669380286,False,760468.3675720935
SZ300319,12,49000.0,49002.09773725869,990997.6174823453,558.1453917726793,990.9810745504,10,86600.0,86603.85701813195,1751234.1043063866,973.3979650933602,1751.2066829796836,-2,37600.0,37601.75928087326,760236.4868240412,415.2525733206809,760.2256084292836,False,760236.4868240412
SH600072,7,13900.0,13900.391376115738,338629.5964292833,194.48758633822106,338.6308412582732,6,45100.0,45101.45594845509,1098659.7515261502,615.9622107173357,1098.6637011892071,-1,31200.0,31201.064572339354,760030.1550968669,421.47462437911463,760.0328599309339,False,760030.1550968669
SH600497,24,281000.0,280999.6580476573,2899529.052818798,1643.3935659931672,2899.5450638535144,20,356400.0,356398.03776036587,3654991.279231115,2050.0378301830806,3655.0079050940117,-4,75400.0,75398.37971270859,755462.2264123168,406.64426418991343,755.4628412404973,False,755462.2264123168
SH688709,18,10966.0,10967.280201662024,693530.3402380222,389.53478652626035,693.5356649576058,8,23053.0,23049.567911424827,1447281.988921839,809.5459484839282,1447.279708340208,-10,12087.0,12082.287709762802,753751.6486838169,420.01116195766787,753.7440433826021,False,753751.6486838169
SZ300696,4,5200.0,5199.512276365569,161765.23490331823,90.35119875983284,161.76444733660205,4,29400.0,29397.24248560533,914595.7511841453,510.8317776036702,914.5912984030961,0,24200.0,24197.73020923976,752830.5162808271,420.4805788438374,752.826851066494,False,752830.5162808271
SZ300034,15,34200.0,34200.443231878555,1071761.6210365675,608.9054563209622,1071.770369419127,11,58300.0,58300.24949300434,1823994.9264726543,1028.594005119692,1824.007251736926,-4,24100.0,24099.806261125785,752233.3054360868,419.6885487987297,752.236882317799,False,752233.3054360868
SZ300480,6,5800.0,5800.297986935831,161596.78947716622,98.61209450106237,161.59621770445773,4,32800.0,32801.99282064003,913183.5201021,510.17739285687543,913.1796117680789,-2,27000.0,27001.694833704198,751586.7306249337,411.56529835581307,751.5833940636212,False,751586.7306249337
SZ002965,19,25200.0,25199.308038166633,1799049.0901773097,1009.3583230088292,1799.0430251292157,16,38900.0,38898.99330791676,2550599.4085792303,1431.320272973344,2550.5989714435336,-3,13700.0,13699.685269750127,751550.3184019206,421.9619499645147,751.5559463143179,False,751550.3184019206
SZ301218,6,3400.0,3399.8474556391884,134484.63990698507,84.07518805902208,134.48482473371038,4,22400.0,22399.108460077055,884558.6804567608,495.0713344752779,884.5584389087908,-2,19000.0,18999.261004437867,750074.0405497757,410.99614641625584,750.0736141750804,False,750074.0405497757
SZ002515,9,58200.0,58200.53114302481,722200.5255773491,409.44208472957905,722.2050466295918,8,118800.0,118801.30882614944,1471881.3015889286,826.182181762299,1471.890488090854,-1,60600.0,60600.77768312463,749680.7760115794,416.74009703272,749.6854414612621,False,749680.7760115794
SZ300748,16,30200.0,30199.23150282521,651028.8289862097,362.20739161970266,651.0200049957347,10,65300.0,65305.550529270804,1400368.3008561172,786.6104968475139,1400.3525554263508,-6,35100.0,35106.31902644559,749339.4718699075,424.40310522781124,749.3325504306162,False,749339.4718699075
SH603389,6,14800.0,14801.679486793179,192124.89298507362,116.98874393076463,192.12752050771627,4,72400.0,72409.61216625443,940166.393959678,529.4419205161644,940.1791290983809,-2,57600.0,57607.93267946126,748041.5009746044,412.4531765853998,748.0516085906647,False,748041.5009746044
SZ000705,6,7600.000000000001,7599.651493950703,115085.31941326881,73.5104555826685,115.08534075524562,4,57000.0,56997.260340289366,862959.2811107932,483.0362750015759,862.9592603803309,-2,49400.0,49397.60884633866,747873.9616975244,409.5258194189074,747.8739196250853,False,747873.9616975244
SZ002979,35,31400.0,31400.74976683049,2540019.4983897973,1441.0765175318152,2540.0222887308046,21,40600.0,40600.756933905155,3284795.1811229433,1850.5929499581687,3284.7974166199274,-14,9200.0,9200.007167074666,744775.682733146,409.5164324263535,744.7751278891228,False,744775.682733146
SZ300674,41,104500.0,104505.34333837869,4679739.287511711,2650.9671403602492,4679.735078507891,33,123600.0,123606.10079320116,5424425.221973394,3056.225201992094,5424.418708561577,-8,19100.0,19100.757454822466,744685.934461683,405.2580616318446,744.6836300536861,False,744685.934461683
SZ300817,18,22700.0,22700.26618345814,1011234.9439150054,570.7064843760335,1011.2248547872009,12,39000.0,39001.11535369932,1752250.2521034093,989.2976326414955,1752.249571730915,-6,16300.0,16300.849170241181,741015.3081884038,418.59114826546204,741.0247169437141,False,741015.3081884038
SZ000062,25,43200.0,43199.787358987225,2165197.718528014,1231.9779355609694,2165.2013298143806,18,58000.0,57999.19922962841,2905033.679955626,1634.43617828151,2905.0357836961916,-7,14800.0,14799.411870641183,739835.9614276118,402.4582427205405,739.834453881811,False,739835.9614276118
SH600409,40,151200.0,151203.44839208783,1526456.761661006,869.919648139663,1526.4667804462806,22,224200.0,224216.92982247207,2266187.5573970536,1313.912087855649,2266.193126585382,-18,73000.0,73013.48143038424,739730.7957360477,443.99243971598594,739.7263461391012,False,739730.7957360477
SZ300177,7,20900.0,20900.35540832176,381145.41467978974,218.50874676845166,381.1482649396489,6,61300.0,61301.02632085979,1117909.0419881626,627.8469384975587,1117.9174314055344,-1,40400.0,40400.67091253803,736763.6273083729,409.338191729107,736.7691664658855,False,736763.6273083729
SZ300122,42,136200.0,136201.281170002,5745376.107874921,3232.035525626322,5745.386544501479,40,154100.0,154101.91404530537,6482033.041591248,3657.3922606104525,6482.045399091457,-2,17900.0,17900.63287530336,736656.933716327,425.3567349841305,736.6588545899776,False,736656.933716327
SH688141,13,17858.0,17858.0,1023187.6252876988,578.043023233393,1023.1752467473233,10,40994.0,40994.0,1759424.8946428455,985.5828108424341,1759.4278735500232,-3,23136.0,23136.0,736237.2693551467,407.5397876090411,736.2526268026999,False,736237.2693551467
SH603396,7,2500.0,2500.101614511429,123671.58419603106,74.21558273589858,123.6746188116517,5,17400.0,17400.107291844524,855911.5006129156,487.6719030036864,855.9287092963525,-2,14900.0,14900.005677333094,732239.9164168845,413.4563202677878,732.2540904847008,False,732239.9164168845
SH600610,22,113800.0,83599.71184234726,2072281.4515242537,1082.5951797236498,2071.901486934478,22,197100.0,167598.57950828024,2804122.0982769234,1512.640447277005,2803.7590752501033,0,83300.0,83998.86766593298,731840.6467526697,430.0452675533552,731.8575883156254,False,731840.6467526697
SH603628,6,7400.0,7398.103199977855,212930.04213827825,128.50910938617147,212.93074088769237,4,32800.0,32791.55591323578,943858.9000904001,529.1145425494968,943.8620581863802,-2,25400.0,25393.452713257924,730928.8579521219,400.60543316332536,730.9313172986879,False,730928.8579521219
SH688567,12,38236.0,38235.990625,1113945.5874277148,628.4306369310569,1113.9651858247353,11,64412.0,64412.0,1843150.213922783,1044.0703607912064,1843.183533814531,-1,26176.0,26176.009375,729204.6264950682,415.6397238601495,729.2183479897958,False,729204.6264950682
SH600456,15,25200.0,25200.480983440473,1457960.7552651279,818.5764703575733,1457.9577370020652,12,37700.0,37700.29590459115,2186169.706563739,1230.4100151785156,2186.163409935382,-3,12500.0,12499.814921150675,728208.9512986112,411.8335448209423,728.2056729333167,False,728208.9512986112
SH603297,18,3600.0,3599.9746690653933,661937.8497114554,371.95461236411563,661.9435893211023,8,7800.0,7799.981498834649,1389567.5925931593,777.493061503988,1389.5663229980032,-10,4200.0,4200.006829769256,727629.7428817039,405.53844913987234,727.6227336769009,False,727629.7428817039
SH688578,26,17062.0,17062.007853427687,2913063.807185111,1639.5041052983613,2913.06303610901,22,23139.0,23138.73348196797,3639418.078232586,2045.3559990144295,3639.414917711384,-4,6077.0,6076.725628540284,726354.2710474748,405.85189371606816,726.3518816023739,False,726354.2710474748
SZ000426,18,79800.0,79798.5058970368,1861288.5656703417,1047.829851602368,1861.285186890056,14,110400.0,110398.489673336,2585629.2067928673,1447.2752502780077,2585.6160629397127,-4,30600.0,30599.983776299196,724340.6411225256,399.4453986756396,724.3308760496568,False,724340.6411225256
SZ301606,20,8000.0,7999.894288998422,756027.518710378,427.0611528633656,756.0430177228832,10,15700.0,15698.942139202092,1480034.8665696462,843.5385049572768,1480.0665632035339,-10,7700.0,7699.04785020367,724007.3478592682,416.47735209391124,724.0235454806507,False,724007.3478592682
SH605179,16,18400.0,18400.97636373379,751293.4132279522,421.1624594857294,751.2959171161351,8,36100.0,36097.10836134959,1474400.2943360985,828.6940276366748,1474.413888201044,-8,17700.0,17696.131997615797,723106.8811081463,407.5315681509454,723.117971084909,False,723106.8811081463
SH603348,4,3399.9999999999995,3399.213323703426,153423.99857549416,85.93413873892908,153.42421879785482,4,19400.0,19395.5113176019,875419.2859895844,490.3300857456541,875.4205425524658,0,16000.0,15996.297993898475,721995.2874140902,404.395947006725,721.996323754611,False,721995.2874140902
SZ002562,24,85500.0,85499.98698712313,1090279.687714049,633.4897224272337,1090.2889226197265,17,141900.0,141899.2248897338,1811688.3283532122,1044.8632033586055,1811.6985007955761,-7,56400.0,56399.237902610665,721408.6406391633,411.3734809313718,721.4095781758497,False,721408.6406391633
SZ300129,4,9800.0,9799.12952581129,132684.68671364879,74.6117639959991,132.68605275744147,4,63000.0,62994.404094501144,852972.9860163137,479.6470542599941,852.9817677264095,0,53200.0,53195.274568689856,720288.2993026648,405.03529026399497,720.295714968968,False,720288.2993026648
SH603779,4,1800.0,1799.0280827835388,28954.026905785955,27.550345596872916,28.95414505433633,4,46500.0,46474.89213857475,747979.0283994705,419.4443031057249,747.9820805703553,0,44700.0,44675.864055791215,719025.0014936845,391.89395750885194,719.0279355160189,False,719025.0014936845
SH603858,6,6600.0,6599.64443145165,223469.04122859405,134.29911395754024,223.46995917555702,4,27800.0,27798.432968049812,941277.5113668148,527.8464173679865,941.2813766920642,-2,21200.0,21198.788536598164,717808.4701382208,393.54730341044626,717.8114175165072,False,717808.4701382208
SZ002739,19,72400.0,72397.86545833982,1543223.0210849082,877.0975850505644,1543.2304154945987,15,108400.0,108399.78284667832,2258649.243602865,1280.3544525488671,2258.661427015677,-4,36000.0,36001.91738833851,715426.2225179567,403.25686749830277,715.4310115210783,False,715426.2225179567
SZ300261,33,138700.0,138700.0275809736,1936772.427291445,1110.0294355515146,1936.7998350914934,19,191900.0,191901.16777005914,2651711.6326333308,1513.1478882299007,2651.742699269557,-14,53200.0,53201.140189085534,714939.2053418858,403.1184526783861,714.9428641780635,False,714939.2053418858
SZ002369,36,132200.0,132197.56005385562,2291433.378606541,1331.3774885081682,2291.4480946822055,24,174200.0,174198.93348308114,3005351.520802477,1719.9495159819026,3005.3791279114757,-12,42000.0,42001.373429225525,713918.1421959358,388.57202747373435,713.9310332292703,False,713918.1421959358
SZ300353,22,65100.0,65101.45830447798,2353912.455009806,1320.7230009502505,2353.900291260345,18,95200.0,95202.49525259316,3067639.1503620893,1720.4249101066275,3067.6196899872048,-4,30100.0,30101.03694811518,713726.6953522833,399.70190915637704,713.7193987268597,False,713726.6953522833
