factor,source_family,batch_id,dependency_class,cross_sectional_operator_present,max_lookback_trading_days,state_propagation_rule,classification_evidence,classifier_version,affected_date_count,fallback_sensitive,filter_only_reuse_allowed,recompute_policy,review_status
alpha360_CLOSE22,alpha360,alpha360_001,pure_time_series,False,22,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 22)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE23,alpha360,alpha360_001,pure_time_series,False,23,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 23)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE24,alpha360,alpha360_001,pure_time_series,False,24,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 24)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE25,alpha360,alpha360_001,pure_time_series,False,25,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 25)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE26,alpha360,alpha360_001,pure_time_series,False,26,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 26)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE27,alpha360,alpha360_001,pure_time_series,False,27,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 27)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE28,alpha360,alpha360_001,pure_time_series,False,28,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 28)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE29,alpha360,alpha360_001,pure_time_series,False,29,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 29)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE3,alpha360,alpha360_001,pure_time_series,False,3,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 3)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE30,alpha360,alpha360_001,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 30)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE31,alpha360,alpha360_001,pure_time_series,False,31,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 31)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE32,alpha360,alpha360_002,pure_time_series,False,32,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 32)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE33,alpha360,alpha360_002,pure_time_series,False,33,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 33)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE34,alpha360,alpha360_002,pure_time_series,False,34,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 34)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE35,alpha360,alpha360_002,pure_time_series,False,35,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 35)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE36,alpha360,alpha360_002,pure_time_series,False,36,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 36)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE37,alpha360,alpha360_002,pure_time_series,False,37,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 37)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE38,alpha360,alpha360_002,pure_time_series,False,38,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 38)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE39,alpha360,alpha360_002,pure_time_series,False,39,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 39)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE4,alpha360,alpha360_002,pure_time_series,False,4,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 4)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE40,alpha360,alpha360_002,pure_time_series,False,40,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 40)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE41,alpha360,alpha360_002,pure_time_series,False,41,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 41)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE42,alpha360,alpha360_002,pure_time_series,False,42,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 42)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE43,alpha360,alpha360_002,pure_time_series,False,43,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 43)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE44,alpha360,alpha360_002,pure_time_series,False,44,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 44)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE45,alpha360,alpha360_002,pure_time_series,False,45,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 45)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE46,alpha360,alpha360_002,pure_time_series,False,46,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 46)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE47,alpha360,alpha360_002,pure_time_series,False,47,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 47)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE48,alpha360,alpha360_002,pure_time_series,False,48,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 48)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE49,alpha360,alpha360_002,pure_time_series,False,49,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 49)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE5,alpha360,alpha360_002,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 5)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE50,alpha360,alpha360_002,pure_time_series,False,50,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 50)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE51,alpha360,alpha360_002,pure_time_series,False,51,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 51)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE52,alpha360,alpha360_002,pure_time_series,False,52,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 52)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE53,alpha360,alpha360_002,pure_time_series,False,53,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 53)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE54,alpha360,alpha360_002,pure_time_series,False,54,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 54)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE55,alpha360,alpha360_003,pure_time_series,False,55,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 55)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE56,alpha360,alpha360_003,pure_time_series,False,56,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 56)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE57,alpha360,alpha360_003,pure_time_series,False,57,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 57)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE58,alpha360,alpha360_003,pure_time_series,False,58,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 58)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE59,alpha360,alpha360_003,pure_time_series,False,59,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 59)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE6,alpha360,alpha360_003,pure_time_series,False,6,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 6)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE7,alpha360,alpha360_003,pure_time_series,False,7,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 7)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE8,alpha360,alpha360_003,pure_time_series,False,8,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 8)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_CLOSE9,alpha360,alpha360_003,pure_time_series,False,9,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($close, 9)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH0,alpha360,alpha360_003,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=$high/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH1,alpha360,alpha360_003,pure_time_series,False,1,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 1)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH10,alpha360,alpha360_003,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 10)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH11,alpha360,alpha360_003,pure_time_series,False,11,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 11)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH12,alpha360,alpha360_003,pure_time_series,False,12,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 12)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH13,alpha360,alpha360_003,pure_time_series,False,13,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 13)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
