window,sample,label,factor,category,expected_direction,quantile,mean_group_return,std_group_return,group_return_dates
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_5__raw,reversal,positive,2,-0.010764898647979632,0.05612103624648836,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_5__raw,reversal,positive,3,-0.00853617256330139,0.05294429208632309,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_5__raw,reversal,positive,4,-0.009682443389006829,0.05339147820354304,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,rev_5__raw,reversal,positive,5,-0.007724517886101951,0.059847321444897274,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,std_20__raw,risk,negative,1,-0.006979862430081553,0.0398826823775944,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,std_20__raw,risk,negative,2,-0.009026290140813336,0.05024505315698576,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,std_20__raw,risk,negative,3,-0.007340468778266134,0.059526797113924335,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,std_20__raw,risk,negative,4,-0.010006315965474341,0.0694487878219412,726
main_research_2021_2023,liquidity_bucket=5.0,label_20d_t1,std_20__raw,risk,negative,5,-0.020860813148202664,0.07618159774003246,726
main_research_2021_2023,market_state=down,label_20d_t1,amount_cv_20__raw,liquidity,negative,1,0.001656935236172353,0.06390035611919,171
main_research_2021_2023,market_state=down,label_20d_t1,amount_cv_20__raw,liquidity,negative,2,0.004595544558884413,0.0644979986518111,171
main_research_2021_2023,market_state=down,label_20d_t1,amount_cv_20__raw,liquidity,negative,3,0.004895447253498756,0.06676319048982306,171
main_research_2021_2023,market_state=down,label_20d_t1,amount_cv_20__raw,liquidity,negative,4,0.006118611586130393,0.06945232807997999,171
main_research_2021_2023,market_state=down,label_20d_t1,amount_cv_20__raw,liquidity,negative,5,0.008098307268541546,0.0708541756869336,171
main_research_2021_2023,market_state=down,label_20d_t1,amount_mean_20__raw,liquidity,watch,1,0.01740885399212538,0.07051908737722977,171
main_research_2021_2023,market_state=down,label_20d_t1,amount_mean_20__raw,liquidity,watch,2,0.014529978134550226,0.07212252748887084,171
main_research_2021_2023,market_state=down,label_20d_t1,amount_mean_20__raw,liquidity,watch,3,0.009610402288884795,0.06780639990954836,171
main_research_2021_2023,market_state=down,label_20d_t1,amount_mean_20__raw,liquidity,watch,4,-0.003277529914705464,0.06590511620420025,171
main_research_2021_2023,market_state=down,label_20d_t1,amount_mean_20__raw,liquidity,watch,5,-0.012871560368827157,0.06457404916929743,171
main_research_2021_2023,market_state=down,label_20d_t1,amplitude_20__raw,risk,negative,1,0.005395934234284088,0.05281938857552737,171
main_research_2021_2023,market_state=down,label_20d_t1,amplitude_20__raw,risk,negative,2,0.006807757000988949,0.06726142317489568,171
main_research_2021_2023,market_state=down,label_20d_t1,amplitude_20__raw,risk,negative,3,0.009608045951374778,0.07289952068322568,171
main_research_2021_2023,market_state=down,label_20d_t1,amplitude_20__raw,risk,negative,4,0.0076904413681776855,0.074334308049887,171
main_research_2021_2023,market_state=down,label_20d_t1,amplitude_20__raw,risk,negative,5,-0.004145486478820623,0.07933229692720387,171
main_research_2021_2023,market_state=down,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,1,0.010482599941842743,0.061975778575226334,171
main_research_2021_2023,market_state=down,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,2,0.009292964915961452,0.0660518814498975,171
main_research_2021_2023,market_state=down,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,3,0.005843671849756822,0.06555710598133592,171
main_research_2021_2023,market_state=down,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,4,0.002231860626199588,0.06801863781251993,171
main_research_2021_2023,market_state=down,label_20d_t1,corr_ret_amount_20__raw,price_volume,watch,5,-0.0025387910992582465,0.07085863065865114,171
main_research_2021_2023,market_state=down,label_20d_t1,downside_std_20__raw,risk,negative,1,-0.002850480252748889,0.054492265129367265,171
main_research_2021_2023,market_state=down,label_20d_t1,downside_std_20__raw,risk,negative,2,0.004257000436979463,0.06542890939077262,171
main_research_2021_2023,market_state=down,label_20d_t1,downside_std_20__raw,risk,negative,3,0.007237348535332327,0.07567177502443156,171
main_research_2021_2023,market_state=down,label_20d_t1,downside_std_20__raw,risk,negative,4,0.008645827698858988,0.07172362978419737,171
main_research_2021_2023,market_state=down,label_20d_t1,downside_std_20__raw,risk,negative,5,0.00805485715962979,0.07573483935564569,171
main_research_2021_2023,market_state=down,label_20d_t1,max_drawdown_20__raw,risk,negative,1,-0.0061912167813439655,0.05428701812467497,171
main_research_2021_2023,market_state=down,label_20d_t1,max_drawdown_20__raw,risk,negative,2,0.001165406214759538,0.06460146593079145,171
main_research_2021_2023,market_state=down,label_20d_t1,max_drawdown_20__raw,risk,negative,3,0.005999834659042678,0.07182245434333341,171
main_research_2021_2023,market_state=down,label_20d_t1,max_drawdown_20__raw,risk,negative,4,0.009351170506758604,0.07316397033055223,171
main_research_2021_2023,market_state=down,label_20d_t1,max_drawdown_20__raw,risk,negative,5,0.015091821514219807,0.07514321824463731,171
main_research_2021_2023,market_state=down,label_20d_t1,ret_20__raw,momentum,watch,1,0.015607872194942762,0.07375770991873393,171
main_research_2021_2023,market_state=down,label_20d_t1,ret_20__raw,momentum,watch,2,0.010104689435633063,0.06987615046919037,171
main_research_2021_2023,market_state=down,label_20d_t1,ret_20__raw,momentum,watch,3,0.006965888421083882,0.06576499333680581,171
main_research_2021_2023,market_state=down,label_20d_t1,ret_20__raw,momentum,watch,4,0.0033483772330280197,0.0618849366959236,171
main_research_2021_2023,market_state=down,label_20d_t1,ret_20__raw,momentum,watch,5,-0.011215242183473157,0.06556276436583994,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,1,-0.008380272928815966,0.06828614154278868,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,2,0.0029863840241695903,0.060660229723701796,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,3,0.007395198436032529,0.06584981684269833,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,4,0.00881506965362211,0.06934889223499051,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_20_exclude_5__raw,reversal,positive,5,0.014107401313499156,0.07249513590768733,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_5__raw,reversal,positive,1,-0.003479813014181625,0.06443596146372696,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_5__raw,reversal,positive,2,0.005307281689380693,0.06333658841409363,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_5__raw,reversal,positive,3,0.005243435436185743,0.0651595418798292,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_5__raw,reversal,positive,4,0.006364124844787501,0.0697504335572054,171
main_research_2021_2023,market_state=down,label_20d_t1,rev_5__raw,reversal,positive,5,0.011444524706141174,0.07386267815599562,171
main_research_2021_2023,market_state=down,label_20d_t1,std_20__raw,risk,negative,1,0.0017990696234410704,0.05554695487444164,171
