execution_date,instrument,side,requested_shares,executed_shares,unfilled_shares
2022-01-06,SH600601,buy,205100,10000,195100
2022-01-06,SZ000752,buy,240200,8800,231400
2022-01-06,SZ000502,buy,259900,1400,258500
2022-01-06,SH600084,buy,104300,3100,101200
2022-01-06,SH600836,buy,55800,6500,49300
2022-01-06,SZ002634,buy,107900,17000,90900
2022-01-06,SH600275,buy,470700,13500,457200
2022-01-06,SH600679,buy,83200,3200,80000
2022-01-06,SH600595,buy,86200,13900,72300
2022-01-06,SZ002501,buy,583000,16200,566800
2022-01-06,SH600766,buy,224600,5700,218900
2022-01-06,SZ300312,buy,378500,203600,174900
2022-01-06,SH600311,buy,474700,12400,462300
2022-01-06,SZ002005,buy,262200,10900,251300
2022-01-06,SZ000048,buy,171600,13900,157700
2022-01-06,SZ002496,buy,313800,17800,296000
2022-01-06,SH601069,buy,82700,6200,76500
2022-01-06,SZ000971,buy,260200,13300,246900
2022-01-06,SZ000802,buy,146500,3300,143200
2022-01-06,SH600611,buy,99300,8500,90800
2022-01-06,SZ300103,buy,188900,16900,172000
2022-01-06,SH600735,buy,69000,11500,57500
2022-01-06,SZ002724,buy,79400,7500,71900
2022-01-06,SZ002423,buy,237000,25600,211400
2022-01-06,SH600717,buy,33100,5700,27400
2022-01-06,SZ000541,buy,38900,2100,36800
2022-01-06,SZ000800,buy,52800,7900,44900
2022-01-06,SH600015,buy,52800,15200,37600
2022-01-06,SZ000089,buy,90800,15700,75100
2022-01-06,SH600643,buy,95600,13500,82100
2022-01-06,SZ002618,buy,440000,50200,389800
2022-01-06,SZ000687,buy,238300,22000,216300
2022-01-06,SZ002575,buy,198000,2300,195700
2022-01-06,SH600881,buy,84000,17800,66200
2022-01-06,SZ002200,buy,647200,10200,637000
2022-01-06,SH600555,buy,719000,49900,669100
2022-01-06,SZ000528,buy,19000,6500,12500
2022-01-06,SH600666,buy,228800,7300,221500
2022-01-06,SH600898,buy,157700,4200,153500
2022-01-06,SZ000972,buy,321600,15000,306600
2022-01-06,SH600278,buy,210300,33100,177200
2022-01-06,SZ002499,buy,899400,22000,877400
2022-01-06,SH600798,buy,126700,15500,111200
2022-01-06,SH600020,buy,111600,7100,104500
2022-01-06,SZ300284,buy,105900,50900,55000
2022-01-06,SH600568,buy,291000,13100,277900
2022-01-06,SH600694,buy,33400,3900,29500
2022-01-06,SH600269,buy,83100,8200,74900
2022-01-06,SH600152,buy,133600,11900,121700
2022-01-06,SZ300356,buy,328100,36600,291500
2022-02-10,SH600278,sell,33100,10000,23100
2022-02-10,SH600311,sell,12400,8300,4100
2022-02-10,SH600568,sell,13100,8300,4800
2022-02-10,SH600595,sell,13900,6000,7900
2022-02-10,SH600611,sell,8500,4400,4100
2022-02-10,SH600679,sell,3200,1600,1600
2022-02-10,SH600881,sell,17800,8800,9000
2022-02-10,SH600898,sell,4200,3100,1100
2022-02-10,SZ000502,sell,1400,1000,400
2022-02-10,SZ000528,sell,6500,3400,3100
2022-02-10,SZ000752,sell,8800,5300,3500
2022-02-10,SZ000802,sell,3300,2600,700
2022-02-10,SZ000971,sell,13300,6200,7100
2022-02-10,SZ002005,sell,10900,5900,5000
2022-02-10,SZ002423,sell,25600,21000,4600
2022-02-10,SZ002499,sell,22000,12100,9900
2022-02-10,SZ002618,sell,50200,27200,23000
2022-02-10,SZ002634,sell,17000,7400,9600
2022-02-10,SZ002724,sell,7500,3300,4200
2022-02-10,SZ300103,sell,16900,6900,10000
2022-02-10,SZ300312,sell,203600,34200,169400
2022-02-10,SZ300089,buy,311400,9100,302300
2022-02-10,SZ000687,buy,312500,16700,295800
2022-02-10,SZ002776,buy,541000,10000,531000
2022-02-10,SH603996,buy,1484100,67600,1416500
2022-02-10,SH600652,buy,489700,76200,413500
2022-02-10,SH600112,buy,162800,28200,134600
2022-02-10,SZ300105,buy,429800,30300,399500
2022-02-10,SZ300367,buy,359800,13000,346800
2022-02-10,SH600292,buy,161700,21800,139900
2022-02-10,SH600532,buy,64300,3600,60700
2022-02-10,SH600419,buy,145900,5200,140700
2022-02-10,SH600146,buy,561800,82600,479200
2022-02-10,SH600260,buy,321600,109100,212500
2022-02-10,SZ002470,buy,476400,125800,350600
2022-02-10,SZ300151,buy,34000,3600,30400
2022-02-10,SH600836,buy,48800,19900,28900
2022-02-10,SH600841,buy,80900,3500,77400
2022-02-10,SZ000099,buy,129600,12000,117600
2022-02-10,SZ000600,buy,141800,13100,128700
2022-02-10,SZ300492,buy,26500,700,25800
2022-02-10,SZ002076,buy,342500,12500,330000
2022-02-10,SZ002029,buy,41700,2500,39200
2022-02-10,SZ000927,buy,213200,13400,199800
2022-02-10,SZ300370,buy,308900,15100,293800
2022-02-10,SZ002501,buy,674700,20500,654200
2022-02-10,SH600203,buy,108000,8400,99600
2022-02-10,SH600290,buy,337900,19800,318100
2022-02-10,SZ002755,buy,101700,2900,98800
2022-02-10,SH600251,buy,30000,4400,25600
2022-02-10,SH600856,buy,364200,181800,182400
2022-02-10,SZ000016,buy,84400,6400,78000
2022-02-10,SH600400,buy,82100,4400,77700
2022-02-10,SZ300486,buy,108300,3600,104700
2022-02-10,SH600093,buy,304400,44600,259800
2022-02-10,SZ002473,buy,350200,15100,335100
2022-02-10,SZ300356,buy,321500,8300,313200
2022-02-10,SZ002102,buy,67800,3300,64500
2022-02-10,SH600624,buy,133600,7000,126600
2022-02-10,SH600433,buy,75200,5500,69700
2022-02-10,SH600305,buy,24100,9500,14600
2022-02-10,SZ002698,buy,110400,5700,104700
2022-02-10,SZ000541,buy,38700,1100,37600
2022-02-10,SZ000911,buy,81000,6100,74900
2022-02-10,SH603111,buy,147300,5200,142100
2022-02-10,SZ002426,buy,297500,56000,241500
2022-02-10,SH601368,buy,310800,91100,219700
2022-02-10,SZ002320,buy,120500,14600,105900
2022-02-10,SH603022,buy,135900,2100,133800
2022-02-10,SZ000572,buy,101500,14000,87500
2022-02-10,SZ002392,buy,264700,16500,248200
2022-03-10,SH600093,sell,44600,24700,19900
2022-03-10,SH600112,sell,28200,14600,13600
2022-03-10,SH600146,sell,82600,64400,18200
2022-03-10,SH600260,sell,109100,51900,57200
2022-03-10,SH600278,sell,23100,20900,2200
2022-03-10,SH600290,sell,19800,11100,8700
2022-03-10,SH600292,sell,21800,20000,1800
2022-03-10,SH600400,sell,4400,4100,300
2022-03-10,SH600595,sell,7900,5200,2700
2022-03-10,SH600652,sell,76200,13000,63200
2022-03-10,SH600836,sell,26400,25300,1100
2022-03-10,SH600881,sell,9000,7000,2000
2022-03-10,SH603996,sell,67600,64800,2800
2022-03-10,SZ000541,sell,3200,1300,1900
2022-03-10,SZ000687,sell,38700,11700,27000
2022-03-10,SZ002029,sell,2500,2400,100
2022-03-10,SZ002102,sell,3300,2600,700
2022-03-10,SZ002320,sell,14600,12700,1900
2022-03-10,SZ002426,sell,56000,55500,500
2022-03-10,SZ002470,sell,125800,65600,60200
2022-03-10,SZ002501,sell,36700,19400,17300
2022-03-10,SZ002618,sell,23000,5100,17900
2022-03-10,SZ002698,sell,5700,5400,300
2022-03-10,SZ300312,sell,169400,20600,148800
2022-03-10,SZ300356,sell,44900,12200,32700
2022-03-10,SZ300370,sell,15100,10300,4800
2022-03-10,SZ002259,buy,216900,4400,212500
2022-03-10,SZ002242,buy,110200,24000,86200
2022-03-10,SH600229,buy,187700,12600,175100
2022-03-10,SH601968,buy,122900,13000,109900
2022-03-10,SH600289,buy,501900,15700,486200
2022-03-10,SZ002367,buy,126300,7800,118500
2022-03-10,SZ002780,buy,98400,6200,92200
2022-03-10,SH600012,buy,47900,5700,42200
2022-03-10,SH600693,buy,68700,1600,67100
2022-03-10,SH601998,buy,310700,78600,232100
2022-03-10,SZ002360,buy,146000,10200,135800
2022-03-10,SH603300,buy,73100,9600,63500
2022-03-10,SZ000036,buy,48800,3800,45000
2022-03-10,SZ002668,buy,112000,3400,108600
2022-03-10,SZ002228,buy,94000,15200,78800
2022-03-10,SZ002341,buy,168400,23400,145000
2022-03-10,SH600568,buy,325500,4800,320700
2022-03-10,SZ000631,buy,84300,1800,82500
2022-03-10,SZ002734,buy,87600,4500,83100
2022-03-10,SZ002168,buy,185900,11700,174200
2022-03-10,SZ000413,buy,197500,21400,176100
2022-03-10,SH600834,buy,84600,3100,81500
2022-03-10,SH601098,buy,213000,34200,178800
2022-03-10,SZ300257,buy,175700,18900,156800
2022-03-10,SH603028,buy,97200,17400,79800
2022-03-10,SZ000700,buy,62900,3100,59800
2022-03-10,SZ002147,buy,574200,50400,523800
2022-03-10,SH600269,buy,82700,19400,63300
2022-03-10,SH600868,buy,139300,13000,126300
2022-03-10,SZ300256,buy,414800,32900,381900
2022-03-10,SH603018,buy,158400,17700,140700
2022-03-10,SH603188,buy,563600,24700,538900
2022-03-10,SZ002776,buy,442800,81300,361500
2022-03-10,SZ300400,buy,42500,3600,38900
2022-03-10,SZ000616,buy,64400,2700,61700
2022-03-10,SZ002676,buy,183000,23900,159100
2022-03-10,SH600060,buy,50600,10800,39800
2022-03-10,SZ000971,buy,287100,5700,281400
2022-03-10,SH600624,buy,129900,8900,121000
2022-03-10,SZ300367,buy,373200,11100,362100
2022-03-10,SZ002486,buy,271200,21600,249600
2022-03-10,SZ300280,buy,71300,15200,56100
2022-03-10,SZ002582,buy,274900,11500,263400
2022-03-10,SH600419,buy,136700,12700,124000
2022-03-10,SH600894,buy,53000,11400,41600
2022-03-10,SZ000536,buy,176000,7000,169000
2022-03-10,SZ000678,buy,129700,15800,113900
2022-03-10,SH600791,buy,137700,11100,126600
2022-03-10,SH603609,buy,110300,10300,100000
2022-03-10,SZ002697,buy,112500,16600,95900
2022-04-11,SH600060,sell,10800,10400,400
2022-04-11,SH600093,sell,19900,13100,6800
2022-04-11,SH600112,sell,13600,10700,2900
2022-04-11,SH600229,sell,12600,9300,3300
2022-04-11,SH600260,sell,57200,41100,16100
2022-04-11,SH600269,sell,19400,15200,4200
2022-04-11,SH600289,sell,15700,7300,8400
2022-04-11,SH600419,sell,17900,13600,4300
2022-04-11,SH600624,sell,15900,12900,3000
2022-04-11,SH600652,sell,63200,10400,52800
2022-04-11,SH601968,sell,13000,7200,5800
2022-04-11,SH603028,sell,17400,15200,2200
2022-04-11,SH603300,sell,9600,7200,2400
2022-04-11,SZ000541,sell,1900,1500,400
2022-04-11,SZ000678,sell,15800,10900,4900
2022-04-11,SZ000687,sell,27000,19400,7600
2022-04-11,SZ000971,sell,12800,7200,5600
2022-04-11,SZ002228,sell,15200,9900,5300
2022-04-11,SZ002341,sell,23400,14200,9200
2022-04-11,SZ002676,sell,23900,16100,7800
2022-04-11,SZ002734,sell,4500,3800,700
2022-04-11,SZ002776,sell,91300,20400,70900
2022-04-11,SZ300257,sell,18900,17600,1300
2022-04-11,SZ300280,sell,15200,13600,1600
2022-04-11,SZ300312,sell,148800,54800,94000
2022-04-11,SZ300356,sell,32700,19600,13100
2022-04-11,SZ002698,buy,127100,7000,120100
2022-04-11,SZ002147,buy,611000,21600,589400
2022-04-11,SH600532,buy,69500,4400,65100
2022-04-11,SZ300089,buy,318400,4600,313800
2022-04-11,SZ002113,buy,196700,8300,188400
2022-04-11,SH600311,buy,541900,9800,532100
2022-04-11,SZ000032,buy,70200,10900,59300
2022-04-11,SZ002556,buy,122200,39200,83000
2022-04-11,SH600221,buy,178500,81200,97300
2022-04-11,SZ000700,buy,62300,3200,59100
2022-04-11,SZ002321,buy,1012700,48300,964400
2022-04-11,SZ002259,buy,229900,6300,223600
2022-04-11,SZ300370,buy,341000,17800,323200
2022-04-11,SH600203,buy,126300,7600,118700
2022-04-11,SH600666,buy,262000,3800,258200
2022-04-11,SH603989,buy,103400,16100,87300
2022-04-11,SZ002552,buy,114300,4700,109600
2022-04-11,SH600400,buy,89600,7400,82200
2022-04-11,SZ000752,buy,258300,4900,253400
2022-04-11,SZ000669,buy,411800,41400,370400
2022-04-11,SZ002504,buy,1102700,34500,1068200
2022-04-11,SH600568,buy,301500,9900,291600
2022-04-11,SZ000673,buy,269600,5500,264100
2022-04-11,SZ300066,buy,162700,14700,148000
2022-04-11,SZ000703,buy,31300,13300,18000
2022-04-11,SZ000606,buy,422000,13100,408900
2022-04-11,SZ002380,buy,410600,14700,395900
2022-04-11,SZ300145,buy,151400,18900,132500
2022-04-11,SH603022,buy,179900,4600,175300
2022-04-11,SZ000410,buy,123300,8100,115200
2022-04-11,SZ002519,buy,222000,11200,210800
2022-04-11,SZ300232,buy,53800,10300,43500
2022-04-11,SH600288,buy,123700,13100,110600
2022-04-11,SZ002401,buy,134500,31200,103300
2022-04-11,SZ000727,buy,220000,35000,185000
2022-04-11,SZ002021,buy,143400,11100,132300
2022-04-11,SZ002792,buy,194400,11100,183300
2022-04-11,SH600226,buy,57300,11500,45800
2022-04-11,SH600987,buy,43700,2500,41200
2022-04-11,SZ002076,buy,397900,22000,375900
2022-04-11,SZ300329,buy,141100,13500,127600
2022-04-11,SH600816,buy,43400,4800,38600
2022-04-11,SZ300455,buy,58300,7400,50900
2022-04-11,SZ300489,buy,96300,4500,91800
2022-04-11,SZ000685,buy,37300,6300,31000
2022-04-11,SH603328,buy,249300,17600,231700
2022-04-11,SZ002778,buy,104000,4200,99800
2022-04-11,SZ000890,buy,172200,4400,167800
2022-04-11,SH600868,buy,127200,13500,113700
2022-04-11,SZ002656,buy,374300,20000,354300
2022-05-12,SH600221,sell,81200,43200,38000
2022-05-12,SH600226,sell,11500,5400,6100
2022-05-12,SH600288,sell,13100,10000,3100
2022-05-12,SH600289,sell,8400,5600,2800
2022-05-12,SH600868,sell,26500,15900,10600
2022-05-12,SH603022,sell,4600,3000,1600
2022-05-12,SH603328,sell,17600,13200,4400
2022-05-12,SH603989,sell,16100,12200,3900
2022-05-12,SZ000032,sell,10900,9000,1900
2022-05-12,SZ000410,sell,8100,5500,2600
2022-05-12,SZ000606,sell,13100,9200,3900
2022-05-12,SZ000685,sell,6300,5200,1100
2022-05-12,SZ000700,sell,6300,5700,600
2022-05-12,SZ000727,sell,35000,23500,11500
2022-05-12,SZ000890,sell,4400,3300,1100
2022-05-12,SZ002021,sell,11100,6900,4200
2022-05-12,SZ002076,sell,22000,21400,600
2022-05-12,SZ002321,sell,48300,38900,9400
2022-05-12,SZ002401,sell,31200,7400,23800
2022-05-12,SZ002552,sell,4700,3000,1700
2022-05-12,SZ002556,sell,39200,13000,26200
2022-05-12,SZ002676,sell,7800,7500,300
2022-05-12,SZ002698,sell,7300,5100,2200
2022-05-12,SZ002792,sell,11100,9900,1200
2022-05-12,SZ300066,sell,14700,10400,4300
2022-05-12,SZ300232,sell,10300,8600,1700
2022-05-12,SZ300329,sell,13500,13100,400
2022-05-12,SZ300370,sell,22600,21700,900
2022-05-12,SZ300455,sell,7400,5900,1500
2022-05-12,SZ002499,buy,1003600,23500,980100
2022-05-12,SZ000752,buy,338100,4400,333700
2022-05-12,SZ002200,buy,652500,26700,625800
2022-05-12,SZ002086,buy,279400,38600,240800
2022-05-12,SZ300492,buy,29000,1700,27300
2022-05-12,SZ002656,buy,415700,25500,390200
2022-05-12,SH600290,buy,431600,11500,420100
2022-05-12,SH600589,buy,771000,45100,725900
2022-05-12,SZ000587,buy,166000,3600,162400
2022-05-12,SZ300145,buy,140200,36400,103800
2022-05-12,SZ002380,buy,481300,13000,468300
2022-05-12,SZ000609,buy,185200,4000,181200
2022-05-12,SZ002504,buy,1014700,17200,997500
2022-05-12,SH600568,buy,322000,4500,317500
2022-05-12,SZ002399,buy,624400,461800,162600
2022-05-12,SZ000020,buy,155000,2500,152500
2022-05-12,SZ002107,buy,92200,9700,82500
2022-05-12,SZ002519,buy,232900,9600,223300
2022-05-12,SZ300187,buy,176200,19500,156700
2022-05-12,SH603999,buy,232800,12600,220200
2022-05-12,SZ000802,buy,193800,1900,191900
2022-05-12,SZ000669,buy,524900,47000,477900
2022-05-12,SZ002113,buy,231000,7600,223400
2022-05-12,SZ002358,buy,258700,33500,225200
2022-05-12,SZ002005,buy,386300,12100,374200
2022-05-12,SZ002081,buy,24500,7800,16700
2022-05-12,SZ000055,buy,121200,8900,112300
2022-05-12,SZ000698,buy,144000,5600,138400
2022-05-12,SH600881,buy,107300,11400,95900
2022-05-12,SZ002440,buy,137400,16700,120700
2022-05-12,SZ002058,buy,93000,3000,90000
2022-05-12,SH600651,buy,160700,11200,149500
2022-05-12,SZ300206,buy,114300,8200,106100
2022-05-12,SH600643,buy,107500,25000,82500
2022-05-12,SZ002259,buy,267900,5300,262600
2022-05-12,SZ000005,buy,326800,8900,317900
2022-05-12,SZ002393,buy,488000,58100,429900
2022-05-12,SH600229,buy,201000,3700,197300
2022-05-12,SH600329,buy,87000,14700,72300
2022-05-12,SZ002188,buy,510700,26000,484700
2022-05-12,SZ002755,buy,133000,4700,128300
2022-05-12,SZ000971,buy,299800,3800,296000
2022-05-12,SH600567,buy,192500,47300,145200
2022-05-12,SZ002609,buy,103100,15500,87600
2022-05-12,SH603828,buy,316100,30900,285200
2022-05-12,SZ300030,buy,236700,12300,224400
2022-05-12,SZ000868,buy,70300,5900,64400
2022-05-12,SZ002778,buy,129500,3000,126500
2022-05-12,SZ300246,buy,152200,5600,146600
2022-05-12,SH603309,buy,120000,12400,107600
2022-06-10,SH600290,sell,11500,8500,3000
2022-06-10,SH600329,sell,14700,13000,1700
2022-06-10,SH600652,sell,52800,19400,33400
2022-06-10,SH603309,sell,12400,6800,5600
2022-06-10,SH603828,sell,30900,9200,21700
2022-06-10,SH603999,sell,12600,9700,2900
2022-06-10,SZ000005,sell,8900,7700,1200
2022-06-10,SZ000055,sell,8900,6200,2700
2022-06-10,SZ000669,sell,88400,19600,68800
2022-06-10,SZ000752,sell,9300,4800,4500
2022-06-10,SZ000802,sell,1900,1600,300
2022-06-10,SZ002005,sell,12100,11500,600
2022-06-10,SZ002058,sell,3000,1700,1300
2022-06-10,SZ002086,sell,38600,28300,10300
2022-06-10,SZ002107,sell,9700,3600,6100
2022-06-10,SZ002113,sell,15900,8200,7700
2022-06-10,SZ002188,sell,26000,17700,8300
2022-06-10,SZ002200,sell,26700,8900,17800
2022-06-10,SZ002259,sell,16000,5900,10100
2022-06-10,SZ002358,sell,33500,12700,20800
2022-06-10,SZ002393,sell,58100,28700,29400
2022-06-10,SZ002399,sell,461800,92100,369700
2022-06-10,SZ002499,sell,23500,9400,14100
2022-06-10,SZ002504,sell,51700,14500,37200
2022-06-10,SZ002609,sell,15500,13400,2100
2022-06-10,SZ002656,sell,45500,19900,25600
2022-06-10,SZ002778,sell,7200,6200,1000
2022-06-10,SZ300030,sell,12300,6900,5400
2022-06-10,SZ300145,sell,55300,28100,27200
2022-06-10,SZ300187,sell,19500,11200,8300
2022-06-10,SZ300206,sell,8200,4500,3700
2022-06-10,SZ300246,sell,5600,3500,2100
2022-06-10,SZ300492,sell,1700,300,1400
2022-06-10,SH601998,buy,295000,94100,200900
2022-06-10,SZ002768,buy,67300,5800,61500
2022-06-10,SZ000563,buy,94500,37100,57400
2022-06-10,SH600015,buy,54700,18800,35900
2022-06-10,SZ000631,buy,81500,9000,72500
2022-06-10,SZ000981,buy,383400,131500,251900
2022-06-10,SZ002736,buy,157200,107000,50200
2022-06-10,SH601169,buy,259400,222300,37100
2022-06-10,SH603588,buy,64800,8100,56700
2022-06-10,SZ000685,buy,38500,5400,33100
2022-06-10,SH600226,buy,62000,3100,58900
2022-06-10,SZ002228,buy,101100,4600,96500
2022-06-10,SH601818,buy,144200,129600,14600
2022-06-10,SH600568,buy,324400,4800,319600
2022-06-10,SZ000587,buy,158500,6100,152400
2022-06-10,SH600620,buy,54500,3000,51500
2022-06-10,SH600987,buy,44500,3000,41500
2022-06-10,SH600282,buy,73600,21100,52500
2022-06-10,SZ002692,buy,192900,6800,186100
2022-06-10,SZ000564,buy,375100,97600,277500
2022-06-10,SH600966,buy,54700,4700,50000
2022-06-10,SZ000581,buy,15600,9800,5800
2022-06-10,SZ002067,buy,139000,17200,121800
2022-06-10,SH600106,buy,57400,8100,49300
2022-06-10,SZ002233,buy,118300,28800,89500
2022-06-10,SZ002287,buy,126700,9400,117300
2022-06-10,SH600643,buy,81700,36000,45700
2022-06-10,SH600567,buy,145400,31200,114200
2022-06-10,SZ000627,buy,132200,25900,106300
2022-06-10,SZ000971,buy,285400,4400,281000
2022-06-10,SZ000761,buy,97100,34600,62500
2022-06-10,SZ002701,buy,104500,12600,91900
2022-06-10,SZ000598,buy,40000,7700,32300
2022-06-10,SH600269,buy,80500,7700,72800
2022-06-10,SH600589,buy,705300,36400,668900
2022-06-10,SH603686,buy,142700,12000,130700
2022-06-10,SH601006,buy,79000,43400,35600
2022-06-10,SZ002081,buy,18400,4300,14100
2022-06-10,SZ002381,buy,322400,8400,314000
2022-06-10,SH600229,buy,194600,3100,191500
2022-06-10,SH603567,buy,271200,48200,223000
2022-06-10,SZ300440,buy,241600,17100,224500
2022-06-10,SH600020,buy,117400,5800,111600
2022-06-10,SH601766,buy,105700,58400,47300
2022-06-10,SZ002252,buy,30200,12000,18200
2022-06-10,SH600177,buy,16800,6000,10800
2022-07-08,SH600015,sell,18800,4400,14400
2022-07-08,SH600061,sell,38400,8400,30000
2022-07-08,SH600106,sell,8100,5100,3000
2022-07-08,SH600177,sell,6000,3400,2600
2022-07-08,SH600229,sell,10100,4600,5500
2022-07-08,SH600567,sell,78500,29900,48600
2022-07-08,SH600568,sell,28800,9100,19700
2022-07-08,SH600589,sell,81500,16900,64600
2022-07-08,SH600643,sell,61000,6900,54100
2022-07-08,SH600864,sell,51000,28400,22600
2022-07-08,SH600966,sell,4700,4600,100
2022-07-08,SH601006,sell,43400,41700,1700
2022-07-08,SH601169,sell,222300,72900,149400
2022-07-08,SH601628,sell,244100,113300,130800
2022-07-08,SH601818,sell,129600,32800,96800
2022-07-08,SH601998,sell,94100,50200,43900
2022-07-08,SH603567,sell,48200,23900,24300
2022-07-08,SH603686,sell,12000,11100,900
2022-07-08,SH603828,sell,21700,9300,12400
2022-07-08,SZ000563,sell,37100,8300,28800
2022-07-08,SZ000564,sell,97600,53700,43900
2022-07-08,SZ000581,sell,9800,4400,5400
2022-07-08,SZ000587,sell,9700,4800,4900
2022-07-08,SZ000598,sell,7700,7600,100
2022-07-08,SZ000631,sell,9000,5700,3300
2022-07-08,SZ000685,sell,6500,3000,3500
2022-07-08,SZ000752,sell,4500,2900,1600
2022-07-08,SZ000761,sell,34600,6300,28300
2022-07-08,SZ000783,sell,40000,8000,32000
2022-07-08,SZ000971,sell,13800,6000,7800
2022-07-08,SZ000981,sell,131500,49400,82100
2022-07-08,SZ002067,sell,17200,9800,7400
2022-07-08,SZ002081,sell,12100,2500,9600
2022-07-08,SZ002107,sell,6100,5100,1000
2022-07-08,SZ002200,sell,17800,5700,12100
2022-07-08,SZ002233,sell,28800,14800,14000
2022-07-08,SZ002259,sell,10100,2800,7300
2022-07-08,SZ002287,sell,9400,8100,1300
2022-07-08,SZ002358,sell,20800,11500,9300
2022-07-08,SZ002393,sell,29400,26300,3100
2022-07-08,SZ002399,sell,369700,64900,304800
2022-07-08,SZ002656,sell,25600,7600,18000
2022-07-08,SZ002701,sell,12600,10000,2600
2022-07-08,SZ002736,sell,107000,29900,77100
2022-07-08,SZ300145,sell,27200,15300,11900
2022-07-08,SZ300187,sell,8300,7500,800
2022-07-08,SZ300440,sell,17100,17000,100
2022-07-08,SH600119,buy,159000,3300,155700
2022-07-08,SZ002470,buy,541800,79900,461900
2022-07-08,SZ002671,buy,226600,16700,209900
2022-07-08,SZ002575,buy,179500,20200,159300
2022-07-08,SH600382,buy,95400,5300,90100
2022-07-08,SH600595,buy,97500,5200,92300
2022-07-08,SH600279,buy,230000,8800,221200
2022-07-08,SZ002496,buy,307300,21900,285400
2022-07-08,SH600463,buy,133000,19000,114000
2022-07-08,SH600269,buy,74300,8100,66200
2022-07-08,SZ002022,buy,31600,2900,28700
2022-07-08,SH600226,buy,55100,6400,48700
2022-07-08,SH600365,buy,249600,11600,238000
2022-07-08,SH600012,buy,47800,3100,44700
2022-07-08,SZ000669,buy,513400,28900,484500
2022-07-08,SZ002692,buy,190300,3700,186600
2022-07-08,SH601000,buy,97700,13900,83800
2022-07-08,SZ000698,buy,140700,4400,136300
2022-07-08,SH600583,buy,36100,3000,33100
2022-07-08,SZ002479,buy,273900,17300,256600
2022-07-08,SH601928,buy,255600,31400,224200
2022-07-08,SZ002423,buy,289800,20200,269600
2022-07-08,SH601010,buy,250900,8200,242700
2022-07-08,SZ300392,buy,464600,6800,457800
2022-07-08,SZ000606,buy,448400,22600,425800
2022-07-08,SH600601,buy,201300,13300,188000
2022-07-08,SZ002110,buy,139300,19700,119600
2022-07-08,SZ002504,buy,1027900,33400,994500
2022-07-08,SH600917,buy,109800,3900,105900
2022-07-08,SH600697,buy,88900,2300,86600
2022-07-08,SZ002755,buy,129200,3800,125400
2022-07-08,SH601018,buy,141500,10200,131300
2022-07-08,SH600311,buy,678900,18700,660200
2022-07-08,SZ300492,buy,29600,1100,28500
2022-07-08,SH600282,buy,54000,12700,41300
2022-07-08,SZ300356,buy,551800,27100,524700
2022-07-08,SH603508,buy,339400,16100,323300
2022-07-08,SZ002066,buy,65500,43600,21900
2022-07-08,SH600676,buy,98500,3900,94600
2022-07-08,SZ000520,buy,189900,12100,177800
2022-07-08,SH603188,buy,659500,33800,625700
2022-07-08,SH601880,buy,230500,27200,203300
2022-07-08,SZ300388,buy,89300,3600,85700
2022-07-08,SZ002401,buy,140800,12800,128000
2022-07-08,SH600020,buy,112200,3100,109100
2022-07-08,SZ000782,buy,151700,3700,148000
2022-07-08,SH601098,buy,211800,22200,189600
2022-07-08,SH600239,buy,95600,1200,94400
2022-07-08,SH600790,buy,82700,4500,78200
2022-07-08,SZ300301,buy,450600,24700,425900
2022-08-05,SH600012,sell,3100,1700,1400
2022-08-05,SH600020,sell,8900,4300,4600
2022-08-05,SH600061,sell,30000,7800,22200
2022-08-05,SH600226,sell,15600,3300,12300
2022-08-05,SH600229,sell,5500,5300,200
2022-08-05,SH600269,sell,15800,6900,8900
2022-08-05,SH600282,sell,33800,12300,21500
2022-08-05,SH600382,sell,5300,4000,1300
2022-08-05,SH600463,sell,19000,4000,15000
2022-08-05,SH600567,sell,48600,23500,25100
2022-08-05,SH600589,sell,64600,21300,43300
2022-08-05,SH600601,sell,13300,12300,1000
2022-08-05,SH600643,sell,54100,17900,36200
2022-08-05,SH600697,sell,2300,1100,1200
2022-08-05,SH600864,sell,22600,12800,9800
2022-08-05,SH601018,sell,10200,9500,700
2022-08-05,SH601098,sell,22200,17100,5100
2022-08-05,SH601169,sell,149400,86900,62500
