signal_date,execution_date,instrument,side,shares,price,trade_value
2022-06-09,2022-06-10,SZ000564,buy,97600,0.5269424197077751,51429.58016347885
2022-06-09,2022-06-10,SH600966,buy,4700,3.6097873258590694,16966.000431537625
2022-06-09,2022-06-10,SZ000581,buy,9800,12.653090928077697,124000.29109516143
2022-06-09,2022-06-10,SZ002067,buy,17200,1.4213571902513502,24447.343672323223
2022-06-09,2022-06-10,SH600106,buy,8100,3.4404205689430234,27867.40660843849
2022-06-09,2022-06-10,SZ002233,buy,28800,1.6702670118808745,48103.689942169185
2022-06-09,2022-06-10,SZ002287,buy,9400,1.5595972275733947,14660.21393918991
2022-06-09,2022-06-10,SH601628,buy,242600,0.8097328240275382,196441.18310908077
2022-06-09,2022-06-10,SH600643,buy,36000,1.8518716223239897,66667.37840366364
2022-06-09,2022-06-10,SH600567,buy,31200,1.0258042184114455,32005.0916144371
2022-06-09,2022-06-10,SZ000627,buy,25900,1.4952443227767942,38726.82795991897
2022-06-09,2022-06-10,SZ000971,buy,4400,0.6704098805785178,2949.8034745454784
2022-06-09,2022-06-10,SZ000761,buy,34600,2.034691474199295,70400.3250072956
2022-06-09,2022-06-10,SZ002701,buy,12600,1.8903627002239225,23818.570022821423
2022-06-09,2022-06-10,SZ000598,buy,7700,4.940459033489227,38041.534557867046
2022-06-09,2022-06-10,SH600269,buy,7700,2.4553697774410246,18906.347286295888
2022-06-09,2022-06-10,SH600589,buy,36400,0.26342222550511357,9588.569008386134
2022-06-09,2022-06-10,SH603686,buy,12000,1.3849781074523924,16619.737289428707
2022-06-09,2022-06-10,SH601006,buy,43400,2.500581197738647,108525.22398185729
2022-06-09,2022-06-10,SZ002081,buy,4300,7.517430517673492,32324.951225996014
2022-06-09,2022-06-10,SZ002381,buy,8400,0.6131021303534507,5150.057894968986
2022-06-09,2022-06-10,SH600229,buy,3100,0.980202892243862,3038.6289659559725
2022-06-09,2022-06-10,SH603567,buy,48200,0.7288108588457107,35128.68339636326
2022-06-09,2022-06-10,SZ300440,buy,17100,0.818073408782482,13989.055290180442
2022-06-09,2022-06-10,SZ000783,buy,39800,4.933880214691162,196368.43254470825
2022-06-09,2022-06-10,SH600020,buy,5800,1.6832550836801528,9762.879485344885
2022-06-09,2022-06-10,SH601766,buy,58400,1.8694891625642776,109178.16709375381
2022-06-09,2022-06-10,SZ002252,buy,12000,6.530563785076141,78366.7654209137
2022-06-09,2022-06-10,SH600177,buy,6000,11.719170727729797,70315.02436637878
2022-07-07,2022-07-08,SH600015,sell,4400,3.6522881648540495,16070.067925357818
2022-07-07,2022-07-08,SH600061,sell,8400,5.130593583583832,43096.98610210419
2022-07-07,2022-07-08,SH600106,sell,5100,3.6293678498268127,18509.776034116745
2022-07-07,2022-07-08,SH600177,sell,3400,12.105398048400879,41158.35336456299
2022-07-07,2022-07-08,SH600229,sell,4600,0.9859921478033066,4535.56387989521
2022-07-07,2022-07-08,SH600290,sell,3000,0.490938107997179,1472.814323991537
2022-07-07,2022-07-08,SH600329,sell,1700,2.8190744183063505,4792.426511120796
2022-07-07,2022-07-08,SH600532,sell,4400,2.476435584783554,10896.316573047638
2022-07-07,2022-07-08,SH600567,sell,29900,1.0235216002464294,30603.295847368237
2022-07-07,2022-07-08,SH600568,sell,9100,0.5521283478140832,5024.367965108157
2022-07-07,2022-07-08,SH600589,sell,16900,0.2694391927421093,4553.522357341647
2022-07-07,2022-07-08,SH600620,sell,3000,3.9392985928058626,11817.895778417587
2022-07-07,2022-07-08,SH600643,sell,6900,1.8016202194690705,12431.179514336587
2022-07-07,2022-07-08,SH600864,sell,28400,3.6672025301456452,104148.55185613633
2022-07-07,2022-07-08,SH600966,sell,4600,3.778683230638504,17381.942860937117
2022-07-07,2022-07-08,SH600987,sell,3000,4.7686264300346375,14305.879290103912
2022-07-07,2022-07-08,SH601006,sell,41700,2.4443891587257385,101931.0279188633
2022-07-07,2022-07-08,SH601169,sell,72900,0.7673095343112946,55936.865051293375
2022-07-07,2022-07-08,SH601628,sell,113300,0.9708350769281388,109995.61421595812
2022-07-07,2022-07-08,SH601766,sell,58400,1.9001513028144836,110968.83608436584
2022-07-07,2022-07-08,SH601818,sell,32800,1.3838606733083725,45390.63008451462
2022-07-07,2022-07-08,SH601998,sell,50200,0.6663365088701249,33450.092745280264
2022-07-07,2022-07-08,SH603309,sell,5600,1.9123884040117263,10709.375062465668
2022-07-07,2022-07-08,SH603567,sell,23900,0.7374122673869133,17624.15319054723
2022-07-07,2022-07-08,SH603588,sell,8100,2.8407966871261596,23010.453165721894
2022-07-07,2022-07-08,SH603686,sell,11100,1.4331064460277558,15907.481550908089
2022-07-07,2022-07-08,SH603828,sell,9300,0.6289002444148064,5848.7722730577
2022-07-07,2022-07-08,SH603999,sell,2900,0.8864672577381134,2570.755047440529
2022-07-07,2022-07-08,SZ000005,sell,1200,0.5521353145837784,662.5623775005341
2022-07-07,2022-07-08,SZ000055,sell,2700,1.946391122817993,5255.256031608581
2022-07-07,2022-07-08,SZ000563,sell,8300,2.0660349719524382,17148.090267205236
2022-07-07,2022-07-08,SZ000564,sell,53700,0.5366220452785492,28816.60383145809
2022-07-07,2022-07-08,SZ000581,sell,4400,12.332685753822327,54263.81731681824
2022-07-07,2022-07-08,SZ000587,sell,4800,1.1219438352584838,5385.3304092407225
2022-07-07,2022-07-08,SZ000598,sell,7600,5.075325782775879,38572.47594909668
2022-07-07,2022-07-08,SZ000627,sell,25900,1.7426527662277222,45134.70664529801
2022-07-07,2022-07-08,SZ000631,sell,5700,2.475543838262558,14110.599878096582
2022-07-07,2022-07-08,SZ000685,sell,3000,5.056635785579681,15169.907356739044
2022-07-07,2022-07-08,SZ000752,sell,2900,0.707423837006092,2051.5291273176667
2022-07-07,2022-07-08,SZ000761,sell,6300,1.7228295078277587,10853.82589931488
2022-07-07,2022-07-08,SZ000783,sell,8000,5.054121555805207,40432.97244644165
2022-07-07,2022-07-08,SZ000802,sell,300,1.2467311849594116,374.0193554878235
2022-07-07,2022-07-08,SZ000971,sell,6000,0.6188273077011108,3712.963846206665
2022-07-07,2022-07-08,SZ000981,sell,49400,0.5178034307956696,25579.48948130608
2022-07-07,2022-07-08,SZ002005,sell,600,0.6151694558858871,369.10167353153224
2022-07-07,2022-07-08,SZ002058,sell,1300,2.605781464576721,3387.515903949737
2022-07-07,2022-07-08,SZ002067,sell,9800,1.4429693673849107,14141.099800372125
2022-07-07,2022-07-08,SZ002081,sell,2500,7.517656112194062,18794.140280485153
2022-07-07,2022-07-08,SZ002086,sell,10300,0.6680731995105743,6881.153954958915
2022-07-07,2022-07-08,SZ002107,sell,5100,2.3400657720565796,11934.335437488557
2022-07-07,2022-07-08,SZ002113,sell,7700,0.8253483231067658,6355.182087922096
2022-07-07,2022-07-08,SZ002188,sell,8300,0.4879833342432976,4050.26167421937
2022-07-07,2022-07-08,SZ002200,sell,5700,0.3069754928648472,1749.760309329629
2022-07-07,2022-07-08,SZ002228,sell,4600,2.1157548422813415,9732.47227449417
2022-07-07,2022-07-08,SZ002233,sell,14800,1.6271657563447952,24082.053193902968
2022-07-07,2022-07-08,SZ002252,sell,12000,6.972992866516114,83675.91439819336
2022-07-07,2022-07-08,SZ002259,sell,2800,0.8216378930211067,2300.586100459099
2022-07-07,2022-07-08,SZ002287,sell,8100,1.598941169142723,12951.423470056057
2022-07-07,2022-07-08,SZ002358,sell,11500,0.8616208392977714,9908.639651924372
2022-07-07,2022-07-08,SZ002381,sell,8400,0.6359161387681961,5341.695565652847
2022-07-07,2022-07-08,SZ002393,sell,26300,0.4231182722747326,11128.010560825467
2022-07-07,2022-07-08,SZ002399,sell,64900,0.370283660441637,24031.409562662244
2022-07-07,2022-07-08,SZ002499,sell,14100,0.17840372836589813,2515.4925699591636
2022-07-07,2022-07-08,SZ002609,sell,2100,2.1680737345218657,4552.954842495918
2022-07-07,2022-07-08,SZ002656,sell,7600,0.47497357660531997,3609.799182200432
2022-07-07,2022-07-08,SZ002701,sell,10000,1.9910781272649765,19910.781272649765
2022-07-07,2022-07-08,SZ002736,sell,29900,1.3079895740747451,39108.88826483488
2022-07-07,2022-07-08,SZ002768,sell,5800,3.1059729015827178,18014.642829179764
2022-07-07,2022-07-08,SZ002776,sell,70900,0.33589931747317314,23815.261608847977
2022-07-07,2022-07-08,SZ002778,sell,1000,1.5145913325548173,1514.5913325548172
2022-07-07,2022-07-08,SZ300030,sell,5400,0.8448139539957047,4561.995351576806
2022-07-07,2022-07-08,SZ300145,sell,15300,1.2813986645936966,19605.399568283556
2022-07-07,2022-07-08,SZ300187,sell,7500,1.1542060525417328,8656.545394062996
2022-07-07,2022-07-08,SZ300206,sell,3700,1.8700261570215224,6919.096780979633
2022-07-07,2022-07-08,SZ300246,sell,2100,1.4042294833660125,2948.8819150686263
2022-07-07,2022-07-08,SZ300440,sell,17000,0.8971193890571594,15251.02961397171
2022-07-07,2022-07-08,SH600119,buy,3300,1.245759815096855,4111.0073898196215
2022-07-07,2022-07-08,SZ002470,buy,79900,0.3656902990341186,29218.654892826075
2022-07-07,2022-07-08,SZ002671,buy,16700,0.8744721145033836,14603.684312206506
2022-07-07,2022-07-08,SZ002575,buy,20200,1.103682650566101,22294.38954143524
2022-07-07,2022-07-08,SH600382,buy,5300,2.0765605032443997,11005.770667195318
2022-07-07,2022-07-08,SH600595,buy,5200,2.0306245203018185,10559.247505569456
2022-07-07,2022-07-08,SH600279,buy,8800,0.8612205653786659,7578.74097533226
2022-07-07,2022-07-08,SZ002496,buy,21900,0.6446818805932998,14118.533184993265
2022-07-07,2022-07-08,SH600463,buy,19000,1.4888113234043119,28287.415144681927
2022-07-07,2022-07-08,SH600269,buy,8100,2.413753963470459,19551.407104110716
2022-07-07,2022-07-08,SZ002022,buy,2900,6.265648789882659,18170.38149065971
2022-07-07,2022-07-08,SH600226,buy,6400,3.078255949735641,19700.838078308105
2022-07-07,2022-07-08,SH600365,buy,11600,0.793872634589672,9208.922561240195
2022-07-07,2022-07-08,SH600012,buy,3100,4.145018601417541,12849.557664394377
2022-07-07,2022-07-08,SZ000669,buy,28900,0.34035811167955393,9836.34942753911
2022-07-07,2022-07-08,SZ002692,buy,3700,1.0049539498090743,3718.3296142935747
2022-07-07,2022-07-08,SH601000,buy,13900,2.0276740038394925,28184.668653368946
2022-07-07,2022-07-08,SZ000698,buy,4400,1.4083695957660674,6196.826221370697
2022-07-07,2022-07-08,SH600583,buy,3000,5.477989053249359,16433.967159748077
2022-07-07,2022-07-08,SZ002479,buy,17300,0.7232633365988731,12512.455723160505
2022-07-07,2022-07-08,SH601928,buy,31400,0.7751374636292456,24339.316357958312
2022-07-07,2022-07-08,SZ002423,buy,20200,0.6837383369207382,13811.514405798911
2022-07-07,2022-07-08,SH601010,buy,8200,0.7897445845007895,6475.905592906474
2022-07-07,2022-07-08,SZ300392,buy,6800,0.4264606043100357,2899.9321093082426
2022-07-07,2022-07-08,SZ000606,buy,22600,0.4418622739911079,9986.087392199039
2022-07-07,2022-07-08,SH600601,buy,13300,0.9839622769355773,13086.698283243177
2022-07-07,2022-07-08,SZ002110,buy,19700,1.4221850913763046,28017.0463001132
2022-07-07,2022-07-08,SZ002504,buy,33400,0.18603216014802454,6213.474148944019
2022-07-07,2022-07-08,SH600917,buy,3900,1.8040380775928495,7035.748502612113
2022-07-07,2022-07-08,SH600697,buy,2300,2.2266001005172726,5121.180231189727
2022-07-07,2022-07-08,SZ002755,buy,3800,1.5328448520898816,5824.81043794155
2022-07-07,2022-07-08,SH601018,buy,10200,1.4003687392473219,14283.761140322684
2022-07-07,2022-07-08,SH600311,buy,18700,0.29185665550827977,5457.719458004832
2022-07-07,2022-07-08,SZ300492,buy,1100,6.38708272075653,7025.790992832183
2022-07-07,2022-07-08,SH600282,buy,12700,2.636054842472076,33477.89649939537
2022-07-07,2022-07-08,SZ300356,buy,27100,0.3591015759706497,9731.652708804606
2022-07-07,2022-07-08,SH603508,buy,16100,0.5838014947772026,9399.204065912962
2022-07-07,2022-07-08,SZ002066,buy,43600,3.023175585269928,131810.45551776886
2022-07-07,2022-07-08,SH600676,buy,3900,2.0107658715248107,7841.986898946761
2022-07-07,2022-07-08,SZ000520,buy,12100,1.0429553035497665,12619.759172952176
2022-07-07,2022-07-08,SH603188,buy,33800,0.3004287673830986,10154.492337548732
2022-07-07,2022-07-08,SH601880,buy,27200,0.8596374341845512,23382.138209819794
2022-07-07,2022-07-08,SZ300388,buy,3600,2.2165836663246155,7979.7011987686155
2022-07-07,2022-07-08,SZ002401,buy,12800,1.4072028017044065,18012.195861816403
2022-07-07,2022-07-08,SH600020,buy,3100,1.6784173870086667,5203.093899726867
2022-07-07,2022-07-08,SZ000782,buy,3700,1.305578714251518,4830.641242730617
2022-07-07,2022-07-08,SH601098,buy,22200,0.9354401471018791,20766.771265661715
2022-07-07,2022-07-08,SH600239,buy,1200,2.070735601902008,2484.8827222824093
2022-07-07,2022-07-08,SH600790,buy,4500,2.3953850116729734,10779.23255252838
2022-07-07,2022-07-08,SZ300301,buy,24700,0.4396696426570415,10859.840173628925
2022-08-04,2022-08-05,SH600012,sell,1700,4.005276640892029,6808.970289516448
2022-08-04,2022-08-05,SH600020,sell,4300,1.6711723991632461,7186.041316401958
2022-08-04,2022-08-05,SH600061,sell,7800,4.914001120090485,38329.20873670578
2022-08-04,2022-08-05,SH600106,sell,3000,3.7827034735679628,11348.110420703888
2022-08-04,2022-08-05,SH600119,sell,3300,1.2042373434305191,3973.983233320713
2022-08-04,2022-08-05,SH600226,sell,3300,3.3611596019268037,11091.826686358452
2022-08-04,2022-08-05,SH600229,sell,5300,0.9611028569340706,5093.845141750574
2022-08-04,2022-08-05,SH600239,sell,1200,2.0117341825962067,2414.0810191154483
2022-08-04,2022-08-05,SH600269,sell,6900,2.412939850330353,16649.284967279436
2022-08-04,2022-08-05,SH600279,sell,8800,0.833774065375328,7337.211775302887
2022-08-04,2022-08-05,SH600282,sell,12300,2.4320328483581544,29914.004034805297
2022-08-04,2022-08-05,SH600311,sell,18700,0.34631350681185724,6476.06257738173
2022-08-04,2022-08-05,SH600382,sell,4000,2.0626273283958434,8250.509313583374
2022-08-04,2022-08-05,SH600463,sell,4000,1.6141955366134644,6456.782146453857
2022-08-04,2022-08-05,SH600567,sell,23500,0.9976044428944588,23443.70440801978
2022-08-04,2022-08-05,SH600568,sell,19700,0.6511587758660317,12827.827884560824
2022-08-04,2022-08-05,SH600589,sell,21300,0.26935764580965044,5737.317855745554
2022-08-04,2022-08-05,SH600595,sell,5200,1.9656259571313859,10221.254977083207
2022-08-04,2022-08-05,SH600601,sell,12300,0.9940703852176667,12227.0657381773
2022-08-04,2022-08-05,SH600643,sell,17900,1.7668521087169646,31626.652746033666
2022-08-04,2022-08-05,SH600676,sell,3900,1.9678130464553834,7674.470881175995
2022-08-04,2022-08-05,SH600697,sell,1100,2.032249116182327,2235.4740278005597
2022-08-04,2022-08-05,SH600864,sell,12800,3.5693162004947663,45687.24736633301
2022-08-04,2022-08-05,SH600917,sell,3900,1.878461545586586,7326.000027787685
2022-08-04,2022-08-05,SH600966,sell,100,3.60751172375679,360.751172375679
2022-08-04,2022-08-05,SH601000,sell,13900,1.9525616562366486,27140.607021689415
2022-08-04,2022-08-05,SH601010,sell,8200,0.7119864161610603,5838.288612520694
2022-08-04,2022-08-05,SH601018,sell,9500,1.3576035733222962,12897.233946561813
2022-08-04,2022-08-05,SH601098,sell,17100,0.9470526092648506,16194.599618428945
2022-08-04,2022-08-05,SH601169,sell,86900,0.7513905251026154,65295.836631417274
2022-08-04,2022-08-05,SH601628,sell,113000,0.8764710150361061,99041.22469907999
2022-08-04,2022-08-05,SH601880,sell,27200,0.8470355198979378,23039.36614122391
2022-08-04,2022-08-05,SH601928,sell,17600,0.7410730964541435,13042.886497592926
2022-08-04,2022-08-05,SH603188,sell,22900,0.307952835381031,7052.11993022561
2022-08-04,2022-08-05,SH603508,sell,16100,0.5865599099993706,9443.614550989867
2022-08-04,2022-08-05,SH603686,sell,900,1.458858365893364,1312.9725293040276
2022-08-04,2022-08-05,SH603828,sell,11900,0.6309031609296799,7507.747615063191
2022-08-04,2022-08-05,SZ000520,sell,8900,1.0240434529781341,9113.986731505394
2022-08-04,2022-08-05,SZ000563,sell,12600,2.0387288074493406,25687.98297386169
2022-08-04,2022-08-05,SZ000564,sell,43900,0.5312557867169381,23322.129036873583
2022-08-04,2022-08-05,SZ000581,sell,2800,12.166266417503357,34065.5459690094
2022-08-04,2022-08-05,SZ000587,sell,4900,1.3481322201490402,6605.847878730297
2022-08-04,2022-08-05,SZ000598,sell,100,4.761699674606323,476.1699674606323
2022-08-04,2022-08-05,SZ000606,sell,9400,0.5458047240972519,5130.564406514168
2022-08-04,2022-08-05,SZ000631,sell,3300,3.150977042913437,10398.224241614342
2022-08-04,2022-08-05,SZ000669,sell,46300,0.3780141548216343,17502.05536824167
2022-08-04,2022-08-05,SZ000685,sell,3500,4.88355550289154,17092.444260120392
2022-08-04,2022-08-05,SZ000698,sell,4400,1.3785984399318696,6065.833135700226
2022-08-04,2022-08-05,SZ000752,sell,1600,0.6812503978013992,1090.0006364822386
2022-08-04,2022-08-05,SZ000761,sell,4900,1.6798310816287993,8231.172299981117
2022-08-04,2022-08-05,SZ000782,sell,3700,1.5483963618278502,5729.066538763046
2022-08-04,2022-08-05,SZ000783,sell,9200,4.7014820137023925,43253.63452606201
2022-08-04,2022-08-05,SZ000971,sell,6600,0.6126149141192436,4043.258433187008
2022-08-04,2022-08-05,SZ000981,sell,46000,0.5434426914453506,24998.36380648613
2022-08-04,2022-08-05,SZ002022,sell,2900,7.953492460727691,23065.128136110307
2022-08-04,2022-08-05,SZ002066,sell,6800,2.9312598938941954,19932.56727848053
2022-08-04,2022-08-05,SZ002067,sell,7400,1.3841982936859132,10243.067373275757
2022-08-04,2022-08-05,SZ002081,sell,3800,7.003352262496948,26612.738597488402
2022-08-04,2022-08-05,SZ002107,sell,1000,2.189665718793869,2189.665718793869
2022-08-04,2022-08-05,SZ002200,sell,9500,0.3071599038541317,2918.019086614251
2022-08-04,2022-08-05,SZ002259,sell,2900,0.7379103021025658,2139.939876097441
2022-08-04,2022-08-05,SZ002287,sell,1300,1.501915979862213,1952.490773820877
2022-08-04,2022-08-05,SZ002358,sell,9300,0.8701236923933029,8092.150339257717
2022-08-04,2022-08-05,SZ002393,sell,3100,0.4125622168779373,1278.9428723216056
2022-08-04,2022-08-05,SZ002401,sell,12800,1.461982575058937,18713.376960754395
2022-08-04,2022-08-05,SZ002423,sell,14700,0.6708677673339843,9861.75617980957
2022-08-04,2022-08-05,SZ002470,sell,39300,0.3358027354180813,13197.047501930596
2022-08-04,2022-08-05,SZ002479,sell,17300,0.7441846225261688,12874.39396970272
2022-08-04,2022-08-05,SZ002496,sell,21900,0.5689871563911438,12460.81872496605
2022-08-04,2022-08-05,SZ002504,sell,17200,0.18551880986988545,3190.92352976203
2022-08-04,2022-08-05,SZ002575,sell,20200,1.3914764839410783,28107.82497560978
2022-08-04,2022-08-05,SZ002656,sell,18000,0.4116198868453503,7409.157963216305
2022-08-04,2022-08-05,SZ002671,sell,16700,0.9012276991009712,15050.50257498622
2022-08-04,2022-08-05,SZ002692,sell,4000,1.024897209763527,4099.588839054108
2022-08-04,2022-08-05,SZ002701,sell,2600,1.9276536086797713,5011.899382567405
2022-08-04,2022-08-05,SZ002755,sell,3600,1.4307092818021774,5150.553414487838
2022-08-04,2022-08-05,SZ300145,sell,11900,1.3185997856855391,15691.337449657916
2022-08-04,2022-08-05,SZ300187,sell,800,1.2772272963523865,1021.7818370819092
2022-08-04,2022-08-05,SZ300301,sell,24700,0.5069565871953964,12521.82770372629
2022-08-04,2022-08-05,SZ300356,sell,27100,0.46118943572044374,12498.233708024025
2022-08-04,2022-08-05,SZ300388,sell,2900,2.231953177213669,6472.66421391964
2022-08-04,2022-08-05,SZ300392,sell,6800,0.5888300051093102,4004.044034743309
2022-08-04,2022-08-05,SZ300440,sell,100,0.9347987163662911,93.47987163662911
2022-08-04,2022-08-05,SH601118,buy,48300,0.41255543333292005,19926.427429980038
2022-08-04,2022-08-05,SH600998,buy,35000,0.6475618142485617,22664.66349869966
2022-08-04,2022-08-05,SH600816,buy,3000,4.447259551048278,13341.778653144835
2022-08-04,2022-08-05,SH600583,buy,3100,5.504308624267577,17063.35673522949
2022-08-04,2022-08-05,SH600177,buy,2400,11.11299627304077,26671.191055297848
2022-08-04,2022-08-05,SZ002556,buy,12300,1.5342201130390165,18870.907390379904
2022-08-04,2022-08-05,SH603020,buy,21000,0.7768669512271881,16314.20597577095
2022-08-04,2022-08-05,SZ002399,buy,70400,0.32548366513848304,22914.050025749206
2022-08-04,2022-08-05,SH600064,buy,5300,4.513905472278594,23923.69900307655
2022-08-04,2022-08-05,SH601006,buy,20100,2.450929325342178,49263.679439377775
2022-08-04,2022-08-05,SZ002320,buy,12200,1.4170159001350402,17287.59398164749
2022-08-04,2022-08-05,SZ002695,buy,6600,1.6849104086160658,11120.408696866034
2022-08-04,2022-08-05,SH600398,buy,10700,2.028453934907913,21704.45710351467
2022-08-04,2022-08-05,SZ002294,buy,9600,4.187188338279723,40197.008047485346
2022-08-04,2022-08-05,SH600015,buy,7300,3.6087618167400355,26343.961262202258
2022-08-04,2022-08-05,SZ002019,buy,3200,10.474974473953246,33519.918316650386
2022-08-04,2022-08-05,SZ002736,buy,35200,1.2680650560855864,44635.88997421264
2022-08-04,2022-08-05,SH603567,buy,46100,0.7236228733658789,33359.01446216702
2022-08-04,2022-08-05,SH600696,buy,1700,7.997633217334746,13595.97646946907
2022-08-04,2022-08-05,SH603167,buy,7500,0.7771964768767357,5828.973576575518
2022-08-04,2022-08-05,SH601992,buy,57700,0.40680290472507474,23472.527602636812
2022-08-04,2022-08-05,SH600655,buy,3800,5.27665180492401,20051.27685871124
2022-08-04,2022-08-05,SH601028,buy,8300,3.25553537940979,27020.943649101257
2022-08-04,2022-08-05,SZ000869,buy,3500,4.651721774101257,16281.0262093544
2022-08-04,2022-08-05,SZ000036,buy,3000,4.184197011470794,12552.591034412382
2022-08-04,2022-08-05,SH600073,buy,16400,2.063016718626022,33833.47418546676
2022-08-04,2022-08-05,SZ002731,buy,16000,2.0032596316337585,32052.154106140137
2022-08-04,2022-08-05,SH600694,buy,1400,5.589612272262572,7825.457181167601
2022-08-04,2022-08-05,SH600227,buy,4200,1.5012787649631498,6305.370812845229
2022-08-04,2022-08-05,SH600688,buy,6700,2.874360537052154,19258.215598249433
2022-08-04,2022-08-05,SH600637,buy,45500,0.9412126035690307,42825.1734623909
2022-08-04,2022-08-05,SZ002637,buy,11200,1.4666804213523863,16426.820719146726
2022-08-04,2022-08-05,SH601336,buy,57900,1.2253162180185317,70945.80902327299
2022-08-04,2022-08-05,SH600115,buy,24900,1.6503617056608197,41094.00647095441
2022-08-04,2022-08-05,SZ000848,buy,4200,8.405958634376525,35305.026264381406
2022-08-04,2022-08-05,SH600365,buy,5800,0.7249154396653175,4204.509550058841
2022-08-04,2022-08-05,SH600538,buy,10300,1.0535285245180128,10851.343802535532
2022-08-04,2022-08-05,SZ002110,buy,15400,1.2730589537620542,19605.107887935636
2022-08-04,2022-08-05,SH601818,buy,51300,1.329196688055992,68187.79009727239
2022-08-04,2022-08-05,SH600300,buy,13400,1.3667790794372556,18314.839664459225
2022-08-04,2022-08-05,SZ002154,buy,14700,1.0076800093650817,14812.896137666701
2022-08-04,2022-08-05,SZ000789,buy,3100,6.355010561466217,19700.53274054527
2022-08-04,2022-08-05,SH600691,buy,7700,1.8305886685848234,14095.53274810314
2022-08-04,2022-08-05,SH600449,buy,1700,6.20656829547882,10551.166102313993
2022-08-04,2022-08-05,SZ002233,buy,15200,1.4846537991762159,22566.73774747848
2022-08-04,2022-08-05,SH601998,buy,44500,0.6484491409659385,28855.986772984266
2022-08-04,2022-08-05,SH600373,buy,7700,4.019753748416901,30952.103862810134
2022-08-04,2022-08-05,SH600790,buy,5200,2.2874557256698607,11894.769773483275
2022-08-04,2022-08-05,SZ300492,buy,700,6.185213267326354,4329.649287128448
2022-08-04,2022-08-05,SZ000785,buy,16800,0.8672615706324577,14569.994386625289
2022-09-01,2022-09-02,SH600012,sell,1400,4.100695424079895,5740.973593711853
2022-09-01,2022-09-02,SH600015,sell,13900,3.6946437427997587,51355.54802491664
2022-09-01,2022-09-02,SH600020,sell,4400,1.6994698694944381,7477.667425775528
2022-09-01,2022-09-02,SH600061,sell,13700,5.480163936138153,75078.24592509269
2022-09-01,2022-09-02,SH600064,sell,5300,4.790602837085724,25390.195036554338
2022-09-01,2022-09-02,SH600073,sell,16400,2.250550998687744,36909.036378479
2022-09-01,2022-09-02,SH600115,sell,24900,1.6281800465583802,40541.68315930367
2022-09-01,2022-09-02,SH600177,sell,2800,11.375542582511901,31851.519231033322
2022-09-01,2022-09-02,SH600226,sell,2700,3.7744267129898073,10190.95212507248
2022-09-01,2022-09-02,SH600227,sell,4200,1.6547339190244674,6949.882459902763
2022-09-01,2022-09-02,SH600229,sell,200,1.0420380831956864,208.40761663913727
2022-09-01,2022-09-02,SH600269,sell,8000,2.4773899726867676,19819.11978149414
2022-09-01,2022-09-02,SH600282,sell,12200,2.4401809916496275,29770.208098125455
2022-09-01,2022-09-02,SH600300,sell,13400,1.4914089002609252,19984.879263496397
2022-09-01,2022-09-02,SH600365,sell,17400,0.7633799784779549,13282.811625516415
2022-09-01,2022-09-02,SH600373,sell,7700,4.195403477668762,32304.606778049467
2022-09-01,2022-09-02,SH600382,sell,1300,2.030641876459122,2639.834439396858
2022-09-01,2022-09-02,SH600398,sell,8200,2.0198620805740357,16562.869060707093
2022-09-01,2022-09-02,SH600449,sell,1700,6.772706216812134,11513.600568580629
2022-09-01,2022-09-02,SH600463,sell,15000,1.8036726179122924,27055.089268684387
2022-09-01,2022-09-02,SH600538,sell,10300,1.0863492393493652,11189.397165298462
2022-09-01,2022-09-02,SH600567,sell,14900,0.9862902302742005,14695.724431085588
2022-09-01,2022-09-02,SH600583,sell,6100,5.983217107772827,36497.62435741424
2022-09-01,2022-09-02,SH600589,sell,26700,0.29614657232165337,7907.113480988145
2022-09-01,2022-09-02,SH600601,sell,1000,1.0624879935979843,1062.4879935979843
2022-09-01,2022-09-02,SH600637,sell,45500,0.9694209417700768,44108.65285053849
2022-09-01,2022-09-02,SH600643,sell,8500,1.8458038301467896,15689.332556247711
2022-09-01,2022-09-02,SH600655,sell,3800,5.23984015417099,19911.39258584976
2022-09-01,2022-09-02,SH600688,sell,6700,2.9358315238952635,19670.071210098264
2022-09-01,2022-09-02,SH600691,sell,7700,1.8606586503982543,14327.071608066559
2022-09-01,2022-09-02,SH600694,sell,1400,5.79191223192215,8108.67712469101
2022-09-01,2022-09-02,SH600696,sell,1600,8.481489764213562,13570.383622741698
2022-09-01,2022-09-02,SH600697,sell,1200,2.1369483511447904,2564.3380213737487
2022-09-01,2022-09-02,SH600790,sell,7300,2.478114516735077,18090.23597216606
2022-09-01,2022-09-02,SH600816,sell,3000,5.390997858524322,16172.993575572968
2022-09-01,2022-09-02,SH600864,sell,7900,3.977406465768814,31421.51107957363
2022-09-01,2022-09-02,SH600998,sell,35000,0.6887633146047593,24106.716011166573
2022-09-01,2022-09-02,SH601006,sell,21800,2.629781212091446,57329.23042359352
2022-09-01,2022-09-02,SH601018,sell,700,1.3927717076539994,974.9401953577996
2022-09-01,2022-09-02,SH601028,sell,8300,4.297397462368012,35668.3989376545
2022-09-01,2022-09-02,SH601098,sell,5100,1.0643248389959334,5428.05667887926
2022-09-01,2022-09-02,SH601118,sell,48300,0.4218866128921509,20377.12340269089
2022-09-01,2022-09-02,SH601169,sell,62500,0.7567997751832009,47299.98594895005
