signal_date,execution_date,instrument,side,requested_shares
2022-06-09,2022-06-10,SZ300030,sell,12300
2022-06-09,2022-06-10,SZ300066,sell,4300
2022-06-09,2022-06-10,SZ300145,sell,55300
2022-06-09,2022-06-10,SZ300187,sell,19500
2022-06-09,2022-06-10,SZ300206,sell,8200
2022-06-09,2022-06-10,SZ300232,sell,1700
2022-06-09,2022-06-10,SZ300246,sell,5600
2022-06-09,2022-06-10,SZ300329,sell,400
2022-06-09,2022-06-10,SZ300370,sell,900
2022-06-09,2022-06-10,SZ300455,sell,1500
2022-06-09,2022-06-10,SZ300492,sell,1700
2022-06-09,2022-06-10,SH601998,buy,293200
2022-06-09,2022-06-10,SZ002768,buy,66900
2022-06-09,2022-06-10,SZ000563,buy,93900
2022-06-09,2022-06-10,SH600015,buy,54400
2022-06-09,2022-06-10,SZ000631,buy,81000
2022-06-09,2022-06-10,SZ000981,buy,381100
2022-06-09,2022-06-10,SZ002736,buy,156300
2022-06-09,2022-06-10,SH601169,buy,257800
2022-06-09,2022-06-10,SH603588,buy,64400
2022-06-09,2022-06-10,SZ000685,buy,38200
2022-06-09,2022-06-10,SH600226,buy,61600
2022-06-09,2022-06-10,SZ002228,buy,100400
2022-06-09,2022-06-10,SH600061,buy,38200
2022-06-09,2022-06-10,SH601818,buy,143300
2022-06-09,2022-06-10,SH600568,buy,322300
2022-06-09,2022-06-10,SH600864,buy,50700
2022-06-09,2022-06-10,SZ000587,buy,157600
2022-06-09,2022-06-10,SH600620,buy,54200
2022-06-09,2022-06-10,SH600987,buy,44200
2022-06-09,2022-06-10,SH600282,buy,73100
2022-06-09,2022-06-10,SZ002692,buy,191800
2022-06-09,2022-06-10,SZ000564,buy,372800
2022-06-09,2022-06-10,SH600966,buy,54400
2022-06-09,2022-06-10,SZ000581,buy,15500
2022-06-09,2022-06-10,SZ002067,buy,138200
2022-06-09,2022-06-10,SH600106,buy,57100
2022-06-09,2022-06-10,SZ002233,buy,117600
2022-06-09,2022-06-10,SZ002287,buy,125900
2022-06-09,2022-06-10,SH601628,buy,242600
2022-06-09,2022-06-10,SH600643,buy,81000
2022-06-09,2022-06-10,SH600567,buy,144200
2022-06-09,2022-06-10,SZ000627,buy,131300
2022-06-09,2022-06-10,SZ000971,buy,283600
2022-06-09,2022-06-10,SZ000761,buy,96500
2022-06-09,2022-06-10,SZ002701,buy,103900
2022-06-09,2022-06-10,SZ000598,buy,39700
2022-06-09,2022-06-10,SH600269,buy,80000
2022-06-09,2022-06-10,SH600589,buy,700700
2022-06-09,2022-06-10,SH603686,buy,141800
2022-06-09,2022-06-10,SH601006,buy,78500
2022-06-09,2022-06-10,SZ002081,buy,18300
2022-06-09,2022-06-10,SZ002381,buy,320400
2022-06-09,2022-06-10,SH600229,buy,193400
2022-06-09,2022-06-10,SH603567,buy,269500
2022-06-09,2022-06-10,SZ300440,buy,240100
2022-06-09,2022-06-10,SZ000783,buy,39800
2022-06-09,2022-06-10,SH600020,buy,116700
2022-06-09,2022-06-10,SH601766,buy,105000
2022-06-09,2022-06-10,SZ002252,buy,30000
2022-06-09,2022-06-10,SH600177,buy,16700
2022-07-07,2022-07-08,SH600015,sell,18800
2022-07-07,2022-07-08,SH600061,sell,38200
2022-07-07,2022-07-08,SH600106,sell,8100
2022-07-07,2022-07-08,SH600177,sell,6000
2022-07-07,2022-07-08,SH600229,sell,10100
2022-07-07,2022-07-08,SH600290,sell,3000
2022-07-07,2022-07-08,SH600329,sell,1700
2022-07-07,2022-07-08,SH600532,sell,4400
2022-07-07,2022-07-08,SH600567,sell,78500
2022-07-07,2022-07-08,SH600568,sell,28800
2022-07-07,2022-07-08,SH600589,sell,81500
2022-07-07,2022-07-08,SH600620,sell,3000
2022-07-07,2022-07-08,SH600643,sell,61000
2022-07-07,2022-07-08,SH600864,sell,50700
2022-07-07,2022-07-08,SH600966,sell,4700
2022-07-07,2022-07-08,SH600987,sell,3000
2022-07-07,2022-07-08,SH601006,sell,43400
2022-07-07,2022-07-08,SH601169,sell,222300
2022-07-07,2022-07-08,SH601628,sell,242600
2022-07-07,2022-07-08,SH601766,sell,58400
2022-07-07,2022-07-08,SH601818,sell,129600
2022-07-07,2022-07-08,SH601998,sell,94100
2022-07-07,2022-07-08,SH603309,sell,5600
2022-07-07,2022-07-08,SH603567,sell,48200
2022-07-07,2022-07-08,SH603588,sell,8100
2022-07-07,2022-07-08,SH603686,sell,12000
2022-07-07,2022-07-08,SH603828,sell,21700
2022-07-07,2022-07-08,SH603999,sell,2900
2022-07-07,2022-07-08,SZ000005,sell,1200
2022-07-07,2022-07-08,SZ000055,sell,2700
2022-07-07,2022-07-08,SZ000563,sell,37100
2022-07-07,2022-07-08,SZ000564,sell,97600
2022-07-07,2022-07-08,SZ000581,sell,9800
2022-07-07,2022-07-08,SZ000587,sell,9700
2022-07-07,2022-07-08,SZ000598,sell,7700
2022-07-07,2022-07-08,SZ000627,sell,25900
2022-07-07,2022-07-08,SZ000631,sell,9000
2022-07-07,2022-07-08,SZ000685,sell,6500
2022-07-07,2022-07-08,SZ000752,sell,4500
2022-07-07,2022-07-08,SZ000761,sell,34600
2022-07-07,2022-07-08,SZ000783,sell,39800
2022-07-07,2022-07-08,SZ000802,sell,300
2022-07-07,2022-07-08,SZ000971,sell,13800
2022-07-07,2022-07-08,SZ000981,sell,131500
2022-07-07,2022-07-08,SZ002005,sell,600
2022-07-07,2022-07-08,SZ002058,sell,1300
2022-07-07,2022-07-08,SZ002067,sell,17200
2022-07-07,2022-07-08,SZ002081,sell,12100
2022-07-07,2022-07-08,SZ002086,sell,10300
2022-07-07,2022-07-08,SZ002107,sell,6100
2022-07-07,2022-07-08,SZ002113,sell,7700
2022-07-07,2022-07-08,SZ002188,sell,8300
2022-07-07,2022-07-08,SZ002200,sell,17800
2022-07-07,2022-07-08,SZ002228,sell,4600
2022-07-07,2022-07-08,SZ002233,sell,28800
2022-07-07,2022-07-08,SZ002252,sell,12000
2022-07-07,2022-07-08,SZ002259,sell,10100
2022-07-07,2022-07-08,SZ002287,sell,9400
2022-07-07,2022-07-08,SZ002358,sell,20800
2022-07-07,2022-07-08,SZ002381,sell,8400
2022-07-07,2022-07-08,SZ002393,sell,29400
2022-07-07,2022-07-08,SZ002399,sell,369700
2022-07-07,2022-07-08,SZ002499,sell,14100
2022-07-07,2022-07-08,SZ002609,sell,2100
2022-07-07,2022-07-08,SZ002656,sell,25600
2022-07-07,2022-07-08,SZ002701,sell,12600
2022-07-07,2022-07-08,SZ002736,sell,107000
2022-07-07,2022-07-08,SZ002768,sell,5800
2022-07-07,2022-07-08,SZ002776,sell,70900
2022-07-07,2022-07-08,SZ002778,sell,1000
2022-07-07,2022-07-08,SZ300030,sell,5400
2022-07-07,2022-07-08,SZ300145,sell,27200
2022-07-07,2022-07-08,SZ300187,sell,8300
2022-07-07,2022-07-08,SZ300206,sell,3700
2022-07-07,2022-07-08,SZ300246,sell,2100
2022-07-07,2022-07-08,SZ300440,sell,17100
2022-07-07,2022-07-08,SH600119,buy,158800
2022-07-07,2022-07-08,SZ002470,buy,541000
2022-07-07,2022-07-08,SZ002671,buy,226200
2022-07-07,2022-07-08,SZ002575,buy,179200
2022-07-07,2022-07-08,SH600382,buy,95200
2022-07-07,2022-07-08,SH600595,buy,97400
2022-07-07,2022-07-08,SH600279,buy,229700
2022-07-07,2022-07-08,SZ002496,buy,306900
2022-07-07,2022-07-08,SH600463,buy,132900
2022-07-07,2022-07-08,SH600269,buy,74200
2022-07-07,2022-07-08,SZ002022,buy,31500
2022-07-07,2022-07-08,SH600226,buy,55000
2022-07-07,2022-07-08,SH600365,buy,249200
2022-07-07,2022-07-08,SH600012,buy,47700
2022-07-07,2022-07-08,SZ000669,buy,512500
2022-07-07,2022-07-08,SZ002692,buy,190000
2022-07-07,2022-07-08,SH601000,buy,97500
2022-07-07,2022-07-08,SZ000698,buy,140400
2022-07-07,2022-07-08,SH600583,buy,36100
2022-07-07,2022-07-08,SZ002479,buy,273500
2022-07-07,2022-07-08,SH601928,buy,255200
2022-07-07,2022-07-08,SZ002423,buy,289300
2022-07-07,2022-07-08,SH601010,buy,250500
2022-07-07,2022-07-08,SZ300392,buy,463900
2022-07-07,2022-07-08,SZ000606,buy,447800
2022-07-07,2022-07-08,SH600601,buy,201000
2022-07-07,2022-07-08,SZ002110,buy,139100
2022-07-07,2022-07-08,SZ002504,buy,1026400
2022-07-07,2022-07-08,SH600917,buy,109600
2022-07-07,2022-07-08,SH600697,buy,88800
2022-07-07,2022-07-08,SZ002755,buy,129000
2022-07-07,2022-07-08,SH601018,buy,141200
2022-07-07,2022-07-08,SH600311,buy,677900
2022-07-07,2022-07-08,SZ300492,buy,29500
2022-07-07,2022-07-08,SH600282,buy,53900
2022-07-07,2022-07-08,SZ300356,buy,551000
2022-07-07,2022-07-08,SH603508,buy,338900
2022-07-07,2022-07-08,SZ002066,buy,65400
2022-07-07,2022-07-08,SH600676,buy,98400
2022-07-07,2022-07-08,SZ000520,buy,189700
2022-07-07,2022-07-08,SH603188,buy,658600
2022-07-07,2022-07-08,SH601880,buy,230100
2022-07-07,2022-07-08,SZ300388,buy,89200
2022-07-07,2022-07-08,SZ002401,buy,140600
2022-07-07,2022-07-08,SH600020,buy,112000
2022-07-07,2022-07-08,SZ000782,buy,151500
2022-07-07,2022-07-08,SH601098,buy,211500
2022-07-07,2022-07-08,SH600239,buy,95500
2022-07-07,2022-07-08,SH600790,buy,82600
2022-07-07,2022-07-08,SZ300301,buy,450000
2022-08-04,2022-08-05,SH600012,sell,3100
2022-08-04,2022-08-05,SH600020,sell,8900
2022-08-04,2022-08-05,SH600061,sell,29800
2022-08-04,2022-08-05,SH600106,sell,3000
2022-08-04,2022-08-05,SH600119,sell,3300
2022-08-04,2022-08-05,SH600226,sell,15600
2022-08-04,2022-08-05,SH600229,sell,5500
2022-08-04,2022-08-05,SH600239,sell,1200
2022-08-04,2022-08-05,SH600269,sell,15800
2022-08-04,2022-08-05,SH600279,sell,8800
2022-08-04,2022-08-05,SH600282,sell,33800
2022-08-04,2022-08-05,SH600311,sell,18700
2022-08-04,2022-08-05,SH600382,sell,5300
2022-08-04,2022-08-05,SH600463,sell,19000
2022-08-04,2022-08-05,SH600567,sell,48600
2022-08-04,2022-08-05,SH600568,sell,19700
2022-08-04,2022-08-05,SH600589,sell,64600
2022-08-04,2022-08-05,SH600595,sell,5200
2022-08-04,2022-08-05,SH600601,sell,13300
2022-08-04,2022-08-05,SH600643,sell,54100
2022-08-04,2022-08-05,SH600676,sell,3900
2022-08-04,2022-08-05,SH600697,sell,2300
2022-08-04,2022-08-05,SH600864,sell,22300
2022-08-04,2022-08-05,SH600917,sell,3900
2022-08-04,2022-08-05,SH600966,sell,100
2022-08-04,2022-08-05,SH601000,sell,13900
2022-08-04,2022-08-05,SH601010,sell,8200
2022-08-04,2022-08-05,SH601018,sell,10200
2022-08-04,2022-08-05,SH601098,sell,22200
2022-08-04,2022-08-05,SH601169,sell,149400
2022-08-04,2022-08-05,SH601628,sell,129300
2022-08-04,2022-08-05,SH601880,sell,27200
2022-08-04,2022-08-05,SH601928,sell,31400
2022-08-04,2022-08-05,SH603188,sell,33800
2022-08-04,2022-08-05,SH603508,sell,16100
2022-08-04,2022-08-05,SH603686,sell,900
2022-08-04,2022-08-05,SH603828,sell,12400
2022-08-04,2022-08-05,SZ000520,sell,12100
2022-08-04,2022-08-05,SZ000563,sell,28800
2022-08-04,2022-08-05,SZ000564,sell,43900
2022-08-04,2022-08-05,SZ000581,sell,5400
2022-08-04,2022-08-05,SZ000587,sell,4900
2022-08-04,2022-08-05,SZ000598,sell,100
2022-08-04,2022-08-05,SZ000606,sell,22600
2022-08-04,2022-08-05,SZ000631,sell,3300
2022-08-04,2022-08-05,SZ000669,sell,97700
2022-08-04,2022-08-05,SZ000685,sell,3500
2022-08-04,2022-08-05,SZ000698,sell,4400
2022-08-04,2022-08-05,SZ000752,sell,1600
2022-08-04,2022-08-05,SZ000761,sell,28300
2022-08-04,2022-08-05,SZ000782,sell,3700
2022-08-04,2022-08-05,SZ000783,sell,31800
2022-08-04,2022-08-05,SZ000971,sell,7800
2022-08-04,2022-08-05,SZ000981,sell,82100
2022-08-04,2022-08-05,SZ002022,sell,2900
2022-08-04,2022-08-05,SZ002066,sell,43600
2022-08-04,2022-08-05,SZ002067,sell,7400
2022-08-04,2022-08-05,SZ002081,sell,9600
2022-08-04,2022-08-05,SZ002107,sell,1000
2022-08-04,2022-08-05,SZ002200,sell,12100
2022-08-04,2022-08-05,SZ002259,sell,7300
2022-08-04,2022-08-05,SZ002287,sell,1300
2022-08-04,2022-08-05,SZ002358,sell,9300
2022-08-04,2022-08-05,SZ002393,sell,3100
2022-08-04,2022-08-05,SZ002401,sell,12800
2022-08-04,2022-08-05,SZ002423,sell,20200
2022-08-04,2022-08-05,SZ002470,sell,79900
2022-08-04,2022-08-05,SZ002479,sell,17300
2022-08-04,2022-08-05,SZ002496,sell,21900
2022-08-04,2022-08-05,SZ002504,sell,70600
2022-08-04,2022-08-05,SZ002575,sell,20200
2022-08-04,2022-08-05,SZ002656,sell,18000
2022-08-04,2022-08-05,SZ002671,sell,16700
2022-08-04,2022-08-05,SZ002692,sell,10500
2022-08-04,2022-08-05,SZ002701,sell,2600
2022-08-04,2022-08-05,SZ002755,sell,3800
2022-08-04,2022-08-05,SZ300145,sell,11900
2022-08-04,2022-08-05,SZ300187,sell,800
2022-08-04,2022-08-05,SZ300301,sell,24700
2022-08-04,2022-08-05,SZ300356,sell,27100
2022-08-04,2022-08-05,SZ300388,sell,3600
2022-08-04,2022-08-05,SZ300392,sell,6800
2022-08-04,2022-08-05,SZ300440,sell,100
2022-08-04,2022-08-05,SH601118,buy,477400
2022-08-04,2022-08-05,SH600998,buy,304100
2022-08-04,2022-08-05,SH600816,buy,44200
2022-08-04,2022-08-05,SH600583,buy,32700
2022-08-04,2022-08-05,SH600177,buy,15100
2022-08-04,2022-08-05,SZ002556,buy,128300
2022-08-04,2022-08-05,SH603020,buy,253500
2022-08-04,2022-08-05,SZ002399,buy,300300
2022-08-04,2022-08-05,SH600064,buy,43600
2022-08-04,2022-08-05,SH601006,buy,78600
2022-08-04,2022-08-05,SZ002320,buy,139000
2022-08-04,2022-08-05,SZ002695,buy,116900
2022-08-04,2022-08-05,SH600398,buy,97100
2022-08-04,2022-08-05,SZ002294,buy,47000
2022-08-04,2022-08-05,SH600015,buy,40100
2022-08-04,2022-08-05,SZ002019,buy,18800
2022-08-04,2022-08-05,SZ002736,buy,78200
2022-08-04,2022-08-05,SH603567,buy,247900
2022-08-04,2022-08-05,SH600696,buy,24600
2022-08-04,2022-08-05,SH603167,buy,253400
2022-08-04,2022-08-05,SH601992,buy,484200
2022-08-04,2022-08-05,SH600655,buy,37300
2022-08-04,2022-08-05,SH601028,buy,60500
2022-08-04,2022-08-05,SZ000869,buy,42300
2022-08-04,2022-08-05,SZ000036,buy,47000
2022-08-04,2022-08-05,SH600073,buy,95400
2022-08-04,2022-08-05,SZ002731,buy,98300
2022-08-04,2022-08-05,SH600694,buy,35200
2022-08-04,2022-08-05,SH600227,buy,131200
2022-08-04,2022-08-05,SH600688,buy,68500
2022-08-04,2022-08-05,SH600637,buy,209200
2022-08-04,2022-08-05,SZ002637,buy,134300
2022-08-04,2022-08-05,SH601336,buy,160700
2022-08-04,2022-08-05,SH600115,buy,119300
2022-08-04,2022-08-05,SZ000848,buy,23400
2022-08-04,2022-08-05,SH600365,buy,260100
2022-08-04,2022-08-05,SH600538,buy,186900
2022-08-04,2022-08-05,SZ002110,buy,135000
2022-08-04,2022-08-05,SH601818,buy,51300
2022-08-04,2022-08-05,SH600300,buy,144100
2022-08-04,2022-08-05,SZ002154,buy,195400
2022-08-04,2022-08-05,SZ000789,buy,30900
2022-08-04,2022-08-05,SH600691,buy,107600
2022-08-04,2022-08-05,SH600449,buy,31700
2022-08-04,2022-08-05,SZ002233,buy,118600
2022-08-04,2022-08-05,SH601998,buy,259800
2022-08-04,2022-08-05,SH600373,buy,49000
2022-08-04,2022-08-05,SH600790,buy,81600
2022-08-04,2022-08-05,SZ300492,buy,29300
2022-08-04,2022-08-05,SZ000785,buy,227100
2022-09-01,2022-09-02,SH600012,sell,1400
2022-09-01,2022-09-02,SH600015,sell,21700
2022-09-01,2022-09-02,SH600020,sell,4600
2022-09-01,2022-09-02,SH600061,sell,22000
2022-09-01,2022-09-02,SH600064,sell,5300
2022-09-01,2022-09-02,SH600073,sell,16400
2022-09-01,2022-09-02,SH600115,sell,24900
2022-09-01,2022-09-02,SH600177,sell,5000
2022-09-01,2022-09-02,SH600226,sell,12300
2022-09-01,2022-09-02,SH600227,sell,4200
2022-09-01,2022-09-02,SH600229,sell,200
2022-09-01,2022-09-02,SH600269,sell,8900
2022-09-01,2022-09-02,SH600282,sell,21500
2022-09-01,2022-09-02,SH600300,sell,13400
2022-09-01,2022-09-02,SH600365,sell,17400
2022-09-01,2022-09-02,SH600373,sell,7700
2022-09-01,2022-09-02,SH600382,sell,1300
2022-09-01,2022-09-02,SH600398,sell,10700
2022-09-01,2022-09-02,SH600449,sell,1700
2022-09-01,2022-09-02,SH600463,sell,15000
2022-09-01,2022-09-02,SH600538,sell,10300
2022-09-01,2022-09-02,SH600567,sell,25100
2022-09-01,2022-09-02,SH600583,sell,6100
2022-09-01,2022-09-02,SH600589,sell,43300
2022-09-01,2022-09-02,SH600601,sell,1000
2022-09-01,2022-09-02,SH600637,sell,45500
2022-09-01,2022-09-02,SH600643,sell,36200
2022-09-01,2022-09-02,SH600655,sell,3800
2022-09-01,2022-09-02,SH600688,sell,6700
2022-09-01,2022-09-02,SH600691,sell,7700
2022-09-01,2022-09-02,SH600694,sell,1400
2022-09-01,2022-09-02,SH600696,sell,1700
2022-09-01,2022-09-02,SH600697,sell,1200
2022-09-01,2022-09-02,SH600790,sell,9700
2022-09-01,2022-09-02,SH600816,sell,3000
2022-09-01,2022-09-02,SH600864,sell,9500
2022-09-01,2022-09-02,SH600998,sell,35000
2022-09-01,2022-09-02,SH601006,sell,21800
2022-09-01,2022-09-02,SH601018,sell,700
2022-09-01,2022-09-02,SH601028,sell,8300
2022-09-01,2022-09-02,SH601098,sell,5100
2022-09-01,2022-09-02,SH601118,sell,48300
2022-09-01,2022-09-02,SH601169,sell,62500
2022-09-01,2022-09-02,SH601336,sell,57900
2022-09-01,2022-09-02,SH601628,sell,16300
2022-09-01,2022-09-02,SH601818,sell,148100
2022-09-01,2022-09-02,SH601928,sell,13800
2022-09-01,2022-09-02,SH601992,sell,57700
2022-09-01,2022-09-02,SH601998,sell,88400
2022-09-01,2022-09-02,SH603020,sell,21000
2022-09-01,2022-09-02,SH603167,sell,7500
2022-09-01,2022-09-02,SH603188,sell,10900
2022-09-01,2022-09-02,SH603567,sell,70400
2022-09-01,2022-09-02,SH603828,sell,500
2022-09-01,2022-09-02,SZ000036,sell,3000
2022-09-01,2022-09-02,SZ000520,sell,3200
2022-09-01,2022-09-02,SZ000563,sell,16200
2022-09-01,2022-09-02,SZ000581,sell,2600
2022-09-01,2022-09-02,SZ000606,sell,13200
2022-09-01,2022-09-02,SZ000669,sell,51400
2022-09-01,2022-09-02,SZ000783,sell,22600
2022-09-01,2022-09-02,SZ000785,sell,16800
2022-09-01,2022-09-02,SZ000789,sell,3100
2022-09-01,2022-09-02,SZ000848,sell,4200
2022-09-01,2022-09-02,SZ000869,sell,3500
2022-09-01,2022-09-02,SZ000971,sell,1200
2022-09-01,2022-09-02,SZ000981,sell,36100
2022-09-01,2022-09-02,SZ002019,sell,3200
2022-09-01,2022-09-02,SZ002066,sell,36800
2022-09-01,2022-09-02,SZ002081,sell,5800
2022-09-01,2022-09-02,SZ002154,sell,14700
2022-09-01,2022-09-02,SZ002233,sell,29200
2022-09-01,2022-09-02,SZ002259,sell,4400
2022-09-01,2022-09-02,SZ002294,sell,9600
2022-09-01,2022-09-02,SZ002320,sell,12200
2022-09-01,2022-09-02,SZ002399,sell,375200
2022-09-01,2022-09-02,SZ002423,sell,5500
2022-09-01,2022-09-02,SZ002470,sell,40600
2022-09-01,2022-09-02,SZ002504,sell,53400
2022-09-01,2022-09-02,SZ002556,sell,12300
2022-09-01,2022-09-02,SZ002637,sell,11200
2022-09-01,2022-09-02,SZ002692,sell,6500
2022-09-01,2022-09-02,SZ002695,sell,6600
2022-09-01,2022-09-02,SZ002731,sell,16000
2022-09-01,2022-09-02,SZ002736,sell,112300
2022-09-01,2022-09-02,SZ300388,sell,700
2022-09-01,2022-09-02,SH603377,buy,463100
2022-09-01,2022-09-02,SZ002200,buy,662200
2022-09-01,2022-09-02,SZ300132,buy,175300
2022-09-01,2022-09-02,SZ002726,buy,65700
2022-09-01,2022-09-02,SZ002082,buy,74000
2022-09-01,2022-09-02,SZ002110,buy,128800
2022-09-01,2022-09-02,SZ002760,buy,126900
2022-09-01,2022-09-02,SH603718,buy,76800
2022-09-01,2022-09-02,SZ002701,buy,107700
2022-09-01,2022-09-02,SZ002102,buy,73300
2022-09-01,2022-09-02,SH600807,buy,182300
2022-09-01,2022-09-02,SZ002287,buy,132300
2022-09-01,2022-09-02,SZ002755,buy,138000
2022-09-01,2022-09-02,SH600624,buy,138600
2022-09-01,2022-09-02,SZ300492,buy,27800
2022-09-01,2022-09-02,SZ300469,buy,74100
2022-09-01,2022-09-02,SZ002210,buy,224500
2022-09-01,2022-09-02,SZ000761,buy,98000
2022-09-01,2022-09-02,SZ300013,buy,298600
2022-09-01,2022-09-02,SH600222,buy,160400
2022-09-01,2022-09-02,SZ002751,buy,191500
2022-09-01,2022-09-02,SZ300453,buy,75600
2022-09-01,2022-09-02,SZ300221,buy,166700
2022-09-01,2022-09-02,SH600676,buy,103000
2022-09-01,2022-09-02,SZ002038,buy,13300
2022-09-01,2022-09-02,SH600572,buy,45100
2022-09-01,2022-09-02,SH600080,buy,149400
2022-09-01,2022-09-02,SZ300147,buy,280800
2022-09-01,2022-09-02,SZ300381,buy,128600
2022-09-01,2022-09-02,SH600420,buy,32500
2022-09-01,2022-09-02,SZ000813,buy,351400
2022-09-01,2022-09-02,SZ002462,buy,177000
2022-09-01,2022-09-02,SH600628,buy,61000
2022-09-01,2022-09-02,SH600611,buy,111900
2022-09-01,2022-09-02,SH600126,buy,70200
2022-09-01,2022-09-02,SZ000697,buy,362700
2022-09-01,2022-09-02,SZ000628,buy,120800
2022-09-01,2022-09-02,SH603608,buy,381700
2022-09-01,2022-09-02,SH600826,buy,110000
2022-09-01,2022-09-02,SZ300067,buy,201800
2022-09-01,2022-09-02,SZ002067,buy,145200
2022-09-01,2022-09-02,SH600433,buy,87200
2022-09-01,2022-09-02,SZ002614,buy,239700
2022-09-01,2022-09-02,SZ000523,buy,166200
2022-09-01,2022-09-02,SZ300030,buy,236800
2022-09-01,2022-09-02,SH601007,buy,223000
2022-09-01,2022-09-02,SH600678,buy,99800
2022-09-01,2022-09-02,SH600249,buy,121000
2022-09-01,2022-09-02,SH600602,buy,170200
2022-09-01,2022-09-02,SH600746,buy,92200
2022-09-30,2022-10-10,SH600015,sell,7800
2022-09-30,2022-10-10,SH600020,sell,200
2022-09-30,2022-10-10,SH600061,sell,8300
2022-09-30,2022-10-10,SH600080,sell,35200
2022-09-30,2022-10-10,SH600126,sell,7200
2022-09-30,2022-10-10,SH600177,sell,2200
2022-09-30,2022-10-10,SH600222,sell,7400
2022-09-30,2022-10-10,SH600249,sell,9600
2022-09-30,2022-10-10,SH600269,sell,900
2022-09-30,2022-10-10,SH600282,sell,9300
2022-09-30,2022-10-10,SH600398,sell,2500
2022-09-30,2022-10-10,SH600420,sell,2300
2022-09-30,2022-10-10,SH600433,sell,8400
2022-09-30,2022-10-10,SH600567,sell,10200
2022-09-30,2022-10-10,SH600572,sell,5600
2022-09-30,2022-10-10,SH600589,sell,16600
2022-09-30,2022-10-10,SH600602,sell,16000
2022-09-30,2022-10-10,SH600611,sell,2300
2022-09-30,2022-10-10,SH600624,sell,5500
2022-09-30,2022-10-10,SH600628,sell,5200
2022-09-30,2022-10-10,SH600643,sell,27700
2022-09-30,2022-10-10,SH600676,sell,3300
2022-09-30,2022-10-10,SH600678,sell,6400
2022-09-30,2022-10-10,SH600746,sell,4600
2022-09-30,2022-10-10,SH600790,sell,2400
2022-09-30,2022-10-10,SH600807,sell,14400
2022-09-30,2022-10-10,SH600826,sell,3300
2022-09-30,2022-10-10,SH600864,sell,1600
2022-09-30,2022-10-10,SH601007,sell,55100
2022-09-30,2022-10-10,SH601818,sell,80600
2022-09-30,2022-10-10,SH603377,sell,18100
2022-09-30,2022-10-10,SH603567,sell,51900
2022-09-30,2022-10-10,SH603608,sell,10900
2022-09-30,2022-10-10,SH603718,sell,7200
2022-09-30,2022-10-10,SZ000036,sell,600
2022-09-30,2022-10-10,SZ000523,sell,8000
2022-09-30,2022-10-10,SZ000563,sell,1100
2022-09-30,2022-10-10,SZ000581,sell,700
2022-09-30,2022-10-10,SZ000628,sell,11600
2022-09-30,2022-10-10,SZ000669,sell,34300
2022-09-30,2022-10-10,SZ000697,sell,20700
2022-09-30,2022-10-10,SZ000761,sell,26400
2022-09-30,2022-10-10,SZ000783,sell,12900
2022-09-30,2022-10-10,SZ000789,sell,200
2022-09-30,2022-10-10,SZ000813,sell,34200
2022-09-30,2022-10-10,SZ002019,sell,200
2022-09-30,2022-10-10,SZ002038,sell,900
2022-09-30,2022-10-10,SZ002066,sell,30000
2022-09-30,2022-10-10,SZ002067,sell,10400
2022-09-30,2022-10-10,SZ002082,sell,5800
2022-09-30,2022-10-10,SZ002102,sell,2300
2022-09-30,2022-10-10,SZ002110,sell,50600
2022-09-30,2022-10-10,SZ002154,sell,500
2022-09-30,2022-10-10,SZ002200,sell,6100
2022-09-30,2022-10-10,SZ002210,sell,36000
2022-09-30,2022-10-10,SZ002233,sell,18400
2022-09-30,2022-10-10,SZ002259,sell,800
2022-09-30,2022-10-10,SZ002287,sell,3900
2022-09-30,2022-10-10,SZ002294,sell,1400
2022-09-30,2022-10-10,SZ002462,sell,10400
2022-09-30,2022-10-10,SZ002504,sell,13400
2022-09-30,2022-10-10,SZ002614,sell,11600
2022-09-30,2022-10-10,SZ002637,sell,5700
2022-09-30,2022-10-10,SZ002701,sell,8300
2022-09-30,2022-10-10,SZ002731,sell,400
2022-09-30,2022-10-10,SZ002736,sell,81800
2022-09-30,2022-10-10,SZ002751,sell,13500
2022-09-30,2022-10-10,SZ002755,sell,3200
2022-09-30,2022-10-10,SZ002760,sell,6000
2022-09-30,2022-10-10,SZ300013,sell,73300
2022-09-30,2022-10-10,SZ300030,sell,7800
2022-09-30,2022-10-10,SZ300067,sell,10000
2022-09-30,2022-10-10,SZ300132,sell,11100
2022-09-30,2022-10-10,SZ300147,sell,21500
2022-09-30,2022-10-10,SZ300221,sell,11800
2022-09-30,2022-10-10,SZ300381,sell,9900
2022-09-30,2022-10-10,SZ300469,sell,7900
2022-09-30,2022-10-10,SH603598,buy,130500
2022-09-30,2022-10-10,SZ000403,buy,40400
2022-09-30,2022-10-10,SZ002286,buy,178900
2022-09-30,2022-10-10,SZ000798,buy,90100
2022-09-30,2022-10-10,SH603108,buy,83600
2022-09-30,2022-10-10,SZ002749,buy,126700
2022-09-30,2022-10-10,SH600661,buy,273900
2022-09-30,2022-10-10,SZ300143,buy,224000
2022-09-30,2022-10-10,SH600203,buy,166000
2022-09-30,2022-10-10,SZ002724,buy,129600
2022-09-30,2022-10-10,SZ300076,buy,374500
2022-09-30,2022-10-10,SZ002399,buy,354300
2022-09-30,2022-10-10,SH600551,buy,112000
2022-09-30,2022-10-10,SZ002582,buy,307200
2022-09-30,2022-10-10,SZ002099,buy,71200
