signal_date,execution_date,instrument,side,requested_shares
2023-11-29,2023-11-30,SZ002064,buy,22600
2023-11-29,2023-11-30,SH600251,buy,27100
2023-11-29,2023-11-30,SZ000731,buy,53500
2023-11-29,2023-11-30,SH601880,buy,256200
2023-11-29,2023-11-30,SZ000958,buy,130400
2023-11-29,2023-11-30,SH600834,buy,87000
2023-11-29,2023-11-30,SH600673,buy,30300
2023-11-29,2023-11-30,SZ300492,buy,19400
2023-11-29,2023-11-30,SZ002440,buy,162500
2023-11-29,2023-11-30,SZ000605,buy,149100
2023-11-29,2023-11-30,SZ000488,buy,114300
2023-11-29,2023-11-30,SH600917,buy,122700
2023-11-29,2023-11-30,SZ000927,buy,283400
2023-11-29,2023-11-30,SH601678,buy,233500
2023-11-29,2023-11-30,SH600717,buy,28800
2023-11-29,2023-11-30,SZ000598,buy,36200
2023-11-29,2023-11-30,SZ002734,buy,109500
2023-11-29,2023-11-30,SZ002688,buy,206100
2023-11-29,2023-11-30,SZ002562,buy,208100
2023-11-29,2023-11-30,SH600746,buy,123600
2023-11-29,2023-11-30,SZ000035,buy,241300
2023-11-29,2023-11-30,SZ002381,buy,251100
2023-11-29,2023-11-30,SZ002498,buy,280700
2023-11-29,2023-11-30,SH600966,buy,58200
2023-11-29,2023-11-30,SH600722,buy,376200
2023-11-29,2023-11-30,SZ000498,buy,121600
2023-11-29,2023-11-30,SZ000685,buy,39700
2023-11-29,2023-11-30,SH600433,buy,86800
2023-11-29,2023-11-30,SZ000949,buy,108600
2023-11-29,2023-11-30,SZ000619,buy,93600
2023-11-29,2023-11-30,SZ000833,buy,115700
2023-11-29,2023-11-30,SH600058,buy,80900
2023-11-29,2023-11-30,SH603919,buy,67500
2023-11-29,2023-11-30,SZ000089,buy,100900
2023-11-29,2023-11-30,SH603077,buy,100500
2023-11-29,2023-11-30,SH600279,buy,210600
2023-12-27,2023-12-28,SH600022,sell,6100
2023-12-27,2023-12-28,SH600058,sell,5300
2023-12-27,2023-12-28,SH600059,sell,7100
2023-12-27,2023-12-28,SH600080,sell,2400
2023-12-27,2023-12-28,SH600097,sell,200
2023-12-27,2023-12-28,SH600116,sell,3500
2023-12-27,2023-12-28,SH600251,sell,2900
2023-12-27,2023-12-28,SH600279,sell,11700
2023-12-27,2023-12-28,SH600323,sell,8000
2023-12-27,2023-12-28,SH600359,sell,6600
2023-12-27,2023-12-28,SH600433,sell,6400
2023-12-27,2023-12-28,SH600568,sell,5000
2023-12-27,2023-12-28,SH600620,sell,2300
2023-12-27,2023-12-28,SH600673,sell,4700
2023-12-27,2023-12-28,SH600694,sell,1500
2023-12-27,2023-12-28,SH600696,sell,3500
2023-12-27,2023-12-28,SH600717,sell,9400
2023-12-27,2023-12-28,SH600722,sell,66900
2023-12-27,2023-12-28,SH600746,sell,8300
2023-12-27,2023-12-28,SH600801,sell,1200
2023-12-27,2023-12-28,SH600834,sell,6300
2023-12-27,2023-12-28,SH600874,sell,8600
2023-12-27,2023-12-28,SH600917,sell,8200
2023-12-27,2023-12-28,SH600966,sell,3300
2023-12-27,2023-12-28,SH601880,sell,22500
2023-12-27,2023-12-28,SH603077,sell,31000
2023-12-27,2023-12-28,SH603227,sell,10100
2023-12-27,2023-12-28,SH603568,sell,5800
2023-12-27,2023-12-28,SH603609,sell,14100
2023-12-27,2023-12-28,SH603919,sell,13100
2023-12-27,2023-12-28,SZ000089,sell,15500
2023-12-27,2023-12-28,SZ000156,sell,33900
2023-12-27,2023-12-28,SZ000488,sell,19100
2023-12-27,2023-12-28,SZ000498,sell,9500
2023-12-27,2023-12-28,SZ000598,sell,4300
2023-12-27,2023-12-28,SZ000605,sell,9000
2023-12-27,2023-12-28,SZ000619,sell,4700
2023-12-27,2023-12-28,SZ000685,sell,3600
2023-12-27,2023-12-28,SZ000703,sell,3000
2023-12-27,2023-12-28,SZ000731,sell,6000
2023-12-27,2023-12-28,SZ000833,sell,17300
2023-12-27,2023-12-28,SZ000861,sell,2100
2023-12-27,2023-12-28,SZ000910,sell,1400
2023-12-27,2023-12-28,SZ000927,sell,32100
2023-12-27,2023-12-28,SZ000949,sell,10000
2023-12-27,2023-12-28,SZ000958,sell,8800
2023-12-27,2023-12-28,SZ002016,sell,1100
2023-12-27,2023-12-28,SZ002039,sell,1400
2023-12-27,2023-12-28,SZ002064,sell,4900
2023-12-27,2023-12-28,SZ002102,sell,1900
2023-12-27,2023-12-28,SZ002203,sell,11300
2023-12-27,2023-12-28,SZ002234,sell,119900
2023-12-27,2023-12-28,SZ002259,sell,4000
2023-12-27,2023-12-28,SZ002299,sell,33600
2023-12-27,2023-12-28,SZ002318,sell,8100
2023-12-27,2023-12-28,SZ002381,sell,20200
2023-12-27,2023-12-28,SZ002399,sell,28800
2023-12-27,2023-12-28,SZ002498,sell,30600
2023-12-27,2023-12-28,SZ002545,sell,20800
2023-12-27,2023-12-28,SZ002552,sell,7800
2023-12-27,2023-12-28,SZ002562,sell,15500
2023-12-27,2023-12-28,SZ002568,sell,12200
2023-12-27,2023-12-28,SZ002570,sell,96700
2023-12-27,2023-12-28,SZ002586,sell,2500
2023-12-27,2023-12-28,SZ002614,sell,1400
2023-12-27,2023-12-28,SZ002634,sell,10900
2023-12-27,2023-12-28,SZ002688,sell,15300
2023-12-27,2023-12-28,SZ002734,sell,3600
2023-12-27,2023-12-28,SZ002746,sell,5600
2023-12-27,2023-12-28,SZ300117,sell,14800
2023-12-27,2023-12-28,SZ300370,sell,156900
2023-12-27,2023-12-28,SZ300492,sell,2200
2023-12-27,2023-12-28,SZ300196,buy,115000
2023-12-27,2023-12-28,SZ300208,buy,72200
2023-12-27,2023-12-28,SZ300497,buy,84500
2023-12-27,2023-12-28,SZ002741,buy,83100
2023-12-27,2023-12-28,SH603968,buy,165900
2023-12-27,2023-12-28,SZ000581,buy,21200
2023-12-27,2023-12-28,SZ002440,buy,152900
2023-12-27,2023-12-28,SZ000913,buy,49300
2023-12-27,2023-12-28,SZ002585,buy,334200
2023-12-27,2023-12-28,SH603222,buy,94800
2023-12-27,2023-12-28,SH603601,buy,40800
2023-12-27,2023-12-28,SH601777,buy,865800
2023-12-27,2023-12-28,SH603026,buy,41500
2023-12-27,2023-12-28,SH603588,buy,129700
2023-12-27,2023-12-28,SZ300358,buy,209900
2023-12-27,2023-12-28,SH600063,buy,49400
2023-12-27,2023-12-28,SZ000869,buy,49300
2023-12-27,2023-12-28,SZ002258,buy,71700
2023-12-27,2023-12-28,SZ002623,buy,295100
2023-12-27,2023-12-28,SZ300019,buy,75400
2023-12-27,2023-12-28,SH600478,buy,41200
2023-12-27,2023-12-28,SH600315,buy,29900
2023-12-27,2023-12-28,SZ002169,buy,129400
2023-12-27,2023-12-28,SZ300381,buy,173000
2023-12-27,2023-12-28,SZ002110,buy,210900
2023-12-27,2023-12-28,SZ300326,buy,136200
2023-12-27,2023-12-28,SZ000016,buy,137200
2023-12-27,2023-12-28,SH603020,buy,272700
2023-12-27,2023-12-28,SZ002024,buy,42900
2023-12-27,2023-12-28,SZ300091,buy,216300
2023-12-27,2023-12-28,SZ002581,buy,106000
2023-12-27,2023-12-28,SZ000789,buy,44900
2023-12-27,2023-12-28,SH601678,buy,225200
2023-12-27,2023-12-28,SZ300443,buy,85500
2023-12-27,2023-12-28,SH601311,buy,150400
2023-12-27,2023-12-28,SZ002690,buy,31500
2023-12-27,2023-12-28,SZ300048,buy,210200
2023-12-27,2023-12-28,SH600075,buy,113100
2023-12-27,2023-12-28,SH603100,buy,62300
2023-12-27,2023-12-28,SZ002206,buy,118300
2023-12-27,2023-12-28,SZ300121,buy,111400
2023-12-27,2023-12-28,SZ000035,buy,243200
2023-12-27,2023-12-28,SZ300501,buy,153900
2023-12-27,2023-12-28,SZ002668,buy,86600
2023-12-27,2023-12-28,SH603001,buy,567200
2023-12-27,2023-12-28,SZ002125,buy,104100
2023-12-27,2023-12-28,SZ002626,buy,73200
2023-12-27,2023-12-28,SZ002408,buy,115200
2023-12-27,2023-12-28,SZ002511,buy,123800
2023-12-27,2023-12-28,SZ300149,buy,173400
