level,factor,old_role,old_representative,new_role,new_representative,changed,old_alias_review_reasons,reason,user_decision
0.995,ta_volatility_dcm,conditional_alias_proposal,ta_volatility_bbm,deferred,,True,"[""different_horizon"", ""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.995,ta_volatility_dcp,retain_horizon_or_semantic_variant,ta_volatility_dcp,retain_semantic_or_horizon_variant,ta_volatility_dcp,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.995,ta_volatility_dcw,proposed_representative,ta_volatility_dcw,retain_unmerged_with_unknown_pairs,ta_volatility_dcw,True,[],Singleton is not evidence of independence,pending
0.995,ta_volatility_kcc,conditional_alias_proposal,ta_volatility_kch,deferred,,True,"[""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.995,ta_volatility_kch,proposed_representative,ta_volatility_kch,deferred,,True,[],provider_price_scale_unverified,pending
0.995,ta_volatility_kchi,deferred,,deferred,,False,[],state_or_event_mask_review,pending
0.995,ta_volatility_kcl,conditional_alias_proposal,ta_volatility_kch,deferred,,True,"[""different_mechanism"", ""provider_price_scale_unverified""]",provider_price_scale_unverified,pending
0.995,ta_volatility_kcw,proposed_representative,ta_volatility_kcw,retain_unmerged_with_unknown_pairs,ta_volatility_kcw,True,[],Singleton is not evidence of independence,pending
0.995,ta_volume_cmf,proposed_representative,ta_volume_cmf,retain_unmerged_with_unknown_pairs,ta_volume_cmf,True,[],Singleton is not evidence of independence,pending
0.995,ta_volume_fi,proposed_representative,ta_volume_fi,deferred,,True,[],provider_price_scale_unverified,pending
0.995,ta_volume_mfi,proposed_representative,ta_volume_mfi,retain_unmerged_with_unknown_pairs,ta_volume_mfi,True,[],Singleton is not evidence of independence,pending
0.995,ta_volume_vwap,retain_horizon_or_semantic_variant,ta_volume_vwap,deferred,,True,[],provider_price_scale_unverified,pending
0.95,alpha158_BETA10,proposed_representative,alpha158_BETA10,retain_unmerged_with_unknown_pairs,alpha158_BETA10,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_BETA20,proposed_representative,alpha158_BETA20,retain_unmerged_with_unknown_pairs,alpha158_BETA20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_BETA30,proposed_representative,alpha158_BETA30,retain_unmerged_with_unknown_pairs,alpha158_BETA30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_BETA5,retain_horizon_or_semantic_variant,alpha158_BETA5,retain_semantic_or_horizon_variant,alpha158_BETA5,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_BETA60,proposed_representative,alpha158_BETA60,retain_unmerged_with_unknown_pairs,alpha158_BETA60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CNTD30,proposed_representative,alpha158_CNTD30,retain_unmerged_with_unknown_pairs,alpha158_CNTD30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CNTP30,proposed_representative,alpha158_CNTP30,retain_unmerged_with_unknown_pairs,alpha158_CNTP30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORD10,proposed_representative,alpha158_CORD10,retain_unmerged_with_unknown_pairs,alpha158_CORD10,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORD20,proposed_representative,alpha158_CORD20,retain_unmerged_with_unknown_pairs,alpha158_CORD20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORD30,proposed_representative,alpha158_CORD30,retain_unmerged_with_unknown_pairs,alpha158_CORD30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORD5,proposed_representative,alpha158_CORD5,retain_unmerged_with_unknown_pairs,alpha158_CORD5,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORD60,proposed_representative,alpha158_CORD60,retain_unmerged_with_unknown_pairs,alpha158_CORD60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORR10,proposed_representative,alpha158_CORR10,retain_unmerged_with_unknown_pairs,alpha158_CORR10,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORR20,proposed_representative,alpha158_CORR20,retain_unmerged_with_unknown_pairs,alpha158_CORR20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORR30,proposed_representative,alpha158_CORR30,retain_unmerged_with_unknown_pairs,alpha158_CORR30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORR5,proposed_representative,alpha158_CORR5,retain_unmerged_with_unknown_pairs,alpha158_CORR5,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_CORR60,proposed_representative,alpha158_CORR60,retain_unmerged_with_unknown_pairs,alpha158_CORR60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_IMAX20,proposed_representative,alpha158_IMAX20,retain_unmerged_with_unknown_pairs,alpha158_IMAX20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_IMAX30,proposed_representative,alpha158_IMAX30,retain_unmerged_with_unknown_pairs,alpha158_IMAX30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_IMAX60,proposed_representative,alpha158_IMAX60,retain_unmerged_with_unknown_pairs,alpha158_IMAX60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_IMIN20,proposed_representative,alpha158_IMIN20,retain_unmerged_with_unknown_pairs,alpha158_IMIN20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_IMIN30,proposed_representative,alpha158_IMIN30,retain_unmerged_with_unknown_pairs,alpha158_IMIN30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_IMIN60,proposed_representative,alpha158_IMIN60,retain_unmerged_with_unknown_pairs,alpha158_IMIN60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_IMXD20,proposed_representative,alpha158_IMXD20,retain_unmerged_with_unknown_pairs,alpha158_IMXD20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_IMXD30,proposed_representative,alpha158_IMXD30,retain_unmerged_with_unknown_pairs,alpha158_IMXD30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_IMXD60,proposed_representative,alpha158_IMXD60,retain_unmerged_with_unknown_pairs,alpha158_IMXD60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_KLEN,proposed_representative,alpha158_KLEN,retain_unmerged_with_unknown_pairs,alpha158_KLEN,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_KLOW,proposed_representative,alpha158_KLOW,retain_unmerged_with_unknown_pairs,alpha158_KLOW,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_KUP,proposed_representative,alpha158_KUP,retain_unmerged_with_unknown_pairs,alpha158_KUP,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_LOW0,retain_horizon_or_semantic_variant,alpha158_LOW0,retain_semantic_or_horizon_variant,alpha158_LOW0,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_MA10,proposed_representative,alpha158_MA10,retain_unmerged_with_unknown_pairs,alpha158_MA10,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MA20,proposed_representative,alpha158_MA20,retain_unmerged_with_unknown_pairs,alpha158_MA20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MA30,proposed_representative,alpha158_MA30,retain_unmerged_with_unknown_pairs,alpha158_MA30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MA5,proposed_representative,alpha158_MA5,retain_unmerged_with_unknown_pairs,alpha158_MA5,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MA60,proposed_representative,alpha158_MA60,retain_unmerged_with_unknown_pairs,alpha158_MA60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MAX5,proposed_representative,alpha158_MAX5,retain_unmerged_with_unknown_pairs,alpha158_MAX5,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MIN10,proposed_representative,alpha158_MIN10,retain_unmerged_with_unknown_pairs,alpha158_MIN10,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MIN20,proposed_representative,alpha158_MIN20,retain_unmerged_with_unknown_pairs,alpha158_MIN20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MIN30,proposed_representative,alpha158_MIN30,retain_unmerged_with_unknown_pairs,alpha158_MIN30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MIN5,proposed_representative,alpha158_MIN5,retain_unmerged_with_unknown_pairs,alpha158_MIN5,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_MIN60,proposed_representative,alpha158_MIN60,retain_unmerged_with_unknown_pairs,alpha158_MIN60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_QTLD10,proposed_representative,alpha158_QTLD10,retain_unmerged_with_unknown_pairs,alpha158_QTLD10,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_QTLD20,proposed_representative,alpha158_QTLD20,retain_unmerged_with_unknown_pairs,alpha158_QTLD20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_QTLD30,proposed_representative,alpha158_QTLD30,retain_unmerged_with_unknown_pairs,alpha158_QTLD30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_QTLD5,proposed_representative,alpha158_QTLD5,retain_unmerged_with_unknown_pairs,alpha158_QTLD5,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_QTLD60,proposed_representative,alpha158_QTLD60,retain_unmerged_with_unknown_pairs,alpha158_QTLD60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_QTLU20,proposed_representative,alpha158_QTLU20,retain_unmerged_with_unknown_pairs,alpha158_QTLU20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_QTLU30,proposed_representative,alpha158_QTLU30,retain_unmerged_with_unknown_pairs,alpha158_QTLU30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_QTLU60,proposed_representative,alpha158_QTLU60,retain_unmerged_with_unknown_pairs,alpha158_QTLU60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_RANK10,proposed_representative,alpha158_RANK10,retain_unmerged_with_unknown_pairs,alpha158_RANK10,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_RANK20,proposed_representative,alpha158_RANK20,retain_unmerged_with_unknown_pairs,alpha158_RANK20,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_RANK30,proposed_representative,alpha158_RANK30,retain_unmerged_with_unknown_pairs,alpha158_RANK30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_RANK60,proposed_representative,alpha158_RANK60,retain_unmerged_with_unknown_pairs,alpha158_RANK60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_RESI60,proposed_representative,alpha158_RESI60,retain_unmerged_with_unknown_pairs,alpha158_RESI60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_ROC10,retain_horizon_or_semantic_variant,alpha158_ROC10,retain_semantic_or_horizon_variant,alpha158_ROC10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_ROC20,retain_horizon_or_semantic_variant,alpha158_ROC20,retain_semantic_or_horizon_variant,alpha158_ROC20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_ROC30,retain_horizon_or_semantic_variant,alpha158_ROC30,retain_semantic_or_horizon_variant,alpha158_ROC30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_ROC5,retain_horizon_or_semantic_variant,alpha158_ROC5,retain_semantic_or_horizon_variant,alpha158_ROC5,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_ROC60,retain_horizon_or_semantic_variant,alpha158_ROC60,retain_semantic_or_horizon_variant,alpha158_ROC60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_RSV20,retain_horizon_or_semantic_variant,alpha158_RSV20,retain_semantic_or_horizon_variant,alpha158_RSV20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_RSV30,proposed_representative,alpha158_RSV30,retain_unmerged_with_unknown_pairs,alpha158_RSV30,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_RSV60,proposed_representative,alpha158_RSV60,retain_unmerged_with_unknown_pairs,alpha158_RSV60,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_STD10,proposed_representative,alpha158_STD10,retain_unmerged_with_unknown_pairs,alpha158_STD10,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_STD5,proposed_representative,alpha158_STD5,retain_unmerged_with_unknown_pairs,alpha158_STD5,True,[],Singleton is not evidence of independence,pending
0.95,alpha158_SUMD10,retain_horizon_or_semantic_variant,alpha158_SUMD10,retain_semantic_or_horizon_variant,alpha158_SUMD10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMD20,retain_horizon_or_semantic_variant,alpha158_SUMD20,retain_semantic_or_horizon_variant,alpha158_SUMD20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMD30,retain_horizon_or_semantic_variant,alpha158_SUMD30,retain_semantic_or_horizon_variant,alpha158_SUMD30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMD60,retain_horizon_or_semantic_variant,alpha158_SUMD60,retain_semantic_or_horizon_variant,alpha158_SUMD60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMN10,retain_horizon_or_semantic_variant,alpha158_SUMN10,retain_semantic_or_horizon_variant,alpha158_SUMN10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMN20,retain_horizon_or_semantic_variant,alpha158_SUMN20,retain_semantic_or_horizon_variant,alpha158_SUMN20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMN30,retain_horizon_or_semantic_variant,alpha158_SUMN30,retain_semantic_or_horizon_variant,alpha158_SUMN30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMN60,retain_horizon_or_semantic_variant,alpha158_SUMN60,retain_semantic_or_horizon_variant,alpha158_SUMN60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMP10,retain_horizon_or_semantic_variant,alpha158_SUMP10,retain_semantic_or_horizon_variant,alpha158_SUMP10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMP20,retain_horizon_or_semantic_variant,alpha158_SUMP20,retain_semantic_or_horizon_variant,alpha158_SUMP20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMP30,retain_horizon_or_semantic_variant,alpha158_SUMP30,retain_semantic_or_horizon_variant,alpha158_SUMP30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_SUMP60,retain_horizon_or_semantic_variant,alpha158_SUMP60,retain_semantic_or_horizon_variant,alpha158_SUMP60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_VSUMD20,retain_horizon_or_semantic_variant,alpha158_VSUMD20,retain_semantic_or_horizon_variant,alpha158_VSUMD20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_VSUMD30,retain_horizon_or_semantic_variant,alpha158_VSUMD30,retain_semantic_or_horizon_variant,alpha158_VSUMD30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_VSUMD60,retain_horizon_or_semantic_variant,alpha158_VSUMD60,retain_semantic_or_horizon_variant,alpha158_VSUMD60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_VSUMN20,retain_horizon_or_semantic_variant,alpha158_VSUMN20,retain_semantic_or_horizon_variant,alpha158_VSUMN20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_VSUMN30,retain_horizon_or_semantic_variant,alpha158_VSUMN30,retain_semantic_or_horizon_variant,alpha158_VSUMN30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_VSUMN60,retain_horizon_or_semantic_variant,alpha158_VSUMN60,retain_semantic_or_horizon_variant,alpha158_VSUMN60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_VSUMP20,retain_horizon_or_semantic_variant,alpha158_VSUMP20,retain_semantic_or_horizon_variant,alpha158_VSUMP20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_VSUMP30,retain_horizon_or_semantic_variant,alpha158_VSUMP30,retain_semantic_or_horizon_variant,alpha158_VSUMP30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha158_VSUMP60,retain_horizon_or_semantic_variant,alpha158_VSUMP60,retain_semantic_or_horizon_variant,alpha158_VSUMP60,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE10,retain_horizon_or_semantic_variant,alpha360_CLOSE10,retain_semantic_or_horizon_variant,alpha360_CLOSE10,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE11,retain_horizon_or_semantic_variant,alpha360_CLOSE11,retain_semantic_or_horizon_variant,alpha360_CLOSE11,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE12,retain_horizon_or_semantic_variant,alpha360_CLOSE12,retain_semantic_or_horizon_variant,alpha360_CLOSE12,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE13,retain_horizon_or_semantic_variant,alpha360_CLOSE13,retain_semantic_or_horizon_variant,alpha360_CLOSE13,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE14,retain_horizon_or_semantic_variant,alpha360_CLOSE14,retain_semantic_or_horizon_variant,alpha360_CLOSE14,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE15,retain_horizon_or_semantic_variant,alpha360_CLOSE15,retain_semantic_or_horizon_variant,alpha360_CLOSE15,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE16,retain_horizon_or_semantic_variant,alpha360_CLOSE16,retain_semantic_or_horizon_variant,alpha360_CLOSE16,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE17,retain_horizon_or_semantic_variant,alpha360_CLOSE17,retain_semantic_or_horizon_variant,alpha360_CLOSE17,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE18,retain_horizon_or_semantic_variant,alpha360_CLOSE18,retain_semantic_or_horizon_variant,alpha360_CLOSE18,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE19,retain_horizon_or_semantic_variant,alpha360_CLOSE19,retain_semantic_or_horizon_variant,alpha360_CLOSE19,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE20,retain_horizon_or_semantic_variant,alpha360_CLOSE20,retain_semantic_or_horizon_variant,alpha360_CLOSE20,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE21,retain_horizon_or_semantic_variant,alpha360_CLOSE21,retain_semantic_or_horizon_variant,alpha360_CLOSE21,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE22,retain_horizon_or_semantic_variant,alpha360_CLOSE22,retain_semantic_or_horizon_variant,alpha360_CLOSE22,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE23,retain_horizon_or_semantic_variant,alpha360_CLOSE23,retain_semantic_or_horizon_variant,alpha360_CLOSE23,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE24,retain_horizon_or_semantic_variant,alpha360_CLOSE24,retain_semantic_or_horizon_variant,alpha360_CLOSE24,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE25,retain_horizon_or_semantic_variant,alpha360_CLOSE25,retain_semantic_or_horizon_variant,alpha360_CLOSE25,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE26,retain_horizon_or_semantic_variant,alpha360_CLOSE26,retain_semantic_or_horizon_variant,alpha360_CLOSE26,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE27,retain_horizon_or_semantic_variant,alpha360_CLOSE27,retain_semantic_or_horizon_variant,alpha360_CLOSE27,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE28,retain_horizon_or_semantic_variant,alpha360_CLOSE28,retain_semantic_or_horizon_variant,alpha360_CLOSE28,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE29,retain_horizon_or_semantic_variant,alpha360_CLOSE29,retain_semantic_or_horizon_variant,alpha360_CLOSE29,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE3,retain_horizon_or_semantic_variant,alpha360_CLOSE3,retain_semantic_or_horizon_variant,alpha360_CLOSE3,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE30,retain_horizon_or_semantic_variant,alpha360_CLOSE30,retain_semantic_or_horizon_variant,alpha360_CLOSE30,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE31,retain_horizon_or_semantic_variant,alpha360_CLOSE31,retain_semantic_or_horizon_variant,alpha360_CLOSE31,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE32,retain_horizon_or_semantic_variant,alpha360_CLOSE32,retain_semantic_or_horizon_variant,alpha360_CLOSE32,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE33,retain_horizon_or_semantic_variant,alpha360_CLOSE33,retain_semantic_or_horizon_variant,alpha360_CLOSE33,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE34,retain_horizon_or_semantic_variant,alpha360_CLOSE34,retain_semantic_or_horizon_variant,alpha360_CLOSE34,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE35,retain_horizon_or_semantic_variant,alpha360_CLOSE35,retain_semantic_or_horizon_variant,alpha360_CLOSE35,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE36,retain_horizon_or_semantic_variant,alpha360_CLOSE36,retain_semantic_or_horizon_variant,alpha360_CLOSE36,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE37,retain_horizon_or_semantic_variant,alpha360_CLOSE37,retain_semantic_or_horizon_variant,alpha360_CLOSE37,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE38,retain_horizon_or_semantic_variant,alpha360_CLOSE38,retain_semantic_or_horizon_variant,alpha360_CLOSE38,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE39,retain_horizon_or_semantic_variant,alpha360_CLOSE39,retain_semantic_or_horizon_variant,alpha360_CLOSE39,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE4,retain_horizon_or_semantic_variant,alpha360_CLOSE4,retain_semantic_or_horizon_variant,alpha360_CLOSE4,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE40,retain_horizon_or_semantic_variant,alpha360_CLOSE40,retain_semantic_or_horizon_variant,alpha360_CLOSE40,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE41,retain_horizon_or_semantic_variant,alpha360_CLOSE41,retain_semantic_or_horizon_variant,alpha360_CLOSE41,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE42,retain_horizon_or_semantic_variant,alpha360_CLOSE42,retain_semantic_or_horizon_variant,alpha360_CLOSE42,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE43,retain_horizon_or_semantic_variant,alpha360_CLOSE43,retain_semantic_or_horizon_variant,alpha360_CLOSE43,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE44,retain_horizon_or_semantic_variant,alpha360_CLOSE44,retain_semantic_or_horizon_variant,alpha360_CLOSE44,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE45,retain_horizon_or_semantic_variant,alpha360_CLOSE45,retain_semantic_or_horizon_variant,alpha360_CLOSE45,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE46,retain_horizon_or_semantic_variant,alpha360_CLOSE46,retain_semantic_or_horizon_variant,alpha360_CLOSE46,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE47,retain_horizon_or_semantic_variant,alpha360_CLOSE47,retain_semantic_or_horizon_variant,alpha360_CLOSE47,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE48,retain_horizon_or_semantic_variant,alpha360_CLOSE48,retain_semantic_or_horizon_variant,alpha360_CLOSE48,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE49,retain_horizon_or_semantic_variant,alpha360_CLOSE49,retain_semantic_or_horizon_variant,alpha360_CLOSE49,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE5,retain_horizon_or_semantic_variant,alpha360_CLOSE5,retain_semantic_or_horizon_variant,alpha360_CLOSE5,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE50,retain_horizon_or_semantic_variant,alpha360_CLOSE50,retain_semantic_or_horizon_variant,alpha360_CLOSE50,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE51,retain_horizon_or_semantic_variant,alpha360_CLOSE51,retain_semantic_or_horizon_variant,alpha360_CLOSE51,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE52,retain_horizon_or_semantic_variant,alpha360_CLOSE52,retain_semantic_or_horizon_variant,alpha360_CLOSE52,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE53,retain_horizon_or_semantic_variant,alpha360_CLOSE53,retain_semantic_or_horizon_variant,alpha360_CLOSE53,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE54,retain_horizon_or_semantic_variant,alpha360_CLOSE54,retain_semantic_or_horizon_variant,alpha360_CLOSE54,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE55,retain_horizon_or_semantic_variant,alpha360_CLOSE55,retain_semantic_or_horizon_variant,alpha360_CLOSE55,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE56,retain_horizon_or_semantic_variant,alpha360_CLOSE56,retain_semantic_or_horizon_variant,alpha360_CLOSE56,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE57,retain_horizon_or_semantic_variant,alpha360_CLOSE57,retain_semantic_or_horizon_variant,alpha360_CLOSE57,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE58,retain_horizon_or_semantic_variant,alpha360_CLOSE58,retain_semantic_or_horizon_variant,alpha360_CLOSE58,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE59,retain_horizon_or_semantic_variant,alpha360_CLOSE59,retain_semantic_or_horizon_variant,alpha360_CLOSE59,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE6,retain_horizon_or_semantic_variant,alpha360_CLOSE6,retain_semantic_or_horizon_variant,alpha360_CLOSE6,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE7,retain_horizon_or_semantic_variant,alpha360_CLOSE7,retain_semantic_or_horizon_variant,alpha360_CLOSE7,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE8,retain_horizon_or_semantic_variant,alpha360_CLOSE8,retain_semantic_or_horizon_variant,alpha360_CLOSE8,True,[],Distinct resolved mechanism/window/units; identity retained,pending
0.95,alpha360_CLOSE9,retain_horizon_or_semantic_variant,alpha360_CLOSE9,retain_semantic_or_horizon_variant,alpha360_CLOSE9,True,[],Distinct resolved mechanism/window/units; identity retained,pending
