factor,source_family,dependency_class,difference_count,max_absolute_difference,attribution
alpha360_LOW9,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN0,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN1,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN10,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN11,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN12,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN13,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN14,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN15,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN16,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN17,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN18,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN19,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN2,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN20,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN21,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN22,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN23,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN24,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN25,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN26,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN27,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN28,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN29,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN3,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN30,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN31,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN32,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN33,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN34,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN35,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN36,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN37,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN38,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN39,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN4,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN40,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN41,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN42,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN43,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN44,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN45,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN46,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN47,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN48,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN49,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN5,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN50,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN51,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN52,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN53,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN54,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN55,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN56,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN57,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN58,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN59,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN6,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN7,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN8,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_OPEN9,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME1,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME10,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME11,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME12,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME13,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME14,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME15,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME16,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME17,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME18,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME19,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME2,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME20,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME21,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME22,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME23,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME24,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME25,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME26,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME27,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME28,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME29,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME3,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME30,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME31,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME32,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME33,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME34,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME35,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME36,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME37,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME38,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME39,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME4,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME40,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME41,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME42,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME43,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME44,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME45,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME46,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME47,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME48,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME49,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME5,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME50,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME51,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME52,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME53,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME54,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME55,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME56,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME57,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME58,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME59,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME6,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME7,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME8,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VOLUME9,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP0,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP1,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP10,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP11,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP12,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP13,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP14,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP15,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP16,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP17,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP18,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP19,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP2,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP20,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP21,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP22,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP23,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP24,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP25,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP26,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP27,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP28,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP29,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP3,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP30,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP31,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP32,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP33,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP34,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP35,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP36,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP37,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP38,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP39,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP4,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP40,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP41,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP42,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP43,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP44,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP45,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP46,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP47,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP48,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP49,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP5,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP50,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP51,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP52,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP53,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP54,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP55,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP56,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP57,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP58,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP59,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP6,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP7,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP8,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
alpha360_VWAP9,alpha360,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_ao,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_kama,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_ppo,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_ppo_hist,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_ppo_signal,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_pvo,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_pvo_hist,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_pvo_signal,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_roc,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_rsi,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_stoch,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_stoch_rsi,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_stoch_rsi_d,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_stoch_rsi_k,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_stoch_signal,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_tsi,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_uo,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_momentum_wr,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_adx,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_adx_neg,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_adx_pos,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_aroon_down,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_aroon_ind,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_aroon_up,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_cci,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_dpo,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_ema_fast,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_ema_slow,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_ichimoku_a,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_ichimoku_b,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_ichimoku_base,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_ichimoku_conv,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_kst,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_kst_diff,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_kst_sig,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_macd,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_macd_diff,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_macd_signal,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_mass_index,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_psar_down,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_psar_down_indicator,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_psar_up,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_psar_up_indicator,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_sma_fast,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_sma_slow,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_stc,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_trix,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_vortex_ind_diff,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_vortex_ind_neg,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_trend_vortex_ind_pos,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_atr,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_bbh,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_bbhi,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_bbl,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_bbm,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_bbp,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_bbw,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_dch,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_dcl,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_dcm,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_dcp,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_dcw,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_kcc,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_kch,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_kcl,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_kcli,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_kcp,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_kcw,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volatility_ui,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volume_adi,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volume_cmf,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volume_em,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volume_fi,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volume_mfi,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volume_obv,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volume_sma_em,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
ta_volume_vwap,ta,pure_time_series,0,0.0,none_common_keys_bit_identical
kunquant_alpha101_alpha002,alpha101,mixed,2579278,1.5767443987356764,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha003,alpha101,mixed,2576539,1.8205563094312855,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha004,alpha101,mixed,921229,8.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha005,alpha101,mixed,2576615,0.2143405820442498,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha006,alpha101,pure_time_series,1128398,0.992797651591358,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha008,alpha101,mixed,2575051,0.1887984595710779,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha009,alpha101,pure_time_series,5106,2.145328521728516,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha010,alpha101,pure_time_series,5652,3.7283935546875,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha011,alpha101,mixed,2582020,0.3760031850617972,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha012,alpha101,pure_time_series,4233,0.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha013,alpha101,mixed,2581160,0.9982952363346902,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha014,alpha101,mixed,2583768,0.9852719956136008,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha015,alpha101,mixed,2587573,2.66407230730605,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha016,alpha101,mixed,2581169,0.9994982438534872,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha017,alpha101,mixed,2577905,0.7586459458904299,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha018,alpha101,mixed,2580055,0.9511392683005588,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha020,alpha101,mixed,2583238,0.2387690244033716,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha022,alpha101,mixed,2569769,0.386721486522576,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha024,alpha101,pure_time_series,263390,10.993751525878906,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha025,alpha101,mixed,2569846,0.2527981948750399,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha026,alpha101,pure_time_series,988824,1.0000000000000668,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha028,alpha101,mixed,2582617,0.0066779433049769,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha029,alpha101,mixed,2574594,0.2265814201298068,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha030,alpha101,mixed,2582043,0.9463547572872548,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha031,alpha101,mixed,2570970,1.3263716645534451,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha033,alpha101,cross_sectional,2583655,0.1827595438778124,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha034,alpha101,mixed,2582735,0.7851273937023974,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha035,alpha101,pure_time_series,128179,0.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha038,alpha101,mixed,2577905,0.4644067622608738,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha040,alpha101,mixed,2576621,0.2003361076318835,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha041,alpha101,pure_time_series,0,0.0,none_common_keys_bit_identical
kunquant_alpha101_alpha042,alpha101,cross_sectional,2584131,1883.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha043,alpha101,pure_time_series,133626,152.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha044,alpha101,mixed,2581081,1.896740780041024,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha045,alpha101,mixed,2491435,0.8956150379099987,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha046,alpha101,pure_time_series,43527,3.197378158569336,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha047,alpha101,mixed,2571058,24.92132884027534,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha049,alpha101,pure_time_series,6264,2.178897857666016,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha050,alpha101,mixed,2580992,0.9871955812201858,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha051,alpha101,pure_time_series,9932,2.540704727172852,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha053,alpha101,pure_time_series,38005,0.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha054,alpha101,pure_time_series,0,0.0,none_common_keys_bit_identical
kunquant_alpha101_alpha055,alpha101,mixed,2572928,1.7172502482013523,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha057,alpha101,mixed,2563619,17011.21137265678,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha060,alpha101,mixed,2577905,0.0009851243634137,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha062,alpha101,mixed,357098,1.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha064,alpha101,mixed,322935,1.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha066,alpha101,mixed,2095932,6.122326551904017,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha071,alpha101,mixed,445376,15.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha072,alpha101,mixed,2473242,1891.9230938252424,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha073,alpha101,mixed,83182,0.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
