factor,lineage_status,economic_family,source,defined,materializable,coverage_qualified,research_usable,temporarily_blocked,valid_count,row_count,coverage,qualified_month_fraction,unique_values,zero_fraction_of_finite,mean,std,min,q01,median,q99,max,inf_count,block_reason,temporal_gap_candidate_count
alpha360_CLOSE33,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580810,2587671,0.9973485810213122,1.0,1967733,0.0,1.0151672426094471,0.17152003271910235,0.13761410117149353,0.5964520514011383,1.0123525857925415,1.4658474719524386,14.024690628051758,0,,0
alpha360_CLOSE34,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,1974234,0.0,1.0155105144078846,0.17395418658114148,0.13578848540782928,0.5922166258096695,1.0125534534454346,1.474305254220964,14.246912002563477,0,,0
alpha360_CLOSE35,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,1979251,0.0,1.0158503754182335,0.1764060008519346,0.13723638653755188,0.5883074462413788,1.0127118825912476,1.4829488873481764,14.358023643493652,0,,0
alpha360_CLOSE36,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,1983912,0.0,1.0161991253265965,0.1788467335820918,0.13685867190361023,0.584981575012207,1.0128819942474365,1.4913226413726801,14.246912002563477,0,,0
alpha360_CLOSE37,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580801,2587671,0.9973451029902951,1.0,1988169,0.0,1.0165486004937716,0.1812036097774017,0.1395331174135208,0.5814385414123535,1.0130904912948608,1.4982362985610962,14.469135284423828,0,,0
alpha360_CLOSE38,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580795,2587671,0.9973427843029504,1.0,1993291,0.0,1.016913784570591,0.18358266941639323,0.12770827114582062,0.5778784418106079,1.0132650136947632,1.504706165790559,14.358023643493652,0,,0
alpha360_CLOSE39,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580791,2587671,0.9973412385113872,1.0,1998155,0.0,1.0172735804576016,0.18586411765497052,0.12454430013895035,0.5743697822093964,1.0134738683700562,1.5105037093162537,14.135802268981934,0,,0
alpha360_CLOSE4,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2582373,2587671,0.9979525990746119,1.0,1435580,0.0,1.0022663236939426,0.06147726144569707,0.48206204175949097,0.8272218513488769,1.0027152299880981,1.1721790170669548,2.47525691986084,0,,0
alpha360_CLOSE40,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580793,2587671,0.9973420114071688,1.0,2003067,0.0,1.017633321852658,0.18814114090794373,0.12662748992443085,0.5710063123703003,1.0134910345077515,1.5170342826843275,14.246912002563477,0,,0
alpha360_CLOSE41,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580792,2587671,0.997341624959278,1.0,2007232,0.0,1.017994651641496,0.1904424868830466,0.12784481048583984,0.5675479745864869,1.0136473774909973,1.524194029569625,14.469135284423828,0,,0
alpha360_CLOSE42,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580795,2587671,0.9973427843029504,1.0,2011158,0.0,1.0183370355239418,0.19263170740053334,0.1290082484483719,0.5642911839485169,1.013804316520691,1.530725417137146,15.125,0,,0
alpha360_CLOSE43,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580798,2587671,0.9973439436466228,1.0,2015080,0.0,1.0187109278254305,0.19484189616207126,0.12796665728092194,0.5611786288022995,1.0140928030014038,1.537210745811462,15.927631378173828,0,,0
alpha360_CLOSE44,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580799,2587671,0.9973443300945135,1.0,2018067,0.0,1.0190852412229374,0.19711984502247776,0.12484189122915268,0.5578946852684021,1.014402151107788,1.5423728251457214,16.769737243652344,0,,0
alpha360_CLOSE45,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580803,2587671,0.9973458758860767,1.0,2021869,0.0,1.0194350063879993,0.1993223491182599,0.12714827060699463,0.5547173857688904,1.0145986080169678,1.5473723530769348,17.414472579956055,0,,0
alpha360_CLOSE46,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580807,2587671,0.9973474216776399,1.0,2025296,0.0,1.0197643470940079,0.201505210095194,0.12815029919147491,0.5511160218715668,1.0148228406906128,1.5526822519302368,18.00680160522461,0,,0
alpha360_CLOSE47,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580809,2587671,0.9973481945734214,1.0,2029853,0.0,1.0201107373908735,0.2036716952230665,0.13051779568195343,0.5480710315704346,1.014970064163208,1.5574931335449198,18.578229904174805,0,,0
alpha360_CLOSE48,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580810,2587671,0.9973485810213122,1.0,2034035,0.0,1.0204469900097546,0.2058138730999957,0.13295142352581024,0.5453078430891037,1.0151143670082092,1.5624893379211429,19.078947067260742,0,,0
alpha360_CLOSE49,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580811,2587671,0.997348967469203,1.0,2036635,0.0,1.020776932713451,0.20792451219938787,0.122902050614357,0.542236202955246,1.015360951423645,1.5671888351440417,19.727890014648438,0,,0
alpha360_CLOSE5,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2582071,2587671,0.9978358918115943,1.0,1501692,0.0,1.0028350217705995,0.06865396301706309,0.4016980230808258,0.8093431234359741,1.0031722784042358,1.1918914914131165,3.1010100841522217,0,,0
alpha360_CLOSE50,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2039258,0.0,1.0211234421194035,0.21006709631560855,0.11985715478658676,0.5394957917928696,1.01570463180542,1.573205832242966,20.183673858642578,0,,0
alpha360_CLOSE51,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2042514,0.0,1.0214577292815663,0.2121914475535277,0.12610667943954468,0.5362623810768128,1.0158982276916504,1.5790619742870333,20.61224365234375,0,,0
alpha360_CLOSE52,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580811,2587671,0.997348967469203,1.0,2045589,0.0,1.0217987218061408,0.21428271174747665,0.12303345650434494,0.533433324098587,1.016227126121521,1.5843738555908198,19.980262756347656,0,,0
alpha360_CLOSE53,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580809,2587671,0.9973481945734214,1.0,2048072,0.0,1.0221419761686494,0.21629572179583223,0.12033744156360626,0.5302783846855164,1.0164858102798462,1.589820156097412,20.659862518310547,0,,0
alpha360_CLOSE54,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2051809,0.0,1.0224536583057944,0.21824534018598438,0.11927320063114166,0.5275006580352783,1.0166819095611572,1.594761233329773,21.027210235595703,0,,0
alpha360_CLOSE55,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2054113,0.0,1.0227230760989927,0.22000648424575323,0.11679890751838684,0.524863109588623,1.0169683694839478,1.5991056060791013,20.027210235595703,0,,0
alpha360_CLOSE56,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,2057917,0.0,1.022977274279782,0.22182150925455643,0.11390521377325058,0.5218310177326202,1.017241358757019,1.6048384904861455,19.266233444213867,0,,0
alpha360_CLOSE57,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580802,2587671,0.9973454894381859,1.0,2059811,0.0,1.0232409650329712,0.223598551987321,0.11168751865625381,0.5190979933738709,1.017411231994629,1.6106983089447013,19.87074851989746,0,,0
alpha360_CLOSE58,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580799,2587671,0.9973443300945135,1.0,2063079,0.0,1.023502273991815,0.22535192221498096,0.10892046242952347,0.5164339721202851,1.017481803894043,1.6169236302375793,19.999998092651367,0,,0
alpha360_CLOSE59,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580798,2587671,0.9973439436466228,1.0,2065959,0.0,1.0237681930504503,0.2270754572091809,0.10787887126207352,0.5140323615074158,1.0176656246185303,1.6236897265911097,20.462068557739258,0,,0
alpha360_CLOSE6,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581856,2587671,0.9977528055150752,1.0,1553948,0.0,1.0033982718615526,0.07501026654349618,0.3347669541835785,0.7938854724168778,1.003483533859253,1.20793036222458,3.8282830715179443,0,,0
alpha360_CLOSE7,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581663,2587671,0.9976782210721533,1.0,1596825,0.0,1.0039539003677822,0.08079092718137618,0.2792339324951172,0.7800697529315949,1.0037394762039185,1.223091390132904,4.7373738288879395,0,,0
alpha360_CLOSE8,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581474,2587671,0.9976051824207947,1.0,1633260,0.0,1.0044873371755214,0.08603300639739361,0.26058486104011536,0.7674145805835724,1.00406414270401,1.2367960691452027,5.790123462677002,0,,0
alpha360_CLOSE9,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581304,2587671,0.9975394862793608,1.0,1664889,0.0,1.0049922837317165,0.09097906267842568,0.21716611087322235,0.756594626903534,1.0043026804924011,1.2497132778167734,6.641174793243408,0,,0
alpha360_HIGH0,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,425603,0.0,1.020712664104883,0.01915742245840256,1.0,1.0,1.015751838684082,1.0907494068145753,2.569230794906616,0,,0
alpha360_HIGH1,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2583432,2587671,0.998361847390955,1.0,1085198,0.0,1.0212906318211283,0.03675884664048755,0.5168026089668274,0.9271018689870835,1.0178778171539307,1.136466042995453,2.6566195487976074,0,,0
alpha360_HIGH10,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581149,2587671,0.9974795868562889,1.0,1786701,0.0,1.0264408182231664,0.10026398987220912,0.1847430169582367,0.7662335872650147,1.022137999534607,1.306756534576416,8.12497615814209,0,,0
alpha360_HIGH11,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581127,2587671,0.9974710850026917,1.0,1814856,0.0,1.02695500180892,0.1050274781402293,0.18813610076904297,0.7563108372688293,1.0225939750671387,1.3194507789611798,8.23627758026123,0,,0
alpha360_HIGH12,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581102,2587671,0.9974614238054219,1.0,1840102,0.0,1.027463239187588,0.10960671790580392,0.18877610564231873,0.7462503379583358,1.0229977369308472,1.3326134622097014,9.013513565063477,0,,0
alpha360_HIGH13,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581079,2587671,0.9974525355039339,1.0,1861395,0.0,1.027978962116173,0.11397209305317284,0.18495725095272064,0.7370810556411743,1.0234017372131348,1.3458160948753357,9.346136093139648,0,,0
alpha360_HIGH14,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581056,2587671,0.9974436472024457,1.0,1881158,0.0,1.0284592164251638,0.11806225996311935,0.18474628031253815,0.7286653846502305,1.0237839221954346,1.3573333740234377,9.79086685180664,0,,0
alpha360_HIGH15,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581032,2587671,0.9974343724530669,1.0,1900300,0.0,1.028937520947961,0.12196380195765606,0.18516644835472107,0.7206858491897583,1.024283230304718,1.3679727482795716,10.23527717590332,0,,0
alpha360_HIGH16,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581015,2587671,0.9974278028389235,1.0,1917812,0.0,1.0294198670879053,0.12575228298878424,0.19385462999343872,0.7123523306846619,1.024867296218872,1.377505912780761,10.012919425964355,0,,0
alpha360_HIGH17,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580995,2587671,0.9974200738811078,1.0,1934504,0.0,1.0299139073290453,0.12949070320443032,0.1847456991672516,0.7041978895664215,1.0253276824951172,1.3875943565368654,10.469949722290039,0,,0
alpha360_HIGH18,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580976,2587671,0.9974127313711828,1.0,1948956,0.0,1.030401870626291,0.13311193575594094,0.18240834772586823,0.69659723341465,1.025838017463684,1.3969362080097198,10.236419677734375,0,,0
alpha360_HIGH19,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580959,2587671,0.9974061617570394,1.0,1962252,0.0,1.0308623907805978,0.13659365235468873,0.17986845970153809,0.6891520488262176,1.0263621807098389,1.4061463022232052,12.02836799621582,0,,0
alpha360_HIGH2,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2583053,2587671,0.9982153836403469,1.0,1280742,0.0,1.0219004828047735,0.04863535348427993,0.5095006227493286,0.8947511768341064,1.0186972618103027,1.1695027828216553,2.4256091117858887,0,,0
alpha360_HIGH20,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580943,2587671,0.9973999785907869,1.0,1975645,0.0,1.0313208533317193,0.1400383722806064,0.18136470019817352,0.6821645057201385,1.0267870426177979,1.4159306645393375,12.47028923034668,0,,0
alpha360_HIGH21,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580925,2587671,0.9973930225287527,1.0,1986023,0.0,1.0317562644520597,0.14336026820036032,0.18368282914161682,0.6755352854728699,1.0272068977355957,1.4239559984207129,12.803359031677246,0,,0
alpha360_HIGH22,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580901,2587671,0.9973837477793738,1.0,1997460,0.0,1.0321739696570076,0.14662876291289373,0.17394627630710602,0.6692163944244385,1.0275225639343262,1.432154893875122,13.13666820526123,0,,0
alpha360_HIGH23,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580883,2587671,0.9973767917173396,1.0,2007982,0.0,1.0325964900994387,0.14977752411861955,0.16877557337284088,0.6627314257621765,1.02781081199646,1.439217965602875,13.247122764587402,0,,0
alpha360_HIGH24,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580866,2587671,0.9973702221031963,1.0,2017911,0.0,1.033007715974303,0.15278714654026077,0.15354107320308685,0.6565598875284195,1.0282142162322998,1.4463458776474003,13.470199584960938,0,,0
alpha360_HIGH25,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580850,2587671,0.9973640389369437,1.0,2025451,0.0,1.0334264045787698,0.15578196770963496,0.1396915316581726,0.650591962337494,1.0285897254943848,1.453553384542465,13.803080558776855,0,,0
alpha360_HIGH26,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580844,2587671,0.997361720249599,1.0,2036025,0.0,1.0338603480683595,0.1587126770336902,0.12910321354866028,0.6450107097625732,1.0290042161941528,1.4605763638019562,14.247710227966309,0,,0
alpha360_HIGH27,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580842,2587671,0.9973609473538174,1.0,2043875,0.0,1.0342887707086088,0.16150405614825913,0.1311798095703125,0.6395136511325836,1.0293715596199036,1.467755312919616,13.913779258728027,0,,0
alpha360_HIGH28,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580833,2587671,0.9973574693228003,1.0,2052107,0.0,1.0347148051592723,0.1642723123736297,0.13336096704006195,0.6343717002868652,1.0296956300735474,1.4760609531402589,13.691559791564941,0,,0
alpha360_HIGH29,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580827,2587671,0.9973551506354555,1.0,2058674,0.0,1.0351272250441785,0.1669950092638883,0.13334384560585022,0.6295339107513428,1.029960036277771,1.4833800411224356,13.802873611450195,0,,0
alpha360_HIGH3,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2582700,2587671,0.9980789675348991,1.0,1405506,0.0,1.0224942462039832,0.058071622247412816,0.5270253419876099,0.8693575465679169,1.0192363262176514,1.1956783604621886,2.5297842025756836,0,,0
alpha360_HIGH30,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580820,2587671,0.9973524455002201,1.0,2065258,0.0,1.0355271047466172,0.1696660797249612,0.13473494350910187,0.6250051778554917,1.0302096009254456,1.4909732079505922,14.1370267868042,0,,0
alpha360_HIGH31,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580814,2587671,0.9973501268128754,1.0,2072238,0.0,1.035898862018967,0.17222436436623026,0.13475176692008972,0.6200058859586716,1.0304793119430542,1.4981192743778236,14.358412742614746,0,,0
alpha360_HIGH32,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2078928,0.0,1.0362788583865605,0.17478818442225205,0.1383044272661209,0.6154661619663239,1.0306422114372253,1.50507730126381,14.136605262756348,0,,0
alpha360_HIGH33,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580810,2587671,0.9973485810213122,1.0,2084463,0.0,1.0366584592954131,0.17733814195462821,0.13867811858654022,0.6109083938598633,1.030869483947754,1.5129631030559545,14.358612060546875,0,,0
alpha360_HIGH34,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,2090594,0.0,1.0370247903540781,0.17984805568041703,0.13756118714809418,0.6068131536245346,1.0310901999473572,1.521694910526276,14.469520568847656,0,,0
alpha360_HIGH35,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,2096863,0.0,1.0373959168167504,0.18233640290389055,0.13900946080684662,0.6028079956769943,1.0313042402267456,1.530068016052248,14.469326972961426,0,,0
alpha360_HIGH36,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2100045,0.0,1.0377652630722554,0.18478547372415977,0.1414678990840912,0.5993259048461914,1.031531572341919,1.5371780204772947,14.469520568847656,0,,0
alpha360_HIGH37,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580801,2587671,0.9973451029902951,1.0,2105778,0.0,1.038144844553807,0.18722043701433944,0.14060233533382416,0.5956174731254578,1.031718373298645,1.5448858737945557,14.580436706542969,0,,0
alpha360_HIGH38,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580795,2587671,0.9973427843029504,1.0,2110641,0.0,1.0385276622407358,0.18961917585599114,0.12984564900398254,0.5918618857860565,1.0320038795471191,1.5509535574913025,14.469326972961426,0,,0
alpha360_HIGH39,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580791,2587671,0.9973412385113872,1.0,2115759,0.0,1.0389139568828671,0.19195731380617467,0.12662872672080994,0.5884923875331879,1.0321208238601685,1.5575488448143011,14.358412742614746,0,,0
alpha360_HIGH4,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2582373,2587671,0.9979525990746119,1.0,1498876,0.0,1.0230876556060853,0.06599505106256648,0.48209840059280396,0.8478517198562622,1.0197950601577759,1.2179195356369017,2.796950578689575,0,,0
alpha360_HIGH40,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580793,2587671,0.9973420114071688,1.0,2119451,0.0,1.0392931242468777,0.19432629724989034,0.13429199159145355,0.58493412733078,1.0321332216262817,1.5643891620635988,14.469520568847656,0,,0
alpha360_HIGH41,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580792,2587671,0.997341624959278,1.0,2124864,0.0,1.0396698914044937,0.19666040858362208,0.12998448312282562,0.5814230012893676,1.0323326587677002,1.571880619525909,15.881684303283691,0,,0
alpha360_HIGH42,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580795,2587671,0.9973427843029504,1.0,2127819,0.0,1.0400440054278512,0.1989054336673224,0.13005074858665466,0.5778860569000245,1.0326189994812012,1.5777777647972107,16.421878814697266,0,,0
alpha360_HIGH43,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580798,2587671,0.9973439436466228,1.0,2132593,0.0,1.040437659240261,0.20120531912409348,0.1292697936296463,0.5746560317277908,1.032920479774475,1.583864240646362,16.742462158203125,0,,0
alpha360_HIGH44,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580799,2587671,0.9973443300945135,1.0,2135466,0.0,1.040820257830875,0.20349916202675702,0.12796945869922638,0.5716422057151794,1.0332489013671875,1.5893224573135376,17.430688858032227,0,,0
alpha360_HIGH45,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580803,2587671,0.9973458758860767,1.0,2139795,0.0,1.0411790257976934,0.2057618563979871,0.13027487695217133,0.568034793138504,1.0334771871566772,1.5941162252426144,18.259836196899414,0,,0
alpha360_HIGH46,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580807,2587671,0.9973474216776399,1.0,2142724,0.0,1.041531085192724,0.20799611710553054,0.1313607394695282,0.5645962488651276,1.0336190462112427,1.5993761563301085,18.880918502807617,0,,0
alpha360_HIGH47,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580809,2587671,0.9973481945734214,1.0,2146377,0.0,1.041895161964913,0.21021569121039038,0.13372725248336792,0.5611562371253968,1.033949851989746,1.6042808818817123,19.18214225769043,0,,0
alpha360_HIGH48,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580810,2587671,0.9973485810213122,1.0,2149826,0.0,1.0422524023780173,0.21239398126457912,0.1352609097957611,0.5582860511541367,1.0340496897697449,1.6087831819057468,19.711156845092773,0,,0
alpha360_HIGH49,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580811,2587671,0.997348967469203,1.0,2153058,0.0,1.0426119071174436,0.21460427239953467,0.1298486739397049,0.5550520718097687,1.0344170331954956,1.614384877681732,20.549518585205078,0,,0
alpha360_HIGH5,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2582071,2587671,0.9978358918115943,1.0,1570298,0.0,1.0236840630701267,0.0730706156084655,0.4017230272293091,0.8297332525253296,1.0202438831329346,1.2360782980918885,3.229107141494751,0,,0
alpha360_HIGH50,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2156984,0.0,1.042969712884823,0.21683451998778364,0.12663167715072632,0.5520337909460068,1.0346924662590027,1.6202941608428956,21.24848175048828,0,,0
alpha360_HIGH51,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580812,2587671,0.9973493539170938,1.0,2159420,0.0,1.0433202323847914,0.21898627721707395,0.131578266620636,0.5489237105846405,1.0350250601768494,1.6263100385665903,20.61224365234375,0,,0
alpha360_HIGH52,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580811,2587671,0.997348967469203,1.0,2162987,0.0,1.0436843120861532,0.22112970936736973,0.12998750805854797,0.5462654411792756,1.035260558128357,1.631888127326965,21.194448471069336,0,,0
alpha360_HIGH53,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580809,2587671,0.9973481945734214,1.0,2165071,0.0,1.0440278181065408,0.223182141547183,0.12427706271409988,0.5429780840873718,1.0355145931243896,1.6368981409072874,21.915348052978516,0,,0
alpha360_HIGH54,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2168582,0.0,1.0443330725218245,0.22513132443485018,0.12572039663791656,0.5399523210525513,1.0358144044876099,1.6417903327941887,21.027210235595703,0,,0
alpha360_HIGH55,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580805,2587671,0.9973466487818583,1.0,2171738,0.0,1.0446139286459077,0.22696941555639571,0.11947164684534073,0.5370588445663452,1.0361084938049316,1.6470350980758663,20.027210235595703,0,,0
alpha360_HIGH56,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580806,2587671,0.9973470352297491,1.0,2174891,0.0,1.0448968670078627,0.22882415145435384,0.11542569100856781,0.5341012924909592,1.0363266468048096,1.6532801389694218,20.282642364501953,0,,0
alpha360_HIGH57,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580802,2587671,0.9973454894381859,1.0,2177292,0.0,1.045176820276109,0.23066702595337735,0.11222191154956818,0.5314752751588822,1.036430835723877,1.6594090282917018,20.549518585205078,0,,0
alpha360_HIGH58,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580799,2587671,0.9973443300945135,1.0,2180580,0.0,1.045463754416686,0.2324603269556003,0.1094416156411171,0.5285745561122894,1.0365906953811646,1.6668228387832642,20.56406021118164,0,,0
alpha360_HIGH59,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580798,2587671,0.9973439436466228,1.0,2181795,0.0,1.0457449124131586,0.23429253365193034,0.10866060853004456,0.5256646603345871,1.036712646484375,1.6735839188098904,21.54156494140625,0,,0
alpha360_HIGH6,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581856,2587671,0.9977528055150752,1.0,1628619,0.0,1.0242718514103841,0.07936727601830926,0.3351655602455139,0.8140934199094773,1.0205564498901367,1.2522773683071144,4.15170955657959,0,,0
alpha360_HIGH7,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581663,2587671,0.9976782210721533,1.0,1676526,0.0,1.0248358138472473,0.0850398380105708,0.3004201054573059,0.799992309808731,1.0210140943527222,1.2664679980278009,5.283993721008301,0,,0
alpha360_HIGH8,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581474,2587671,0.9976051824207947,1.0,1717032,0.0,1.0253665161082828,0.09028111868286369,0.26061320304870605,0.7873722350597382,1.0213836431503296,1.2800551521778107,6.458214282989502,0,,0
alpha360_HIGH9,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581304,2587671,0.9975394862793608,1.0,1754773,0.0,1.0259091529211164,0.09530739173633915,0.21738122403621674,0.7764301389455796,1.0218054056167603,1.293697328567505,6.851292133331299,0,,0
alpha360_LOW0,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,581171,0.0,0.981206878355441,0.019887559320891455,0.66379314661026,0.9039837121963501,0.9873692989349365,1.0,1.0,0,,0
alpha360_LOW1,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2583432,2587671,0.998361847390955,1.0,1278540,0.0,0.9817307254724673,0.03554218885124535,0.5168026089668274,0.8661329251527786,0.9864173531532288,1.0617574989795684,1.4222439527511597,0,,0
alpha360_LOW10,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581149,2587671,0.9974795868562889,1.0,1846951,0.0,0.9864829720788647,0.09511997393625389,0.1771160215139389,0.7221459007263183,0.9887410402297974,1.2305093002319336,5.898955345153809,0,,0
alpha360_LOW11,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581127,2587671,0.9974710850026917,1.0,1869052,0.0,0.9869485508812851,0.0996504613794971,0.18283948302268982,0.7134561204910278,0.988979697227478,1.2429113030433654,7.123266696929932,0,,0
alpha360_LOW12,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581102,2587671,0.9974614238054219,1.0,1889441,0.0,0.9873975548366183,0.1039583492237998,0.18284374475479126,0.7041619038581848,0.9892522394657135,1.2559926462173432,7.789455890655518,0,,0
alpha360_LOW13,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581079,2587671,0.9974525355039339,1.0,1908138,0.0,0.987855846747756,0.10812896409195305,0.1805081069469452,0.695527263879776,0.9895214438438416,1.268939175605774,8.78981876373291,0,,0
alpha360_LOW14,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581056,2587671,0.9974436472024457,1.0,1923844,0.0,0.9882975294003098,0.11204720642238672,0.17754286527633667,0.6880500495433808,0.9898408353328705,1.2808856725692754,8.900788307189941,0,,0
alpha360_LOW15,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581032,2587671,0.9974343724530669,1.0,1940855,0.0,0.9887182431259656,0.11575959012646876,0.17732758820056915,0.6804782599210739,0.9902389943599701,1.2911538958549498,9.45650577545166,0,,0
alpha360_LOW16,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581015,2587671,0.9974278028389235,1.0,1954323,0.0,0.9891382766690799,0.11932065800918426,0.17965979874134064,0.6731032359600068,0.990707516670227,1.2995084619522084,9.567900657653809,0,,0
