factor,lineage_status,economic_family,source,defined,materializable,coverage_qualified,research_usable,temporarily_blocked,valid_count,row_count,coverage,qualified_month_fraction,unique_values,zero_fraction_of_finite,mean,std,min,q01,median,q99,max,inf_count,block_reason,temporal_gap_candidate_count
alpha158_RSV30,legacy_v1,VolatilityRisk,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2352072,0.006674584221929926,0.4346615232031569,0.287561261800635,0.0,0.003645845060236752,0.40960249304771423,0.9867923557758334,1.0,0,,0
alpha158_RSV5,legacy_v1,VolatilityRisk,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2370490,0.01495860697464641,0.4564878788549895,0.2960569822728295,0.0,0.0,0.4397956132888794,1.0,1.0,0,,0
alpha158_RSV60,legacy_v1,VolatilityRisk,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2311838,0.004528021218738524,0.4224255869090333,0.2760060966915072,0.0,0.004662063298746943,0.3959198296070099,0.9781223714351659,1.0,0,,0
alpha158_STD10,legacy_v1,VolatilityRisk,alpha158,True,True,True,True,False,2583956,2587671,0.9985643460857273,1.0,2460411,3.8700349386754266e-07,0.03402310744883631,0.024219260737496865,0.0,0.00625638400670141,0.02775735128670931,0.12210821397602567,1.8910714387893677,0,,0
alpha158_STD20,legacy_v1,VolatilityRisk,alpha158,True,True,True,True,False,2584114,2587671,0.9986254048524715,1.0,2453145,0.0,0.04773337281595515,0.032145294512864624,0.001991714583709836,0.009637237451970577,0.039907969534397125,0.15826498121023183,3.4250659942626953,0,,0
alpha158_STD30,legacy_v1,VolatilityRisk,alpha158,True,True,True,True,False,2584120,2587671,0.9986277235398163,1.0,2449532,0.0,0.05839631208449066,0.038336812248704694,0.0026014079339802265,0.012412927569821477,0.04950980097055435,0.18476622194051778,4.398353576660156,0,,0
alpha158_STD5,legacy_v1,VolatilityRisk,alpha158,True,True,True,True,False,2583804,2587671,0.9985056060063277,1.0,2467613,4.3733967437158544e-05,0.0243783707751835,0.01872431671330321,0.0,0.0034817880671471355,0.01926297787576914,0.09433493047952657,0.8279520273208618,0,,0
alpha158_STD60,legacy_v1,VolatilityRisk,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2442154,0.0,0.0823291642297182,0.05406498964045371,0.0035749999806284904,0.018825401738286018,0.07115519791841507,0.24438783675432224,6.220069885253906,0,,0
alpha158_SUMD10,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2586778,2587671,0.9996549020335275,1.0,2245833,0.006223572335932964,-0.032760661537700304,0.3909427868171043,-1.0,-0.8605321288108826,-0.029702840372920036,0.8175894159078598,1.0,0,,0
alpha158_SUMD20,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2587298,2587671,0.9998558549367366,1.0,2363287,0.004006882856168868,-0.026504342792644825,0.2803255346130806,-1.0,-0.6437633335590363,-0.025507520884275436,0.5987231475114808,1.0,0,,0
alpha158_SUMD30,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2587446,2587671,0.999913049224573,1.0,2408418,0.003191950672593747,-0.022713087821654838,0.22800842620412823,-1.0,-0.5328860014677048,-0.022452065721154213,0.4947555765509596,1.0,0,,0
alpha158_SUMD5,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2585556,2587671,0.9991826627109861,1.0,1961632,0.009164373156102594,-0.04033429325995134,0.5419805908416069,-1.0,-1.0,-0.04377153515815735,1.0,1.0,0,,0
alpha158_SUMD60,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2587628,2587671,0.9999833827406962,1.0,2462576,0.0021819210489297533,-0.01520355707213816,0.1559377578888384,-1.0,-0.37266772776842116,-0.016189602203667164,0.35252112179994577,0.8526408076286316,0,,0
alpha158_SUMN10,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2586778,2587671,0.9996549020335275,1.0,1913506,0.0007580859277448625,0.5163793643855921,0.19547271043879338,0.0,0.09119119092822076,0.5148514211177826,0.9302660942077636,1.0,0,,0
alpha158_SUMN20,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2587298,2587671,0.9998558549367366,1.0,1977464,1.7779165755162336e-05,0.5132521714301408,0.14016276732448654,0.0,0.20063844069838524,0.5127537548542023,0.8218816369771954,1.0,0,,0
alpha158_SUMN30,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2587446,2587671,0.999913049224573,1.0,1989858,3.8648149565246965e-06,0.5113565439047616,0.1140042130997311,0.0,0.2526222184300423,0.5112260282039642,0.7664430141448964,1.0,0,,0
alpha158_SUMN5,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2585556,2587671,0.9991826627109861,1.0,1711628,0.025989381007411945,0.5201584445583006,0.2709989708862845,0.0,0.0,0.5218857526779175,1.0,1.0,0,,0
alpha158_SUMN60,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2587628,2587671,0.9999833827406962,1.0,1961466,0.0,0.5076017785490883,0.07796887893945179,0.07367958873510361,0.32373942822217944,0.5080947875976562,0.686333867907524,1.0,0,,0
alpha158_SUMP10,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2586778,2587671,0.9996549020335275,1.0,1933378,0.0012134786982106699,0.4836187028462005,0.19547254847156573,0.0,0.06972110040485859,0.4851485788822174,0.9087947010993958,1.0,0,,0
alpha158_SUMP20,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2587298,2587671,0.9998558549367366,1.0,1995870,9.314736841291572e-05,0.48674782862695215,0.14016276730446772,0.0,0.17811834812164307,0.48724623024463654,0.7993615728616708,1.0,0,,0
alpha158_SUMP30,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2587446,2587671,0.999913049224573,1.0,2011509,5.449389088699822e-05,0.48864345610064397,0.11400421310239879,0.0,0.23355700075626373,0.4887739568948746,0.7473777651786799,1.0,0,,0
alpha158_SUMP5,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2585556,2587671,0.9991826627109861,1.0,1737679,0.034861360573895904,0.47982415128485045,0.2709976756786481,0.0,0.0,0.47809137403964996,1.0,1.0,0,,0
alpha158_SUMP60,legacy_v1,MomentumTrend,alpha158,True,True,True,True,False,2587628,2587671,0.9999833827406962,1.0,1989036,1.7003989754323265e-05,0.4923982214772067,0.0779688789563134,0.0,0.31366614013910293,0.49190519750118256,0.6762605637311935,0.9263204336166382,0,,0
alpha158_VMA10,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2370206,0.0,1.1583018845309407,1.3920252556933868,0.10184548050165176,0.36799661815166473,1.1018249988555908,2.3737348794937194,659.7666015625,0,,0
alpha158_VMA20,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2404412,0.0,1.224640142665446,1.7919672016675516,0.06875153630971909,0.3115400731563568,1.1381011009216309,2.810527682304384,753.7807006835938,0,,0
alpha158_VMA30,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2420320,0.0,1.2737952208389054,2.1626214360846534,0.051164332777261734,0.2865205556154251,1.1613795757293701,3.1402796030044584,1079.0355224609375,0,,0
alpha158_VMA5,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2324092,0.0,1.1031023060809682,0.9607104938936105,0.20192427933216095,0.4529329985380173,1.0666264295578003,2.0396018028259277,461.1399841308594,0,,0
alpha158_VMA60,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2439826,0.0,1.3721840844793327,2.9776681773323683,0.03417348116636276,0.25780491530895233,1.2094974517822266,3.735511517524743,2103.708740234375,0,,0
alpha158_VSTD10,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2583956,2587671,0.9985643460857273,1.0,2435765,0.0,0.4225108460207798,1.0712494222596547,0.009891241788864136,0.13058135360479356,0.3372896760702133,1.3697184205055242,375.76885986328125,0,,0
alpha158_VSTD20,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584114,2587671,0.9986254048524715,1.0,2443333,0.0,0.53021125397147,1.221794440089282,0.009891241788864136,0.1621533851325512,0.42374493181705475,1.7987039756774927,568.2545166015625,0,,0
alpha158_VSTD30,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584120,2587671,0.9986277235398163,1.0,2449416,0.0,0.6087755135182344,1.5305083820730259,0.009891241788864136,0.16490501448512077,0.48119889199733734,2.1467276549339296,879.7625732421875,0,,0
alpha158_VSTD5,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2583804,2587671,0.9985056060063277,1.0,2440864,0.0,0.3321251311698016,0.9465271325517508,0.00595420878380537,0.07386133223772048,0.26863783597946167,1.086218091249467,530.9703979492188,0,,0
alpha158_VSTD60,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,2459754,0.0,0.7682002743047635,2.781654154771794,0.10868613421916962,0.1640794962644577,0.5939496755599976,2.7890411376953157,3123.699462890625,0,,0
alpha158_VSUMD10,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2586778,2587671,0.9996549020335275,1.0,2547961,0.0,-0.023216456192632753,0.23948672072846378,-1.0,-0.677658913731575,-0.012301818933337927,0.6041796892881394,1.0,0,,0
alpha158_VSUMD20,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587298,2587671,0.9998558549367366,1.0,2550265,0.0,-0.011507827331868697,0.14015345680431326,-1.0,-0.41290744304656984,-0.0068687936291098595,0.37688390642404285,1.0,0,,0
alpha158_VSUMD30,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587446,2587671,0.999913049224573,1.0,2550665,3.8648149565246967e-07,-0.007575077615781528,0.10243309752476737,-1.0,-0.3021018266677856,-0.004914223914965987,0.28233750164508814,1.0,0,,0
alpha158_VSUMD5,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2585556,2587671,0.9991826627109861,1.0,2500229,0.0,-0.04723163754377143,0.40812848782012007,-1.0,-1.0,-0.02522171661257744,0.9038738042116168,1.0,0,,0
alpha158_VSUMD60,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587628,2587671,0.9999833827406962,1.0,2551605,0.0,-0.004036429954621698,0.05754384045217682,-1.0,-0.17147021234035492,-0.0026977775851264596,0.16182085722684858,0.9264009594917297,0,,0
alpha158_VSUMN10,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2586778,2587671,0.9996549020335275,1.0,2229445,0.0001163609710612971,0.5116082280771536,0.11974336036349843,0.0,0.19791016340255738,0.5061509013175964,0.8388294500112533,1.0,0,,0
alpha158_VSUMN20,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587298,2587671,0.9998558549367366,1.0,1996868,1.2368115307939016e-05,0.5057539136544137,0.07007672840712281,0.0,0.31155804723501207,0.503434419631958,0.7064536917209625,1.0,0,,0
alpha158_VSUMN30,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587446,2587671,0.999913049224573,1.0,1824414,7.343148417396924e-06,0.5037875388052921,0.0512165487607007,0.0,0.35883124768733976,0.5024571120738983,0.6510509103536606,1.0,0,,0
alpha158_VSUMN5,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2585556,2587671,0.9991826627109861,1.0,2341781,0.0036081214253336612,0.5236158187891591,0.20406424392232458,0.0,0.04806310124695301,0.5126108527183533,1.0,1.0,0,,0
alpha158_VSUMN60,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587628,2587671,0.9999833827406962,1.0,1464094,0.0,0.5020182149708021,0.028771920234194868,0.036799535155296326,0.41908956050872803,0.5013488829135895,0.585735113620758,1.0,0,,0
alpha158_VSUMP10,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2586778,2587671,0.9996549020335275,1.0,2237172,0.0002609423769647028,0.48839177189824867,0.11974336035648303,0.0,0.16117053508758544,0.49384908378124237,0.8020898514986038,1.0,0,,0
alpha158_VSUMP20,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587298,2587671,0.9998558549367366,1.0,2014830,2.3190216202385655e-05,0.49424608632326594,0.07007672839629243,0.0,0.2935462784767151,0.4965656101703644,0.6884419536590562,1.0,0,,0
alpha158_VSUMP30,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587446,2587671,0.999913049224573,1.0,1847673,1.3526852347836437e-05,0.49621246119400203,0.05121654877720542,0.0,0.3489490866661072,0.4975428879261017,0.6411687523126601,1.0,0,,0
alpha158_VSUMP5,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2585556,2587671,0.9991826627109861,1.0,2346189,0.0139107410553088,0.47638418121954273,0.2040642439040579,0.0,0.0,0.48738913238048553,0.9519368857145312,1.0,0,,0
alpha158_VSUMP60,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587628,2587671,0.9999833827406962,1.0,1493095,1.5458172503930241e-06,0.4979817850090863,0.028771920214839864,0.0,0.41426488637924197,0.49865110218524933,0.580910439491272,0.9632004499435425,0,,0
alpha158_VWAP0,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584131,2587671,0.998631974466615,1.0,610504,0.0,1.0006415188161244,0.011820211927667084,0.7826151251792908,0.9664872050285339,1.0005666017532349,1.0332841157913208,1.2144747972488403,0,,0
alpha158_WVMA10,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2586394,2587671,0.9995065060434654,1.0,2341254,0.0,1.0737091731699668,0.3466408525620222,0.0027172721456736326,0.5060385501384735,1.011821687221527,2.1611803197860713,3.1622776985168457,0,,0
alpha158_WVMA20,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587261,2587671,0.9998415563647775,1.0,2310217,0.0,1.2355626335229823,0.38488162638218265,0.05986710637807846,0.6597690463066102,1.1542143821716309,2.5159843921661373,4.215020179748535,0,,0
alpha158_WVMA30,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587422,2587671,0.9999037744751941,1.0,2296697,0.0,1.3382419152847953,0.40795420590849274,0.05986710637807846,0.7437236475944519,1.2490514516830444,2.707571785449982,5.004467487335205,0,,0
alpha158_WVMA5,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2584843,2587671,0.9989071253648552,1.0,2375693,1.3927344910309834e-05,0.9256850367259534,0.329420760549554,0.0,0.3033285641670227,0.8852968215942383,1.8338988447189335,2.2360680103302,0,,0
alpha158_WVMA60,legacy_v1,Liquidity,alpha158,True,True,True,True,False,2587626,2587671,0.9999826098449146,1.0,2291802,0.0,1.5210160707690663,0.4384243275722855,0.08329831063747406,0.8846392035484314,1.4283865094184875,3.0030537247657776,6.2622480392456055,0,,0
alpha360_CLOSE1,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2583432,2587671,0.998361847390955,1.0,1021565,0.0,1.0005299683619813,0.030335165316137853,0.5168026089668274,0.9090908765792847,1.0007376670837402,1.0849825966358184,1.4233490228652954,0,,0
alpha360_CLOSE10,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581149,2587671,0.9974795868562889,1.0,1694281,0.0,1.0055176332257092,0.095829124766862,0.18114137649536133,0.7464865469932556,1.0046679973602295,1.2630717897415162,7.234567642211914,0,,0
alpha360_CLOSE11,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581127,2587671,0.9974710850026917,1.0,1719899,0.0,1.0060090027117876,0.10053319824255412,0.1834750771522522,0.7373581004142761,1.0050017833709717,1.2757757925987236,7.234567642211914,0,,0
alpha360_CLOSE12,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581102,2587671,0.9974614238054219,1.0,1742060,0.0,1.0064839374507837,0.1050207806709162,0.1866573989391327,0.7280783772468566,1.0053523778915405,1.2882554483413695,8.234567642211914,0,,0
alpha360_CLOSE13,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581079,2587671,0.9974525355039339,1.0,1763049,0.0,1.0069672161359717,0.10939197760190165,0.18283861875534058,0.7187913954257965,1.0056954622268677,1.3018255424499519,9.012345314025879,0,,0
alpha360_CLOSE14,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581056,2587671,0.9974436472024457,1.0,1779528,0.0,1.0074579450415733,0.11350706968459984,0.1834750771522522,0.7104357004165649,1.005979061126709,1.314058041572571,9.234567642211914,0,,0
alpha360_CLOSE15,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581032,2587671,0.9974343724530669,1.0,1797021,0.0,1.0079018307411458,0.1173801485109591,0.18092922866344452,0.7025651723146439,1.0063958168029785,1.3249147689342498,9.679011344909668,0,,0
alpha360_CLOSE16,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2581015,2587671,0.9974278028389235,1.0,1812242,0.0,1.0083461119266757,0.12107186420031522,0.18220216035842896,0.6949037539958954,1.0068719387054443,1.3343024086952209,9.567900657653809,0,,0
alpha360_CLOSE17,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580995,2587671,0.9974200738811078,1.0,1826170,0.0,1.0087984139885613,0.12469914364470992,0.18305078148841858,0.686762660741806,1.0073729753494263,1.34306236743927,10.135802268981934,0,,0
alpha360_CLOSE18,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580976,2587671,0.9974127313711828,1.0,1839638,0.0,1.0092662284180858,0.1282336440946503,0.17817121744155884,0.6794088631868362,1.0077691078186035,1.3525712490081787,8.90123462677002,0,,0
alpha360_CLOSE19,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580959,2587671,0.9974061617570394,1.0,1853312,0.0,1.009733648259683,0.1317688710401494,0.17986845970153809,0.6718197917938232,1.0082298517227173,1.3622397112846374,10.469135284423828,0,,0
alpha360_CLOSE2,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2583053,2587671,0.9982153836403469,1.0,1230923,0.0,1.001119638028768,0.043352596058766804,0.5095006227493286,0.8743917179107666,1.0019984245300293,1.1195540380477906,1.6363637447357178,0,,0
alpha360_CLOSE20,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580943,2587671,0.9973999785907869,1.0,1864821,0.0,1.010159012776441,0.13510469129922817,0.1752203404903412,0.6653429567813873,1.0086487531661987,1.3709997224807742,11.913579940795898,0,,0
alpha360_CLOSE21,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580925,2587671,0.9973930225287527,1.0,1875040,0.0,1.0105819996196845,0.13840945804842414,0.1805049180984497,0.6590134978294373,1.0090088844299316,1.3800517654418938,12.358024597167969,0,,0
alpha360_CLOSE22,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580901,2587671,0.9973837477793738,1.0,1886127,0.0,1.0109743693365676,0.1415882716190079,0.17309880256652832,0.6528996825218201,1.0093482732772827,1.3881521224975586,12.691357612609863,0,,0
alpha360_CLOSE23,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580883,2587671,0.9973767917173396,1.0,1896154,0.0,1.0113757179701082,0.1447621470584395,0.16800709068775177,0.6462220525741578,1.0095659494400024,1.395236477851868,13.135801315307617,0,,0
alpha360_CLOSE24,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580866,2587671,0.9973702221031963,1.0,1905202,0.0,1.0117571979588709,0.14772449259762896,0.15354107320308685,0.6403893828392029,1.0098955035209656,1.4021492242813112,12.913579940795898,0,,0
alpha360_CLOSE25,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580850,2587671,0.9973640389369437,1.0,1912762,0.0,1.0121450232507383,0.15058806117536724,0.13965241611003876,0.6345744651556015,1.0102628469467163,1.4087188160419453,13.469135284423828,0,,0
alpha360_CLOSE26,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580844,2587671,0.997361720249599,1.0,1921501,0.0,1.0125432848621383,0.15344183883117665,0.1269751340150833,0.6291298454999924,1.010580837726593,1.4152144563198072,13.802468299865723,0,,0
alpha360_CLOSE27,legacy_v1,PriceTrend,alpha360,True,True,True,True,False,2580842,2587671,0.9973609473538174,1.0,1929506,0.0,1.0129457373178543,0.15618210786223147,0.1290525645017624,0.6239664667844772,1.0109282732009888,1.4221320247650144,13.802468299865723,0,,0
