selection_date,effective_date,instrument,action
2021-01-29,2021-02-01,SZ300155,enter
2021-01-29,2021-02-01,SZ300158,enter
2021-01-29,2021-02-01,SZ300159,enter
2021-01-29,2021-02-01,SZ300160,enter
2021-01-29,2021-02-01,SZ300161,enter
2021-01-29,2021-02-01,SZ300166,enter
2021-01-29,2021-02-01,SZ300168,enter
2021-01-29,2021-02-01,SZ300170,enter
2021-01-29,2021-02-01,SZ300171,enter
2021-01-29,2021-02-01,SZ300173,enter
2021-01-29,2021-02-01,SZ300175,enter
2021-01-29,2021-02-01,SZ300177,enter
2021-01-29,2021-02-01,SZ300178,enter
2021-01-29,2021-02-01,SZ300179,enter
2021-01-29,2021-02-01,SZ300180,enter
2021-01-29,2021-02-01,SZ300181,enter
2021-01-29,2021-02-01,SZ300182,enter
2021-01-29,2021-02-01,SZ300183,enter
2021-01-29,2021-02-01,SZ300184,enter
2021-01-29,2021-02-01,SZ300185,enter
2021-01-29,2021-02-01,SZ300188,enter
2021-01-29,2021-02-01,SZ300189,enter
2021-01-29,2021-02-01,SZ300190,enter
2021-01-29,2021-02-01,SZ300192,enter
2021-01-29,2021-02-01,SZ300194,enter
2021-01-29,2021-02-01,SZ300197,enter
2021-01-29,2021-02-01,SZ300199,enter
2021-01-29,2021-02-01,SZ300200,enter
2021-01-29,2021-02-01,SZ300202,enter
2021-01-29,2021-02-01,SZ300203,enter
2021-01-29,2021-02-01,SZ300205,enter
2021-01-29,2021-02-01,SZ300206,enter
2021-01-29,2021-02-01,SZ300207,enter
2021-01-29,2021-02-01,SZ300208,enter
2021-01-29,2021-02-01,SZ300209,enter
2021-01-29,2021-02-01,SZ300212,enter
2021-01-29,2021-02-01,SZ300213,enter
2021-01-29,2021-02-01,SZ300215,enter
2021-01-29,2021-02-01,SZ300217,enter
2021-01-29,2021-02-01,SZ300220,enter
2021-01-29,2021-02-01,SZ300221,enter
2021-01-29,2021-02-01,SZ300222,enter
2021-01-29,2021-02-01,SZ300223,enter
2021-01-29,2021-02-01,SZ300224,enter
2021-01-29,2021-02-01,SZ300225,enter
2021-01-29,2021-02-01,SZ300226,enter
2021-01-29,2021-02-01,SZ300227,enter
2021-01-29,2021-02-01,SZ300228,enter
2021-01-29,2021-02-01,SZ300229,enter
2021-01-29,2021-02-01,SZ300230,enter
2021-01-29,2021-02-01,SZ300231,enter
2021-01-29,2021-02-01,SZ300232,enter
2021-01-29,2021-02-01,SZ300233,enter
2021-01-29,2021-02-01,SZ300234,enter
2021-01-29,2021-02-01,SZ300235,enter
2021-01-29,2021-02-01,SZ300236,enter
2021-01-29,2021-02-01,SZ300237,enter
2021-01-29,2021-02-01,SZ300238,enter
2021-01-29,2021-02-01,SZ300239,enter
2021-01-29,2021-02-01,SZ300241,enter
2021-01-29,2021-02-01,SZ300242,enter
2021-01-29,2021-02-01,SZ300244,enter
2021-01-29,2021-02-01,SZ300246,enter
2021-01-29,2021-02-01,SZ300248,enter
2021-01-29,2021-02-01,SZ300249,enter
2021-01-29,2021-02-01,SZ300250,enter
2021-01-29,2021-02-01,SZ300251,enter
2021-01-29,2021-02-01,SZ300252,enter
2021-01-29,2021-02-01,SZ300253,enter
2021-01-29,2021-02-01,SZ300255,enter
2021-01-29,2021-02-01,SZ300256,enter
2021-01-29,2021-02-01,SZ300259,enter
2021-01-29,2021-02-01,SZ300260,enter
2021-01-29,2021-02-01,SZ300261,enter
2021-01-29,2021-02-01,SZ300263,enter
2021-01-29,2021-02-01,SZ300265,enter
2021-01-29,2021-02-01,SZ300266,enter
2021-01-29,2021-02-01,SZ300267,enter
2021-01-29,2021-02-01,SZ300271,enter
2021-01-29,2021-02-01,SZ300273,enter
2021-01-29,2021-02-01,SZ300274,enter
2021-01-29,2021-02-01,SZ300276,enter
2021-01-29,2021-02-01,SZ300278,enter
2021-01-29,2021-02-01,SZ300279,enter
2021-01-29,2021-02-01,SZ300280,enter
2021-01-29,2021-02-01,SZ300284,enter
2021-01-29,2021-02-01,SZ300285,enter
2021-01-29,2021-02-01,SZ300287,enter
2021-01-29,2021-02-01,SZ300292,enter
2021-01-29,2021-02-01,SZ300293,enter
2021-01-29,2021-02-01,SZ300294,enter
2021-01-29,2021-02-01,SZ300296,enter
2021-01-29,2021-02-01,SZ300297,enter
2021-01-29,2021-02-01,SZ300298,enter
2021-01-29,2021-02-01,SZ300299,enter
2021-01-29,2021-02-01,SZ300300,enter
2021-01-29,2021-02-01,SZ300302,enter
2021-01-29,2021-02-01,SZ300303,enter
2021-01-29,2021-02-01,SZ300304,enter
2021-01-29,2021-02-01,SZ300308,enter
2021-01-29,2021-02-01,SZ300309,enter
2021-01-29,2021-02-01,SZ300310,enter
2021-01-29,2021-02-01,SZ300311,enter
2021-01-29,2021-02-01,SZ300312,enter
2021-01-29,2021-02-01,SZ300314,enter
2021-01-29,2021-02-01,SZ300315,enter
2021-01-29,2021-02-01,SZ300316,enter
2021-01-29,2021-02-01,SZ300317,enter
2021-01-29,2021-02-01,SZ300318,enter
2021-01-29,2021-02-01,SZ300319,enter
2021-01-29,2021-02-01,SZ300320,enter
2021-01-29,2021-02-01,SZ300322,enter
2021-01-29,2021-02-01,SZ300323,enter
2021-01-29,2021-02-01,SZ300324,enter
2021-01-29,2021-02-01,SZ300325,enter
2021-01-29,2021-02-01,SZ300326,enter
2021-01-29,2021-02-01,SZ300327,enter
2021-01-29,2021-02-01,SZ300328,enter
2021-01-29,2021-02-01,SZ300331,enter
2021-01-29,2021-02-01,SZ300333,enter
2021-01-29,2021-02-01,SZ300336,enter
2021-01-29,2021-02-01,SZ300337,enter
2021-01-29,2021-02-01,SZ300339,enter
2021-01-29,2021-02-01,SZ300340,enter
2021-01-29,2021-02-01,SZ300341,enter
2021-01-29,2021-02-01,SZ300342,enter
2021-01-29,2021-02-01,SZ300343,enter
2021-01-29,2021-02-01,SZ300346,enter
2021-01-29,2021-02-01,SZ300347,enter
2021-01-29,2021-02-01,SZ300348,enter
2021-01-29,2021-02-01,SZ300352,enter
2021-01-29,2021-02-01,SZ300353,enter
2021-01-29,2021-02-01,SZ300355,enter
2021-01-29,2021-02-01,SZ300356,enter
2021-01-29,2021-02-01,SZ300357,enter
2021-01-29,2021-02-01,SZ300358,enter
2021-01-29,2021-02-01,SZ300359,enter
2021-01-29,2021-02-01,SZ300363,enter
2021-01-29,2021-02-01,SZ300364,enter
2021-01-29,2021-02-01,SZ300365,enter
2021-01-29,2021-02-01,SZ300366,enter
2021-01-29,2021-02-01,SZ300367,enter
2021-01-29,2021-02-01,SZ300368,enter
2021-01-29,2021-02-01,SZ300369,enter
2021-01-29,2021-02-01,SZ300370,enter
2021-01-29,2021-02-01,SZ300373,enter
2021-01-29,2021-02-01,SZ300375,enter
2021-01-29,2021-02-01,SZ300376,enter
2021-01-29,2021-02-01,SZ300377,enter
2021-01-29,2021-02-01,SZ300378,enter
2021-01-29,2021-02-01,SZ300379,enter
2021-01-29,2021-02-01,SZ300381,enter
2021-01-29,2021-02-01,SZ300382,enter
2021-01-29,2021-02-01,SZ300383,enter
2021-01-29,2021-02-01,SZ300386,enter
2021-01-29,2021-02-01,SZ300390,enter
2021-01-29,2021-02-01,SZ300391,enter
2021-01-29,2021-02-01,SZ300393,enter
2021-01-29,2021-02-01,SZ300394,enter
2021-01-29,2021-02-01,SZ300395,enter
2021-01-29,2021-02-01,SZ300396,enter
2021-01-29,2021-02-01,SZ300397,enter
2021-01-29,2021-02-01,SZ300398,enter
2021-01-29,2021-02-01,SZ300399,enter
2021-01-29,2021-02-01,SZ300400,enter
2021-01-29,2021-02-01,SZ300401,enter
2021-01-29,2021-02-01,SZ300403,enter
2021-01-29,2021-02-01,SZ300406,enter
2021-01-29,2021-02-01,SZ300408,enter
2021-01-29,2021-02-01,SZ300409,enter
2021-01-29,2021-02-01,SZ300410,enter
2021-01-29,2021-02-01,SZ300411,enter
2021-01-29,2021-02-01,SZ300413,enter
2021-01-29,2021-02-01,SZ300414,enter
2021-01-29,2021-02-01,SZ300415,enter
2021-01-29,2021-02-01,SZ300416,enter
2021-01-29,2021-02-01,SZ300418,enter
2021-01-29,2021-02-01,SZ300419,enter
2021-01-29,2021-02-01,SZ300420,enter
2021-01-29,2021-02-01,SZ300422,enter
2021-01-29,2021-02-01,SZ300424,enter
2021-01-29,2021-02-01,SZ300427,enter
2021-01-29,2021-02-01,SZ300428,enter
2021-01-29,2021-02-01,SZ300429,enter
2021-01-29,2021-02-01,SZ300432,enter
2021-01-29,2021-02-01,SZ300433,enter
2021-01-29,2021-02-01,SZ300435,enter
2021-01-29,2021-02-01,SZ300438,enter
2021-01-29,2021-02-01,SZ300439,enter
2021-01-29,2021-02-01,SZ300441,enter
2021-01-29,2021-02-01,SZ300443,enter
2021-01-29,2021-02-01,SZ300444,enter
2021-01-29,2021-02-01,SZ300447,enter
2021-01-29,2021-02-01,SZ300448,enter
2021-01-29,2021-02-01,SZ300449,enter
2021-01-29,2021-02-01,SZ300450,enter
2021-01-29,2021-02-01,SZ300451,enter
2021-01-29,2021-02-01,SZ300452,enter
2021-01-29,2021-02-01,SZ300453,enter
2021-01-29,2021-02-01,SZ300454,enter
2021-01-29,2021-02-01,SZ300455,enter
2021-01-29,2021-02-01,SZ300456,enter
2021-01-29,2021-02-01,SZ300457,enter
2021-01-29,2021-02-01,SZ300458,enter
2021-01-29,2021-02-01,SZ300459,enter
2021-01-29,2021-02-01,SZ300460,enter
2021-01-29,2021-02-01,SZ300463,enter
2021-01-29,2021-02-01,SZ300464,enter
2021-01-29,2021-02-01,SZ300465,enter
2021-01-29,2021-02-01,SZ300466,enter
2021-01-29,2021-02-01,SZ300467,enter
2021-01-29,2021-02-01,SZ300468,enter
2021-01-29,2021-02-01,SZ300469,enter
2021-01-29,2021-02-01,SZ300470,enter
2021-01-29,2021-02-01,SZ300471,enter
2021-01-29,2021-02-01,SZ300474,enter
2021-01-29,2021-02-01,SZ300476,enter
2021-01-29,2021-02-01,SZ300477,enter
2021-01-29,2021-02-01,SZ300480,enter
2021-01-29,2021-02-01,SZ300481,enter
2021-01-29,2021-02-01,SZ300482,enter
2021-01-29,2021-02-01,SZ300484,enter
2021-01-29,2021-02-01,SZ300485,enter
2021-01-29,2021-02-01,SZ300487,enter
2021-01-29,2021-02-01,SZ300489,enter
2021-01-29,2021-02-01,SZ300493,enter
2021-01-29,2021-02-01,SZ300494,enter
2021-01-29,2021-02-01,SZ300495,enter
2021-01-29,2021-02-01,SZ300496,enter
2021-01-29,2021-02-01,SZ300497,enter
2021-01-29,2021-02-01,SZ300498,enter
2021-01-29,2021-02-01,SZ300499,enter
2021-01-29,2021-02-01,SZ300502,enter
2021-01-29,2021-02-01,SZ300503,enter
2021-01-29,2021-02-01,SZ300504,enter
2021-01-29,2021-02-01,SZ300506,enter
2021-01-29,2021-02-01,SZ300507,enter
2021-01-29,2021-02-01,SZ300510,enter
2021-01-29,2021-02-01,SZ300511,enter
2021-01-29,2021-02-01,SZ300513,enter
2021-01-29,2021-02-01,SZ300516,enter
2021-01-29,2021-02-01,SZ300520,enter
2021-01-29,2021-02-01,SZ300525,enter
2021-01-29,2021-02-01,SZ300526,enter
2021-01-29,2021-02-01,SZ300527,enter
2021-01-29,2021-02-01,SZ300529,enter
2021-01-29,2021-02-01,SZ300531,enter
2021-01-29,2021-02-01,SZ300537,enter
2021-01-29,2021-02-01,SZ300538,enter
2021-01-29,2021-02-01,SZ300541,enter
2021-01-29,2021-02-01,SZ300542,enter
2021-01-29,2021-02-01,SZ300543,enter
2021-01-29,2021-02-01,SZ300545,enter
2021-01-29,2021-02-01,SZ300548,enter
2021-01-29,2021-02-01,SZ300551,enter
2021-01-29,2021-02-01,SZ300552,enter
2021-01-29,2021-02-01,SZ300556,enter
2021-01-29,2021-02-01,SZ300558,enter
2021-01-29,2021-02-01,SZ300559,enter
2021-01-29,2021-02-01,SZ300560,enter
2021-01-29,2021-02-01,SZ300561,enter
2021-01-29,2021-02-01,SZ300562,enter
2021-01-29,2021-02-01,SZ300565,enter
2021-01-29,2021-02-01,SZ300566,enter
2021-01-29,2021-02-01,SZ300567,enter
2021-01-29,2021-02-01,SZ300568,enter
2021-01-29,2021-02-01,SZ300569,enter
2021-01-29,2021-02-01,SZ300570,enter
2021-01-29,2021-02-01,SZ300571,enter
2021-01-29,2021-02-01,SZ300572,enter
2021-01-29,2021-02-01,SZ300573,enter
2021-01-29,2021-02-01,SZ300575,enter
2021-01-29,2021-02-01,SZ300576,enter
2021-01-29,2021-02-01,SZ300578,enter
2021-01-29,2021-02-01,SZ300579,enter
2021-01-29,2021-02-01,SZ300581,enter
2021-01-29,2021-02-01,SZ300582,enter
2021-01-29,2021-02-01,SZ300586,enter
2021-01-29,2021-02-01,SZ300587,enter
2021-01-29,2021-02-01,SZ300589,enter
2021-01-29,2021-02-01,SZ300590,enter
2021-01-29,2021-02-01,SZ300591,enter
2021-01-29,2021-02-01,SZ300593,enter
2021-01-29,2021-02-01,SZ300595,enter
2021-01-29,2021-02-01,SZ300596,enter
2021-01-29,2021-02-01,SZ300598,enter
2021-01-29,2021-02-01,SZ300600,enter
2021-01-29,2021-02-01,SZ300601,enter
2021-01-29,2021-02-01,SZ300602,enter
2021-01-29,2021-02-01,SZ300603,enter
2021-01-29,2021-02-01,SZ300604,enter
2021-01-29,2021-02-01,SZ300606,enter
2021-01-29,2021-02-01,SZ300607,enter
2021-01-29,2021-02-01,SZ300612,enter
2021-01-29,2021-02-01,SZ300613,enter
2021-01-29,2021-02-01,SZ300617,enter
2021-01-29,2021-02-01,SZ300618,enter
2021-01-29,2021-02-01,SZ300623,enter
2021-01-29,2021-02-01,SZ300624,enter
2021-01-29,2021-02-01,SZ300627,enter
2021-01-29,2021-02-01,SZ300628,enter
2021-01-29,2021-02-01,SZ300629,enter
2021-01-29,2021-02-01,SZ300630,enter
2021-01-29,2021-02-01,SZ300632,enter
2021-01-29,2021-02-01,SZ300633,enter
2021-01-29,2021-02-01,SZ300634,enter
2021-01-29,2021-02-01,SZ300636,enter
2021-01-29,2021-02-01,SZ300638,enter
2021-01-29,2021-02-01,SZ300639,enter
2021-01-29,2021-02-01,SZ300642,enter
2021-01-29,2021-02-01,SZ300643,enter
2021-01-29,2021-02-01,SZ300644,enter
2021-01-29,2021-02-01,SZ300647,enter
2021-01-29,2021-02-01,SZ300648,enter
2021-01-29,2021-02-01,SZ300653,enter
2021-01-29,2021-02-01,SZ300655,enter
2021-01-29,2021-02-01,SZ300657,enter
2021-01-29,2021-02-01,SZ300658,enter
2021-01-29,2021-02-01,SZ300659,enter
2021-01-29,2021-02-01,SZ300661,enter
2021-01-29,2021-02-01,SZ300662,enter
2021-01-29,2021-02-01,SZ300663,enter
2021-01-29,2021-02-01,SZ300664,enter
2021-01-29,2021-02-01,SZ300666,enter
2021-01-29,2021-02-01,SZ300667,enter
2021-01-29,2021-02-01,SZ300671,enter
2021-01-29,2021-02-01,SZ300672,enter
2021-01-29,2021-02-01,SZ300673,enter
2021-01-29,2021-02-01,SZ300674,enter
2021-01-29,2021-02-01,SZ300676,enter
2021-01-29,2021-02-01,SZ300677,enter
2021-01-29,2021-02-01,SZ300678,enter
2021-01-29,2021-02-01,SZ300679,enter
2021-01-29,2021-02-01,SZ300680,enter
2021-01-29,2021-02-01,SZ300682,enter
2021-01-29,2021-02-01,SZ300683,enter
2021-01-29,2021-02-01,SZ300684,enter
2021-01-29,2021-02-01,SZ300685,enter
2021-01-29,2021-02-01,SZ300686,enter
2021-01-29,2021-02-01,SZ300687,enter
2021-01-29,2021-02-01,SZ300688,enter
2021-01-29,2021-02-01,SZ300690,enter
2021-01-29,2021-02-01,SZ300693,enter
2021-01-29,2021-02-01,SZ300696,enter
2021-01-29,2021-02-01,SZ300699,enter
2021-01-29,2021-02-01,SZ300701,enter
2021-01-29,2021-02-01,SZ300702,enter
2021-01-29,2021-02-01,SZ300705,enter
2021-01-29,2021-02-01,SZ300706,enter
2021-01-29,2021-02-01,SZ300707,enter
2021-01-29,2021-02-01,SZ300708,enter
2021-01-29,2021-02-01,SZ300709,enter
2021-01-29,2021-02-01,SZ300711,enter
2021-01-29,2021-02-01,SZ300712,enter
2021-01-29,2021-02-01,SZ300715,enter
2021-01-29,2021-02-01,SZ300719,enter
2021-01-29,2021-02-01,SZ300721,enter
2021-01-29,2021-02-01,SZ300722,enter
2021-01-29,2021-02-01,SZ300724,enter
2021-01-29,2021-02-01,SZ300725,enter
2021-01-29,2021-02-01,SZ300726,enter
2021-01-29,2021-02-01,SZ300729,enter
2021-01-29,2021-02-01,SZ300735,enter
2021-01-29,2021-02-01,SZ300737,enter
2021-01-29,2021-02-01,SZ300738,enter
2021-01-29,2021-02-01,SZ300739,enter
2021-01-29,2021-02-01,SZ300740,enter
2021-01-29,2021-02-01,SZ300741,enter
2021-01-29,2021-02-01,SZ300742,enter
2021-01-29,2021-02-01,SZ300747,enter
2021-01-29,2021-02-01,SZ300748,enter
2021-01-29,2021-02-01,SZ300750,enter
2021-01-29,2021-02-01,SZ300751,enter
2021-01-29,2021-02-01,SZ300755,enter
2021-01-29,2021-02-01,SZ300759,enter
2021-01-29,2021-02-01,SZ300760,enter
2021-01-29,2021-02-01,SZ300761,enter
2021-01-29,2021-02-01,SZ300762,enter
2021-01-29,2021-02-01,SZ300763,enter
2021-01-29,2021-02-01,SZ300765,enter
2021-01-29,2021-02-01,SZ300766,enter
2021-01-29,2021-02-01,SZ300767,enter
2021-01-29,2021-02-01,SZ300768,enter
2021-01-29,2021-02-01,SZ300769,enter
2021-01-29,2021-02-01,SZ300770,enter
2021-01-29,2021-02-01,SZ300771,enter
2021-01-29,2021-02-01,SZ300772,enter
2021-01-29,2021-02-01,SZ300773,enter
2021-01-29,2021-02-01,SZ300775,enter
2021-01-29,2021-02-01,SZ300776,enter
2021-01-29,2021-02-01,SZ300777,enter
2021-01-29,2021-02-01,SZ300781,enter
2021-01-29,2021-02-01,SZ300782,enter
2021-01-29,2021-02-01,SZ300783,enter
2021-01-29,2021-02-01,SZ300785,enter
2021-01-29,2021-02-01,SZ300787,enter
2021-01-29,2021-02-01,SZ300791,enter
2021-01-29,2021-02-01,SZ300792,enter
2021-01-29,2021-02-01,SZ300793,enter
2021-01-29,2021-02-01,SZ300797,enter
2021-01-29,2021-02-01,SZ300798,enter
2021-01-29,2021-02-01,SZ300799,enter
2021-01-29,2021-02-01,SZ300801,enter
2021-01-29,2021-02-01,SZ300803,enter
2021-01-29,2021-02-01,SZ300805,enter
2021-01-29,2021-02-01,SZ300806,enter
2021-01-29,2021-02-01,SZ300807,enter
2021-01-29,2021-02-01,SZ300812,enter
2021-01-29,2021-02-01,SZ300815,enter
2021-01-29,2021-02-01,SZ300816,enter
2021-01-29,2021-02-01,SZ300817,enter
2021-01-29,2021-02-01,SZ300819,enter
2021-01-29,2021-02-01,SZ300820,enter
2021-01-29,2021-02-01,SZ300821,enter
2021-01-29,2021-02-01,SZ300822,enter
2021-01-29,2021-02-01,SZ300825,enter
2021-01-29,2021-02-01,SZ300827,enter
2021-01-29,2021-02-01,SZ300828,enter
2021-01-29,2021-02-01,SZ300829,enter
2021-01-29,2021-02-01,SZ300830,enter
2021-01-29,2021-02-01,SZ300831,enter
2021-01-29,2021-02-01,SZ300832,enter
2021-02-26,2021-03-01,SH600075,enter
2021-02-26,2021-03-01,SH600167,enter
2021-02-26,2021-03-01,SH600239,enter
2021-02-26,2021-03-01,SH600295,enter
2021-02-26,2021-03-01,SH600335,enter
2021-02-26,2021-03-01,SH600458,enter
2021-02-26,2021-03-01,SH600577,enter
2021-02-26,2021-03-01,SH600582,enter
2021-02-26,2021-03-01,SH600723,enter
2021-02-26,2021-03-01,SH600963,enter
2021-02-26,2021-03-01,SH600985,enter
2021-02-26,2021-03-01,SH601778,enter
2021-02-26,2021-03-01,SH603306,enter
2021-02-26,2021-03-01,SH603330,enter
2021-02-26,2021-03-01,SH603661,enter
2021-02-26,2021-03-01,SH603693,enter
2021-02-26,2021-03-01,SH603856,enter
2021-02-26,2021-03-01,SH603950,enter
2021-02-26,2021-03-01,SH605168,enter
2021-02-26,2021-03-01,SH688366,enter
2021-02-26,2021-03-01,SH688516,enter
2021-02-26,2021-03-01,SH688598,enter
2021-02-26,2021-03-01,SZ000027,enter
2021-02-26,2021-03-01,SZ000088,enter
2021-02-26,2021-03-01,SZ000615,enter
2021-02-26,2021-03-01,SZ000680,enter
2021-02-26,2021-03-01,SZ000898,enter
2021-02-26,2021-03-01,SZ002226,enter
2021-02-26,2021-03-01,SZ002612,enter
2021-02-26,2021-03-01,SZ002759,enter
2021-02-26,2021-03-01,SZ002919,enter
2021-02-26,2021-03-01,SZ002990,enter
2021-02-26,2021-03-01,SZ300005,enter
2021-02-26,2021-03-01,SZ300064,enter
2021-02-26,2021-03-01,SZ300157,enter
2021-02-26,2021-03-01,SZ300169,enter
2021-02-26,2021-03-01,SZ300201,enter
2021-02-26,2021-03-01,SZ300301,enter
2021-02-26,2021-03-01,SZ300313,enter
2021-02-26,2021-03-01,SZ300555,enter
2021-02-26,2021-03-01,SZ300616,enter
2021-02-26,2021-03-01,SZ300758,enter
2021-02-26,2021-03-01,SZ300802,enter
2021-02-26,2021-03-01,SZ300835,enter
2021-02-26,2021-03-01,SH600129,exit
2021-02-26,2021-03-01,SH600200,exit
2021-02-26,2021-03-01,SH600226,exit
2021-02-26,2021-03-01,SH600557,exit
2021-02-26,2021-03-01,SH600589,exit
2021-02-26,2021-03-01,SH600664,exit
2021-02-26,2021-03-01,SH600866,exit
2021-02-26,2021-03-01,SH600868,exit
2021-02-26,2021-03-01,SH601330,exit
2021-02-26,2021-03-01,SH601608,exit
2021-02-26,2021-03-01,SH601700,exit
2021-02-26,2021-03-01,SH603050,exit
2021-02-26,2021-03-01,SH603220,exit
2021-02-26,2021-03-01,SH603328,exit
2021-02-26,2021-03-01,SH603360,exit
2021-02-26,2021-03-01,SH603383,exit
2021-02-26,2021-03-01,SH603590,exit
2021-02-26,2021-03-01,SH603595,exit
2021-02-26,2021-03-01,SH603721,exit
2021-02-26,2021-03-01,SH603730,exit
2021-02-26,2021-03-01,SH688020,exit
2021-02-26,2021-03-01,SH688068,exit
2021-02-26,2021-03-01,SH688196,exit
2021-02-26,2021-03-01,SH688368,exit
2021-02-26,2021-03-01,SZ000597,exit
2021-02-26,2021-03-01,SZ000756,exit
2021-02-26,2021-03-01,SZ002103,exit
2021-02-26,2021-03-01,SZ002137,exit
2021-02-26,2021-03-01,SZ002303,exit
2021-02-26,2021-03-01,SZ002404,exit
2021-02-26,2021-03-01,SZ002483,exit
2021-02-26,2021-03-01,SZ002657,exit
2021-02-26,2021-03-01,SZ002751,exit
2021-02-26,2021-03-01,SZ002792,exit
2021-02-26,2021-03-01,SZ002929,exit
2021-02-26,2021-03-01,SZ002940,exit
2021-02-26,2021-03-01,SZ300137,exit
2021-02-26,2021-03-01,SZ300250,exit
2021-02-26,2021-03-01,SZ300499,exit
2021-02-26,2021-03-01,SZ300570,exit
2021-02-26,2021-03-01,SZ300636,exit
2021-02-26,2021-03-01,SZ300683,exit
2021-02-26,2021-03-01,SZ300771,exit
2021-02-26,2021-03-01,SZ300807,exit
2021-03-31,2021-04-01,SH600178,enter
2021-03-31,2021-04-01,SH600189,enter
2021-03-31,2021-04-01,SH600230,enter
2021-03-31,2021-04-01,SH600257,enter
2021-03-31,2021-04-01,SH600277,enter
2021-03-31,2021-04-01,SH600452,enter
2021-03-31,2021-04-01,SH600543,enter
2021-03-31,2021-04-01,SH600662,enter
2021-03-31,2021-04-01,SH600773,enter
2021-03-31,2021-04-01,SH600823,enter
2021-03-31,2021-04-01,SH600918,enter
2021-03-31,2021-04-01,SH600956,enter
2021-03-31,2021-04-01,SH600971,enter
2021-03-31,2021-04-01,SH600997,enter
2021-03-31,2021-04-01,SH601127,enter
2021-03-31,2021-04-01,SH601608,enter
2021-03-31,2021-04-01,SH601898,enter
2021-03-31,2021-04-01,SH603063,enter
2021-03-31,2021-04-01,SH603087,enter
2021-03-31,2021-04-01,SH603222,enter
2021-03-31,2021-04-01,SH603337,enter
2021-03-31,2021-04-01,SH603377,enter
2021-03-31,2021-04-01,SH688003,enter
2021-03-31,2021-04-01,SH688106,enter
2021-03-31,2021-04-01,SH688157,enter
2021-03-31,2021-04-01,SH688196,enter
2021-03-31,2021-04-01,SH688277,enter
2021-03-31,2021-04-01,SH688520,enter
2021-03-31,2021-04-01,SH688599,enter
2021-03-31,2021-04-01,SZ000301,enter
2021-03-31,2021-04-01,SZ000521,enter
2021-03-31,2021-04-01,SZ000582,enter
2021-03-31,2021-04-01,SZ000811,enter
2021-03-31,2021-04-01,SZ000828,enter
2021-03-31,2021-04-01,SZ000881,enter
2021-03-31,2021-04-01,SZ000923,enter
2021-03-31,2021-04-01,SZ000959,enter
2021-03-31,2021-04-01,SZ002015,enter
2021-03-31,2021-04-01,SZ002042,enter
2021-03-31,2021-04-01,SZ002068,enter
2021-03-31,2021-04-01,SZ002136,enter
2021-03-31,2021-04-01,SZ002164,enter
2021-03-31,2021-04-01,SZ002196,enter
2021-03-31,2021-04-01,SZ002228,enter
2021-03-31,2021-04-01,SZ002342,enter
2021-03-31,2021-04-01,SZ002378,enter
2021-03-31,2021-04-01,SZ002438,enter
2021-03-31,2021-04-01,SZ002532,enter
2021-03-31,2021-04-01,SZ002553,enter
2021-03-31,2021-04-01,SZ002785,enter
2021-03-31,2021-04-01,SZ002799,enter
2021-03-31,2021-04-01,SZ002833,enter
2021-03-31,2021-04-01,SZ002884,enter
2021-03-31,2021-04-01,SZ002989,enter
2021-03-31,2021-04-01,SZ300117,enter
2021-03-31,2021-04-01,SZ300152,enter
2021-03-31,2021-04-01,SZ300187,enter
2021-03-31,2021-04-01,SZ300196,enter
2021-03-31,2021-04-01,SZ300198,enter
2021-03-31,2021-04-01,SZ300243,enter
2021-03-31,2021-04-01,SZ300283,enter
2021-03-31,2021-04-01,SZ300402,enter
2021-03-31,2021-04-01,SZ300599,enter
2021-03-31,2021-04-01,SZ300675,enter
2021-03-31,2021-04-01,SZ300713,enter
2021-03-31,2021-04-01,SZ300727,enter
2021-03-31,2021-04-01,SZ300733,enter
2021-03-31,2021-04-01,SZ300752,enter
2021-03-31,2021-04-01,SZ300824,enter
2021-03-31,2021-04-01,SZ300841,enter
2021-03-31,2021-04-01,SZ300842,enter
2021-03-31,2021-04-01,SZ300843,enter
2021-03-31,2021-04-01,SZ300846,enter
2021-03-31,2021-04-01,SH600239,exit
2021-03-31,2021-04-01,SH600420,exit
2021-03-31,2021-04-01,SH600422,exit
2021-03-31,2021-04-01,SH600512,exit
2021-03-31,2021-04-01,SH600513,exit
2021-03-31,2021-04-01,SH600635,exit
2021-03-31,2021-04-01,SH600678,exit
2021-03-31,2021-04-01,SH600712,exit
2021-03-31,2021-04-01,SH600869,exit
2021-03-31,2021-04-01,SH601567,exit
2021-03-31,2021-04-01,SH601789,exit
2021-03-31,2021-04-01,SH603012,exit
2021-03-31,2021-04-01,SH603103,exit
2021-03-31,2021-04-01,SH603109,exit
2021-03-31,2021-04-01,SH603138,exit
2021-03-31,2021-04-01,SH603189,exit
2021-03-31,2021-04-01,SH603530,exit
2021-03-31,2021-04-01,SH603668,exit
2021-03-31,2021-04-01,SH603887,exit
2021-03-31,2021-04-01,SH603950,exit
2021-03-31,2021-04-01,SH688015,exit
2021-03-31,2021-04-01,SH688177,exit
2021-03-31,2021-04-01,SH688186,exit
2021-03-31,2021-04-01,SZ000032,exit
2021-03-31,2021-04-01,SZ000159,exit
2021-03-31,2021-04-01,SZ000525,exit
2021-03-31,2021-04-01,SZ000532,exit
2021-03-31,2021-04-01,SZ000716,exit
2021-03-31,2021-04-01,SZ000859,exit
