factor,compared_rows,changed_rows,max_absolute_difference,mean_absolute_difference,v1_missing_v2_present,v1_present_v2_missing
alpha360_LOW7,1273,1078,0.0004224458114175378,4.194931032707522e-05,0,0
alpha360_LOW8,1273,1097,0.0004449646199906204,4.410760359609121e-05,0,0
alpha360_LOW9,1273,1119,0.00048684759628979217,4.6766257966447986e-05,0,0
alpha360_OPEN0,1273,422,0.00016524863294320458,6.715063739763029e-06,0,0
alpha360_OPEN1,1273,676,0.00034512619333671064,1.3041168583257091e-05,0,0
alpha360_OPEN10,1273,1137,0.00040297816132372696,4.496725430214748e-05,0,0
alpha360_OPEN11,1273,1140,0.0004548212552426961,4.6339288708817295e-05,0,0
alpha360_OPEN12,1273,1135,0.00042166447363905027,4.675088567250459e-05,0,0
alpha360_OPEN13,1273,1128,0.0005243563041263805,4.6393379255328004e-05,0,0
alpha360_OPEN14,1273,1132,0.0006128810822096376,4.6807255178709625e-05,0,0
alpha360_OPEN15,1273,1136,0.0004181123143393167,4.739873571047461e-05,0,0
alpha360_OPEN16,1273,1131,0.0004856278711752732,4.819265240796293e-05,0,0
alpha360_OPEN17,1273,1131,0.0005173435853821559,4.75892079185448e-05,0,0
alpha360_OPEN18,1273,1138,0.000510199465962452,4.863142308608928e-05,0,0
alpha360_OPEN19,1273,1139,0.0005040268407602577,4.9390101536356505e-05,0,0
alpha360_OPEN2,1273,802,0.0003689980960163601,1.747204403146945e-05,0,0
alpha360_OPEN20,1273,1136,0.0004469003004535857,5.122687032005838e-05,0,0
alpha360_OPEN21,1273,1137,0.000498995216804056,5.189444128288469e-05,0,0
alpha360_OPEN22,1273,1138,0.0005118385927132402,5.223907127840973e-05,0,0
alpha360_OPEN23,1273,1142,0.0005363711668683047,5.371294718688753e-05,0,0
alpha360_OPEN24,1273,1143,0.0005445480473009051,5.5132048512454355e-05,0,0
alpha360_OPEN25,1273,1137,0.0005504475685174171,5.63274755251285e-05,0,0
alpha360_OPEN26,1273,1139,0.0005452272768361743,5.608019864306101e-05,0,0
alpha360_OPEN27,1273,1140,0.0006500445404393068,5.5613288067170586e-05,0,0
alpha360_OPEN28,1273,1137,0.0006260710894127886,5.52947073362153e-05,0,0
alpha360_OPEN29,1273,1139,0.0005167822016023116,5.5552828755205236e-05,0,0
alpha360_OPEN3,1273,903,0.0003831575172174029,2.100992292492573e-05,0,0
alpha360_OPEN30,1273,1147,0.0006030010527714978,5.5328690834568766e-05,0,0
alpha360_OPEN31,1273,1158,0.0005805471697114192,5.535362281671148e-05,0,0
alpha360_OPEN32,1273,1158,0.00046308307667408677,5.440310207916247e-05,0,0
alpha360_OPEN33,1273,1149,0.0004556237893626122,5.355613304700664e-05,0,0
alpha360_OPEN34,1273,1140,0.00047521510881242887,5.391371028257835e-05,0,0
alpha360_OPEN35,1273,1144,0.0004848766329453649,5.347958594697613e-05,0,0
alpha360_OPEN36,1273,1148,0.00048370021091077853,5.418729474673807e-05,0,0
alpha360_OPEN37,1273,1149,0.00040676887333523926,5.3902475471110536e-05,0,0
alpha360_OPEN38,1273,1150,0.00046452674096464364,5.4856100154677105e-05,0,0
alpha360_OPEN39,1273,1151,0.0004543414416772647,5.442616277065916e-05,0,0
alpha360_OPEN4,1273,967,0.00023858532709428865,2.5869859786291926e-05,0,0
alpha360_OPEN40,1273,1150,0.000478271133334901,5.411694186283936e-05,0,0
alpha360_OPEN41,1273,1152,0.000423726077268205,5.381918498854555e-05,0,0
alpha360_OPEN42,1273,1152,0.0003751063009345412,5.439904359040368e-05,0,0
alpha360_OPEN43,1273,1157,0.0005698180474376369,5.445107191623181e-05,0,0
alpha360_OPEN44,1273,1156,0.00044533054783307824,5.4399398580830435e-05,0,0
alpha360_OPEN45,1273,1153,0.0005282548157670708,5.383166762497049e-05,0,0
alpha360_OPEN46,1273,1153,0.00048812358118807686,5.4900720483732604e-05,0,0
alpha360_OPEN47,1273,1154,0.00045367286080566505,5.515417047144137e-05,0,0
alpha360_OPEN48,1273,1154,0.0004612464555507345,5.525270651709158e-05,0,0
alpha360_OPEN49,1273,1147,0.00046927982024102394,5.5866822265107975e-05,0,0
alpha360_OPEN5,1273,1023,0.000270478365505456,2.9527722599431134e-05,0,0
alpha360_OPEN50,1273,1157,0.00044125109828876963,5.799677617085175e-05,0,0
alpha360_OPEN51,1273,1160,0.00047101298510029976,5.887966806116459e-05,0,0
alpha360_OPEN52,1273,1157,0.0006068047902017121,5.934605614915117e-05,0,0
alpha360_OPEN53,1273,1157,0.0005099122797776884,5.946820768248963e-05,0,0
alpha360_OPEN54,1273,1154,0.0005034091923643395,5.9547306607201966e-05,0,0
alpha360_OPEN55,1273,1157,0.0005126773161510251,5.970029714987503e-05,0,0
alpha360_OPEN56,1273,1158,0.0005228059351903847,5.919066889064384e-05,0,0
alpha360_OPEN57,1273,1159,0.0005144517385475764,5.7314727124867086e-05,0,0
alpha360_OPEN58,1273,1158,0.0005122726002341621,5.598860956630843e-05,0,0
alpha360_OPEN59,1273,1152,0.0005275295567218063,5.670256431057587e-05,0,0
alpha360_OPEN6,1273,1053,0.00031008088660348584,3.318527094470453e-05,0,0
alpha360_OPEN7,1273,1078,0.0003687511340159655,3.6537691124762284e-05,0,0
alpha360_OPEN8,1273,1097,0.0004029893164688436,3.850503599137938e-05,0,0
alpha360_OPEN9,1273,1119,0.0004093277790376123,4.157545551178181e-05,0,0
alpha360_VOLUME1,1273,676,0.000200079230288433,9.279075671084416e-06,0,0
alpha360_VOLUME10,1273,1137,0.0002442173710658635,2.679768897353836e-05,0,0
alpha360_VOLUME11,1273,1140,0.0002518245207676906,2.788016267491141e-05,0,0
alpha360_VOLUME12,1273,1135,0.0002672428125797127,2.821170361936865e-05,0,0
alpha360_VOLUME13,1273,1128,0.00035473299225721733,2.790346940285978e-05,0,0
alpha360_VOLUME14,1273,1132,0.00032743447169862605,2.8391569016418995e-05,0,0
alpha360_VOLUME15,1273,1136,0.00035792693851999235,2.8745107249935387e-05,0,0
alpha360_VOLUME16,1273,1131,0.00033348135505588405,2.9599203468814916e-05,0,0
alpha360_VOLUME17,1273,1131,0.000249432625061094,2.866013115618071e-05,0,0
alpha360_VOLUME18,1273,1138,0.0003023946043251777,2.9116470637223208e-05,0,0
alpha360_VOLUME19,1273,1139,0.00028238815758890173,2.947334901726201e-05,0,0
alpha360_VOLUME2,1273,802,0.00019112639850083976,1.1601398501921983e-05,0,0
alpha360_VOLUME20,1273,1136,0.00031352206821194314,3.0229455174745946e-05,0,0
alpha360_VOLUME21,1273,1137,0.00020020999766239694,3.0619068104540114e-05,0,0
alpha360_VOLUME22,1273,1138,0.0002171625918771236,3.128583146739453e-05,0,0
alpha360_VOLUME23,1273,1142,0.00023525354151462952,3.2092783162488626e-05,0,0
alpha360_VOLUME24,1273,1143,0.00031215314181368137,3.253641778888623e-05,0,0
alpha360_VOLUME25,1273,1137,0.00028079560306287256,3.429456355283395e-05,0,0
alpha360_VOLUME26,1273,1139,0.00029730172531718113,3.455001962829799e-05,0,0
alpha360_VOLUME27,1273,1140,0.00026471707488830154,3.3906859870157475e-05,0,0
alpha360_VOLUME28,1273,1137,0.0003377069351745976,3.399771891712911e-05,0,0
alpha360_VOLUME29,1273,1139,0.0003109473248941036,3.4505738421480425e-05,0,0
alpha360_VOLUME3,1273,903,0.00020001026023791502,1.4183842213102723e-05,0,0
alpha360_VOLUME30,1273,1147,0.0003013007039443143,3.4416415145284086e-05,0,0
alpha360_VOLUME31,1273,1158,0.00029854653129541414,3.4332064488348095e-05,0,0
alpha360_VOLUME32,1273,1158,0.0003879757863344442,3.423051360578114e-05,0,0
alpha360_VOLUME33,1273,1149,0.0003370933893632362,3.463207132015165e-05,0,0
alpha360_VOLUME34,1273,1140,0.00035829657963559053,3.5191894514086814e-05,0,0
alpha360_VOLUME35,1273,1144,0.00026672269725962205,3.483855791623622e-05,0,0
alpha360_VOLUME36,1273,1148,0.000269241068342853,3.5845883561725825e-05,0,0
alpha360_VOLUME37,1273,1149,0.0002901330212282671,3.604253609591276e-05,0,0
alpha360_VOLUME38,1273,1150,0.00032617636829321284,3.7252841406490985e-05,0,0
alpha360_VOLUME39,1273,1151,0.00041276885965511184,3.731711479918834e-05,0,0
alpha360_VOLUME4,1273,967,0.0002278261432495307,1.588949366691857e-05,0,0
alpha360_VOLUME40,1273,1150,0.000306916077767283,3.816610023483753e-05,0,0
alpha360_VOLUME41,1273,1152,0.0003176278025442125,3.74296834581865e-05,0,0
alpha360_VOLUME42,1273,1152,0.00027319445392315345,3.7723194964068427e-05,0,0
alpha360_VOLUME43,1273,1157,0.0002847718613782635,3.758080901316419e-05,0,0
alpha360_VOLUME44,1273,1156,0.00031128239385810755,3.7576357390311593e-05,0,0
alpha360_VOLUME45,1273,1153,0.00031224382624989167,3.760169103061915e-05,0,0
alpha360_VOLUME46,1273,1153,0.0003588200848856013,3.810779534531144e-05,0,0
alpha360_VOLUME47,1273,1154,0.0003198121291559698,3.836428608929658e-05,0,0
alpha360_VOLUME48,1273,1154,0.00032339404253240583,3.949229031661753e-05,0,0
alpha360_VOLUME49,1273,1147,0.00036633099846912487,3.968673422368102e-05,0,0
alpha360_VOLUME5,1273,1023,0.0002899122951028586,1.8026131838272602e-05,0,0
alpha360_VOLUME50,1273,1157,0.00038261283595544815,4.069198421337449e-05,0,0
alpha360_VOLUME51,1273,1160,0.0003118740002122644,4.208216750721091e-05,0,0
alpha360_VOLUME52,1273,1157,0.0003158808874878932,4.132401221545702e-05,0,0
alpha360_VOLUME53,1273,1157,0.00030924266755305574,4.184456924338112e-05,0,0
alpha360_VOLUME54,1273,1154,0.00032797345169904846,4.143934109388601e-05,0,0
alpha360_VOLUME55,1273,1157,0.0003597509193453488,4.156992825988553e-05,0,0
alpha360_VOLUME56,1273,1158,0.00029865080963508567,4.0690045486803755e-05,0,0
alpha360_VOLUME57,1273,1159,0.0003483015514259419,4.020905527942579e-05,0,0
alpha360_VOLUME58,1273,1158,0.000336795373842666,4.0506801688462456e-05,0,0
alpha360_VOLUME59,1273,1152,0.00037448095141304205,4.1578738855088786e-05,0,0
alpha360_VOLUME6,1273,1053,0.0001990860844504061,2.030664068548273e-05,0,0
alpha360_VOLUME7,1273,1078,0.00024191985944115035,2.2487662609550866e-05,0,0
alpha360_VOLUME8,1273,1097,0.00022626382598993355,2.3809377882280187e-05,0,0
alpha360_VOLUME9,1273,1119,0.0002962574716030564,2.4876430616456786e-05,0,0
alpha360_VWAP0,1273,422,0.00011249649701304543,6.112573533303603e-06,0,0
alpha360_VWAP1,1273,676,0.00021839066232720583,1.1889925588966223e-05,0,0
alpha360_VWAP10,1273,1137,0.0004087621813902869,4.3933315546329416e-05,0,0
alpha360_VWAP11,1273,1140,0.00041032784440996756,4.5264023289557585e-05,0,0
alpha360_VWAP12,1273,1135,0.0004244794866227787,4.578587882503175e-05,0,0
alpha360_VWAP13,1273,1128,0.000518074942273225,4.569389230813602e-05,0,0
alpha360_VWAP14,1273,1132,0.0006057152580466324,4.5833937096524733e-05,0,0
alpha360_VWAP15,1273,1136,0.00041347357355355635,4.649690262255091e-05,0,0
alpha360_VWAP16,1273,1131,0.000486662642444749,4.743742354875496e-05,0,0
alpha360_VWAP17,1273,1131,0.0004907684453844055,4.668669419999446e-05,0,0
alpha360_VWAP18,1273,1138,0.000514747453966749,4.7866484400245405e-05,0,0
alpha360_VWAP19,1273,1139,0.0005109519652047312,4.84797491801831e-05,0,0
alpha360_VWAP2,1273,802,0.0003541738730379815,1.6570044024926034e-05,0,0
alpha360_VWAP20,1273,1136,0.0004485616437526069,5.063103214797396e-05,0,0
alpha360_VWAP21,1273,1137,0.0005025478862549365,5.1171551328897136e-05,0,0
alpha360_VWAP22,1273,1138,0.0005074559837492526,5.172945853697747e-05,0,0
alpha360_VWAP23,1273,1142,0.0005247405023806745,5.318785566093136e-05,0,0
alpha360_VWAP24,1273,1143,0.0005469458054198212,5.448716916204577e-05,0,0
alpha360_VWAP25,1273,1137,0.0005696642618979262,5.600857220999429e-05,0,0
alpha360_VWAP26,1273,1139,0.0005417905482630603,5.578768171668722e-05,0,0
alpha360_VWAP27,1273,1140,0.000653408780852599,5.5368546090271136e-05,0,0
alpha360_VWAP28,1273,1137,0.0006422398647877858,5.497890322839302e-05,0,0
alpha360_VWAP29,1273,1139,0.0005221050303708535,5.533109937992245e-05,0,0
alpha360_VWAP3,1273,903,0.0003700123932266902,1.9812049207024746e-05,0,0
alpha360_VWAP30,1273,1147,0.0005937910074163902,5.508228657987737e-05,0,0
alpha360_VWAP31,1273,1158,0.0005943978509232797,5.516817515949928e-05,0,0
alpha360_VWAP32,1273,1158,0.00045388747579250266,5.408006672197417e-05,0,0
alpha360_VWAP33,1273,1149,0.00044248192112742585,5.348133477357876e-05,0,0
alpha360_VWAP34,1273,1140,0.0004856040034282444,5.3698856660227415e-05,0,0
alpha360_VWAP35,1273,1144,0.0004762641248268057,5.331660265833268e-05,0,0
alpha360_VWAP36,1273,1148,0.0005003094806106945,5.390588855314288e-05,0,0
alpha360_VWAP37,1273,1149,0.0004088826936818335,5.363364411256074e-05,0,0
alpha360_VWAP38,1273,1150,0.00047173956858398425,5.445362750057337e-05,0,0
alpha360_VWAP39,1273,1151,0.000454949410203187,5.4102887648239706e-05,0,0
alpha360_VWAP4,1273,967,0.00022119473906088982,2.4052735349466638e-05,0,0
alpha360_VWAP40,1273,1150,0.0004729696151184737,5.3895205492980276e-05,0,0
alpha360_VWAP41,1273,1152,0.0004194799389975329,5.3630343396007234e-05,0,0
alpha360_VWAP42,1273,1152,0.00037434431520494416,5.3942535913099846e-05,0,0
alpha360_VWAP43,1273,1157,0.0005639983837786022,5.413378498340161e-05,0,0
alpha360_VWAP44,1273,1156,0.0004382320841393589,5.415076414453297e-05,0,0
alpha360_VWAP45,1273,1153,0.0005183881042723493,5.3530135024654046e-05,0,0
alpha360_VWAP46,1273,1153,0.000486003206469493,5.448509744448925e-05,0,0
alpha360_VWAP47,1273,1154,0.0004559589028245714,5.48596028997566e-05,0,0
alpha360_VWAP48,1273,1154,0.0004606132418008557,5.515841647868019e-05,0,0
alpha360_VWAP49,1273,1147,0.00047987847476123335,5.57948031025662e-05,0,0
alpha360_VWAP5,1273,1023,0.00025309870702437676,2.802915249567823e-05,0,0
alpha360_VWAP50,1273,1157,0.00043707912858093056,5.766731688805346e-05,0,0
alpha360_VWAP51,1273,1160,0.0004605027777660753,5.8625389142720396e-05,0,0
alpha360_VWAP52,1273,1157,0.0005976414337624664,5.9039505707007345e-05,0,0
alpha360_VWAP53,1273,1157,0.0005038556101216174,5.9195210566466205e-05,0,0
alpha360_VWAP54,1273,1154,0.0004978133504916667,5.946280678966563e-05,0,0
alpha360_VWAP55,1273,1157,0.0005155741316994547,5.958341703070952e-05,0,0
alpha360_VWAP56,1273,1158,0.0005104673369512799,5.89766115061806e-05,0,0
alpha360_VWAP57,1273,1159,0.0005136983275099843,5.7217433934625237e-05,0,0
alpha360_VWAP58,1273,1158,0.0005107021444591409,5.573397743445033e-05,0,0
alpha360_VWAP59,1273,1152,0.0005417445182729352,5.645444905147066e-05,0,0
alpha360_VWAP6,1273,1053,0.0002853448851786247,3.144675060076938e-05,0,0
alpha360_VWAP7,1273,1078,0.0003594940146926101,3.468079116087984e-05,0,0
alpha360_VWAP8,1273,1097,0.00037984905630114585,3.739688241862257e-05,0,0
alpha360_VWAP9,1273,1119,0.00041773525335307704,4.00082289011641e-05,0,0
amount_cv_20,1273,1271,0.0004830780739898122,4.980674783472425e-05,0,0
amount_mean_20,1273,1271,0.0010399139812131697,0.00011327918319481592,0,0
amount_std_20,1273,1271,0.0011152212748997414,0.00011399362101321788,0,0
amplitude_20,1273,1271,0.0020475557171687753,0.00020846477977752218,0,0
corr_ret_amount_20,1273,1271,0.0006505954676708919,6.434416894578287e-05,0,0
corr_ret_volume_20,1273,1271,0.0006478429423456694,6.587671213240581e-05,0,0
downside_std_20,1273,1271,0.0013535866208180536,0.00014128970485115285,0,0
kunquant_alpha101_alpha002,1273,1273,0.09027824720329218,0.010571451974841238,0,0
kunquant_alpha101_alpha003,1273,1273,0.10324918243558069,0.013646924363802384,0,0
kunquant_alpha101_alpha004,1273,1273,0.10476685217068227,0.011296476806154167,0,0
kunquant_alpha101_alpha005,1273,1273,0.018261747553851605,0.00195424607076491,0,0
kunquant_alpha101_alpha006,1273,562,0.030554944590589175,0.0030965735751612837,0,0
kunquant_alpha101_alpha008,1273,1270,0.018872295651951226,0.003072124063869165,0,0
kunquant_alpha101_alpha009,1273,820,0.03150843779616805,0.0005464847041163513,0,0
kunquant_alpha101_alpha010,1273,805,0.03211434878262484,0.0006003186492509504,0,0
kunquant_alpha101_alpha011,1273,1273,0.0295230657847581,0.005467131594931073,0,0
kunquant_alpha101_alpha012,1273,705,0.009448941349344767,0.0001774846711440442,0,0
kunquant_alpha101_alpha013,1273,1273,0.21400698584593852,0.01439549637047791,0,0
kunquant_alpha101_alpha014,1273,1273,0.030011417936246107,0.003285104964253695,0,0
kunquant_alpha101_alpha015,1273,1273,0.07953091443065136,0.012632298344029081,0,0
kunquant_alpha101_alpha016,1273,1273,0.13890101535962165,0.015368134617288162,0,0
kunquant_alpha101_alpha017,1273,1273,0.1613246109069406,0.014991460615785194,0,0
kunquant_alpha101_alpha018,1273,1156,0.06052755692242762,0.0035200149308746995,0,0
kunquant_alpha101_alpha020,1273,1273,0.07372256894292388,0.009019368061763332,0,0
kunquant_alpha101_alpha022,1273,1273,0.020005353783071694,0.004127934852362336,0,0
kunquant_alpha101_alpha024,1273,1263,0.1928596510741738,0.021594054180751054,0,0
kunquant_alpha101_alpha025,1273,1273,0.020448318536597752,0.0035388130078522722,0,0
kunquant_alpha101_alpha026,1273,1258,0.04378073069771665,0.004751828025779452,0,0
kunquant_alpha101_alpha028,1273,1266,0.0360538408189217,0.00533044181884694,0,0
kunquant_alpha101_alpha029,1273,1273,0.02729720147514214,0.0033679508653287095,0,0
kunquant_alpha101_alpha030,1273,1273,0.060552198259024054,0.00868108302842258,0,0
kunquant_alpha101_alpha031,1273,1273,0.035836938015488824,0.006769256020390287,0,0
kunquant_alpha101_alpha033,1273,422,0.00016524863294320458,6.715063739763029e-06,0,0
kunquant_alpha101_alpha034,1273,1273,0.1357678723704745,0.016110968141588963,0,0
kunquant_alpha101_alpha035,1273,1273,0.02991202011980062,0.005320208776877119,0,0
kunquant_alpha101_alpha038,1273,1273,0.38020115378548885,0.01595790688469485,0,0
kunquant_alpha101_alpha040,1273,1273,0.03343273225031404,0.0075045035066590585,0,0
kunquant_alpha101_alpha041,1273,422,0.00016192691492621092,6.110722463110365e-06,0,0
kunquant_alpha101_alpha042,1273,1273,0.0004164421301901533,3.3963322973828684e-05,0,0
kunquant_alpha101_alpha043,1273,1273,0.04263398610006325,0.006503631637108688,0,0
kunquant_alpha101_alpha044,1273,1273,0.10383746704409058,0.007515069087479806,0,0
kunquant_alpha101_alpha045,1273,1273,0.03135170389346693,0.004575243404966349,0,0
kunquant_alpha101_alpha046,1273,1235,0.05435900514590156,0.0070190458474172985,0,0
kunquant_alpha101_alpha047,1273,1273,0.10428169006959341,0.022666773827761718,0,0
kunquant_alpha101_alpha049,1273,1074,0.011909684611676435,0.0009685104833024329,0,0
kunquant_alpha101_alpha050,1273,1273,0.09246078246679415,0.012648688020131756,0,0
kunquant_alpha101_alpha051,1273,1198,0.020017710185810965,0.0018823618314505325,0,0
kunquant_alpha101_alpha053,1273,1195,0.018146764376096317,0.0017022940604864095,0,0
kunquant_alpha101_alpha054,1273,422,0.00024816748537806466,7.4482921883282654e-06,0,0
kunquant_alpha101_alpha055,1273,1273,0.07264499566159942,0.011322272395410785,0,0
kunquant_alpha101_alpha057,1273,1273,0.03948166692397037,0.006822647593706562,0,0
kunquant_alpha101_alpha060,1273,1273,0.02579800470514554,0.004296884113914812,0,0
kunquant_alpha101_alpha062,1273,1273,0.11766902226168353,0.02234902061382032,0,0
kunquant_alpha101_alpha064,1228,1228,0.14910339616616028,0.029540877232311843,0,0
kunquant_alpha101_alpha066,1273,1273,0.015525279803556984,0.0026315081997382913,0,0
kunquant_alpha101_alpha071,1273,1273,0.1657306082321471,0.023528271491627593,0,0
kunquant_alpha101_alpha072,1273,1273,0.04335099186042831,0.007224436462668703,0,0
kunquant_alpha101_alpha073,1273,1273,0.02228976615110151,0.0037503853543596373,0,0
kunquant_alpha101_alpha074,1273,1273,0.12473133238950444,0.024013223713195135,0,0
kunquant_alpha101_alpha077,1273,1273,0.12442779788647991,0.018970402101919092,0,0
kunquant_alpha101_alpha078,1273,1273,0.057489553563750184,0.011605063195955478,0,0
kunquant_alpha101_alpha083,1273,1273,0.07568489103812942,0.009664847295370359,0,0
kunquant_alpha101_alpha084,1273,1273,0.03177225843348394,0.0049765647108215615,0,0
kunquant_alpha101_alpha085,1273,1273,0.31918998692851036,0.024689878614044716,0,0
kunquant_alpha101_alpha088,1273,1273,0.04295243977614224,0.00888235753258143,0,0
kunquant_alpha101_alpha092,1273,1273,0.14289347247907985,0.019157918976157477,0,0
kunquant_alpha101_alpha094,1273,1273,0.020231290834870796,0.00458717621273049,0,0
kunquant_alpha101_alpha095,1273,1258,0.27666810235885486,0.050819511501099736,0,0
kunquant_alpha101_alpha096,1273,1273,0.04022192552059707,0.008961291544267978,0,0
kunquant_alpha101_alpha098,1273,1273,0.07823204491518422,0.014119603211295474,0,0
kunquant_alpha101_alpha101,1273,422,0.0001785853069528054,7.195591464997315e-06,0,0
max_drawdown_20,1273,1271,0.0011088582625324583,9.51066143674435e-05,0,0
ret_10,1273,1137,0.00041721107401414097,4.3577612946928734e-05,0,0
ret_20,1273,1136,0.00044076652450888987,5.0491428786020126e-05,0,0
ret_5,1273,1023,0.0002541975882344033,2.7671671151052753e-05,0,0
rev_20_exclude_5,1273,1200,0.0005016493986300663,4.879891421163648e-05,0,0
rev_5,1273,1023,0.0002541975882344033,2.7671671151052753e-05,0,0
std_20,1273,1271,0.0018637703693832885,0.00019147227477986028,0,0
ta_momentum_ao,1273,1273,0.0012194234346410843,0.0001334349665046517,0,0
ta_momentum_kama,1273,1273,0.0021091602121145053,0.00030865587609082713,0,0
ta_momentum_ppo,1273,0,1.6653345369377348e-16,4.666307567187144e-17,0,0
ta_momentum_ppo_hist,1273,0,2.220446049250313e-16,4.5781011624375936e-17,0,0
ta_momentum_ppo_signal,1273,0,2.220446049250313e-16,4.5893309695525976e-17,0,0
ta_momentum_pvo,1273,0,1.6653345369377348e-16,4.352328622454286e-17,0,0
ta_momentum_pvo_hist,1273,0,2.220446049250313e-16,4.631663986182773e-17,0,0
ta_momentum_pvo_signal,1273,0,1.6653345369377348e-16,4.4798714235816506e-17,0,0
ta_momentum_roc,1273,1135,0.0004392599998139443,4.5519796144933185e-05,0,0
ta_momentum_rsi,1273,0,2.220446049250313e-16,4.545550611157405e-17,0,0
ta_momentum_stoch,1273,1257,0.0007263722451491331,6.594480058611988e-05,0,0
ta_momentum_stoch_rsi,1273,11,3.681845050543253e-05,7.65534323687686e-08,0,0
ta_momentum_stoch_rsi_d,1273,35,4.2285941040040576e-05,2.6077426149917454e-07,0,0
ta_momentum_stoch_rsi_k,1273,21,3.5682376964024654e-05,1.5237366416927923e-07,0,0
ta_momentum_stoch_signal,1273,1267,0.0006771485936624049,7.367263187673405e-05,0,0
ta_momentum_tsi,1273,0,1.6653345369377348e-16,4.534447759176993e-17,0,0
ta_momentum_uo,1273,1273,0.0009662929694049596,9.384593487829828e-05,0,0
ta_momentum_wr,1273,1257,0.0007263722451491331,6.594480058611988e-05,0,0
ta_trend_adx,1273,1273,0.004195441794645288,0.000520059683540803,0,0
ta_trend_adx_neg,1273,1273,0.005508110723644752,0.0007515928773683171,0,0
ta_trend_adx_pos,1273,1273,0.005279951938118893,0.0007060983519617151,0,0
ta_trend_aroon_down,1273,1273,0.0012280697032737709,8.37787917566319e-05,0,0
ta_trend_aroon_ind,1273,1273,0.001252679333161217,0.0001025419363358557,0,0
ta_trend_aroon_up,1273,1273,0.0010639804915245632,9.772421277473264e-05,0,0
ta_trend_cci,1273,1271,0.0009196371944743542,9.235736954066621e-05,0,0
ta_trend_dpo,1273,1271,0.000581754258563022,5.473328070834163e-05,0,0
ta_trend_ema_fast,1273,0,1.3877787807814457e-16,4.4847239309482934e-17,0,0
ta_trend_ema_slow,1273,0,1.3877787807814457e-16,4.615816152777805e-17,0,0
ta_trend_ichimoku_a,1273,1273,0.0006157916317231782,5.332264680288297e-05,0,0
ta_trend_ichimoku_b,1273,0,1.6653345369377348e-16,4.574728733694574e-17,0,0
ta_trend_ichimoku_base,1273,1273,0.0005991832152095478,5.224955329939938e-05,0,0
ta_trend_ichimoku_conv,1273,1201,0.00039437152315372967,3.019707072103452e-05,0,0
ta_trend_kst,1273,1273,0.0014095327186806617,0.00017259746493279593,0,0
ta_trend_kst_diff,1273,1273,0.0009925797757749238,9.987600599418055e-05,0,0
ta_trend_kst_sig,1273,1273,0.0013233990435313342,0.00014726716998163936,0,0
ta_trend_macd,1273,0,1.6653345369377348e-16,4.386157774293346e-17,0,0
ta_trend_macd_diff,1273,0,1.3877787807814457e-16,4.6067318075914164e-17,0,0
ta_trend_macd_signal,1273,0,1.6653345369377348e-16,4.615610682413224e-17,0,0
ta_trend_mass_index,1273,0,1.3877787807814457e-16,4.5158042512777727e-17,0,0
ta_trend_psar_down,1264,1264,0.022219904254523526,0.0022343444517316006,0,0
ta_trend_psar_down_indicator,1269,0,1.1102230246251565e-16,4.709690214812571e-17,0,0
ta_trend_psar_up,1270,1270,0.10109119048835558,0.003484137734689957,0,0
ta_trend_psar_up_indicator,1271,0,1.249000902703301e-16,4.6763768011196227e-17,0,0
ta_trend_sma_fast,1273,1244,0.00036406544363766155,3.529449867711102e-05,0,0
ta_trend_sma_slow,1273,1273,0.0005946858326293658,5.168291858182331e-05,0,0
ta_trend_stc,1273,12,4.99708848449229e-05,1.864548030014426e-07,0,0
ta_trend_trix,1273,0,1.6653345369377348e-16,4.5998874087629504e-17,0,0
ta_trend_vortex_ind_diff,1273,1262,0.0006854397478815583,7.834774336348906e-05,0,0
ta_trend_vortex_ind_neg,1273,1262,0.0006715611085959389,7.779955137710098e-05,0,0
ta_trend_vortex_ind_pos,1273,1262,0.0006803575905101472,7.580473305016906e-05,0,0
ta_volatility_atr,1273,1273,0.003933169646602175,0.0006515896986165481,0,0
ta_volatility_bbh,1273,1271,0.0007188252742371393,4.939198456930437e-05,0,0
ta_volatility_bbhi,1273,0,1.6653345369377348e-16,4.6326695134332766e-17,0,0
ta_volatility_bbl,1273,1271,0.0006120307736173503,4.3470565231957616e-05,0,0
ta_volatility_bbm,1273,1271,0.0006704003562820193,4.63578248518856e-05,0,0
ta_volatility_bbp,1273,1271,0.0008751788413335071,9.316533649501163e-05,0,0
ta_volatility_bbw,1273,1271,0.0015387372786615089,0.00015759239192006353,0,0
ta_volatility_dch,1273,1271,0.0007126797466762425,4.984762766591463e-05,0,0
ta_volatility_dcl,1273,1271,0.000610015870805114,4.37596190448914e-05,0,0
ta_volatility_dcm,1273,1271,0.0006681800257112291,4.677000345833151e-05,0,0
ta_volatility_dcp,1273,1271,0.0008763367263607824,9.204650954978588e-05,0,0
ta_volatility_dcw,1273,1271,0.001694960079378069,0.00017002307991739396,0,0
ta_volatility_kcc,1273,1219,0.0003476503573832095,3.200605576989268e-05,0,0
ta_volatility_kch,1273,129,7.303815765369315e-05,1.4525646737886346e-06,0,0
ta_volatility_kcl,1273,129,6.819425072576712e-05,1.361000539266396e-06,0,0
ta_volatility_kcli,1268,0,1.3877787807814457e-16,4.616446062966537e-17,0,0
ta_volatility_kcp,1273,457,0.00030347238791241654,1.0668658008162845e-05,0,0
