batch_id,factor,valid_rows,total_rows,coverage
alpha360_010,alpha360_VOLUME17,2580995,2588000,0.9972932766615147
alpha360_010,alpha360_VOLUME18,2580976,2588000,0.9972859350850077
alpha360_010,alpha360_VOLUME19,2580959,2588000,0.9972793663060279
alpha360_011,alpha360_VOLUME2,2583053,2588000,0.998088485316847
alpha360_011,alpha360_VOLUME20,2580943,2588000,0.9972731839258114
alpha360_011,alpha360_VOLUME21,2580925,2588000,0.997266228748068
alpha360_011,alpha360_VOLUME22,2580901,2588000,0.9972569551777434
alpha360_011,alpha360_VOLUME23,2580883,2588000,0.99725
alpha360_011,alpha360_VOLUME24,2580866,2588000,0.9972434312210201
alpha360_011,alpha360_VOLUME25,2580850,2588000,0.9972372488408037
alpha360_011,alpha360_VOLUME26,2580844,2588000,0.9972349304482225
alpha360_011,alpha360_VOLUME27,2580842,2588000,0.9972341576506956
alpha360_011,alpha360_VOLUME28,2580833,2588000,0.9972306800618238
alpha360_011,alpha360_VOLUME29,2580827,2588000,0.9972283616692427
alpha360_011,alpha360_VOLUME3,2582700,2588000,0.997952086553323
alpha360_011,alpha360_VOLUME30,2580820,2588000,0.997225656877898
alpha360_011,alpha360_VOLUME31,2580814,2588000,0.9972233384853169
alpha360_011,alpha360_VOLUME32,2580812,2588000,0.9972225656877898
alpha360_011,alpha360_VOLUME33,2580810,2588000,0.9972217928902628
alpha360_011,alpha360_VOLUME34,2580806,2588000,0.9972202472952086
alpha360_011,alpha360_VOLUME35,2580806,2588000,0.9972202472952086
alpha360_011,alpha360_VOLUME36,2580805,2588000,0.9972198608964451
alpha360_011,alpha360_VOLUME37,2580801,2588000,0.997218315301391
alpha360_011,alpha360_VOLUME38,2580795,2588000,0.9972159969088099
alpha360_011,alpha360_VOLUME39,2580791,2588000,0.9972144513137557
alpha360_011,alpha360_VOLUME4,2582373,2588000,0.9978257341576507
alpha360_011,alpha360_VOLUME40,2580793,2588000,0.9972152241112828
alpha360_011,alpha360_VOLUME41,2580792,2588000,0.9972148377125193
alpha360_012,alpha360_VOLUME42,2580795,2588000,0.9972159969088099
alpha360_012,alpha360_VOLUME43,2580798,2588000,0.9972171561051004
alpha360_012,alpha360_VOLUME44,2580799,2588000,0.997217542503864
alpha360_012,alpha360_VOLUME45,2580803,2588000,0.9972190880989181
alpha360_012,alpha360_VOLUME46,2580807,2588000,0.9972206336939722
alpha360_012,alpha360_VOLUME47,2580809,2588000,0.9972214064914993
alpha360_012,alpha360_VOLUME48,2580810,2588000,0.9972217928902628
alpha360_012,alpha360_VOLUME49,2580811,2588000,0.9972221792890262
alpha360_012,alpha360_VOLUME5,2582071,2588000,0.9977090417310664
alpha360_012,alpha360_VOLUME50,2580812,2588000,0.9972225656877898
alpha360_012,alpha360_VOLUME51,2580812,2588000,0.9972225656877898
alpha360_012,alpha360_VOLUME52,2580811,2588000,0.9972221792890262
alpha360_012,alpha360_VOLUME53,2580809,2588000,0.9972214064914993
alpha360_012,alpha360_VOLUME54,2580805,2588000,0.9972198608964451
alpha360_012,alpha360_VOLUME55,2580805,2588000,0.9972198608964451
alpha360_012,alpha360_VOLUME56,2580806,2588000,0.9972202472952086
alpha360_012,alpha360_VOLUME57,2580802,2588000,0.9972187017001546
alpha360_012,alpha360_VOLUME58,2580799,2588000,0.997217542503864
alpha360_012,alpha360_VOLUME59,2580798,2588000,0.9972171561051004
alpha360_012,alpha360_VOLUME6,2581856,2588000,0.9976259659969088
alpha360_012,alpha360_VOLUME7,2581663,2588000,0.9975513910355487
alpha360_012,alpha360_VOLUME8,2581474,2588000,0.9974783616692426
alpha360_012,alpha360_VOLUME9,2581304,2588000,0.9974126738794435
alpha360_012,alpha360_VWAP0,2584131,2588000,0.9985050231839259
alpha360_012,alpha360_VWAP1,2583432,2588000,0.9982349304482225
alpha360_013,alpha360_VWAP10,2581149,2588000,0.9973527820710973
alpha360_013,alpha360_VWAP11,2581127,2588000,0.9973442812982999
alpha360_013,alpha360_VWAP12,2581102,2588000,0.9973346213292118
alpha360_013,alpha360_VWAP13,2581079,2588000,0.9973257341576507
alpha360_013,alpha360_VWAP14,2581056,2588000,0.9973168469860897
alpha360_013,alpha360_VWAP15,2581032,2588000,0.997307573415765
alpha360_013,alpha360_VWAP16,2581015,2588000,0.9973010046367852
alpha360_013,alpha360_VWAP17,2580995,2588000,0.9972932766615147
alpha360_013,alpha360_VWAP18,2580976,2588000,0.9972859350850077
alpha360_013,alpha360_VWAP19,2580959,2588000,0.9972793663060279
alpha360_013,alpha360_VWAP2,2583053,2588000,0.998088485316847
alpha360_013,alpha360_VWAP20,2580943,2588000,0.9972731839258114
alpha360_013,alpha360_VWAP21,2580925,2588000,0.997266228748068
alpha360_013,alpha360_VWAP22,2580901,2588000,0.9972569551777434
alpha360_013,alpha360_VWAP23,2580883,2588000,0.99725
alpha360_013,alpha360_VWAP24,2580866,2588000,0.9972434312210201
alpha360_013,alpha360_VWAP25,2580850,2588000,0.9972372488408037
alpha360_013,alpha360_VWAP26,2580844,2588000,0.9972349304482225
alpha360_013,alpha360_VWAP27,2580842,2588000,0.9972341576506956
alpha360_013,alpha360_VWAP28,2580833,2588000,0.9972306800618238
alpha360_013,alpha360_VWAP29,2580827,2588000,0.9972283616692427
alpha360_013,alpha360_VWAP3,2582700,2588000,0.997952086553323
alpha360_013,alpha360_VWAP30,2580820,2588000,0.997225656877898
alpha360_013,alpha360_VWAP31,2580814,2588000,0.9972233384853169
alpha360_013,alpha360_VWAP32,2580812,2588000,0.9972225656877898
alpha360_014,alpha360_VWAP33,2580810,2588000,0.9972217928902628
alpha360_014,alpha360_VWAP34,2580806,2588000,0.9972202472952086
alpha360_014,alpha360_VWAP35,2580806,2588000,0.9972202472952086
alpha360_014,alpha360_VWAP36,2580805,2588000,0.9972198608964451
alpha360_014,alpha360_VWAP37,2580801,2588000,0.997218315301391
alpha360_014,alpha360_VWAP38,2580795,2588000,0.9972159969088099
alpha360_014,alpha360_VWAP39,2580791,2588000,0.9972144513137557
alpha360_014,alpha360_VWAP4,2582373,2588000,0.9978257341576507
alpha360_014,alpha360_VWAP40,2580793,2588000,0.9972152241112828
alpha360_014,alpha360_VWAP41,2580792,2588000,0.9972148377125193
alpha360_014,alpha360_VWAP42,2580795,2588000,0.9972159969088099
alpha360_014,alpha360_VWAP43,2580798,2588000,0.9972171561051004
alpha360_014,alpha360_VWAP44,2580799,2588000,0.997217542503864
alpha360_014,alpha360_VWAP45,2580803,2588000,0.9972190880989181
alpha360_014,alpha360_VWAP46,2580807,2588000,0.9972206336939722
alpha360_014,alpha360_VWAP47,2580809,2588000,0.9972214064914993
alpha360_014,alpha360_VWAP48,2580810,2588000,0.9972217928902628
alpha360_014,alpha360_VWAP49,2580811,2588000,0.9972221792890262
alpha360_014,alpha360_VWAP5,2582071,2588000,0.9977090417310664
alpha360_014,alpha360_VWAP50,2580812,2588000,0.9972225656877898
alpha360_014,alpha360_VWAP51,2580812,2588000,0.9972225656877898
alpha360_014,alpha360_VWAP52,2580811,2588000,0.9972221792890262
alpha360_014,alpha360_VWAP53,2580809,2588000,0.9972214064914993
alpha360_014,alpha360_VWAP54,2580805,2588000,0.9972198608964451
alpha360_014,alpha360_VWAP55,2580805,2588000,0.9972198608964451
alpha360_015,alpha360_VWAP56,2580806,2588000,0.9972202472952086
alpha360_015,alpha360_VWAP57,2580802,2588000,0.9972187017001546
alpha360_015,alpha360_VWAP58,2580799,2588000,0.997217542503864
alpha360_015,alpha360_VWAP59,2580798,2588000,0.9972171561051004
alpha360_015,alpha360_VWAP6,2581856,2588000,0.9976259659969088
alpha360_015,alpha360_VWAP7,2581663,2588000,0.9975513910355487
alpha360_015,alpha360_VWAP8,2581474,2588000,0.9974783616692426
alpha360_015,alpha360_VWAP9,2581304,2588000,0.9974126738794435
ta_001,ta_momentum_ao,2561632,2588000,0.9898114374034003
ta_001,ta_momentum_kama,2230942,2588000,0.8620332302936631
ta_001,ta_momentum_ppo,2587671,2588000,0.9998728748068006
ta_001,ta_momentum_ppo_hist,2587671,2588000,0.9998728748068006
ta_001,ta_momentum_ppo_signal,2587671,2588000,0.9998728748068006
ta_001,ta_momentum_pvo,2587671,2588000,0.9998728748068006
ta_001,ta_momentum_pvo_hist,2587671,2588000,0.9998728748068006
ta_001,ta_momentum_pvo_signal,2587671,2588000,0.9998728748068006
ta_001,ta_momentum_roc,2581102,2588000,0.9973346213292118
ta_001,ta_momentum_rsi,2587671,2588000,0.9998728748068006
ta_001,ta_momentum_stoch,2575162,2588000,0.9950394126738794
ta_001,ta_momentum_stoch_rsi,2587423,2588000,0.9997770479134467
ta_001,ta_momentum_stoch_rsi_d,2587363,2588000,0.9997538639876352
ta_001,ta_momentum_stoch_rsi_k,2587393,2588000,0.999765455950541
ta_001,ta_momentum_stoch_signal,2573790,2588000,0.9945092735703246
ta_001,ta_momentum_tsi,2587671,2588000,0.9998728748068006
ta_001,ta_momentum_uo,2564943,2588000,0.9910908037094281
ta_001,ta_momentum_wr,2575162,2588000,0.9950394126738794
ta_001,ta_trend_adx,2232094,2588000,0.8624783616692426
ta_001,ta_trend_adx_neg,2232094,2588000,0.8624783616692426
ta_001,ta_trend_adx_pos,2232094,2588000,0.8624783616692426
ta_001,ta_trend_aroon_down,2566949,2588000,0.9918659196290572
ta_001,ta_trend_aroon_ind,2566949,2588000,0.9918659196290572
ta_001,ta_trend_aroon_up,2566949,2588000,0.9918659196290572
ta_001,ta_trend_cci,2571058,2588000,0.9934536321483771
ta_002,ta_trend_dpo,2571058,2588000,0.9934536321483771
ta_002,ta_trend_ema_fast,2587671,2588000,0.9998728748068006
ta_002,ta_trend_ema_slow,2587671,2588000,0.9998728748068006
ta_002,ta_trend_ichimoku_a,2566949,2588000,0.9918659196290572
ta_002,ta_trend_ichimoku_b,2587650,2588000,0.9998647604327666
ta_002,ta_trend_ichimoku_base,2566949,2588000,0.9918659196290572
ta_002,ta_trend_ichimoku_conv,2578590,2588000,0.9963639876352396
ta_002,ta_trend_kst,2554504,2588000,0.9870571870170015
ta_002,ta_trend_kst_diff,2554504,2588000,0.9870571870170015
ta_002,ta_trend_kst_sig,2559879,2588000,0.9891340803709429
ta_002,ta_trend_macd,2587671,2588000,0.9998728748068006
ta_002,ta_trend_macd_diff,2587671,2588000,0.9998728748068006
ta_002,ta_trend_macd_signal,2587671,2588000,0.9998728748068006
ta_002,ta_trend_mass_index,2587671,2588000,0.9998728748068006
ta_002,ta_trend_psar_down,1364450,2588000,0.5272217928902627
ta_002,ta_trend_psar_down_indicator,2587671,2588000,0.9998728748068006
ta_002,ta_trend_psar_up,1213897,2588000,0.4690482998454405
ta_002,ta_trend_psar_up_indicator,2587671,2588000,0.9998728748068006
ta_002,ta_trend_sma_fast,2576533,2588000,0.9955691653786708
ta_002,ta_trend_sma_slow,2566949,2588000,0.9918659196290572
ta_002,ta_trend_stc,2587659,2588000,0.9998682380216384
ta_002,ta_trend_trix,2587671,2588000,0.9998728748068006
ta_002,ta_trend_vortex_ind_diff,2574476,2588000,0.994774343122102
ta_002,ta_trend_vortex_ind_neg,2574476,2588000,0.994774343122102
ta_002,ta_trend_vortex_ind_pos,2574476,2588000,0.994774343122102
ta_003,ta_volatility_atr,2224840,2588000,0.8596754250386399
ta_003,ta_volatility_bbh,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_bbhi,2587671,2588000,0.9998728748068006
ta_003,ta_volatility_bbl,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_bbm,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_bbp,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_bbw,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_dch,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_dcl,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_dcm,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_dcp,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_dcw,2571058,2588000,0.9934536321483771
ta_003,ta_volatility_kcc,2577905,2588000,0.9960993044822256
ta_003,ta_volatility_kch,2586971,2588000,0.9996023956723339
ta_003,ta_volatility_kcl,2586971,2588000,0.9996023956723339
ta_003,ta_volatility_kcli,2587671,2588000,0.9998728748068006
ta_003,ta_volatility_kcp,2584070,2588000,0.9984814528593509
ta_003,ta_volatility_kcw,2577905,2588000,0.9960993044822256
ta_003,ta_volatility_ui,2575162,2588000,0.9950394126738794
ta_003,ta_volume_adi,2584131,2588000,0.9985050231839259
ta_003,ta_volume_cmf,2571058,2588000,0.9934536321483771
ta_003,ta_volume_em,2583432,2588000,0.9982349304482225
ta_003,ta_volume_fi,2587671,2588000,0.9998728748068006
ta_003,ta_volume_mfi,2575162,2588000,0.9950394126738794
ta_003,ta_volume_obv,2584131,2588000,0.9985050231839259
ta_004,ta_volume_sma_em,2574476,2588000,0.994774343122102
ta_004,ta_volume_vwap,2575162,2588000,0.9950394126738794
alpha101_001,kunquant_alpha101_alpha002,2588000,2588000,1.0
alpha101_001,kunquant_alpha101_alpha003,2588000,2588000,1.0
alpha101_001,kunquant_alpha101_alpha004,2578590,2588000,0.9963639876352396
alpha101_001,kunquant_alpha101_alpha005,2577905,2588000,0.9960993044822256
alpha101_001,kunquant_alpha101_alpha006,2588000,2588000,1.0
alpha101_001,kunquant_alpha101_alpha008,2576337,2588000,0.9954934312210201
alpha101_001,kunquant_alpha101_alpha009,2583432,2588000,0.9982349304482225
alpha101_001,kunquant_alpha101_alpha010,2583432,2588000,0.9982349304482225
alpha101_001,kunquant_alpha101_alpha011,2582043,2588000,0.9976982225656877
alpha101_001,kunquant_alpha101_alpha012,2583432,2588000,0.9982349304482225
alpha101_001,kunquant_alpha101_alpha013,2581351,2588000,0.9974308346213292
alpha101_001,kunquant_alpha101_alpha014,2588000,2588000,1.0
alpha101_001,kunquant_alpha101_alpha015,2588000,2588000,1.0
alpha101_001,kunquant_alpha101_alpha016,2581351,2588000,0.9974308346213292
alpha101_001,kunquant_alpha101_alpha017,2577905,2588000,0.9960993044822256
alpha101_001,kunquant_alpha101_alpha018,2581351,2588000,0.9974308346213292
alpha101_001,kunquant_alpha101_alpha020,2583432,2588000,0.9982349304482225
alpha101_001,kunquant_alpha101_alpha022,2571058,2588000,0.9934536321483771
alpha101_001,kunquant_alpha101_alpha024,2582700,2588000,0.997952086553323
alpha101_001,kunquant_alpha101_alpha025,2571058,2588000,0.9934536321483771
alpha101_001,kunquant_alpha101_alpha026,2588000,2588000,1.0
alpha101_001,kunquant_alpha101_alpha028,2584131,2588000,0.9985050231839259
alpha101_001,kunquant_alpha101_alpha029,2577219,2588000,0.9958342349304482
alpha101_001,kunquant_alpha101_alpha030,2582043,2588000,0.9976982225656877
alpha101_001,kunquant_alpha101_alpha031,2571058,2588000,0.9934536321483771
alpha101_002,kunquant_alpha101_alpha033,2584131,2588000,0.9985050231839259
alpha101_002,kunquant_alpha101_alpha034,2583432,2588000,0.9982349304482225
alpha101_002,kunquant_alpha101_alpha035,2562956,2588000,0.990323029366306
alpha101_002,kunquant_alpha101_alpha038,2577905,2588000,0.9960993044822256
alpha101_002,kunquant_alpha101_alpha040,2577905,2588000,0.9960993044822256
alpha101_002,kunquant_alpha101_alpha041,2584131,2588000,0.9985050231839259
alpha101_002,kunquant_alpha101_alpha042,2584131,2588000,0.9985050231839259
alpha101_002,kunquant_alpha101_alpha043,2574476,2588000,0.994774343122102
alpha101_002,kunquant_alpha101_alpha044,2588000,2588000,1.0
alpha101_002,kunquant_alpha101_alpha045,2544668,2588000,0.9832565687789799
alpha101_002,kunquant_alpha101_alpha046,2583709,2588000,0.9983419629057187
alpha101_002,kunquant_alpha101_alpha047,2588000,2588000,1.0
alpha101_002,kunquant_alpha101_alpha049,2583460,2588000,0.9982457496136012
alpha101_002,kunquant_alpha101_alpha050,2588000,2588000,1.0
alpha101_002,kunquant_alpha101_alpha051,2583496,2588000,0.998259659969088
alpha101_002,kunquant_alpha101_alpha053,2581304,2588000,0.9974126738794435
alpha101_002,kunquant_alpha101_alpha054,2584131,2588000,0.9985050231839259
alpha101_002,kunquant_alpha101_alpha055,2588000,2588000,1.0
alpha101_002,kunquant_alpha101_alpha057,2563619,2588000,0.9905792117465224
alpha101_002,kunquant_alpha101_alpha060,2577905,2588000,0.9960993044822256
alpha101_002,kunquant_alpha101_alpha062,2588000,2588000,1.0
alpha101_002,kunquant_alpha101_alpha064,2588000,2588000,1.0
alpha101_002,kunquant_alpha101_alpha066,2096390,2588000,0.8100425038639877
alpha101_002,kunquant_alpha101_alpha071,2571742,2588000,0.9937179289026276
alpha101_002,kunquant_alpha101_alpha072,2473242,2588000,0.9556576506955178
alpha101_003,kunquant_alpha101_alpha073,2570377,2588000,0.9931904945904173
alpha101_003,kunquant_alpha101_alpha074,2588000,2588000,1.0
alpha101_003,kunquant_alpha101_alpha077,2587983,2588000,0.9999934312210201
alpha101_003,kunquant_alpha101_alpha078,2541721,2588000,0.9821178516228748
alpha101_003,kunquant_alpha101_alpha083,2577277,2588000,0.9958566460587326
alpha101_003,kunquant_alpha101_alpha084,2561235,2588000,0.9896580370942814
alpha101_003,kunquant_alpha101_alpha085,2588000,2588000,1.0
alpha101_003,kunquant_alpha101_alpha088,2579278,2588000,0.9966298299845441
alpha101_003,kunquant_alpha101_alpha092,2588000,2588000,1.0
alpha101_003,kunquant_alpha101_alpha094,2576533,2588000,0.9955691653786708
alpha101_003,kunquant_alpha101_alpha095,2588000,2588000,1.0
alpha101_003,kunquant_alpha101_alpha096,2588000,2588000,1.0
alpha101_003,kunquant_alpha101_alpha098,2557095,2588000,0.9880583462132921
alpha101_003,kunquant_alpha101_alpha101,2584131,2588000,0.9985050231839259
project_basic_001,amount_cv_20,2571058,2588000,0.9934536321483771
project_basic_001,amount_mean_20,2571058,2588000,0.9934536321483771
project_basic_001,amount_std_20,2571058,2588000,0.9934536321483771
project_basic_001,amplitude_20,2571058,2588000,0.9934536321483771
project_basic_001,corr_ret_amount_20,2570377,2588000,0.9931904945904173
project_basic_001,corr_ret_volume_20,2570377,2588000,0.9931904945904173
project_basic_001,downside_std_20,2570377,2588000,0.9931904945904173
project_basic_001,max_drawdown_20,2571058,2588000,0.9934536321483771
project_basic_001,ret_10,2581149,2588000,0.9973527820710973
project_basic_001,ret_20,2580943,2588000,0.9972731839258114
project_basic_001,ret_5,2582071,2588000,0.9977090417310664
project_basic_001,rev_20_exclude_5,2581024,2588000,0.9973044822256569
project_basic_001,rev_5,2582071,2588000,0.9977090417310664
project_basic_001,std_20,2570377,2588000,0.9931904945904173
project_basic_001,volume_ratio_5_20,2571058,2588000,0.9934536321483771
