instrument,start_time,end_time,lifecycle_start,lifecycle_end,missing_lifecycle,starts_before_lifecycle,ends_after_lifecycle,missing_feature_dir
SH688002,2020-12-08,2022-03-21,,,True,False,False,True
SH688005,2021-11-16,2022-03-21,,,True,False,False,True
SH688006,2021-11-16,2022-03-21,,,True,False,False,True
SH688029,2020-12-08,2022-03-21,,,True,False,False,True
SH688065,2021-11-16,2022-03-21,,,True,False,False,True
SH688088,2020-12-08,2022-03-21,,,True,False,False,True
SH688099,2020-12-08,2022-03-21,,,True,False,False,True
SH688188,2021-11-16,2022-03-21,,,True,False,False,True
SH688208,2021-06-16,2022-03-21,,,True,False,False,True
SH688289,2021-11-16,2022-03-21,,,True,False,False,True
SH688321,2020-12-08,2022-03-21,,,True,False,False,True
SH688521,2021-11-16,2022-03-21,,,True,False,False,True
SH688536,2021-11-16,2022-03-21,,,True,False,False,True
SZ000008,2018-06-05,2021-06-15,1999-11-10,2020-09-25,False,False,True,False
SZ000009,2017-12-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000012,2014-12-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000021,2013-01-04,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000022,2008-12-30,2010-06-28,,,True,False,False,True
SZ000025,2016-12-06,2020-12-07,1999-11-10,2020-09-25,False,False,True,False
SZ000027,2017-06-06,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000028,2007-01-15,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000029,2008-07-01,2012-12-31,2012-06-18,2020-09-25,False,True,False,False
SZ000031,2012-01-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000033,2007-01-15,2008-12-29,,,True,False,False,True
SZ000039,2017-06-06,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000043,2007-01-15,2008-12-29,,,True,False,False,True
SZ000046,2020-06-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000050,2019-12-10,2022-03-21,1999-11-16,2020-09-25,False,False,True,False
SZ000060,2018-12-11,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000061,2017-06-06,2021-11-15,1999-11-10,2020-09-25,False,False,True,False
SZ000062,2014-12-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000078,2007-01-15,2021-11-15,1999-11-10,2020-09-25,False,False,True,False
SZ000089,2016-12-06,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000090,2007-01-15,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000156,2017-12-05,2022-03-21,2000-09-06,2020-09-25,False,False,True,False
SZ000158,2016-06-07,2022-03-21,2000-07-24,2020-09-25,False,False,True,False
SZ000301,2019-06-11,2021-06-15,2000-05-29,2020-09-25,False,False,True,False
SZ000400,2016-06-07,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000401,2015-06-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000402,2019-12-10,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000415,2020-06-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000418,2012-03-20,2019-06-10,,,True,False,False,True
SZ000488,2011-01-05,2022-03-21,2000-11-20,2020-09-25,False,False,True,False
SZ000501,2007-01-15,2021-11-15,1999-11-10,2020-09-25,False,False,True,False
SZ000513,2010-06-29,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000515,2007-01-15,2009-05-04,,,True,False,False,True
SZ000519,2014-12-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000528,2014-06-10,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000537,2018-12-11,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000540,2020-12-08,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000543,2009-12-29,2021-06-15,1999-11-10,2020-09-25,False,False,True,False
SZ000547,2015-06-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000553,2019-12-10,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000559,2018-12-11,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000563,2007-01-15,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000564,2018-12-11,2021-03-08,1999-11-10,2020-09-25,False,False,True,False
SZ000581,2016-06-07,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000594,2007-01-15,2012-06-25,,,True,False,False,True
SZ000598,2016-06-07,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000600,2015-06-09,2021-06-15,1999-11-10,2020-09-25,False,False,True,False
SZ000623,2018-12-11,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000629,2020-06-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000630,2020-06-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000636,2009-12-29,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000656,2021-11-16,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000671,2021-06-16,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000681,2014-12-09,2021-11-15,1999-11-10,2020-09-25,False,False,True,False
SZ000685,2012-01-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000686,2018-06-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000690,2012-01-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000693,2014-06-10,2016-06-06,,,True,False,False,True
SZ000709,2020-12-08,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000712,2017-06-06,2020-12-07,1999-11-10,2020-09-25,False,False,True,False
SZ000717,2018-12-11,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000718,2017-12-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000723,2021-06-16,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000728,2021-11-16,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000729,2017-06-06,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000732,2017-06-06,2021-11-15,1999-11-10,2020-09-25,False,False,True,False
SZ000733,2021-11-16,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000738,2018-06-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000739,2020-06-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000748,2008-01-03,2011-06-27,,,True,False,False,True
SZ000748,2014-12-09,2017-01-16,,,True,False,False,True
SZ000750,2018-06-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000758,2014-12-09,2022-03-21,2012-06-18,2020-09-25,False,False,True,False
SZ000778,2017-06-06,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000785,2020-06-09,2020-12-07,1999-11-10,2020-09-25,False,False,True,False
SZ000799,2021-06-16,2021-11-15,1999-11-10,2020-09-25,False,False,True,False
SZ000800,2020-06-09,2020-12-07,1999-11-10,2020-09-25,False,False,True,False
SZ000807,2017-12-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000813,2018-06-05,2021-11-15,1999-11-10,2020-09-25,False,False,True,False
SZ000825,2019-12-10,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000826,2019-06-11,2021-11-15,1999-11-10,2020-09-25,False,False,True,False
SZ000830,2007-01-15,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000848,2011-06-28,2020-12-07,1999-11-10,2020-09-25,False,False,True,False
SZ000869,2019-06-11,2022-03-21,2000-10-26,2020-09-25,False,False,True,False
SZ000875,2007-06-26,2012-06-25,2012-06-18,2020-09-25,False,True,False,False
SZ000877,2009-06-30,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000878,2016-06-07,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000883,2019-06-11,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000887,2017-12-05,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000898,2020-06-09,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000916,2008-01-03,2011-01-04,,,True,False,False,True
SZ000930,2008-07-01,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000932,2018-12-11,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000937,2016-06-07,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ000939,2007-06-26,2018-06-04,2012-06-18,2020-09-25,False,True,False,False
SZ000950,2008-12-30,2012-06-25,2012-06-18,2020-09-25,False,True,False,False
SZ000959,2019-06-11,2022-03-21,1999-12-16,2020-09-25,False,False,True,False
SZ000960,2016-12-06,2022-03-21,2000-02-21,2020-09-25,False,False,True,False
SZ000961,2021-06-16,2022-03-21,2000-03-01,2020-09-25,False,False,True,False
SZ000967,2019-12-10,2022-03-21,2000-03-30,2020-09-25,False,False,True,False
SZ000970,2015-12-08,2022-03-21,2006-06-16,2020-09-25,False,False,True,False
SZ000975,2007-01-15,2022-03-21,2000-06-08,2020-09-25,False,False,True,False
SZ000983,2019-06-11,2022-03-21,2000-07-26,2020-09-25,False,False,True,False
SZ000987,2017-12-05,2020-12-07,2000-07-18,2020-09-25,False,False,True,False
SZ000987,2021-11-16,2022-03-21,2000-07-18,2020-09-25,False,False,True,False
SZ000988,2007-01-15,2022-03-21,2000-06-08,2020-09-25,False,False,True,False
SZ000990,2017-12-05,2022-03-21,2000-07-06,2020-09-25,False,False,True,False
SZ000997,2008-01-03,2022-03-21,2000-08-07,2020-09-25,False,False,True,False
SZ000998,2018-12-11,2022-03-21,2000-12-11,2020-09-25,False,False,True,False
SZ000999,2016-12-06,2022-03-21,2000-03-09,2020-09-25,False,False,True,False
SZ001203,2021-11-16,2022-03-21,,,True,False,False,True
SZ001872,2019-12-10,2022-03-21,1999-11-10,2020-09-25,False,False,True,False
SZ001914,2020-06-09,2022-03-21,2012-06-18,2020-09-25,False,False,True,False
SZ001965,2021-11-16,2022-03-21,2017-12-25,2020-09-25,False,False,True,False
SZ002002,2016-06-07,2022-03-21,2004-06-25,2020-09-25,False,False,True,False
SZ002004,2013-01-04,2022-03-21,2004-06-25,2020-09-25,False,False,True,False
SZ002010,2020-06-09,2022-03-21,2004-06-29,2020-09-25,False,False,True,False
SZ002011,2009-06-30,2018-12-10,2012-06-18,2020-09-25,False,True,False,False
SZ002013,2019-12-10,2022-03-21,2004-07-05,2020-09-25,False,False,True,False
SZ002018,2008-12-30,2010-06-28,,,True,False,False,True
SZ002018,2014-06-10,2015-12-07,,,True,False,False,True
SZ002018,2016-12-06,2018-06-04,,,True,False,False,True
SZ002019,2016-12-06,2022-03-21,2004-07-13,2020-09-25,False,False,True,False
SZ002028,2012-01-05,2022-03-21,2004-08-05,2020-09-25,False,False,True,False
SZ002030,2014-12-09,2022-03-21,2004-08-09,2020-09-25,False,False,True,False
SZ002031,2007-01-15,2009-06-29,2012-06-18,2020-09-25,False,True,False,False
SZ002038,2016-06-07,2022-03-21,2004-09-09,2020-09-25,False,False,True,False
SZ002041,2007-01-15,2019-06-10,2012-06-18,2020-09-25,False,True,False,False
SZ002048,2007-01-15,2022-03-21,2005-06-03,2020-09-25,False,False,True,False
SZ002051,2015-12-08,2021-06-15,2006-06-19,2020-09-25,False,False,True,False
SZ002056,2007-06-26,2022-03-21,2006-08-02,2020-09-25,False,False,True,False
SZ002064,2007-06-26,2021-06-15,2006-08-23,2020-09-25,False,False,True,False
SZ002065,2021-06-16,2022-03-21,2006-08-23,2020-09-25,False,False,True,False
SZ002074,2018-12-11,2021-11-15,2006-10-18,2020-09-25,False,False,True,False
SZ002075,2008-01-03,2008-12-29,2012-06-18,2020-09-25,False,True,False,False
SZ002075,2012-01-05,2012-12-31,2012-06-18,2020-09-25,False,True,False,False
SZ002075,2019-06-11,2022-03-21,2012-06-18,2020-09-25,False,False,True,False
SZ002078,2009-12-29,2022-03-21,2006-11-22,2020-09-25,False,False,True,False
SZ002080,2020-06-09,2022-03-21,2006-11-22,2020-09-25,False,False,True,False
SZ002081,2020-06-09,2022-03-21,2006-11-22,2020-09-25,False,False,True,False
SZ002085,2019-06-11,2022-03-21,2006-11-28,2020-09-25,False,False,True,False
SZ002092,2013-12-10,2022-03-21,2006-12-08,2020-09-25,False,False,True,False
SZ002093,2013-04-23,2021-06-15,2006-12-15,2020-09-25,False,False,True,False
SZ002110,2018-06-05,2022-03-21,2007-01-26,2020-09-25,False,False,True,False
SZ002118,2013-01-04,2020-12-07,2012-06-18,2020-09-25,False,False,True,False
SZ002123,2009-06-30,2015-06-08,2012-06-18,2020-09-25,False,True,False,False
SZ002124,2020-06-09,2022-03-21,2007-04-03,2020-09-25,False,False,True,False
SZ002127,2017-06-06,2020-12-07,2007-04-18,2020-09-25,False,False,True,False
SZ002127,2021-06-16,2022-03-21,2007-04-18,2020-09-25,False,False,True,False
SZ002128,2014-06-10,2022-03-21,2007-04-18,2020-09-25,False,False,True,False
SZ002131,2017-12-05,2022-03-21,2007-04-27,2020-09-25,False,False,True,False
SZ002138,2020-06-09,2022-03-21,2007-06-13,2020-09-25,False,False,True,False
SZ002143,2015-06-09,2016-06-06,,,True,False,False,True
SZ002146,2009-06-30,2009-12-28,2012-06-18,2020-09-25,False,True,False,False
SZ002146,2021-06-16,2022-03-21,2012-06-18,2020-09-25,False,False,True,False
SZ002152,2017-12-05,2022-03-21,2007-08-13,2020-09-25,False,False,True,False
SZ002153,2021-11-16,2022-03-21,2007-08-13,2020-09-25,False,False,True,False
SZ002155,2014-06-10,2022-03-21,2007-08-16,2020-09-25,False,False,True,False
SZ002156,2020-06-09,2022-03-21,2007-08-16,2020-09-25,False,False,True,False
SZ002174,2018-06-05,2022-03-21,2012-06-19,2020-09-25,False,False,True,False
SZ002180,2021-06-16,2022-03-21,2007-11-13,2020-09-25,False,False,True,False
SZ002183,2017-12-05,2022-03-21,2007-11-13,2020-09-25,False,False,True,False
SZ002185,2020-06-09,2022-03-21,2007-11-20,2020-09-25,False,False,True,False
SZ002191,2008-07-01,2022-03-21,2007-12-05,2020-09-25,False,False,True,False
SZ002195,2017-12-05,2022-03-21,2007-12-12,2020-09-25,False,False,True,False
SZ002203,2019-12-10,2022-03-21,2008-01-16,2020-09-25,False,False,True,False
SZ002212,2018-06-05,2022-03-21,2008-02-01,2020-09-25,False,False,True,False
SZ002217,2019-06-11,2021-06-15,2008-02-20,2020-09-25,False,False,True,False
SZ002221,2013-12-10,2022-03-21,2008-03-06,2020-09-25,False,False,True,False
SZ002223,2011-01-05,2022-03-21,2008-04-18,2020-09-25,False,False,True,False
SZ002233,2009-06-30,2022-03-21,2008-05-16,2020-09-25,False,False,True,False
SZ002242,2014-06-10,2022-03-21,2008-05-28,2020-09-25,False,False,True,False
SZ002244,2014-06-10,2022-03-21,2008-05-29,2020-09-25,False,False,True,False
SZ002249,2009-06-30,2022-03-21,2008-06-19,2020-09-25,False,False,True,False
SZ002250,2011-06-28,2022-03-21,2008-06-19,2020-09-25,False,False,True,False
SZ002266,2013-12-10,2022-03-21,2008-08-06,2020-09-25,False,False,True,False
SZ002268,2016-06-07,2022-03-21,2008-08-11,2020-09-25,False,False,True,False
SZ002273,2013-06-25,2022-03-21,2008-09-19,2020-09-25,False,False,True,False
SZ002281,2010-06-29,2022-03-21,2009-08-21,2020-09-25,False,False,True,False
SZ002285,2010-06-29,2020-12-07,2009-08-28,2020-09-25,False,False,True,False
SZ002294,2020-06-09,2022-03-21,2009-10-09,2020-09-25,False,False,True,False
SZ002299,2020-12-08,2022-03-21,2009-10-21,2020-09-25,False,False,True,False
SZ002302,2018-06-05,2022-03-21,2012-06-18,2020-09-25,False,False,True,False
SZ002310,2010-06-29,2011-06-27,2012-06-18,2020-09-25,False,True,False,False
SZ002317,2013-06-25,2021-11-15,2009-12-11,2020-09-25,False,False,True,False
SZ002340,2010-06-29,2022-03-21,2010-01-22,2020-09-25,False,False,True,False
SZ002353,2016-06-07,2022-03-21,2010-02-05,2020-09-25,False,False,True,False
SZ002368,2013-12-10,2022-03-21,2010-03-12,2020-09-25,False,False,True,False
SZ002372,2018-12-11,2022-03-21,2010-03-18,2020-09-25,False,False,True,False
SZ002373,2015-06-09,2022-03-21,2010-03-18,2020-09-25,False,False,True,False
SZ002375,2016-06-07,2022-03-21,2010-03-23,2020-09-25,False,False,True,False
SZ002382,2019-06-11,2022-03-21,2010-04-02,2020-09-25,False,False,True,False
SZ002384,2021-11-16,2022-03-21,2010-04-09,2020-09-25,False,False,True,False
SZ002385,2018-12-11,2022-03-21,2010-04-09,2020-09-25,False,False,True,False
SZ002387,2019-06-11,2022-03-21,2010-04-13,2020-09-25,False,False,True,False
SZ002390,2014-12-09,2022-03-21,2010-04-16,2020-09-25,False,False,True,False
SZ002396,2020-06-09,2022-03-21,2010-06-23,2020-09-25,False,False,True,False
SZ002399,2018-06-05,2022-03-21,2010-05-06,2020-09-25,False,False,True,False
SZ002407,2016-12-06,2020-12-07,2010-05-18,2020-09-25,False,False,True,False
SZ002408,2011-01-05,2022-03-21,2012-06-18,2020-09-25,False,True,True,False
SZ002409,2021-11-16,2022-03-21,2010-05-25,2020-09-25,False,False,True,False
SZ002414,2011-01-05,2020-12-07,2010-07-16,2020-09-25,False,False,True,False
SZ002416,2016-12-06,2022-03-21,2010-05-28,2020-09-25,False,False,True,False
SZ002419,2019-06-11,2021-11-15,2010-06-01,2020-09-25,False,False,True,False
SZ002422,2021-06-16,2022-03-21,2010-06-03,2020-09-25,False,False,True,False
SZ002423,2019-12-10,2022-03-21,2010-06-03,2020-09-25,False,False,True,False
SZ002424,2018-06-05,2022-03-21,2010-06-03,2020-09-25,False,False,True,False
SZ002429,2020-06-09,2022-03-21,2010-06-10,2020-09-25,False,False,True,False
SZ002430,2021-11-16,2022-03-21,2010-06-10,2020-09-25,False,False,True,False
SZ002434,2017-12-05,2022-03-21,2010-06-18,2020-09-25,False,False,True,False
SZ002439,2015-12-08,2020-12-07,2010-06-23,2020-09-25,False,False,True,False
SZ002439,2021-06-16,2022-03-21,2010-06-23,2020-09-25,False,False,True,False
SZ002440,2011-01-05,2022-03-21,2010-07-06,2020-09-25,False,False,True,False
SZ002444,2011-01-05,2022-03-21,2010-07-13,2020-09-25,False,False,True,False
SZ002458,2020-06-09,2022-03-21,2010-08-10,2020-09-25,False,False,True,False
SZ002465,2018-06-05,2022-03-21,2010-08-31,2020-09-25,False,False,True,False
SZ002468,2020-12-08,2022-03-21,2010-09-08,2020-09-25,False,False,True,False
SZ002477,2012-01-05,2019-06-10,,,True,False,False,True
SZ002491,2016-12-06,2020-12-07,2010-10-21,2020-09-25,False,False,True,False
SZ002500,2018-12-11,2022-03-21,2010-11-15,2020-09-25,False,False,True,False
SZ002503,2013-06-25,2021-06-15,2010-11-17,2020-09-25,False,False,True,False
SZ002505,2015-12-08,2022-03-21,2010-11-18,2020-09-25,False,False,True,False
SZ002506,2020-06-09,2022-03-21,2010-11-18,2020-09-25,False,False,True,False
SZ002507,2018-12-11,2022-03-21,2010-11-23,2020-09-25,False,False,True,False
SZ002508,2021-11-16,2022-03-21,2010-11-23,2020-09-25,False,False,True,False
SZ002511,2020-06-09,2022-03-21,2010-11-25,2020-09-25,False,False,True,False
SZ002532,2021-06-16,2022-03-21,2010-12-31,2020-09-25,False,False,True,False
SZ002544,2016-12-06,2021-06-15,2011-01-28,2020-09-25,False,False,True,False
SZ002557,2020-06-09,2022-03-21,2011-03-02,2020-09-25,False,False,True,False
SZ002563,2020-06-09,2022-03-21,2011-03-11,2020-09-25,False,False,True,False
SZ002568,2020-12-08,2021-06-15,2011-03-25,2020-09-25,False,False,True,False
SZ002572,2019-06-11,2022-03-21,2011-04-12,2020-09-25,False,False,True,False
SZ002583,2017-06-06,2021-11-15,2011-05-27,2020-09-25,False,False,True,False
SZ002589,2016-06-07,2021-06-15,2011-06-10,2020-09-25,False,False,True,False
SZ002595,2020-06-09,2022-03-21,2011-06-28,2020-09-25,False,False,True,False
SZ002603,2015-12-08,2022-03-21,2011-07-28,2020-09-25,False,False,True,False
SZ002625,2019-12-10,2021-11-15,2011-11-03,2020-09-25,False,False,True,False
SZ002635,2013-06-25,2021-11-15,2011-11-25,2020-09-25,False,False,True,False
SZ002640,2016-06-07,2021-06-15,2011-12-08,2020-09-25,False,False,True,False
SZ002648,2020-06-09,2021-11-15,2011-12-28,2020-09-25,False,False,True,False
SZ002653,2019-12-10,2022-03-21,2012-01-17,2020-09-25,False,False,True,False
SZ002665,2014-12-09,2020-12-07,2012-06-18,2020-09-25,False,False,True,False
SZ002670,2017-01-17,2022-03-21,2012-04-16,2020-09-25,False,False,True,False
SZ002673,2021-11-16,2022-03-21,2012-05-03,2020-09-25,False,False,True,False
SZ002683,2020-12-08,2022-03-21,2012-06-12,2020-09-25,False,False,True,False
SZ002690,2016-12-06,2022-03-21,2012-07-31,2020-09-25,False,False,True,False
SZ002701,2013-06-25,2022-03-21,2012-10-11,2020-09-25,False,False,True,False
SZ002705,2020-12-08,2022-03-21,2014-01-21,2020-09-25,False,False,True,False
SZ002709,2017-06-06,2021-11-15,2014-01-23,2020-09-25,False,False,True,False
SZ002739,2021-11-16,2022-03-21,2015-01-22,2020-09-25,False,False,True,False
SZ002745,2017-12-05,2022-03-21,2015-02-17,2020-09-25,False,False,True,False
SZ002791,2020-12-08,2021-06-15,2016-03-29,2020-09-25,False,False,True,False
SZ002797,2019-06-11,2022-03-21,2016-05-11,2020-09-25,False,False,True,False
SZ002807,2017-06-06,2021-06-15,2016-09-02,2020-09-25,False,False,True,False
SZ002815,2017-06-06,2022-03-21,2016-10-12,2020-09-25,False,False,True,False
SZ002818,2017-06-06,2021-11-15,2016-11-09,2020-09-25,False,False,True,False
SZ002821,2019-06-11,2020-12-07,2016-11-18,2020-09-25,False,False,True,False
SZ002831,2018-06-05,2022-03-21,2016-12-16,2020-09-25,False,False,True,False
SZ002839,2018-06-05,2021-11-15,2017-02-03,2020-09-25,False,False,True,False
SZ002867,2019-12-10,2022-03-21,2017-04-27,2020-09-25,False,False,True,False
SZ002901,2020-06-09,2022-03-21,2017-09-22,2020-09-25,False,False,True,False
SZ002920,2018-06-05,2021-06-15,2017-12-26,2020-09-25,False,False,True,False
SZ002925,2019-12-10,2022-03-21,2018-01-15,2020-09-25,False,False,True,False
SZ002926,2019-06-11,2022-03-21,2018-02-05,2020-09-25,False,False,True,False
SZ002936,2019-06-11,2022-03-21,2018-09-19,2020-09-25,False,False,True,False
SZ002939,2021-11-16,2022-03-21,2018-10-26,2020-09-25,False,False,True,False
SZ002941,2019-06-11,2021-06-15,2018-11-28,2020-09-25,False,False,True,False
SZ002945,2021-11-16,2022-03-21,2019-01-17,2020-09-25,False,False,True,False
SZ002946,2019-06-11,2022-03-21,2019-01-25,2020-09-25,False,False,True,False
SZ002948,2019-06-11,2022-03-21,2019-01-16,2020-09-25,False,False,True,False
SZ002957,2019-12-10,2021-06-15,2019-07-26,2020-09-25,False,False,True,False
SZ002958,2021-06-16,2022-03-21,2019-03-26,2020-09-25,False,False,True,False
SZ002966,2020-12-08,2022-03-21,2019-08-02,2020-09-25,False,False,True,False
SZ002985,2020-12-08,2022-03-21,2020-04-29,2020-09-25,False,False,True,False
SZ003022,2021-06-16,2022-03-21,,,True,False,False,True
SZ003035,2021-06-16,2022-03-21,,,True,False,False,True
SZ300001,2016-06-07,2022-03-21,2009-10-30,2020-09-25,False,False,True,False
SZ300002,2017-06-06,2021-11-15,2009-10-30,2020-09-25,False,False,True,False
SZ300009,2019-06-11,2022-03-21,2009-10-30,2020-09-25,False,False,True,False
SZ300010,2016-06-07,2021-11-15,2009-10-30,2020-09-25,False,False,True,False
SZ300012,2019-12-10,2021-06-15,2009-10-30,2020-09-25,False,False,True,False
SZ300017,2020-06-09,2022-03-21,2009-10-30,2020-09-25,False,False,True,False
SZ300024,2020-06-09,2022-03-21,2009-10-30,2020-09-25,False,False,True,False
SZ300026,2015-12-08,2022-03-21,2009-10-30,2020-09-25,False,False,True,False
SZ300037,2021-06-16,2022-03-21,2010-01-08,2020-09-25,False,False,True,False
SZ300058,2017-06-06,2022-03-21,2010-03-11,2020-09-25,False,False,True,False
SZ300070,2020-06-09,2022-03-21,2010-04-21,2020-09-25,False,False,True,False
SZ300072,2019-12-10,2022-03-21,2010-04-27,2020-09-25,False,False,True,False
SZ300088,2014-12-09,2022-03-21,2010-05-26,2020-09-25,False,False,True,False
SZ300113,2016-06-07,2021-11-15,2010-08-27,2020-09-25,False,False,True,False
SZ300115,2014-12-09,2022-03-21,2010-09-02,2020-09-25,False,False,True,False
SZ300133,2017-12-05,2022-03-21,2010-10-26,2020-09-25,False,False,True,False
SZ300134,2014-12-09,2021-06-15,2010-10-26,2020-09-25,False,False,True,False
SZ300136,2021-11-16,2022-03-21,2010-11-05,2020-09-25,False,False,True,False
SZ300146,2020-12-08,2022-03-21,2010-12-15,2020-09-25,False,False,True,False
SZ300166,2016-06-07,2022-03-21,2011-01-25,2020-09-25,False,False,True,False
SZ300168,2018-12-11,2022-03-21,2011-01-25,2020-09-25,False,False,True,False
SZ300180,2019-12-10,2021-11-15,2011-02-22,2020-09-25,False,False,True,False
SZ300182,2017-12-05,2022-03-21,2011-02-22,2020-09-25,False,False,True,False
SZ300197,2017-12-05,2020-12-07,2011-03-29,2020-09-25,False,False,True,False
SZ300207,2019-06-11,2021-11-15,2011-04-21,2020-09-25,False,False,True,False
SZ300212,2020-06-09,2022-03-21,2011-05-05,2020-09-25,False,False,True,False
SZ300223,2020-12-08,2022-03-21,2011-05-31,2020-09-25,False,False,True,False
SZ300244,2015-06-09,2022-03-21,2011-07-19,2020-09-25,False,False,True,False
SZ300251,2019-12-10,2020-12-07,2011-08-03,2020-09-25,False,False,True,False
SZ300251,2021-06-16,2022-03-21,2011-08-03,2020-09-25,False,False,True,False
SZ300253,2014-12-09,2020-12-07,2011-08-19,2020-09-25,False,False,True,False
SZ300253,2021-06-16,2022-03-21,2011-08-19,2020-09-25,False,False,True,False
SZ300257,2015-12-08,2022-03-21,2011-08-19,2020-09-25,False,False,True,False
SZ300271,2020-06-09,2022-03-21,2011-10-26,2020-09-25,False,False,True,False
SZ300274,2015-06-09,2021-06-15,2011-11-02,2020-09-25,False,False,True,False
SZ300285,2019-12-10,2022-03-21,2012-01-13,2020-09-25,False,False,True,False
SZ300296,2019-12-10,2022-03-21,2012-03-15,2020-09-25,False,False,True,False
SZ300308,2021-06-16,2022-03-21,2012-04-10,2020-09-25,False,False,True,False
SZ300315,2018-06-05,2022-03-21,2012-05-11,2020-09-25,False,False,True,False
SZ300316,2018-12-11,2021-11-15,2012-05-11,2020-09-25,False,False,True,False
SZ300324,2016-12-06,2021-06-15,2012-06-08,2020-09-25,False,False,True,False
SZ300357,2020-06-09,2022-03-21,2014-01-21,2020-09-25,False,False,True,False
SZ300363,2021-11-16,2022-03-21,2014-01-29,2020-09-25,False,False,True,False
SZ300376,2017-06-06,2022-03-21,2014-01-27,2020-09-25,False,False,True,False
SZ300383,2021-06-16,2022-03-21,2014-01-29,2020-09-25,False,False,True,False
SZ300418,2018-06-05,2022-03-21,2015-01-21,2020-09-25,False,False,True,False
SZ300459,2018-12-11,2021-06-15,2015-05-15,2020-09-25,False,False,True,False
SZ300463,2020-12-08,2022-03-21,2015-05-28,2020-09-25,False,False,True,False
SZ300474,2020-06-09,2022-03-21,2016-03-31,2020-09-25,False,False,True,False
SZ300482,2020-06-09,2022-03-21,2015-06-30,2020-09-25,False,False,True,False
SZ300496,2020-06-09,2021-06-15,2015-12-10,2020-09-25,False,False,True,False
