instrument,median_amount,mean_amount,valid_days
SH600169,85818.64453125,115497.04,244
SZ002662,85751.1640625,107660.89,243
SH600335,85744.77734375,103420.32,244
SZ000517,85651.1796875,106425.586,222
SZ002361,85650.796875,98041.41,244
SZ300019,85642.5859375,135952.25,180
SH601028,85485.18359375,110284.77,236
SH600152,85465.375,118017.71,214
SH600227,85399.91796875,120151.91,222
SH600448,85361.5546875,112327.69,244
SZ000417,85147.7265625,100826.805,244
SZ300328,85112.33203125,118159.055,234
SH601799,85062.64453125,98143.9,244
SH600885,85006.44921875,101323.93,244
SZ300040,84969.890625,120528.95,183
SZ002482,84778.65625,104321.7,221
SH600805,84733.75,93215.22,244
SH600668,84568.64453125,96035.805,244
SZ002607,84457.44921875,100496.87,244
SH600560,84428.66015625,96640.69,244
SH600425,84348.9765625,167317.77,244
SZ002037,84269.8125,103981.55,244
SH601000,84268.2109375,112106.21,210
SZ300449,84208.16796875,108696.95,208
SH600774,84151.5234375,113949.23,243
SZ002613,84142.36328125,110933.99,244
SH600285,84123.3984375,95978.16,244
SH600207,84078.60546875,113430.9,244
SZ002538,84076.9375,163385.92,235
SH603169,83998.9453125,117371.21,217
SH600300,83947.72265625,106275.11,244
SZ000669,83906.7109375,108502.33,185
SZ000026,83846.296875,99147.69,244
SZ002679,83842.5390625,162705.44,243
SZ002726,83825.0625,111727.39,244
SZ300487,83786.80859375,101194.95,244
SZ000678,83761.90625,173532.89,244
SH600557,83697.29296875,95409.43,244
SZ002042,83658.62890625,94621.64,244
SZ000931,83649.45703125,99361.555,244
SZ002546,83611.37890625,190785.48,244
SZ002645,83607.0078125,110263.46,244
SZ300390,83520.37109375,114158.84,244
SH600284,83435.125,104434.0,244
SZ000698,83197.39453125,105458.86,244
SZ300456,83175.05859375,113398.69,200
SZ000722,83169.48828125,101747.36,244
SZ002399,83139.4609375,98179.19,244
SZ002757,83112.76953125,99595.555,244
SZ002694,83054.734375,106272.88,226
SZ002213,82970.4296875,105254.84,234
SZ300267,82950.1328125,94904.26,244
SZ300139,82825.6640625,104168.93,244
SH600148,82807.2578125,97541.484,244
SZ002671,82797.19140625,97441.71,242
SZ002080,82730.53125,109186.12,229
SZ000922,82614.3125,177389.98,244
SH600313,82607.921875,93769.016,244
SZ002111,82448.39453125,113370.195,244
SH600717,82213.66015625,101904.48,234
SZ002462,82147.2578125,101006.586,181
SZ300436,82139.32421875,117937.63,206
SZ300021,81998.28125,91247.18,238
SZ002406,81978.83984375,109525.555,244
SZ002511,81949.81640625,87344.47,244
SH601098,81863.0625,93436.305,244
SZ002740,81820.19921875,140828.12,244
SH600063,81800.59375,109778.29,244
SH600282,81662.7109375,109181.87,238
SZ002270,81612.17578125,115599.766,244
SZ300346,81557.859375,131577.05,244
SH600706,81485.9765625,105172.43,244
SZ000416,81451.11328125,104422.055,226
SZ000637,81447.7109375,109081.48,244
SZ300235,81421.125,105858.95,197
SZ002346,81401.5546875,156839.97,222
SH600359,81328.515625,117176.6,244
SZ002200,81322.3984375,98155.65,244
SZ002656,81220.734375,103021.71,181
SH600280,81179.5390625,129497.94,244
SZ002386,81097.77734375,129299.71,214
SZ300337,81076.55859375,92613.625,244
SH600128,80909.9609375,97298.984,244
SH600889,80904.0625,99990.44,236
SZ002565,80874.453125,102375.305,240
SH600287,80856.3828125,100072.28,244
SH600291,80613.46875,107577.01,206
SH600069,80611.38671875,191912.28,198
SH600973,80381.53125,90714.94,219
SH603678,80313.546875,99814.164,244
SH600078,80309.70703125,106851.5,244
SZ002438,80287.3828125,95421.14,241
SZ000570,80178.68359375,119994.06,244
SH600523,80113.0234375,108381.2,244
SZ002581,80000.71484375,92731.68,244
SZ000672,79946.38671875,183083.19,242
SZ000564,79909.9296875,102866.945,237
SH600874,79804.703125,107263.77,239
SZ002184,79794.62109375,95801.44,244
SZ002697,79749.46875,157023.98,221
SZ000665,79640.6171875,93936.555,239
SH600850,79631.671875,90656.4,240
SH603997,79575.3125,99297.07,244
SZ300254,79502.15234375,89000.58,224
SZ300192,79405.1796875,83110.83,235
SZ000526,79402.3125,89237.98,239
SH600529,79377.14453125,92468.45,244
SZ000628,79330.0234375,95806.3,244
SZ002120,79201.19921875,147654.2,200
SH600641,79181.35546875,100397.63,244
SZ002519,79166.21484375,95404.47,244
SH601231,79040.140625,104256.98,244
SZ000089,78911.06640625,89265.44,244
SH600693,78857.03125,99603.11,241
SH600081,78791.3125,112641.41,244
SZ002090,78741.16015625,90955.27,244
SZ000498,78664.9140625,115880.98,215
SZ300471,78649.84765625,100228.74,244
SZ002752,78618.296875,111061.24,182
SZ002274,78532.91015625,106500.414,226
SZ000966,78457.9609375,95311.48,244
SZ000551,78397.19921875,88066.8,224
SZ000528,78326.64453125,94838.32,244
SZ300151,78230.98828125,113502.984,244
SH600054,78193.4609375,90032.65,244
SZ000990,78145.015625,122244.63,202
SZ300240,78132.93359375,111836.98,244
SZ002545,78059.546875,98696.734,239
SZ300106,78048.4921875,85427.92,238
SZ002690,78015.33984375,89365.92,244
SZ002755,77966.5703125,146570.05,239
SH600771,77915.65625,99403.52,197
SZ300464,77871.671875,109274.45,198
SZ000861,77862.45703125,101749.305,244
SZ002457,77720.296875,93139.96,244
SZ002527,77719.3828125,100759.13,239
SZ002469,77708.21484375,93476.69,186
SH601666,77685.92578125,101425.5,244
SZ002552,77679.3359375,101703.57,239
SZ002218,77548.578125,103675.33,244
SZ000868,77470.21484375,101097.984,244
SZ002686,77452.3984375,106634.75,181
SH603167,77437.1953125,86534.91,244
SZ002307,77386.29296875,101464.88,244
SZ300478,77347.625,94640.14,244
SZ300303,77332.4296875,111033.89,244
SH600059,77328.98828125,90871.31,244
SZ002528,77319.3125,136891.14,239
SH603998,77149.8125,108567.26,244
SZ002756,77138.5625,89702.04,235
SH600192,77120.10546875,114299.23,244
SH600676,77088.03515625,102518.94,244
SZ000913,77019.36328125,118814.336,220
SZ300275,77007.23046875,88622.305,244
SH603023,77002.41796875,117686.33,244
SH603022,76966.15234375,105995.83,244
SH600512,76865.01953125,138659.75,242
SH603108,76856.3125,98923.02,242
SZ002233,76791.33984375,97934.51,234
SZ002203,76715.8828125,95993.02,239
SZ002016,76706.08203125,96438.375,244
SH600600,76562.59765625,94231.02,244
SZ002484,76426.39453125,102144.1,244
SH603117,76393.5078125,99695.4,239
SZ002715,76177.28125,95195.016,241
SZ000903,76099.96875,95983.51,237
SH600647,76051.77734375,113338.875,238
SH600322,76043.92578125,115692.42,244
SZ000726,76030.78515625,96006.12,244
SZ300102,75994.18359375,109858.06,244
SZ000548,75849.31640625,107527.59,244
SZ300196,75752.95703125,83464.68,240
SZ300122,75712.359375,100702.49,244
SH600231,75681.92578125,106888.59,244
SZ300425,75658.8828125,90947.766,186
SH600106,75636.58984375,99390.695,228
SH601678,75610.34375,98329.58,243
SH600801,75521.1171875,91283.85,244
SH600093,75478.96875,86572.32,244
SZ000897,75432.5078125,112347.45,244
SZ002498,75431.875,99166.15,244
SH600966,75411.359375,106477.12,244
SZ002381,75387.84765625,97527.47,244
SZ000635,75337.44140625,228010.69,200
SZ000620,75268.9765625,116990.875,244
SH600960,75125.140625,118020.586,202
SZ002198,75057.99609375,113386.695,234
SZ002737,74925.41796875,95646.61,244
SH603979,74882.64453125,94340.09,244
SH603021,74869.4296875,124706.39,241
SZ300421,74797.53125,100458.77,237
SZ002269,74794.953125,101381.1,227
SZ002670,74731.01953125,96916.36,238
SH600540,74662.40625,102889.12,181
SH600020,74652.40234375,88423.07,244
SZ002334,74621.07421875,99233.21,244
SZ300054,74592.9296875,106152.86,194
SH600798,74543.20703125,134882.0,234
SH600679,74540.3203125,172335.17,241
SZ002732,74526.38671875,151971.8,232
SH601218,74440.2109375,78580.45,244
SZ002409,74336.76953125,88901.664,204
SZ000613,74299.58203125,83185.86,244
SZ300470,74293.05859375,90230.55,244
SH603818,74292.7265625,88152.22,244
SZ000040,74113.359375,98814.47,223
SH600845,73967.421875,102556.17,244
SH600713,73960.109375,88155.016,225
SH600566,73946.43359375,87345.41,244
SZ000027,73936.76953125,89730.59,244
SZ000813,73872.8203125,106860.65,227
SH600962,73850.15625,93026.15,243
SZ300365,73729.3984375,92122.5,219
SH600126,73692.765625,109633.89,244
SH603869,73686.36328125,98428.91,208
SH603601,73675.4453125,101990.37,239
SH600481,73670.0234375,89855.984,244
SZ300145,73662.6640625,84101.88,244
SH600203,73630.453125,84270.05,243
SH600642,73573.13671875,84103.7,244
SZ002132,73561.125,88702.47,236
SH601992,73526.29296875,93068.26,236
SZ002262,73504.86328125,87137.88,244
SH603003,73431.25,93668.414,232
SZ300395,73405.734375,106928.69,244
SZ000048,73380.015625,124127.7,220
SH603686,73343.92578125,96431.266,242
SZ000910,73335.62890625,83753.555,244
SZ002585,73310.3515625,84878.99,239
SH600251,73166.6953125,88858.85,244
SH603116,73139.42578125,95128.9,244
SZ300435,73111.7109375,93202.84,244
SZ300279,73080.55078125,89980.65,226
SZ002688,73012.3125,103391.05,241
SZ300301,72953.3359375,93319.19,238
SH600587,72838.265625,84687.16,239
SH600329,72769.453125,84043.586,240
SH603085,72673.29296875,91276.46,234
SZ300218,72654.70703125,134458.11,244
SZ002214,72615.390625,95854.94,244
SZ002301,72588.1328125,84981.62,231
SZ000502,72586.98046875,92731.08,244
SZ300103,72583.1015625,120456.7,244
SZ002357,72559.76171875,93564.54,244
SZ300446,72388.36328125,91477.78,244
SZ002107,72377.53125,92152.48,244
SH600619,72369.7734375,116912.766,244
SH600888,72306.62890625,84731.78,244
SZ300092,72253.28125,116687.23,237
SH600691,72241.953125,95103.164,243
SZ300381,72233.62109375,151728.77,244
SH600476,72185.15625,87146.97,244
SH603369,72171.8828125,103026.12,244
SZ300420,72161.0078125,90646.28,225
SZ000702,72111.46875,78160.18,244
SZ300483,72073.71875,88714.7,244
SH600293,72059.9296875,80067.555,244
SZ300174,72033.7578125,80806.805,244
SZ002669,72024.515625,87315.71,244
SZ002455,71975.328125,100632.11,244
SZ002417,71935.1953125,96893.28,243
SZ300270,71917.1640625,87110.195,244
SZ300091,71911.77734375,80788.22,244
SZ300489,71844.60546875,86418.74,244
SH600351,71834.58984375,91373.04,244
SZ002747,71823.70703125,84611.664,244
SZ300406,71792.328125,83143.23,244
SZ002659,71725.33984375,85452.25,202
SH600080,71699.78125,83180.64,229
SH600420,71589.265625,107986.695,187
SZ002077,71510.0234375,88349.81,239
SH600825,71456.27734375,88348.26,244
SH603006,71451.359375,86489.07,244
SZ002758,71432.65234375,84257.0,234
SZ300211,71364.09375,78759.18,237
SZ002204,71328.28125,84027.04,244
SZ002748,71274.4609375,121247.055,244
SH600965,71273.5390625,84831.055,244
SZ000905,71192.97265625,89951.96,224
SZ002743,71188.82421875,102665.38,244
SH600997,71173.99609375,90484.54,244
SZ002324,70946.7265625,80090.13,236
SZ300422,70932.7109375,100972.37,239
SZ300330,70890.359375,76525.84,194
SH600609,70845.453125,96449.7,244
SZ300241,70772.5625,85149.22,244
SH600178,70771.6796875,102229.94,244
SZ300132,70751.0,100507.99,189
SH603227,70683.59375,89668.39,244
SZ000682,70621.08984375,86328.85,184
SH600558,70577.96484375,110362.55,230
SZ002454,70562.75,96523.664,233
SZ002651,70553.4765625,122807.516,244
SH600052,70553.0625,92096.98,209
SH600546,70450.046875,156572.64,243
SZ002135,70341.546875,123685.234,235
SH600088,70028.58203125,76900.984,244
SH603788,70010.9375,89187.82,234
SH600095,70010.8515625,88885.62,244
SH600834,69900.0859375,97640.82,244
SH603020,69887.40625,86940.85,244
SH600463,69884.78515625,86766.266,244
SH600722,69850.65625,126156.34,241
SZ000068,69740.3671875,90084.36,243
SZ000529,69706.40625,89403.15,244
SH601368,69693.3828125,84739.37,244
SZ002738,69577.56640625,94063.164,234
SZ002060,69542.171875,111847.95,244
SH603066,69529.671875,93035.07,241
SZ300230,69481.84375,80936.84,237
SZ000609,69466.02734375,115392.32,208
SZ300121,69439.109375,83304.22,244
SH603729,69429.83984375,82290.445,244
SZ002698,69399.4765625,88153.914,243
SZ000422,69371.80078125,101306.24,234
SH600272,69254.34375,89251.31,243
SZ300285,69214.5546875,88054.32,208
SH600057,69208.1484375,80939.24,244
SH600258,69164.4140625,100018.67,239
SH600055,69126.6171875,84985.125,243
SZ002646,69102.3203125,97817.13,244
SZ002692,69096.07421875,88535.12,238
SH603698,69083.859375,97580.62,244
SH600532,69073.0078125,83977.26,243
SH600438,69019.1953125,79500.14,181
SZ000096,68977.7734375,87877.95,244
SH600090,68919.203125,82414.85,239
SZ002765,68841.0625,90225.22,244
SZ000597,68774.46484375,94782.83,244
SZ000949,68680.52734375,82750.74,244
SH601179,68669.23046875,89942.87,244
SZ002483,68576.84375,90231.25,200
SH600743,68493.8046875,84968.79,238
SZ300370,68377.796875,95333.9,240
SZ002258,68366.05859375,89426.54,238
SH600992,68353.1171875,96410.484,244
SZ002193,68307.44140625,84610.12,244
SZ000869,68304.99609375,76839.12,244
SH600794,68226.5546875,82869.43,244
SZ002557,68224.03125,78790.125,244
SH600815,68189.65234375,77974.82,244
SZ002064,68186.34765625,84415.8,244
SZ002238,68155.5703125,89810.86,244
SZ000729,68132.66796875,83833.664,244
SH600191,68126.13671875,86279.45,244
SZ002683,68122.1484375,79693.43,239
SZ000965,68054.3203125,84736.65,244
SH603222,68032.03515625,88822.625,244
SZ002404,68024.15625,93864.93,237
SZ002058,68008.79296875,85143.65,244
SZ000976,67968.4765625,92034.69,243
SH600387,67913.2421875,81686.04,244
SZ000863,67896.76171875,77994.42,244
SH600213,67768.46875,76722.17,244
SZ002068,67765.91796875,114526.7,240
SZ000523,67765.90625,88862.336,244
SZ000600,67738.26171875,75828.85,244
SH600731,67649.71875,77962.21,229
SZ000032,67635.7265625,83967.43,244
SZ000788,67607.7890625,82232.12,244
SH600781,67581.79296875,83377.22,238
SH600222,67581.45703125,91527.03,244
SH600657,67502.31640625,146942.55,244
SZ000927,67374.3671875,106471.234,237
SH601016,67370.04296875,84275.375,244
SH600131,67220.95703125,82193.375,244
SZ000530,67043.59375,87111.87,244
SH600239,67020.1484375,87322.38,233
SZ300342,66872.6796875,79920.88,235
SH600082,66863.47265625,100779.76,244
SZ000411,66862.80859375,79372.15,240
SH600861,66857.07421875,73913.81,244
SZ000789,66771.80859375,76984.055,244
SH600004,66764.33203125,82344.55,244
SZ002295,66728.96484375,80655.06,244
SZ000708,66713.34765625,89467.42,244
SZ002021,66656.28515625,78200.41,244
SZ002150,66602.1953125,88323.086,241
SH603898,66549.796875,75271.32,229
SZ300363,66484.0078125,78647.66,222
SZ002473,66468.8203125,90896.36,221
SH600708,66457.046875,84932.664,244
SH600249,66440.4609375,85451.83,244
SZ300455,66414.4765625,83982.8,244
SZ300325,66392.9609375,94611.266,244
SH600802,66316.22265625,79034.055,244
SZ002035,66306.87109375,77317.66,234
SH600127,66286.23046875,80827.734,244
SH603718,66261.1328125,82095.195,244
SZ002041,66249.34375,89473.8,244
SZ000886,66187.05859375,88485.336,244
SH600156,66157.05859375,76262.57,238
SZ000732,66003.5859375,81773.99,241
SZ300143,65897.689453125,81649.45,198
SZ300067,65840.83984375,106045.555,234
SZ000619,65827.25,82981.93,204
SH600269,65781.478515625,73334.016,244
SH600870,65757.15625,120887.77,185
SH600496,65618.265625,85746.44,244
SZ002731,65586.953125,80990.24,244
SZ300277,65551.02734375,94502.87,244
SZ000593,65495.03125,111836.24,244
SZ000546,65480.328125,83873.234,217
SH601007,65453.125,73545.29,244
SZ300095,65429.09375,83372.57,235
SZ002039,65390.7734375,77750.9,244
SZ000586,65363.46484375,87125.766,237
SH600419,65268.388671875,78240.4,244
SZ002206,65264.14453125,84555.55,240
SH601808,65198.69140625,80788.15,244
SZ300114,65088.1328125,86905.02,244
SH603609,65050.71875,86992.164,244
SZ002337,65033.701171875,78329.66,244
SZ002010,65028.232421875,73903.22,244
SZ000921,64987.68359375,86729.5,244
SZ300321,64962.484375,72703.62,244
SZ002159,64913.048828125,72328.49,242
SZ002342,64910.578125,84316.6,244
SH603100,64853.703125,77826.21,206
SZ002392,64839.509765625,80605.28,244
SH603018,64682.984375,81684.46,244
SZ002553,64681.916015625,83151.45,244
SH601010,64620.3984375,88504.88,244
SH600841,64577.27734375,92115.04,244
SZ000420,64534.99609375,86273.36,244
SZ002423,64525.84765625,138986.78,233
SH600132,64448.5859375,76308.1,244
SZ000631,64439.6796875,84049.45,244
SH603828,64432.7421875,76005.67,202
SH600305,64408.74609375,74457.125,244
SH600011,64381.05078125,86027.29,244
SZ300164,64375.6484375,88811.766,203
SZ002493,64210.076171875,77939.18,244
SZ300082,64206.4609375,103875.83,243
SZ300280,64097.1171875,85608.31,209
SH601908,64074.53125,83450.17,244
SZ002678,63951.36328125,107550.58,233
SZ300105,63907.361328125,80324.305,244
SZ002724,63880.80859375,80808.49,242
SH600099,63658.099609375,88834.5,244
SH601126,63627.2578125,78844.39,244
SZ002637,63588.59765625,74730.31,244
SH600247,63583.36328125,72562.16,243
SZ002723,63464.68359375,96225.4,235
SH600664,63432.51171875,74264.2,244
SH600180,63425.068359375,74750.8,244
SZ300460,63296.931640625,70218.36,244
SZ300389,63292.4609375,74406.04,244
SZ300442,63262.953125,79668.26,244
SH603002,63253.138671875,79882.055,244
SH600508,63251.658203125,76404.97,244
SZ002372,63211.033203125,77468.03,244
SH600791,63067.90234375,78666.01,244
SZ000993,63009.1640625,98085.24,229
SH600917,62984.37890625,106359.73,244
SZ000589,62952.47265625,74407.79,244
SZ300194,62932.88671875,84201.06,237
SH600969,62919.85546875,71673.81,244
SH603306,62832.8828125,79592.12,229
SZ002255,62769.828125,92617.41,217
SZ300453,62769.759765625,80215.69,244
SH600746,62731.3046875,84013.55,232
SZ300452,62719.04296875,66345.695,244
SZ300150,62628.78515625,75994.7,200
SZ002026,62620.92578125,70489.64,239
SH600833,62598.650390625,77518.1,242
SH600117,62585.69140625,89882.61,243
SZ002648,62545.3046875,79432.14,244
SH600983,62367.171875,84551.664,244
SZ000719,62354.890625,79164.79,193
SZ300393,62350.240234375,71219.266,240
SZ300129,62311.5078125,72772.41,244
SZ300172,62310.34765625,86288.766,244
SZ002566,62188.1953125,74199.42,242
SH603012,62149.12109375,94693.625,242
SH601238,62058.271484375,78797.94,234
SH600753,61938.986328125,77175.336,210
SZ002487,61928.912109375,74747.24,244
SH603223,61891.345703125,80709.234,244
SH600238,61889.58984375,78921.695,244
SH600225,61887.76953125,79679.38,205
SZ000046,61839.662109375,78970.58,238
SH603355,61812.828125,77044.97,244
SZ000723,61785.78515625,83066.375,244
SH600698,61736.271484375,83490.91,244
SZ002069,61595.587890625,72857.305,210
SZ000525,61560.6171875,73989.836,244
SH600184,61542.77734375,78837.05,244
SZ300234,61463.326171875,76826.05,244
SZ002412,61360.49609375,76397.13,244
SH600333,61329.015625,93679.195,239
SZ002472,61327.853515625,75350.07,244
SZ300087,61327.734375,79017.305,229
SZ000951,61254.689453125,72026.15,244
SZ300341,61250.6484375,71367.76,244
SH600230,61207.1484375,85760.09,210
SZ002419,61166.4921875,104886.6,244
SZ002767,61118.482421875,105575.85,244
SZ300360,61114.416015625,79026.76,238
SZ002503,61046.78515625,70565.08,244
SZ300029,61001.873046875,70928.375,244
SH600853,60966.40234375,100678.41,241
SZ000883,60902.9921875,74042.38,244
SZ002578,60891.53515625,78269.99,186
SH600346,60879.9921875,105303.56,195
SZ002598,60866.583984375,76511.61,244
SH600863,60821.0859375,74380.65,234
SH600961,60770.60546875,74848.65,244
SZ300204,60646.666015625,68454.76,244
SZ002616,60612.7109375,73316.74,239
SZ002140,60587.271484375,79421.39,244
SH600716,60493.8359375,80759.266,244
SH603566,60379.7265625,70805.97,241
SZ300404,60358.25390625,72670.88,244
SH600507,60303.265625,77733.07,244
SZ000521,60284.84375,71582.15,244
SH601003,60278.40234375,112864.805,244
SZ300385,60228.697265625,72745.484,232
SZ002327,60226.509765625,71217.06,244
SZ000663,60204.55078125,92797.414,241
SH603599,60199.892578125,73896.9,238
SH601996,60058.44140625,66404.336,181
SH601588,60031.15234375,76755.4,244
SH600823,59814.05859375,73279.61,243
SZ002687,59797.58203125,84407.73,244
SZ300169,59785.904296875,72622.55,228
SZ002666,59759.177734375,77636.766,244
SZ002100,59617.041015625,73856.586,234
SH600824,59564.111328125,81695.85,244
SZ300445,59539.78515625,82752.266,244
SZ300289,59537.533203125,68470.7,244
SH601208,59534.458984375,79790.22,244
SZ002083,59511.458984375,66812.71,244
SH600513,59424.5625,65524.758,244
SH600479,59422.728515625,69330.37,244
SZ300320,59368.494140625,79797.6,244
SZ000791,59359.82421875,111364.71,244
SZ000859,59348.2890625,74192.12,235
SZ002531,59311.466796875,70789.26,244
SH600236,59291.58984375,70855.28,244
SH600461,59257.96875,68608.6,237
SZ000753,59035.23828125,72619.19,244
SH600785,58999.76171875,88876.19,237
SZ000713,58970.595703125,69606.82,244
SZ002403,58932.396484375,75888.84,234
SH600569,58872.69921875,86178.22,244
SZ002435,58861.103515625,75371.02,220
SH600982,58717.978515625,77811.734,206
SZ300412,58688.44921875,73298.72,239
SZ002394,58685.390625,66954.02,244
SZ300112,58504.5546875,77396.74,244
SZ300138,58476.181640625,65691.84,244
SZ002718,58397.72265625,71571.73,244
SZ002689,58339.712890625,83207.82,244
SZ000430,58337.009765625,68493.52,234
SZ000301,58326.18359375,75717.53,244
SH603669,58310.646484375,103967.99,244
SH600726,58221.20703125,79766.34,244
SZ300119,58220.13671875,66581.4,244
SZ000767,58153.79296875,74191.49,244
SZ002160,58099.85546875,71202.0,207
SZ002391,58098.203125,73496.695,244
SZ000978,57915.599609375,75248.47,244
SH600121,57911.775390625,75019.84,234
SZ002062,57887.515625,68690.94,237
SZ000622,57878.283203125,77708.9,212
SZ002461,57868.9609375,72446.125,244
SZ002677,57866.16015625,76674.57,244
SH600761,57858.14453125,74804.98,244
SZ002644,57770.171875,88445.82,244
SH603555,57739.44140625,66650.15,229
SH603015,57703.9765625,77844.875,243
SZ000737,57665.34765625,77131.24,244
SH600261,57652.359375,74043.445,244
SH600593,57613.169921875,66186.484,244
SZ000919,57572.392578125,68295.22,244
SH600234,57456.458984375,147632.52,220
SZ000906,57447.9921875,82148.875,244
SH600744,57376.69140625,72742.02,229
SZ002713,57362.76171875,78232.664,229
SH600371,57301.06640625,63266.81,244
SZ300259,57284.49609375,86945.97,237
SH600981,57188.9765625,67395.93,244
SZ000900,57169.90625,63519.855,244
SH601999,57165.103515625,94510.51,244
SH600778,56997.68359375,75402.516,244
SH603789,56958.21875,70650.01,226
SZ000419,56918.904296875,90457.234,244
SH601616,56848.76953125,72377.38,244
SZ300214,56807.341796875,66074.41,244
SH601965,56784.03515625,74091.45,244
SH603166,56763.15625,88393.62,242
SZ300200,56669.66015625,62796.984,204
SH600295,56647.6484375,81732.71,234
SZ300249,56628.771484375,71228.54,244
SZ002382,56556.783203125,71707.016,244
SZ000995,56538.90625,65609.945,207
SZ300396,56531.845703125,68065.555,244
SZ002763,56514.203125,86898.74,244
SH600509,56463.8828125,65191.105,229
SH600051,56444.66015625,70185.66,244
SZ002700,56366.193359375,71229.695,244
SZ002520,56318.203125,62464.797,244
SZ000880,56194.146484375,75331.555,244
SH601515,56175.02734375,62853.016,244
SH600268,56062.11328125,70611.805,239
SH600302,56048.81640625,63652.312,244
SH603168,55915.3671875,68448.945,244
SZ000756,55852.15234375,81657.29,244
SZ000850,55833.888671875,68467.62,244
SZ000632,55824.505859375,69081.62,244
SH600308,55692.90234375,65718.24,239
SZ300306,55632.220703125,75571.45,206
SH600976,55596.251953125,66763.23,234
SZ002680,55577.232421875,66200.66,244
SZ000030,55537.17578125,66292.984,237
SZ300042,55503.517578125,63307.484,244
SH603011,55477.900390625,70006.945,244
SH600719,55416.57421875,67398.27,244
SZ002430,55390.65234375,76382.53,230
SH601360,55372.267578125,85044.46,244
SH600179,55168.91796875,76934.75,235
SH600615,55168.900390625,61730.203,244
SH600844,55148.837890625,68014.22,244
SZ002540,55070.09765625,69849.36,234
SZ000421,55030.896484375,77996.81,244
SH603899,55027.916015625,72731.61,244
SZ300416,54950.455078125,70121.445,240
SH600350,54926.138671875,64657.914,234
SH600985,54899.08984375,65365.19,228
SZ002333,54883.67578125,79495.31,244
SH600320,54878.04296875,77707.6,244
SH600299,54868.3515625,65936.71,244
SZ002267,54842.578125,64265.887,242
SZ300424,54823.087890625,68954.49,244
SH600727,54725.4765625,63623.28,239
SZ002143,54657.9140625,90814.98,243
SZ300281,54636.0234375,66596.82,237
SZ002032,54580.298828125,68581.34,244
SZ000967,54517.6953125,71543.38,237
SH600217,54445.8515625,71898.625,243
SZ000591,54412.888671875,63992.676,244
SZ002627,54315.39453125,61336.516,234
SH600882,54298.30078125,70471.43,209
SZ300371,54249.29296875,72688.69,244
SZ002122,54109.4921875,191901.3,234
SZ300233,54085.90625,60928.785,239
SZ300475,54025.212890625,71403.56,244
SZ002034,53826.17578125,59333.273,184
SZ300354,53772.5625,69016.695,244
SH600250,53771.6875,64938.47,236
SZ000888,53731.80859375,60092.89,244
SZ002543,53590.25,63164.465,239
SZ002705,53582.646484375,63215.348,244
SH603099,53415.416015625,90288.89,244
SH603311,53369.736328125,71927.38,244
SZ002507,53325.8671875,66551.586,192
SZ002015,53287.89453125,85600.77,238
SZ000985,53244.060546875,66125.33,244
SH600248,53237.65625,102432.96,244
SH601177,53185.65625,78206.1,244
SZ000691,53171.7421875,70945.69,243
SH600803,53049.80078125,69896.04,223
SZ002753,53001.615234375,73950.2,244
SH600159,52971.07421875,66228.875,244
SZ000809,52934.19140625,65518.535,244
SH600605,52926.55859375,56540.812,244
SH600658,52831.271484375,68771.44,244
SZ000739,52792.822265625,66540.24,244
SZ300387,52643.166015625,59279.203,244
SZ300158,52640.48046875,59913.758,238
SZ002750,52494.859375,68135.36,244
SH603338,52461.642578125,63342.535,234
SH600561,52436.025390625,57689.56,244
SZ002661,52368.36328125,74688.27,244
SZ300108,52281.755859375,60902.33,244
SH600211,52223.37109375,63978.812,227
SZ000550,52139.900390625,59893.15,244
SH600337,52076.1875,82511.21,233
SZ300357,52004.185546875,59230.992,244
SH600241,51919.81640625,92799.72,237
SH601226,51897.40625,63887.52,244
SH600083,51887.91015625,60327.047,243
SZ300239,51805.423828125,60240.777,192
SZ002350,51735.271484375,64106.41,244
SH601158,51662.142578125,71934.7,244
SZ300154,51622.55078125,61912.977,244
SH600860,51538.447265625,72013.89,232
SZ000428,51514.548828125,71887.42,244
SZ002523,51429.2109375,68394.53,244
SH600814,51250.48828125,79214.2,239
SH603123,51116.8125,70963.734,244
SZ002275,51097.11328125,68724.57,244
SH603688,50967.896484375,71387.29,244
SH601107,50698.93359375,78783.82,244
SZ002216,50591.125,68785.88,244
SH600812,50538.65234375,59603.684,243
SZ002674,50490.8671875,57327.215,244
SZ300272,50418.19140625,63717.254,244
SH600510,50416.498046875,60177.81,244
SH603199,50345.3671875,62650.082,244
SZ300255,50340.912109375,63208.53,244
SH600429,50332.22265625,66990.48,227
SH600806,50324.904296875,132727.44,242
SZ000822,50314.501953125,71237.95,244
SH601567,50190.275390625,60049.42,244
SH600506,50185.16015625,92141.26,232
SZ000507,50164.7421875,63785.91,244
SH603017,50107.2109375,72215.28,243
SZ000828,50042.654296875,72552.87,244
SH603158,49943.51171875,62183.543,243
SZ002693,49822.140625,56822.78,244
SH600368,49725.681640625,62199.37,244
SH603009,49693.171875,61116.17,241
SZ002398,49675.6015625,54855.832,244
SZ002088,49621.923828125,59469.977,244
SH600854,49573.380859375,58834.76,244
SZ300375,49555.517578125,65292.51,244
SH603030,49460.25,58170.543,239
SZ000899,49275.896484375,85771.31,224
SH600483,49233.73828125,60582.004,244
SH600573,49222.0234375,57670.79,244
SZ002592,49123.505859375,66253.57,244
