datetime,factor,quantile,mean_label,count
2018-12-28,amplitude_20,1,0.00088359596,393
2018-12-28,amplitude_20,2,-0.00033290396,392
2018-12-28,amplitude_20,3,0.0007671887,392
2018-12-28,amplitude_20,4,-0.003407564,392
2018-12-28,amplitude_20,5,-0.011279189,393
2019-01-02,amplitude_20,1,0.020810224,393
2019-01-02,amplitude_20,2,0.026150512,393
2019-01-02,amplitude_20,3,0.027699016,393
2019-01-02,amplitude_20,4,0.02762773,393
2019-01-02,amplitude_20,5,0.030433545,393
2019-01-03,amplitude_20,1,0.013958919,393
2019-01-03,amplitude_20,2,0.020529864,393
2019-01-03,amplitude_20,3,0.022829065,393
2019-01-03,amplitude_20,4,0.022335224,393
2019-01-03,amplitude_20,5,0.023356585,393
2019-01-04,amplitude_20,1,-0.0012982195,394
2019-01-04,amplitude_20,2,-0.00080822397,393
2019-01-04,amplitude_20,3,-0.000730533,394
2019-01-04,amplitude_20,4,-0.0011714019,393
2019-01-04,amplitude_20,5,0.0009537834,394
2019-01-07,amplitude_20,1,0.0033659732,394
2019-01-07,amplitude_20,2,0.004459949,394
2019-01-07,amplitude_20,3,0.0012206536,393
2019-01-07,amplitude_20,4,0.0017984919,394
2019-01-07,amplitude_20,5,0.006807833,394
2019-01-08,amplitude_20,1,-0.002388578,395
2019-01-08,amplitude_20,2,-0.0012221811,394
2019-01-08,amplitude_20,3,-0.0011910542,394
2019-01-08,amplitude_20,4,-0.000906616,394
2019-01-08,amplitude_20,5,-0.0012525013,394
2019-01-09,amplitude_20,1,0.007834855,395
2019-01-09,amplitude_20,2,0.009476475,394
2019-01-09,amplitude_20,3,0.012034421,394
2019-01-09,amplitude_20,4,0.008656984,394
2019-01-09,amplitude_20,5,0.0059382054,394
2019-01-10,amplitude_20,1,-0.00079494546,395
2019-01-10,amplitude_20,2,-0.003207611,394
2019-01-10,amplitude_20,3,-0.0062290505,394
2019-01-10,amplitude_20,4,-0.007642269,394
2019-01-10,amplitude_20,5,-0.003931222,395
2019-01-11,amplitude_20,1,0.007934509,395
2019-01-11,amplitude_20,2,0.013455112,394
2019-01-11,amplitude_20,3,0.0153587125,395
2019-01-11,amplitude_20,4,0.013906984,394
2019-01-11,amplitude_20,5,0.008799656,395
2019-01-14,amplitude_20,1,-0.0011890336,395
2019-01-14,amplitude_20,2,-0.001760601,394
2019-01-14,amplitude_20,3,-0.0019962725,394
2019-01-14,amplitude_20,4,-0.002887543,394
2019-01-14,amplitude_20,5,-0.008483001,395
2019-01-15,amplitude_20,1,-0.005192767,395
2019-01-15,amplitude_20,2,-0.00813212,394
2019-01-15,amplitude_20,3,-0.011812578,394
2019-01-15,amplitude_20,4,-0.0100848675,394
2019-01-15,amplitude_20,5,-0.0073114573,394
2019-01-16,amplitude_20,1,0.011673242,394
2019-01-16,amplitude_20,2,0.010990299,394
2019-01-16,amplitude_20,3,0.0070311055,394
2019-01-16,amplitude_20,4,0.006503999,394
2019-01-16,amplitude_20,5,-0.004406832,394
2019-01-17,amplitude_20,1,0.003934947,394
2019-01-17,amplitude_20,2,0.006516176,394
2019-01-17,amplitude_20,3,0.0050198515,393
2019-01-17,amplitude_20,4,0.0072643277,394
2019-01-17,amplitude_20,5,0.0061996696,394
2019-01-18,amplitude_20,1,-0.010912482,394
2019-01-18,amplitude_20,2,-0.010719534,394
2019-01-18,amplitude_20,3,-0.011249938,394
2019-01-18,amplitude_20,4,-0.012908933,394
2019-01-18,amplitude_20,5,-0.010590169,394
2019-01-21,amplitude_20,1,0.0010625678,394
2019-01-21,amplitude_20,2,0.0018221925,394
2019-01-21,amplitude_20,3,0.0015693437,393
2019-01-21,amplitude_20,4,0.001603374,394
2019-01-21,amplitude_20,5,0.0026909248,394
2019-01-22,amplitude_20,1,0.0032377206,394
2019-01-22,amplitude_20,2,0.0035930166,394
2019-01-22,amplitude_20,3,0.005911636,393
2019-01-22,amplitude_20,4,0.008212739,394
2019-01-22,amplitude_20,5,0.001882008,394
2019-01-23,amplitude_20,1,-0.0009114473,394
2019-01-23,amplitude_20,2,-0.0060727857,393
2019-01-23,amplitude_20,3,-0.005407456,393
2019-01-23,amplitude_20,4,-0.00870013,393
2019-01-23,amplitude_20,5,-0.016794052,394
2019-01-24,amplitude_20,1,-0.0030215078,394
2019-01-24,amplitude_20,2,-0.007169812,393
