instrument,status,adv20
SZ000009,unknown_volume_fail_closed,
SZ000010,unknown_volume_fail_closed,
SZ000011,volume_available,14031765.722651202
SZ000012,volume_available,63138369.863719866
SZ000014,volume_available,6592032.999358552
SZ000016,volume_available,18104733.483702123
SZ000017,volume_available,5378098.659630137
SZ000021,volume_available,30784654.079620473
SZ000022,volume_available,12718039.260757372
SZ000024,volume_available,81265864.66950038
SZ000026,volume_available,6574248.514734614
SZ000027,volume_available,55322906.03603437
SZ000028,volume_available,2210048.2044533165
SZ000029,volume_available,12620807.439139258
SZ000030,volume_available,12579737.837221552
SZ000031,volume_available,81762470.13419433
SZ000034,volume_available,7253283.812571473
SZ000035,unknown_volume_fail_closed,
SZ000036,volume_available,49583860.52455523
SZ000039,volume_available,48440323.49772192
SZ000043,volume_available,20305157.572536997
SZ000046,volume_available,61472094.90635024
SZ000049,volume_available,4597277.6864237115
SZ000050,volume_available,22285881.827462126
SZ000055,unknown_volume_fail_closed,
SZ000056,volume_available,6775460.104369709
SZ000058,volume_available,17864853.961792164
SZ000059,volume_available,24042255.36704832
SZ000060,volume_available,68182866.50066641
SZ000061,volume_available,39835844.072977155
SZ000062,volume_available,12185732.883521533
SZ000063,volume_available,120557879.92040208
SZ000065,volume_available,8922042.012431873
SZ000066,volume_available,18344692.732009955
SZ000068,volume_available,11026301.985693838
SZ000069,volume_available,174998367.2860425
SZ000078,volume_available,31131359.600439765
SZ000088,volume_available,75465394.55116808
SZ000090,volume_available,13636263.198439613
SZ000096,volume_available,18018498.346804786
SZ000099,volume_available,28812004.166192163
SZ000100,volume_available,418545428.16407007
SZ000151,volume_available,14926931.198466066
SZ000153,volume_available,7084160.511644932
SZ000155,volume_available,7908113.487626517
SZ000156,volume_available,4437371.960902128
SZ000157,volume_available,378028772.6255897
SZ000158,volume_available,15804830.08484008
SZ000159,volume_available,24949865.541069724
SZ000301,volume_available,50814215.164982416
SZ000333,unknown_volume_fail_closed,
SZ000338,volume_available,46967502.13980095
SZ000400,volume_available,32366045.671395052
SZ000401,volume_available,29857860.803985763
SZ000402,volume_available,112169722.41662297
SZ000403,volume_available,5858993.707047014
SZ000404,volume_available,28461480.463227414
SZ000409,volume_available,7246025.28230547
SZ000410,volume_available,93269385.75563064
SZ000413,unknown_volume_fail_closed,
SZ000415,volume_available,39101785.860689
SZ000416,unknown_volume_fail_closed,
SZ000417,volume_available,25385004.6303234
SZ000418,volume_available,12135968.020385252
SZ000419,volume_available,15341685.153213382
SZ000420,volume_available,7581946.280958752
SZ000421,volume_available,5911473.86828192
SZ000422,volume_available,42147740.98866689
SZ000423,volume_available,16304821.994508639
SZ000425,volume_available,98392015.78730369
SZ000426,unknown_volume_fail_closed,
SZ000430,volume_available,7111948.916862291
SZ000488,unknown_volume_fail_closed,
SZ000501,unknown_volume_fail_closed,
SZ000503,volume_available,21206643.332260497
SZ000506,unknown_volume_fail_closed,
SZ000507,volume_available,82687356.64282653
SZ000509,unknown_volume_fail_closed,
SZ000510,volume_available,31586258.67428396
SZ000511,volume_available,96760423.37999007
SZ000513,unknown_volume_fail_closed,
SZ000514,unknown_volume_fail_closed,
SZ000516,unknown_volume_fail_closed,
SZ000518,volume_available,44941342.60789305
SZ000519,volume_available,8823205.66026407
SZ000521,volume_available,25681962.563409917
SZ000523,unknown_volume_fail_closed,
SZ000525,volume_available,7934245.032085878
SZ000528,volume_available,72089257.49302292
SZ000529,volume_available,8585667.745615933
SZ000530,unknown_volume_fail_closed,
SZ000531,volume_available,15684229.084807772
SZ000532,volume_available,11960882.76564243
SZ000533,unknown_volume_fail_closed,
SZ000534,volume_available,7661663.2543619145
SZ000537,volume_available,27792634.698636156
SZ000538,volume_available,16570587.926823765
SZ000539,volume_available,41355729.57855321
SZ000540,volume_available,56472282.046295166
SZ000541,volume_available,19507509.273662608
SZ000543,volume_available,42628016.63520843
SZ000544,unknown_volume_fail_closed,
SZ000545,volume_available,5234904.46187344
SZ000548,volume_available,19679966.320046894
SZ000550,volume_available,3227647.3114076545
SZ000551,volume_available,13614595.107264105
SZ000552,volume_available,17395316.033158742
SZ000553,volume_available,15216569.360598356
SZ000554,volume_available,22020495.417969458
SZ000555,volume_available,2223364.3274750626
SZ000559,volume_available,80426901.63600361
SZ000561,volume_available,12177114.500046775
SZ000563,volume_available,65930640.3135231
SZ000565,volume_available,3296380.797884546
SZ000566,volume_available,9471935.924123412
SZ000568,volume_available,39244335.86617331
SZ000570,volume_available,9895275.028959146
SZ000571,volume_available,19708384.838407364
SZ000572,volume_available,35862468.85163953
SZ000573,volume_available,21128028.48167891
SZ000576,volume_available,6691284.23424462
SZ000581,volume_available,14891454.899969582
SZ000582,volume_available,9339264.524535004
SZ000584,unknown_volume_fail_closed,
SZ000587,unknown_volume_fail_closed,
SZ000589,volume_available,13604890.741231909
SZ000590,unknown_volume_fail_closed,
SZ000591,unknown_volume_fail_closed,
SZ000592,volume_available,41805173.630290404
SZ000595,volume_available,7731277.814483186
SZ000596,volume_available,9842602.653198067
SZ000597,volume_available,6791649.4752773885
SZ000598,volume_available,198747311.77812058
SZ000599,volume_available,10949453.24166661
SZ000600,volume_available,31448190.940978713
SZ000601,volume_available,26560092.123740267
SZ000603,volume_available,8275840.814862186
SZ000606,volume_available,12779081.498244764
SZ000610,volume_available,9612940.481806327
SZ000611,volume_available,14771722.539097156
SZ000613,volume_available,5327815.439045133
SZ000616,unknown_volume_fail_closed,
SZ000617,volume_available,3422225.947674458
SZ000620,volume_available,17582548.63353447
SZ000622,volume_available,11658483.400827436
SZ000623,volume_available,59124772.66774645
SZ000625,volume_available,47730358.46812247
SZ000626,volume_available,4857649.848368315
SZ000629,volume_available,249846391.69706064
SZ000630,volume_available,65532463.52895044
SZ000631,volume_available,16394769.745614609
SZ000632,volume_available,24858964.831147682
SZ000635,volume_available,5474872.965994865
SZ000636,volume_available,14032522.429639315
SZ000637,volume_available,15690098.069509227
SZ000638,volume_available,8171182.63684545
SZ000639,volume_available,2653522.1307051214
SZ000650,volume_available,21822838.635440096
SZ000651,volume_available,40839110.76489128
SZ000652,volume_available,58646935.08478121
SZ000655,volume_available,11741976.139217332
SZ000656,volume_available,24390632.760039926
SZ000657,volume_available,4389543.856769739
SZ000659,volume_available,43991255.941710964
SZ000661,volume_available,1739438.0034662366
SZ000663,unknown_volume_fail_closed,
SZ000665,volume_available,4534408.880059859
SZ000666,unknown_volume_fail_closed,
SZ000667,volume_available,118548523.27205701
SZ000669,volume_available,3948363.7916367264
SZ000671,volume_available,17597366.891799174
SZ000673,volume_available,4650916.89424268
SZ000677,unknown_volume_fail_closed,
SZ000680,unknown_volume_fail_closed,
SZ000681,volume_available,5472686.1767834695
SZ000682,volume_available,27134116.991515893
SZ000683,volume_available,20701820.568312626
SZ000685,volume_available,31103317.546925582
SZ000686,volume_available,141862591.85461435
SZ000688,volume_available,12474922.048399992
SZ000690,volume_available,74919265.4924374
SZ000691,volume_available,9289565.134163203
SZ000692,volume_available,14819227.72933351
SZ000693,volume_available,8279758.418791177
SZ000697,volume_available,10534771.849110357
SZ000700,volume_available,7160642.726086102
SZ000701,volume_available,10860337.086387845
SZ000702,volume_available,6235580.863300005
SZ000703,volume_available,25732153.760720156
SZ000705,volume_available,8345854.92434227
SZ000707,volume_available,8580964.077957034
SZ000708,volume_available,14535636.463230986
SZ000709,volume_available,260465478.11573282
SZ000712,volume_available,42984967.401515484
SZ000716,volume_available,3745288.9328009337
SZ000718,unknown_volume_fail_closed,
SZ000719,unknown_volume_fail_closed,
SZ000720,volume_available,37633460.313160464
SZ000721,volume_available,35669827.15323345
SZ000722,volume_available,9780525.175167646
SZ000723,volume_available,14284285.69379263
SZ000725,volume_available,546202703.8136139
SZ000726,volume_available,14404899.452782642
SZ000727,volume_available,15404866.064504012
SZ000728,volume_available,131171180.4115158
SZ000729,volume_available,25221631.193816826
SZ000731,volume_available,25170961.29561829
SZ000732,volume_available,16209804.108458484
SZ000733,volume_available,9266500.811731288
SZ000735,volume_available,56152032.22841525
SZ000737,volume_available,11916380.267835539
SZ000738,volume_available,33325912.89511513
SZ000739,unknown_volume_fail_closed,
SZ000748,volume_available,8983951.494057698
SZ000750,volume_available,175956404.51996645
SZ000752,volume_available,13252280.361849258
SZ000753,volume_available,22406197.24905718
SZ000757,volume_available,11327359.685602369
SZ000758,volume_available,51625981.89539921
SZ000759,volume_available,7195856.214863437
SZ000760,volume_available,4888087.847018116
SZ000761,volume_available,14674210.987923667
SZ000762,volume_available,13088894.542870793
SZ000766,volume_available,8115221.226440733
SZ000767,volume_available,87070262.30149794
SZ000768,unknown_volume_fail_closed,
SZ000776,volume_available,231920153.68210784
SZ000777,volume_available,34908405.57356563
SZ000778,volume_available,158365330.62111053
SZ000780,volume_available,23658281.13625024
SZ000783,volume_available,390154881.4207024
SZ000786,volume_available,8975384.331113819
SZ000789,volume_available,19262436.238685258
SZ000790,volume_available,11011342.72249158
SZ000792,volume_available,18765217.41727989
SZ000793,volume_available,50086935.64983578
SZ000797,volume_available,9369584.723100925
SZ000799,volume_available,17954323.863876358
SZ000800,volume_available,45450719.17480301
SZ000801,volume_available,7135616.583630621
SZ000806,unknown_volume_fail_closed,
SZ000809,volume_available,22073888.221063353
SZ000812,volume_available,17179878.541756313
SZ000813,volume_available,3695993.7767527527
SZ000816,volume_available,37095776.825602315
SZ000818,volume_available,16077878.551588884
SZ000819,volume_available,2608014.5662330706
SZ000821,unknown_volume_fail_closed,
SZ000823,volume_available,10985730.67796463
SZ000825,volume_available,162336375.17363003
SZ000826,volume_available,28056863.255921017
SZ000829,volume_available,20787550.38538565
SZ000830,volume_available,61593870.864017785
SZ000831,volume_available,39086625.1159458
SZ000836,volume_available,5637609.497908617
SZ000837,volume_available,14649913.838534549
SZ000839,volume_available,54593427.02275097
SZ000848,volume_available,6525327.006840222
SZ000850,volume_available,41494392.5492105
SZ000851,volume_available,16799893.84925955
SZ000856,volume_available,4502519.313986474
SZ000858,volume_available,89107225.53196718
SZ000860,volume_available,14093964.828246703
SZ000861,volume_available,15415217.956022482
SZ000862,volume_available,5951196.291986547
SZ000863,volume_available,8446542.42431509
SZ000868,unknown_volume_fail_closed,
SZ000869,volume_available,5751201.248546893
SZ000875,volume_available,48023896.91683567
SZ000876,volume_available,43804591.064853325
SZ000877,volume_available,63541563.38246753
SZ000878,volume_available,43780467.15522833
SZ000880,volume_available,4329052.486624939
SZ000881,volume_available,13202029.739810463
SZ000882,volume_available,33545086.167332537
SZ000883,unknown_volume_fail_closed,
SZ000886,volume_available,27974688.026898153
SZ000887,volume_available,28196025.220582068
SZ000895,volume_available,29471174.02355928
SZ000897,unknown_volume_fail_closed,
SZ000898,volume_available,105557363.68798235
SZ000899,volume_available,18433931.188101627
SZ000900,volume_available,24939076.0643268
SZ000901,volume_available,22259110.52599024
SZ000902,volume_available,8597569.131779853
SZ000903,volume_available,16851234.417323187
SZ000905,volume_available,40855448.528038345
SZ000908,volume_available,2753924.445108748
SZ000909,volume_available,4238084.371857451
SZ000911,volume_available,6093047.103118445
SZ000912,volume_available,7503855.216285124
SZ000913,volume_available,10910358.372178571
SZ000915,volume_available,4501851.686484414
SZ000916,volume_available,16407473.803805655
SZ000917,volume_available,35880097.81282762
SZ000919,volume_available,8163763.061839806
SZ000920,unknown_volume_fail_closed,
SZ000921,volume_available,9204827.355513928
SZ000922,volume_available,7375671.272412998
SZ000923,volume_available,6631318.623345122
SZ000926,volume_available,36294808.006517544
SZ000927,volume_available,16981044.86135682
SZ000928,volume_available,12848938.927987155
SZ000930,volume_available,56462017.11880376
SZ000931,volume_available,43072117.14322538
SZ000932,volume_available,67192873.90653138
SZ000933,volume_available,57813577.840597466
SZ000935,volume_available,12994810.940565344
SZ000937,volume_available,51296358.37821324
SZ000938,unknown_volume_fail_closed,
SZ000948,volume_available,4620325.076496283
SZ000949,volume_available,19250382.932750948
SZ000951,volume_available,14309590.824393544
SZ000955,volume_available,18871862.51011368
SZ000957,unknown_volume_fail_closed,
SZ000958,volume_available,11121161.198837789
SZ000959,volume_available,87314988.32179868
SZ000960,volume_available,21315451.392522294
SZ000961,volume_available,22937375.62286953
SZ000962,volume_available,12753105.26932704
SZ000963,volume_available,3550272.03198078
SZ000965,volume_available,13632855.446944127
SZ000966,volume_available,20156929.073948484
SZ000968,unknown_volume_fail_closed,
SZ000969,volume_available,16546440.418522278
SZ000970,volume_available,38212093.538322605
SZ000971,volume_available,5181980.136349227
SZ000972,volume_available,25825763.46919841
SZ000973,volume_available,23959900.060980894
SZ000975,volume_available,15764651.840197524
SZ000977,unknown_volume_fail_closed,
SZ000978,volume_available,10011582.512654968
SZ000979,volume_available,49519169.28345524
SZ000983,volume_available,93978453.16358441
SZ000988,volume_available,23242442.25459783
SZ000989,volume_available,7772617.98890918
SZ000990,volume_available,3045561.516371672
SZ000995,unknown_volume_fail_closed,
SZ000996,unknown_volume_fail_closed,
SZ000997,volume_available,22089819.63191638
SZ000998,volume_available,39870954.44820768
SZ000999,volume_available,12634445.644011403
SZ001696,volume_available,31299925.95826959
SZ001872,volume_available,12718039.328105291
SZ001896,volume_available,5450664.536359316
SZ001914,volume_available,20305157.667952783
SZ002001,volume_available,21684430.659048267
SZ002003,volume_available,5916867.849235146
SZ002004,volume_available,8252643.839900029
SZ002005,volume_available,57448146.01387308
SZ002007,volume_available,9521496.392034195
SZ002008,volume_available,36108244.944860354
SZ002010,volume_available,5836699.304709328
SZ002011,volume_available,33777726.15038493
SZ002012,volume_available,12610570.572764462
SZ002013,volume_available,15723271.917661304
SZ002014,volume_available,5403726.9245819105
SZ002016,volume_available,22909082.9231917
SZ002017,volume_available,4356271.074579817
SZ002018,unknown_volume_fail_closed,
SZ002019,unknown_volume_fail_closed,
SZ002020,volume_available,4057050.386659636
SZ002022,volume_available,15420119.601394221
SZ002023,volume_available,11348617.981846223
SZ002024,volume_available,234116276.97657147
SZ002025,volume_available,12286052.853663135
SZ002026,volume_available,3631353.4742848827
SZ002027,volume_available,5607511.005462276
SZ002028,volume_available,22091209.319909997
SZ002029,volume_available,17211084.609021127
SZ002030,volume_available,15804375.588305974
SZ002031,volume_available,18089713.242434084
SZ002033,volume_available,5329222.069150055
SZ002035,volume_available,5140951.154451674
SZ002037,volume_available,4574164.425343194
SZ002038,volume_available,7805760.252530943
SZ002039,volume_available,9815732.971616855
SZ002040,volume_available,9207401.498574194
SZ002041,volume_available,6692434.184023537
SZ002042,volume_available,12564113.85943094
SZ002043,volume_available,11922025.404325001
SZ002045,volume_available,7451002.190089183
SZ002046,volume_available,19973607.17846695
SZ002048,volume_available,15824400.588032609
SZ002049,volume_available,6581257.343792925
SZ002050,unknown_volume_fail_closed,
SZ002051,volume_available,23854787.995449655
SZ002052,volume_available,18164013.300456144
SZ002053,volume_available,4532478.593085914
SZ002054,volume_available,5197940.072321823
SZ002055,volume_available,8991500.676458556
SZ002056,volume_available,10718842.599977482
SZ002057,volume_available,5590218.074077179
SZ002058,volume_available,3708567.1664249725
SZ002060,volume_available,18656876.633071408
SZ002061,volume_available,11265937.187517388
SZ002064,volume_available,21655730.656172045
SZ002066,volume_available,10287031.170315588
SZ002067,volume_available,61078388.64477098
SZ002068,unknown_volume_fail_closed,
SZ002069,unknown_volume_fail_closed,
SZ002071,unknown_volume_fail_closed,
SZ002072,unknown_volume_fail_closed,
SZ002073,volume_available,26940421.493767064
SZ002075,volume_available,25382102.195789933
SZ002076,unknown_volume_fail_closed,
SZ002078,volume_available,56222405.537815094
SZ002079,volume_available,20287825.350355998
SZ002080,volume_available,6708361.105449269
SZ002081,volume_available,14181206.57428806
SZ002083,volume_available,14594333.1206851
SZ002084,volume_available,19283536.07429076
SZ002085,volume_available,3319011.352646269
SZ002086,volume_available,4585502.89419495
SZ002089,volume_available,10926726.251620876
SZ002090,volume_available,2753708.6831212356
SZ002091,volume_available,8002793.857474603
SZ002092,volume_available,41489056.53526847
SZ002093,volume_available,13781053.354418686
SZ002094,volume_available,5726943.240374466
SZ002095,volume_available,7792543.595411015
SZ002097,volume_available,23258857.683072165
SZ002098,unknown_volume_fail_closed,
SZ002100,volume_available,6103958.703264046
SZ002101,volume_available,3567902.57432468
SZ002104,volume_available,19129029.385558017
SZ002106,volume_available,29037218.276913542
SZ002107,volume_available,2322876.8846732588
SZ002108,volume_available,8165790.176744796
SZ002111,volume_available,8431103.92777678
SZ002112,volume_available,4662549.998877923
SZ002114,volume_available,6658415.310381255
SZ002115,volume_available,20071950.70933012
SZ002116,volume_available,5570596.685057757
SZ002117,volume_available,9917174.415433949
SZ002118,volume_available,7810149.114202691
SZ002119,volume_available,5189905.369044039
SZ002120,volume_available,3350555.3336729626
SZ002121,volume_available,5836808.513144551
SZ002122,volume_available,32332884.472967125
SZ002123,unknown_volume_fail_closed,
SZ002125,unknown_volume_fail_closed,
SZ002126,volume_available,7077650.14860606
SZ002128,volume_available,20234321.275764056
SZ002129,volume_available,7675038.74581557
SZ002130,volume_available,26206954.492479704
SZ002132,volume_available,16791524.43289787
SZ002135,unknown_volume_fail_closed,
SZ002136,volume_available,6752723.592077166
SZ002138,volume_available,5333733.901520948
SZ002139,volume_available,5530535.876444528
SZ002140,volume_available,6553762.03794496
SZ002141,volume_available,2557038.4556229925
SZ002142,volume_available,100703144.03158957
SZ002144,volume_available,3163011.1719824327
SZ002145,volume_available,11641108.906199045
SZ002146,volume_available,50708655.941756
SZ002147,volume_available,6639145.238814711
SZ002148,volume_available,7230666.354416894
SZ002149,volume_available,2506362.5027184403
SZ002152,unknown_volume_fail_closed,
SZ002153,volume_available,2864505.304112064
SZ002154,volume_available,8883728.357175793
SZ002155,unknown_volume_fail_closed,
SZ002156,volume_available,6930872.708675953
SZ002157,unknown_volume_fail_closed,
SZ002158,volume_available,2153817.8877439173
SZ002161,volume_available,17684616.63808512
SZ002162,volume_available,8226701.839477683
SZ002163,volume_available,10049036.199186351
SZ002165,volume_available,10396956.035951233
SZ002166,volume_available,8780967.95375171
SZ002168,unknown_volume_fail_closed,
SZ002169,volume_available,5913305.966627595
SZ002170,unknown_volume_fail_closed,
SZ002171,unknown_volume_fail_closed,
SZ002172,unknown_volume_fail_closed,
SZ002173,unknown_volume_fail_closed,
SZ002174,volume_available,1775188.8953635897
SZ002175,volume_available,2283300.194363149
SZ002176,volume_available,9079199.855654621
SZ002177,volume_available,27579573.65097735
SZ002178,unknown_volume_fail_closed,
SZ002179,volume_available,10040726.75177442
SZ002181,volume_available,15346680.200137198
SZ002182,volume_available,6851965.91455474
SZ002183,volume_available,52834568.365864
SZ002184,unknown_volume_fail_closed,
SZ002185,volume_available,17350377.593981165
SZ002187,volume_available,5085720.449191667
SZ002188,unknown_volume_fail_closed,
SZ002189,volume_available,6212643.445192734
SZ002191,volume_available,15208770.636970937
SZ002192,volume_available,3449461.204828632
SZ002193,volume_available,2823115.202251274
SZ002194,volume_available,5019145.454892984
SZ002195,volume_available,1490792.6460788543
SZ002196,volume_available,3672936.127712886
SZ002197,volume_available,11282520.28659733
SZ002198,volume_available,7344224.543094933
SZ002199,volume_available,4916470.933530812
SZ002200,volume_available,4403448.769018794
SZ002202,volume_available,63293877.25612829
SZ002203,volume_available,26470294.695572503
SZ002204,volume_available,32976883.571978997
SZ002205,volume_available,4058567.1825313633
SZ002206,volume_available,5900085.158537919
SZ002207,unknown_volume_fail_closed,
SZ002210,volume_available,2850762.8944948246
SZ002211,unknown_volume_fail_closed,
SZ002212,volume_available,9994288.826945454
SZ002213,volume_available,2144754.290656109
SZ002214,volume_available,3592153.5354470313
SZ002215,volume_available,6750639.854132181
SZ002216,volume_available,4106186.4602924674
SZ002217,unknown_volume_fail_closed,
SZ002218,unknown_volume_fail_closed,
SZ002219,volume_available,9426676.186390124
SZ002221,volume_available,8127901.881278178
SZ002222,volume_available,5576020.489743243
SZ002223,volume_available,6205423.152310951
SZ002224,volume_available,14569927.181910217
SZ002225,volume_available,17891597.38407694
SZ002226,volume_available,13546391.875189776
SZ002227,volume_available,3122654.1868750034
SZ002228,volume_available,2847025.936720313
SZ002229,volume_available,8959227.15979619
SZ002230,volume_available,19846669.22198913
SZ002231,volume_available,15685004.459730778
SZ002232,volume_available,6429738.873472427
SZ002233,volume_available,23721140.706003238
SZ002234,volume_available,5191686.1782002365
SZ002235,unknown_volume_fail_closed,
SZ002236,volume_available,19937318.66423147
SZ002237,volume_available,10924133.662912954
SZ002238,volume_available,4820257.221956123
SZ002240,volume_available,11563669.624875857
SZ002241,volume_available,17804683.888296787
SZ002242,volume_available,12880783.071718115
SZ002243,volume_available,13891715.824835638
SZ002244,volume_available,21840642.698181383
SZ002245,volume_available,5393832.916002679
SZ002246,volume_available,11385504.566187236
SZ002247,volume_available,5211310.333477235
SZ002249,volume_available,7016303.221160603
SZ002250,unknown_volume_fail_closed,
SZ002251,volume_available,8116233.274310807
SZ002253,volume_available,3851627.8691598303
SZ002254,volume_available,10974906.77311354
SZ002255,volume_available,20125917.778742436
SZ002256,volume_available,5845200.69015128
SZ002259,volume_available,13423592.425067728
SZ002260,volume_available,2708444.7978525176
SZ002261,volume_available,8133494.200988112
SZ002262,volume_available,2254372.8251564456
SZ002264,volume_available,7089691.344320345
SZ002266,volume_available,67159236.57609801
SZ002267,volume_available,7579819.554703708
SZ002268,volume_available,3557805.5726691363
SZ002269,volume_available,20069584.91037605
SZ002270,unknown_volume_fail_closed,
SZ002271,volume_available,5176553.777482576
SZ002272,volume_available,6830731.439610106
SZ002273,volume_available,8263073.18310083
SZ002274,volume_available,8801542.04615346
SZ002275,volume_available,3063682.501232356
SZ002276,volume_available,14529562.770776188
SZ002277,volume_available,21087798.61603519
SZ002278,volume_available,5582572.886775592
SZ002279,volume_available,4071415.9658332667
SZ002280,volume_available,2337197.840417044
SZ002281,volume_available,2801670.092366796
SZ002282,volume_available,7317799.8462444525
SZ002283,volume_available,9966816.132459031
SZ002284,volume_available,3097175.8927992927
SZ002285,volume_available,15671738.329238117
SZ002286,volume_available,7733635.143377079
SZ002288,volume_available,14537090.541014288
SZ002289,volume_available,7794457.055470685
SZ002292,volume_available,7024637.683598426
SZ002293,volume_available,3367361.613671039
SZ002294,volume_available,4776611.018099437
SZ002295,volume_available,3422302.373036377
SZ002296,volume_available,13779397.106643941
SZ002297,volume_available,11849779.488152038
SZ002298,unknown_volume_fail_closed,
SZ002299,volume_available,10517030.07322613
SZ002300,volume_available,6112608.551208849
SZ002302,volume_available,9755639.756204257
SZ002303,unknown_volume_fail_closed,
SZ002304,volume_available,4227345.509504336
SZ002305,volume_available,15649497.11992911
SZ002307,volume_available,43183622.879189104
SZ002308,unknown_volume_fail_closed,
SZ002309,unknown_volume_fail_closed,
SZ002310,volume_available,16555778.638775766
SZ002311,unknown_volume_fail_closed,
SZ002312,unknown_volume_fail_closed,
SZ002313,volume_available,8911515.712832619
SZ002314,volume_available,6470462.6959633585
SZ002315,volume_available,2776379.49652007
SZ002316,volume_available,12800229.7936052
SZ002317,volume_available,5163848.851347236
SZ002318,volume_available,7513851.219743487
SZ002319,volume_available,6616432.351417299
SZ002320,volume_available,8682566.894025931
SZ002321,volume_available,20946088.974786576
SZ002322,unknown_volume_fail_closed,
SZ002324,unknown_volume_fail_closed,
SZ002325,volume_available,12862376.938592503
SZ002326,volume_available,8072171.931441094
SZ002327,volume_available,4130792.2862732993
SZ002328,volume_available,6008731.26999811
SZ002329,unknown_volume_fail_closed,
SZ002331,unknown_volume_fail_closed,
SZ002332,unknown_volume_fail_closed,
SZ002334,volume_available,9609760.691352915
SZ002335,unknown_volume_fail_closed,
SZ002336,volume_available,3028580.2199327983
SZ002338,volume_available,1563043.6396311552
SZ002339,volume_available,9356876.420535147
SZ002340,volume_available,29251659.148600392
SZ002341,unknown_volume_fail_closed,
SZ002342,volume_available,21230499.343144353
SZ002344,unknown_volume_fail_closed,
SZ002345,volume_available,7457317.227725213
SZ002346,volume_available,2762882.512805676
SZ002347,volume_available,5509472.985226737
SZ002348,volume_available,10077666.802498266
SZ002349,volume_available,1680255.8195538365
SZ002350,volume_available,7798687.93290854
SZ002351,unknown_volume_fail_closed,
SZ002353,volume_available,14126748.004282871
SZ002355,volume_available,13382168.282710899
SZ002358,volume_available,4990754.247423279
SZ002359,unknown_volume_fail_closed,
SZ002360,volume_available,5989038.736038251
SZ002361,volume_available,4768925.688001971
SZ002362,volume_available,4141101.51520074
SZ002363,volume_available,9456252.170027759
SZ002364,volume_available,3796026.6452435195
SZ002365,volume_available,3188970.8082874576
SZ002366,volume_available,3515762.3302524686
SZ002367,volume_available,19416398.144177753
SZ002368,volume_available,3973975.7469232255
SZ002369,volume_available,12496968.982451174
SZ002370,volume_available,2709174.635511565
SZ002371,volume_available,3179247.61824943
SZ002372,volume_available,5581998.097638046
SZ002373,unknown_volume_fail_closed,
SZ002374,volume_available,4019761.1818069937
SZ002375,volume_available,13745057.194803452
SZ002376,volume_available,11645968.325161029
SZ002377,volume_available,7853963.460325027
SZ002378,volume_available,6582083.243209818
SZ002379,volume_available,32452471.077465933
SZ002381,volume_available,4060084.2935116068
SZ002382,unknown_volume_fail_closed,
SZ002383,volume_available,3520961.6848923163
SZ002384,volume_available,6853221.884505846
SZ002385,volume_available,25833258.293769132
SZ002386,unknown_volume_fail_closed,
SZ002387,volume_available,4200235.6266049165
SZ002388,volume_available,6967331.0407713
SZ002389,volume_available,10227815.130796969
SZ002390,volume_available,6521488.643995382
SZ002391,volume_available,7735467.027994012
SZ002392,volume_available,29654926.9806588
SZ002393,volume_available,2379198.9810588234
SZ002394,volume_available,7866179.232198527
SZ002396,unknown_volume_fail_closed,
SZ002397,volume_available,4313318.103710104
SZ002398,volume_available,5831631.912382432
SZ002399,volume_available,7152000.857733714
SZ002400,volume_available,11232963.46846947
SZ002401,volume_available,6007619.058853947
SZ002402,volume_available,3031393.3853169326
SZ002404,volume_available,9135867.173648376
SZ002405,unknown_volume_fail_closed,
SZ002406,volume_available,5935497.199591754
SZ002407,unknown_volume_fail_closed,
SZ002408,volume_available,5145984.837818136
SZ002410,volume_available,14054825.654104482
SZ002412,volume_available,3858908.9759483547
SZ002414,volume_available,9990305.043538986
SZ002415,unknown_volume_fail_closed,
SZ002416,volume_available,5698984.581932654
SZ002417,volume_available,4948014.833617308
SZ002418,volume_available,4616648.109907659
SZ002419,volume_available,7781400.53698308
SZ002421,volume_available,4587983.5205793325
SZ002422,volume_available,9514888.28068228
SZ002423,volume_available,12402218.319301505
SZ002424,volume_available,3525867.1802886836
SZ002425,unknown_volume_fail_closed,
SZ002426,unknown_volume_fail_closed,
SZ002427,volume_available,2383179.562470738
SZ002428,volume_available,26583073.868677225
SZ002429,volume_available,12772768.148128107
SZ002430,volume_available,13954528.167250922
SZ002431,volume_available,12994959.421385366
SZ002432,volume_available,6453001.556227609
SZ002433,volume_available,12150019.625283113
SZ002434,volume_available,2637441.0049367812
SZ002436,volume_available,2554817.5018262328
SZ002438,volume_available,5759924.458388006
SZ002439,unknown_volume_fail_closed,
SZ002440,volume_available,25965578.013141923
SZ002441,volume_available,3900926.6942406967
SZ002442,unknown_volume_fail_closed,
SZ002444,volume_available,13251483.005031707
SZ002445,volume_available,3784926.966413492
SZ002446,volume_available,2043699.6539392476
SZ002447,volume_available,3311981.750209255
SZ002448,volume_available,6830972.947672257
SZ002449,volume_available,7721745.900117327
SZ002450,volume_available,14263855.402187962
SZ002451,unknown_volume_fail_closed,
SZ002452,volume_available,5328038.632315257
SZ002453,unknown_volume_fail_closed,
SZ002454,volume_available,7984342.643438618
SZ002455,volume_available,2950043.2885728134
SZ002456,volume_available,18568770.101091985
SZ002457,volume_available,13063986.87644976
SZ002460,volume_available,9933029.302923296
SZ002461,volume_available,7092190.827471699
SZ002462,volume_available,6163104.255464746
