instrument,datetime,listing_date_proxy,listing_age_days,listing_age_bucket
SH603338,2023-12-29,2015-03-25,3201.0,501_plus
SH603339,2023-12-29,2016-05-19,2780.0,501_plus
SH603345,2023-12-29,2017-02-22,2501.0,501_plus
SH603348,2023-12-29,2018-04-26,2073.0,501_plus
SH603351,2023-12-29,2019-01-30,1794.0,501_plus
SH603353,2023-12-29,2020-04-07,1361.0,501_plus
SH603355,2023-12-29,2015-05-13,3152.0,501_plus
SH603356,2023-12-29,2018-01-24,2165.0,501_plus
SH603357,2023-12-29,2017-08-01,2341.0,501_plus
SH603358,2023-12-29,2017-01-25,2529.0,501_plus
SH603359,2023-12-29,2017-09-01,2310.0,501_plus
SH603360,2023-12-29,2017-02-06,2517.0,501_plus
SH603363,2023-12-29,2017-09-26,2285.0,501_plus
SH603365,2023-12-29,2017-11-20,2230.0,501_plus
SH603366,2023-12-29,2012-05-21,4239.0,501_plus
SH603367,2023-12-29,2017-09-29,2282.0,501_plus
SH603368,2023-12-29,2014-12-04,3312.0,501_plus
SH603369,2023-12-29,2014-07-03,3466.0,501_plus
SH603373,2023-12-29,2023-12-20,9.0,0_60
SH603377,2023-12-29,2016-02-05,2884.0,501_plus
SH603378,2023-12-29,2017-09-28,2283.0,501_plus
SH603379,2023-12-29,2019-04-02,1732.0,501_plus
SH603380,2023-12-29,2017-06-22,2381.0,501_plus
SH603383,2023-12-29,2017-05-22,2412.0,501_plus
SH603385,2023-12-29,2017-04-05,2459.0,501_plus
SH603386,2023-12-29,2017-09-12,2299.0,501_plus
SH603387,2023-12-29,2017-07-17,2356.0,501_plus
SH603388,2023-12-29,2017-03-24,2471.0,501_plus
SH603389,2023-12-29,2016-12-15,2570.0,501_plus
SH603390,2023-12-29,2019-11-25,1495.0,501_plus
SH603392,2023-12-29,2020-04-29,1339.0,501_plus
SH603393,2023-12-29,2016-09-12,2664.0,501_plus
SH603396,2023-12-29,2017-10-18,2263.0,501_plus
SH603398,2023-12-29,2015-12-09,2942.0,501_plus
SH603399,2023-12-29,2012-08-24,4144.0,501_plus
SH603408,2023-12-29,2020-07-30,1247.0,501_plus
SH603416,2023-12-29,2016-12-21,2564.0,501_plus
SH603421,2023-12-29,2016-10-11,2635.0,501_plus
SH603429,2023-12-29,2017-01-24,2530.0,501_plus
SH603439,2023-12-29,2020-04-28,1340.0,501_plus
SH603444,2023-12-29,2017-01-04,2550.0,501_plus
SH603456,2023-12-29,2014-10-10,3367.0,501_plus
SH603458,2023-12-29,2017-08-09,2333.0,501_plus
SH603466,2023-12-29,2017-10-20,2261.0,501_plus
SH603477,2023-12-29,2017-12-18,2202.0,501_plus
SH603486,2023-12-29,2018-05-28,2041.0,501_plus
SH603488,2023-12-29,2017-05-16,2418.0,501_plus
SH603489,2023-12-29,2019-11-11,1509.0,501_plus
SH603496,2023-12-29,2017-06-07,2396.0,501_plus
SH603499,2023-12-29,2017-10-16,2265.0,501_plus
SH603500,2023-12-29,2017-09-04,2307.0,501_plus
SH603501,2023-12-29,2017-05-04,2430.0,501_plus
SH603505,2023-12-29,2017-05-03,2431.0,501_plus
SH603506,2023-12-29,2018-02-01,2157.0,501_plus
SH603507,2023-12-29,2017-11-06,2244.0,501_plus
SH603508,2023-12-29,2015-12-24,2927.0,501_plus
SH603511,2023-12-29,2021-05-31,942.0,501_plus
SH603515,2023-12-29,2016-08-19,2688.0,501_plus
SH603516,2023-12-29,2018-02-02,2156.0,501_plus
SH603517,2023-12-29,2017-03-17,2478.0,501_plus
SH603518,2023-12-29,2014-12-03,3313.0,501_plus
SH603519,2023-12-29,2015-03-19,3207.0,501_plus
SH603520,2023-12-29,2016-03-09,2851.0,501_plus
SH603527,2023-12-29,2017-09-07,2304.0,501_plus
SH603528,2023-12-29,2016-05-03,2796.0,501_plus
SH603529,2023-12-29,2021-06-15,927.0,501_plus
SH603530,2023-12-29,2019-08-05,1607.0,501_plus
SH603533,2023-12-29,2017-09-21,2290.0,501_plus
SH603535,2023-12-29,2017-08-08,2334.0,501_plus
SH603536,2023-12-29,2017-06-13,2390.0,501_plus
SH603538,2023-12-29,2017-04-07,2457.0,501_plus
SH603551,2023-12-29,2020-01-15,1444.0,501_plus
SH603555,2023-12-29,2014-01-24,3626.0,501_plus
SH603556,2023-12-29,2016-11-10,2605.0,501_plus
SH603557,2023-12-29,2017-08-18,2324.0,501_plus
SH603558,2023-12-29,2015-01-27,3258.0,501_plus
SH603559,2023-12-29,2016-12-02,2583.0,501_plus
SH603565,2023-12-29,2020-09-25,1190.0,501_plus
SH603566,2023-12-29,2015-05-18,3147.0,501_plus
SH603567,2023-12-29,2015-04-24,3171.0,501_plus
SH603568,2023-12-29,2015-05-28,3137.0,501_plus
SH603569,2023-12-29,2016-08-10,2697.0,501_plus
SH603577,2023-12-29,2016-12-22,2563.0,501_plus
SH603578,2023-12-29,2017-03-06,2489.0,501_plus
SH603579,2023-12-29,2017-01-11,2543.0,501_plus
SH603580,2023-12-29,2017-05-25,2409.0,501_plus
SH603583,2023-12-29,2018-09-21,1925.0,501_plus
SH603585,2023-12-29,2016-12-14,2571.0,501_plus
SH603586,2023-12-29,2017-04-06,2458.0,501_plus
SH603587,2023-12-29,2018-06-22,2016.0,501_plus
SH603588,2023-12-29,2014-12-29,3287.0,501_plus
SH603589,2023-12-29,2015-06-29,3105.0,501_plus
SH603590,2023-12-29,2018-08-27,1950.0,501_plus
SH603595,2023-12-29,2017-07-12,2361.0,501_plus
SH603596,2023-12-29,2018-04-27,2072.0,501_plus
SH603598,2023-12-29,2015-05-27,3138.0,501_plus
SH603599,2023-12-29,2015-05-13,3152.0,501_plus
SH603600,2023-12-29,2015-01-23,3262.0,501_plus
SH603601,2023-12-29,2015-01-22,3263.0,501_plus
SH603602,2023-12-29,2017-08-10,2332.0,501_plus
SH603603,2023-12-29,2017-02-17,2506.0,501_plus
SH603605,2023-12-29,2017-11-15,2235.0,501_plus
SH603606,2023-12-29,2014-10-15,3362.0,501_plus
SH603607,2023-12-29,2017-10-25,2256.0,501_plus
SH603608,2023-12-29,2016-02-18,2871.0,501_plus
SH603609,2023-12-29,2014-08-08,3430.0,501_plus
SH603610,2023-12-29,2019-10-29,1522.0,501_plus
SH603611,2023-12-29,2015-01-28,3257.0,501_plus
SH603612,2023-12-29,2017-07-18,2355.0,501_plus
SH603613,2023-12-29,2019-07-30,1613.0,501_plus
SH603615,2023-12-29,2017-02-13,2510.0,501_plus
SH603616,2023-12-29,2015-06-11,3123.0,501_plus
SH603617,2023-12-29,2017-07-03,2370.0,501_plus
SH603618,2023-12-29,2015-02-17,3237.0,501_plus
SH603619,2023-12-29,2017-11-17,2233.0,501_plus
SH603626,2023-12-29,2017-02-09,2514.0,501_plus
SH603628,2023-12-29,2017-01-12,2542.0,501_plus
SH603629,2023-12-29,2018-12-24,1831.0,501_plus
SH603630,2023-12-29,2017-03-13,2482.0,501_plus
SH603633,2023-12-29,2016-11-17,2598.0,501_plus
SH603636,2023-12-29,2014-12-30,3286.0,501_plus
SH603637,2023-12-29,2017-02-08,2515.0,501_plus
SH603638,2023-12-29,2017-01-20,2534.0,501_plus
SH603639,2023-12-29,2017-01-12,2542.0,501_plus
SH603648,2023-12-29,2017-09-13,2298.0,501_plus
SH603650,2023-12-29,2018-06-27,2011.0,501_plus
SH603655,2023-12-29,2017-12-29,2191.0,501_plus
SH603656,2023-12-29,2017-03-21,2474.0,501_plus
SH603657,2023-12-29,2018-07-30,1978.0,501_plus
SH603658,2023-12-29,2016-09-01,2675.0,501_plus
SH603659,2023-12-29,2017-11-03,2247.0,501_plus
SH603660,2023-12-29,2016-12-01,2584.0,501_plus
SH603661,2023-12-29,2017-11-21,2229.0,501_plus
SH603662,2023-12-29,2019-08-06,1606.0,501_plus
SH603663,2023-12-29,2016-08-01,2706.0,501_plus
SH603665,2023-12-29,2017-03-13,2482.0,501_plus
SH603666,2023-12-29,2018-06-12,2026.0,501_plus
SH603667,2023-12-29,2016-10-25,2621.0,501_plus
SH603668,2023-12-29,2017-01-17,2537.0,501_plus
SH603669,2023-12-29,2015-05-28,3137.0,501_plus
SH603676,2023-12-29,2017-07-21,2352.0,501_plus
SH603677,2023-12-29,2017-02-06,2517.0,501_plus
SH603678,2023-12-29,2015-01-26,3259.0,501_plus
SH603679,2023-12-29,2017-06-21,2382.0,501_plus
SH603680,2023-12-29,2018-02-27,2131.0,501_plus
SH603681,2023-12-29,2019-03-26,1739.0,501_plus
SH603682,2023-12-29,2020-04-21,1347.0,501_plus
SH603683,2023-12-29,2017-10-20,2261.0,501_plus
SH603685,2023-12-29,2017-11-27,2223.0,501_plus
SH603686,2023-12-29,2015-01-26,3259.0,501_plus
SH603687,2023-12-29,2019-07-26,1617.0,501_plus
SH603688,2023-12-29,2014-10-31,3346.0,501_plus
SH603689,2023-12-29,2017-01-10,2544.0,501_plus
SH603690,2023-12-29,2017-01-13,2541.0,501_plus
SH603693,2023-12-29,2018-07-03,2005.0,501_plus
SH603696,2023-12-29,2015-12-09,2942.0,501_plus
SH603697,2023-12-29,2019-05-08,1696.0,501_plus
SH603698,2023-12-29,2015-01-28,3257.0,501_plus
SH603699,2023-12-29,2014-01-17,3633.0,501_plus
SH603700,2023-12-29,2019-01-22,1802.0,501_plus
SH603701,2023-12-29,2016-04-12,2817.0,501_plus
SH603703,2023-12-29,2015-04-23,3172.0,501_plus
SH603706,2023-12-29,2018-07-09,1999.0,501_plus
SH603707,2023-12-29,2017-07-19,2354.0,501_plus
SH603708,2023-12-29,2016-12-13,2572.0,501_plus
SH603709,2023-12-29,2018-02-08,2150.0,501_plus
SH603711,2023-12-29,2017-11-30,2220.0,501_plus
SH603712,2023-12-29,2018-02-26,2132.0,501_plus
SH603713,2023-12-29,2018-07-13,1995.0,501_plus
SH603716,2023-12-29,2016-10-31,2615.0,501_plus
SH603717,2023-12-29,2017-03-27,2468.0,501_plus
SH603718,2023-12-29,2015-05-15,3150.0,501_plus
SH603719,2023-12-29,2020-02-24,1404.0,501_plus
SH603721,2023-12-29,2017-08-11,2331.0,501_plus
SH603722,2023-12-29,2017-10-25,2256.0,501_plus
SH603725,2023-12-29,2017-09-06,2305.0,501_plus
SH603726,2023-12-29,2016-04-21,2808.0,501_plus
SH603727,2023-12-29,2016-11-22,2593.0,501_plus
SH603728,2023-12-29,2017-05-09,2425.0,501_plus
SH603729,2023-12-29,2015-03-24,3202.0,501_plus
SH603730,2023-12-29,2017-07-28,2345.0,501_plus
SH603733,2023-12-29,2018-04-20,2079.0,501_plus
SH603737,2023-12-29,2016-06-03,2765.0,501_plus
SH603738,2023-12-29,2016-09-28,2648.0,501_plus
SH603739,2023-12-29,2019-01-16,1808.0,501_plus
SH603755,2023-12-29,2019-08-28,1584.0,501_plus
SH603757,2023-12-29,2017-07-11,2362.0,501_plus
SH603758,2023-12-29,2017-05-17,2417.0,501_plus
SH603759,2023-12-29,2021-03-26,1008.0,501_plus
SH603766,2023-12-29,2012-08-10,4158.0,501_plus
SH603767,2023-12-29,2017-06-13,2390.0,501_plus
SH603768,2023-12-29,2017-03-24,2471.0,501_plus
SH603773,2023-12-29,2018-04-17,2082.0,501_plus
SH603776,2023-12-29,2017-08-17,2325.0,501_plus
SH603777,2023-12-29,2016-10-12,2634.0,501_plus
SH603778,2023-12-29,2015-12-31,2920.0,501_plus
SH603779,2023-12-29,2016-05-16,2783.0,501_plus
SH603786,2023-12-29,2019-10-15,1536.0,501_plus
SH603787,2023-12-29,2017-04-27,2437.0,501_plus
SH603788,2023-12-29,2015-01-20,3265.0,501_plus
SH603789,2023-12-29,2015-04-27,3168.0,501_plus
SH603790,2023-12-29,2018-09-12,1934.0,501_plus
SH603797,2023-12-29,2017-04-13,2451.0,501_plus
SH603798,2023-12-29,2016-04-06,2823.0,501_plus
SH603799,2023-12-29,2015-01-29,3256.0,501_plus
SH603800,2023-12-29,2015-12-10,2941.0,501_plus
SH603801,2023-12-29,2017-06-30,2373.0,501_plus
SH603803,2023-12-29,2017-04-20,2444.0,501_plus
SH603806,2023-12-29,2014-09-05,3402.0,501_plus
SH603808,2023-12-29,2015-04-22,3173.0,501_plus
SH603809,2023-12-29,2017-11-28,2222.0,501_plus
SH603810,2023-12-29,2018-09-17,1929.0,501_plus
SH603811,2023-12-29,2017-03-15,2480.0,501_plus
SH603813,2023-12-29,2017-09-18,2293.0,501_plus
SH603815,2023-12-29,2019-10-21,1530.0,501_plus
SH603816,2023-12-29,2016-10-14,2632.0,501_plus
SH603817,2023-12-29,2017-02-20,2503.0,501_plus
SH603818,2023-12-29,2015-04-22,3173.0,501_plus
SH603819,2023-12-29,2016-11-25,2590.0,501_plus
SH603822,2023-12-29,2016-04-28,2801.0,501_plus
SH603823,2023-12-29,2016-12-20,2565.0,501_plus
SH603825,2023-12-29,2017-08-02,2340.0,501_plus
SH603826,2023-12-29,2017-04-14,2450.0,501_plus
SH603828,2023-12-29,2015-02-26,3228.0,501_plus
SH603829,2023-12-29,2017-10-17,2264.0,501_plus
SH603833,2023-12-29,2017-03-28,2467.0,501_plus
SH603836,2023-12-29,2021-05-26,947.0,501_plus
SH603838,2023-12-29,2015-07-01,3103.0,501_plus
SH603839,2023-12-29,2017-02-14,2509.0,501_plus
SH603843,2023-12-29,2016-09-05,2671.0,501_plus
SH603848,2023-12-29,2017-12-01,2219.0,501_plus
SH603855,2023-12-29,2017-05-24,2410.0,501_plus
SH603856,2023-12-29,2017-11-06,2244.0,501_plus
SH603858,2023-12-29,2016-11-18,2597.0,501_plus
SH603859,2023-12-29,2016-10-21,2625.0,501_plus
SH603860,2023-12-29,2017-08-02,2340.0,501_plus
SH603861,2023-12-29,2016-03-22,2838.0,501_plus
SH603863,2023-12-29,2019-06-21,1652.0,501_plus
SH603866,2023-12-29,2015-12-22,2929.0,501_plus
SH603867,2023-12-29,2019-06-27,1646.0,501_plus
SH603868,2023-12-29,2016-04-18,2811.0,501_plus
SH603869,2023-12-29,2015-03-26,3200.0,501_plus
SH603871,2023-12-29,2018-02-06,2152.0,501_plus
SH603876,2023-12-29,2018-04-18,2081.0,501_plus
SH603877,2023-12-29,2017-01-09,2545.0,501_plus
SH603878,2023-12-29,2016-12-19,2566.0,501_plus
SH603879,2023-12-29,2017-06-14,2389.0,501_plus
SH603880,2023-12-29,2017-08-07,2335.0,501_plus
SH603881,2023-12-29,2017-02-08,2515.0,501_plus
SH603882,2023-12-29,2017-09-08,2303.0,501_plus
SH603883,2023-12-29,2015-04-23,3172.0,501_plus
SH603885,2023-12-29,2015-05-27,3138.0,501_plus
SH603886,2023-12-29,2016-12-28,2557.0,501_plus
SH603887,2023-12-29,2016-10-10,2636.0,501_plus
SH603888,2023-12-29,2016-10-28,2618.0,501_plus
SH603889,2023-12-29,2014-12-31,3285.0,501_plus
SH603890,2023-12-29,2017-12-12,2208.0,501_plus
SH603893,2023-12-29,2020-02-07,1421.0,501_plus
SH603895,2023-12-29,2018-01-22,2167.0,501_plus
SH603896,2023-12-29,2017-05-10,2424.0,501_plus
SH603897,2023-12-29,2018-04-10,2089.0,501_plus
SH603898,2023-12-29,2015-02-17,3237.0,501_plus
SH603899,2023-12-29,2015-01-27,3258.0,501_plus
SH603900,2023-12-29,2016-11-23,2592.0,501_plus
SH603901,2023-12-29,2015-05-29,3136.0,501_plus
SH603903,2023-12-29,2017-03-14,2481.0,501_plus
SH603906,2023-12-29,2017-04-10,2454.0,501_plus
SH603908,2023-12-29,2017-03-07,2488.0,501_plus
SH603909,2023-12-29,2016-06-28,2740.0,501_plus
SH603912,2023-12-29,2017-11-01,2249.0,501_plus
SH603915,2023-12-29,2019-06-14,1659.0,501_plus
SH603916,2023-12-29,2017-11-10,2240.0,501_plus
SH603917,2023-12-29,2017-12-04,2216.0,501_plus
SH603918,2023-12-29,2015-05-28,3137.0,501_plus
SH603919,2023-12-29,2016-03-10,2850.0,501_plus
SH603920,2023-12-29,2017-04-26,2438.0,501_plus
SH603922,2023-12-29,2017-10-23,2258.0,501_plus
SH603926,2023-12-29,2017-05-10,2424.0,501_plus
SH603927,2023-12-29,2019-09-09,1572.0,501_plus
SH603928,2023-12-29,2016-12-12,2573.0,501_plus
SH603929,2023-12-29,2016-12-30,2555.0,501_plus
SH603931,2023-12-29,2020-08-19,1227.0,501_plus
SH603933,2023-12-29,2017-07-06,2367.0,501_plus
SH603936,2023-12-29,2015-12-09,2942.0,501_plus
SH603937,2023-12-29,2017-11-02,2248.0,501_plus
SH603938,2023-12-29,2017-06-28,2375.0,501_plus
SH603939,2023-12-29,2015-02-17,3237.0,501_plus
SH603948,2023-12-29,2020-03-02,1397.0,501_plus
SH603949,2023-12-29,2020-03-10,1389.0,501_plus
SH603950,2023-12-29,2020-05-26,1312.0,501_plus
SH603955,2023-12-29,2017-03-10,2485.0,501_plus
SH603956,2023-12-29,2019-02-22,1771.0,501_plus
SH603958,2023-12-29,2016-06-29,2739.0,501_plus
SH603959,2023-12-29,2016-05-17,2782.0,501_plus
SH603960,2023-12-29,2017-03-14,2481.0,501_plus
SH603963,2023-12-29,2017-09-22,2289.0,501_plus
SH603966,2023-12-29,2017-01-25,2529.0,501_plus
SH603967,2023-12-29,2019-04-29,1705.0,501_plus
SH603968,2023-12-29,2015-05-18,3147.0,501_plus
SH603969,2023-12-29,2015-02-27,3227.0,501_plus
SH603970,2023-12-29,2017-11-16,2234.0,501_plus
SH603976,2023-12-29,2017-08-22,2320.0,501_plus
SH603977,2023-12-29,2016-11-11,2604.0,501_plus
SH603978,2023-12-29,2017-08-07,2335.0,501_plus
SH603979,2023-12-29,2015-06-30,3104.0,501_plus
SH603980,2023-12-29,2017-06-15,2388.0,501_plus
SH603982,2023-12-29,2019-05-22,1682.0,501_plus
SH603983,2023-12-29,2019-07-25,1618.0,501_plus
SH603985,2023-12-29,2017-05-05,2429.0,501_plus
SH603986,2023-12-29,2016-08-18,2689.0,501_plus
SH603987,2023-12-29,2016-11-21,2594.0,501_plus
SH603988,2023-12-29,2014-11-04,3342.0,501_plus
SH603989,2023-12-29,2015-05-15,3150.0,501_plus
SH603990,2023-12-29,2016-12-08,2577.0,501_plus
SH603991,2023-12-29,2017-03-08,2487.0,501_plus
SH603992,2023-12-29,2019-08-26,1586.0,501_plus
SH603993,2023-12-29,2012-10-09,4098.0,501_plus
SH603995,2023-12-29,2019-12-24,1466.0,501_plus
SH603997,2023-12-29,2015-03-02,3224.0,501_plus
SH603998,2023-12-29,2014-12-05,3311.0,501_plus
SH603999,2023-12-29,2015-12-10,2941.0,501_plus
SH605001,2023-12-29,2020-05-22,1316.0,501_plus
SH605003,2023-12-29,2020-09-08,1207.0,501_plus
SH605005,2023-12-29,2021-01-19,1074.0,501_plus
SH605006,2023-12-29,2020-09-03,1212.0,501_plus
SH605007,2023-12-29,2020-11-10,1144.0,501_plus
SH605008,2023-12-29,2020-08-21,1225.0,501_plus
SH605009,2023-12-29,2020-09-11,1204.0,501_plus
SH605011,2023-12-29,2021-06-30,912.0,501_plus
SH605016,2023-12-29,2021-04-21,982.0,501_plus
SH605018,2023-12-29,2020-09-29,1186.0,501_plus
SH605020,2023-12-29,2021-07-09,903.0,501_plus
SH605028,2023-12-29,2021-07-12,900.0,501_plus
SH605033,2023-12-29,2021-09-16,834.0,501_plus
SH605050,2023-12-29,2020-09-24,1191.0,501_plus
SH605055,2023-12-29,2021-01-29,1064.0,501_plus
SH605056,2023-12-29,2021-07-20,892.0,501_plus
SH605058,2023-12-29,2020-10-21,1164.0,501_plus
SH605060,2023-12-29,2021-03-01,1033.0,501_plus
SH605066,2023-12-29,2020-08-07,1239.0,501_plus
SH605068,2023-12-29,2020-11-23,1131.0,501_plus
SH605069,2023-12-29,2021-08-16,865.0,501_plus
SH605077,2023-12-29,2021-02-09,1053.0,501_plus
SH605080,2023-12-29,2021-05-06,967.0,501_plus
SH605081,2023-12-29,2021-02-09,1053.0,501_plus
SH605086,2023-12-29,2021-04-16,987.0,501_plus
SH605088,2023-12-29,2020-08-17,1229.0,501_plus
SH605089,2023-12-29,2021-04-27,976.0,501_plus
SH605090,2023-12-29,2021-05-25,948.0,501_plus
SH605098,2023-12-29,2021-04-21,982.0,501_plus
SH605099,2023-12-29,2020-09-30,1185.0,501_plus
SH605100,2023-12-29,2020-08-11,1235.0,501_plus
SH605108,2023-12-29,2020-07-16,1261.0,501_plus
SH605111,2023-12-29,2020-09-28,1187.0,501_plus
SH605116,2023-12-29,2020-09-21,1194.0,501_plus
SH605117,2023-12-29,2021-04-20,983.0,501_plus
SH605118,2023-12-29,2020-07-30,1247.0,501_plus
SH605122,2023-12-29,2021-03-10,1024.0,501_plus
SH605123,2023-12-29,2020-08-25,1221.0,501_plus
SH605128,2023-12-29,2020-09-15,1200.0,501_plus
SH605133,2023-12-29,2021-02-24,1038.0,501_plus
SH605136,2023-12-29,2020-09-29,1186.0,501_plus
SH605138,2023-12-29,2021-10-27,793.0,501_plus
SH605151,2023-12-29,2020-12-15,1109.0,501_plus
SH605155,2023-12-29,2020-12-31,1093.0,501_plus
SH605158,2023-12-29,2020-08-05,1241.0,501_plus
SH605162,2023-12-29,2021-07-07,905.0,501_plus
SH605166,2023-12-29,2020-06-18,1289.0,501_plus
SH605167,2023-12-29,2021-07-26,886.0,501_plus
SH605168,2023-12-29,2020-05-28,1310.0,501_plus
SH605169,2023-12-29,2020-10-30,1155.0,501_plus
SH605177,2023-12-29,2020-11-25,1129.0,501_plus
SH605178,2023-12-29,2020-08-21,1225.0,501_plus
SH605179,2023-12-29,2020-12-28,1096.0,501_plus
SH605180,2023-12-29,2021-04-30,973.0,501_plus
SH605183,2023-12-29,2020-12-07,1117.0,501_plus
SH605186,2023-12-29,2020-12-22,1102.0,501_plus
SH605188,2023-12-29,2020-07-28,1249.0,501_plus
SH605189,2023-12-29,2021-05-28,945.0,501_plus
SH605196,2023-12-29,2021-05-11,962.0,501_plus
SH605198,2023-12-29,2020-09-18,1197.0,501_plus
SH605199,2023-12-29,2020-07-10,1267.0,501_plus
SH605208,2023-12-29,2021-03-08,1026.0,501_plus
SH605218,2023-12-29,2020-09-28,1187.0,501_plus
SH605222,2023-12-29,2020-07-31,1246.0,501_plus
SH605228,2023-12-29,2021-01-20,1073.0,501_plus
SH605255,2023-12-29,2020-08-25,1221.0,501_plus
SH605258,2023-12-29,2020-12-03,1121.0,501_plus
SH605259,2023-12-29,2021-06-15,927.0,501_plus
SH605266,2023-12-29,2020-12-01,1123.0,501_plus
SH605268,2023-12-29,2021-02-24,1038.0,501_plus
SH605277,2023-12-29,2021-01-06,1087.0,501_plus
SH605286,2023-12-29,2021-03-22,1012.0,501_plus
SH605287,2023-12-29,2021-07-06,906.0,501_plus
SH605288,2023-12-29,2020-06-01,1306.0,501_plus
SH605289,2023-12-29,2021-04-26,977.0,501_plus
SH605296,2023-12-29,2021-05-28,945.0,501_plus
SH605298,2023-12-29,2021-03-01,1033.0,501_plus
SH605299,2023-12-29,2020-12-15,1109.0,501_plus
SH605300,2023-12-29,2021-04-30,973.0,501_plus
SH605303,2023-12-29,2021-03-01,1033.0,501_plus
SH605305,2023-12-29,2021-05-06,967.0,501_plus
SH605318,2023-12-29,2020-08-03,1243.0,501_plus
SH605319,2023-12-29,2021-06-07,935.0,501_plus
SH605333,2023-12-29,2020-08-18,1228.0,501_plus
SH605336,2023-12-29,2020-10-19,1166.0,501_plus
SH605337,2023-12-29,2021-02-08,1054.0,501_plus
SH605338,2023-12-29,2020-10-12,1173.0,501_plus
SH605339,2023-12-29,2021-05-18,955.0,501_plus
SH605358,2023-12-29,2020-09-11,1204.0,501_plus
SH605365,2023-12-29,2021-07-20,892.0,501_plus
SH605366,2023-12-29,2020-08-12,1234.0,501_plus
SH605368,2023-12-29,2021-01-29,1064.0,501_plus
SH605369,2023-12-29,2020-09-16,1199.0,501_plus
SH605376,2023-12-29,2020-12-08,1116.0,501_plus
SH605377,2023-12-29,2020-12-28,1096.0,501_plus
SH605378,2023-12-29,2021-04-12,991.0,501_plus
SH605388,2023-12-29,2020-08-18,1228.0,501_plus
SH605389,2023-12-29,2021-03-22,1012.0,501_plus
SH605398,2023-12-29,2021-01-21,1072.0,501_plus
SH605399,2023-12-29,2020-08-04,1242.0,501_plus
SH605488,2023-12-29,2021-05-13,960.0,501_plus
SH605499,2023-12-29,2021-05-27,946.0,501_plus
SH605500,2023-12-29,2020-12-22,1102.0,501_plus
SH605507,2023-12-29,2021-08-02,879.0,501_plus
SH605555,2023-12-29,2021-10-21,799.0,501_plus
SH605566,2023-12-29,2021-10-25,795.0,501_plus
SH605567,2023-12-29,2021-10-13,807.0,501_plus
SH605577,2023-12-29,2021-08-24,857.0,501_plus
SH605580,2023-12-29,2021-08-19,862.0,501_plus
SH605588,2023-12-29,2021-08-12,869.0,501_plus
SH605589,2023-12-29,2021-08-10,871.0,501_plus
SH605598,2023-12-29,2021-09-17,833.0,501_plus
SH605599,2023-12-29,2021-09-09,841.0,501_plus
SH688001,2023-12-29,2019-07-22,1621.0,501_plus
SH688002,2023-12-29,2019-07-22,1621.0,501_plus
SH688003,2023-12-29,2019-07-22,1621.0,501_plus
SH688004,2023-12-29,2020-06-12,1295.0,501_plus
SH688005,2023-12-29,2019-07-22,1621.0,501_plus
SH688006,2023-12-29,2019-07-22,1621.0,501_plus
SH688007,2023-12-29,2019-07-22,1621.0,501_plus
SH688008,2023-12-29,2019-07-22,1621.0,501_plus
SH688009,2023-12-29,2019-07-22,1621.0,501_plus
SH688010,2023-12-29,2019-07-22,1621.0,501_plus
SH688011,2023-12-29,2019-07-22,1621.0,501_plus
SH688012,2023-12-29,2019-07-22,1621.0,501_plus
SH688013,2023-12-29,2020-09-28,1187.0,501_plus
SH688015,2023-12-29,2019-07-22,1621.0,501_plus
SH688016,2023-12-29,2019-07-22,1621.0,501_plus
SH688017,2023-12-29,2020-08-28,1218.0,501_plus
SH688018,2023-12-29,2019-07-22,1621.0,501_plus
SH688019,2023-12-29,2019-07-22,1621.0,501_plus
SH688020,2023-12-29,2019-07-22,1621.0,501_plus
SH688021,2023-12-29,2019-11-06,1514.0,501_plus
SH688022,2023-12-29,2019-07-22,1621.0,501_plus
SH688023,2023-12-29,2019-11-05,1515.0,501_plus
SH688025,2023-12-29,2019-10-31,1520.0,501_plus
SH688026,2023-12-29,2020-01-22,1437.0,501_plus
SH688027,2023-12-29,2020-07-09,1268.0,501_plus
SH688028,2023-12-29,2019-07-22,1621.0,501_plus
SH688029,2023-12-29,2019-07-22,1621.0,501_plus
SH688030,2023-12-29,2019-09-30,1551.0,501_plus
SH688031,2023-12-29,2022-10-18,437.0,251_500
SH688032,2023-12-29,2021-12-20,739.0,501_plus
SH688033,2023-12-29,2019-07-22,1621.0,501_plus
SH688035,2023-12-29,2022-09-19,466.0,251_500
SH688036,2023-12-29,2019-09-30,1551.0,501_plus
SH688037,2023-12-29,2019-12-16,1474.0,501_plus
SH688038,2023-12-29,2021-07-13,899.0,501_plus
SH688039,2023-12-29,2019-12-11,1479.0,501_plus
SH688041,2023-12-29,2022-08-12,504.0,501_plus
SH688045,2023-12-29,2022-05-26,582.0,501_plus
SH688046,2023-12-29,2022-04-25,613.0,501_plus
SH688047,2023-12-29,2022-06-24,553.0,501_plus
SH688048,2023-12-29,2022-04-01,637.0,501_plus
SH688049,2023-12-29,2021-11-29,760.0,501_plus
SH688050,2023-12-29,2020-07-29,1248.0,501_plus
SH688051,2023-12-29,2020-03-20,1379.0,501_plus
SH688052,2023-12-29,2022-04-22,616.0,501_plus
SH688053,2023-12-29,2022-07-08,539.0,501_plus
SH688055,2023-12-29,2020-08-17,1229.0,501_plus
SH688056,2023-12-29,2020-09-02,1213.0,501_plus
SH688057,2023-12-29,2020-11-11,1143.0,501_plus
